##Temp./°C,Time/min,DSC(subtr.)/(mW/mg),Mass loss(subtr.)/mg,Sensit./(uV/mW)
49.718,10.01,0.007835105,0.00592,1.06051
49.818,10.40593,0.01134383,0.00469505,1.06049
49.918,10.51258,0.01801907,0.005182606,1.06047
50.018,10.58662,0.02345923,0.004247847,1.06045
50.118,10.64265,0.0322317,0.004284097,1.06043
50.218,10.69079,0.03598606,0.0048908,1.06041
50.318,10.733419999999999,0.03852868,0.004545678,1.06039
50.418,10.77069,0.04117695,0.004326675,1.06037
50.518,10.80526,0.04631361,0.00542284,1.06035
50.618,10.83746,0.04713964,0.00500565,1.06033
50.718,10.86848,0.05377985,0.004630335,1.06031
50.818,10.897039999999999,0.05677722,0.005593621,1.06029
50.918,10.92384,0.05873036,0.006035296,1.06027
51.018,10.949710000000001,0.06332929,0.0055946730000000005,1.06025
51.118,10.97476,0.06733823,0.005325075,1.06023
51.218,10.99859,0.06811932,0.004411452,1.06021
51.318,11.021560000000001,0.07171584,0.004100435,1.06018
51.418,11.04386,0.07626576,0.0053717719999999995,1.06016
51.518,11.06553,0.07688729,0.006785444,1.0601399999999999
51.618,11.08596,0.08013215,0.00605311,1.0601200000000002
51.718,11.10655,0.08312609,0.0059511780000000005,1.0601
51.818,11.12676,0.08582958,0.006627525,1.06008
51.918,11.146510000000001,0.08875352,0.0056913630000000005,1.06006
52.018,11.16577,0.09067193,0.00534147,1.0600399999999999
52.118,11.18467,0.09314026,0.00526751,1.06002
52.218,11.203330000000001,0.0941869,0.005474422,1.06
52.318,11.22149,0.09698563,0.0055271240000000004,1.05998
52.418,11.239419999999999,0.10008,0.004728679,1.05995
52.518,11.25693,0.10167000000000001,0.004900629,1.0599299999999998
52.618,11.27438,0.1049,0.003477055,1.0599100000000001
52.718,11.291839999999999,0.10595999999999998,0.004713546,1.05989
52.818,11.3087,0.10694000000000001,0.004935165,1.05987
52.918,11.32527,0.11039000000000002,0.005462074,1.05985
53.018,11.341510000000001,0.11085,0.005112338,1.0598299999999998
53.118,11.35752,0.11345999999999999,0.005965903000000001,1.0598100000000001
53.218,11.37318,0.11698,0.004888465,1.05979
53.318,11.38873,0.11657000000000001,0.005608303,1.05976
53.418,11.40422,0.11604,0.00523894,1.05974
53.518,11.41942,0.12019,0.005397712,1.05972
53.618,11.4346,0.12105,0.005818304,1.0597
53.718,11.44962,0.12312999999999999,0.006928654,1.05968
53.818,11.46444,0.12389000000000001,0.005816483000000001,1.05966
53.918,11.4791,0.12843,0.006817356,1.05964
54.018,11.49376,0.12632000000000002,0.005300983,1.05962
54.118,11.50816,0.12730999999999998,0.006596088000000001,1.0596
54.218,11.52234,0.12868,0.005485686,1.0595700000000001
54.318,11.53634,0.13094,0.006632931999999999,1.05955
54.418,11.550469999999999,0.13291,0.006339254,1.0595299999999999
54.518,11.56446,0.13488,0.006972551,1.05951
54.618,11.57817,0.13619,0.00772665,1.05949
54.718,11.59168,0.13727999999999999,0.008715753,1.0594700000000001
54.818,11.6052,0.13651,0.007556248000000001,1.05945
54.918,11.61888,0.13884000000000002,0.008898462,1.05942
55.018,11.632480000000001,0.13963,0.008876680999999999,1.0594
55.118,11.64591,0.14265,0.0077946380000000004,1.05938
55.218,11.659239999999999,0.14079,0.008582932,1.05936
55.318,11.67248,0.14482,0.008318539,1.05934
55.418,11.68539,0.14583,0.007992217,1.05932
55.518,11.69833,0.14406,0.008712418000000001,1.05929
55.618,11.71141,0.14748,0.007726401999999999,1.0592700000000002
55.718,11.72446,0.14799,0.008944788,1.05925
55.818,11.7375,0.14745999999999998,0.008836564,1.05923
55.918,11.75036,0.15018,0.007670748000000001,1.05921
56.018,11.763119999999999,0.15241,0.007718468000000001,1.0591899999999999
56.118,11.77597,0.15383,0.007596459,1.0591700000000002
56.218,11.789019999999999,0.15481,0.006574015999999999,1.05914
56.318,11.80206,0.1533,0.007808226999999999,1.05912
56.418,11.81475,0.15635,0.007499441999999999,1.0591
56.518,11.82726,0.15582000000000001,0.007291133000000001,1.05908
56.618,11.8397,0.15782000000000002,0.007782496,1.0590600000000001
56.718,11.85217,0.15747,0.008393491999999999,1.05903
56.818,11.86455,0.16066,0.009063113000000001,1.05901
56.918,11.87681,0.15955,0.007871909,1.0589899999999999
57.018,11.8894,0.16057000000000002,0.008523801999999999,1.05897
57.118,11.90201,0.16413,0.008399092,1.05895
57.218,11.91434,0.16355999999999998,0.007596627,1.05893
57.318,11.92667,0.1624,0.00757402,1.0589
57.418,11.93885,0.16324,0.00658918,1.0588799999999998
57.518,11.95094,0.16609000000000002,0.007627281,1.0588600000000001
57.618,11.96317,0.16385999999999998,0.007537446,1.05884
57.718,11.97523,0.16747,0.007530556,1.05882
57.818,11.98728,0.16845,0.0062918869999999995,1.05879
57.918,11.9992,0.17015,0.006026278,1.05877
58.018,12.0111,0.16975,0.006119604,1.05875
58.118,12.02307,0.1718,0.006965936999999999,1.05873
58.218,12.03501,0.17109000000000002,0.006097946999999999,1.05871
58.318,12.04694,0.17028,0.006036885,1.0586799999999998
58.418,12.0588,0.17402,0.006003434,1.05866
58.518,12.07057,0.17334000000000002,0.006742776999999999,1.05864
58.618,12.08252,0.17490999999999998,0.007292806,1.0586200000000001
58.718,12.094330000000001,0.17695,0.00633725,1.0586
58.818,12.10603,0.17645999999999998,0.006010535,1.05857
58.918,12.11773,0.17719000000000001,0.006017434,1.05855
59.018,12.129380000000001,0.17795999999999998,0.006352558,1.05853
59.118,12.14102,0.176,0.006329778,1.05851
59.218,12.1527,0.17934,0.005997026999999999,1.0584799999999999
59.318,12.16439,0.18049,0.006083945,1.05846
59.418,12.175989999999999,0.18067,0.007038862,1.05844
59.518,12.18758,0.18029,0.007598463000000001,1.0584200000000001
59.618,12.19903,0.18116,0.006552513,1.0584
59.718,12.21063,0.18174,0.006150943000000001,1.05837
59.818,12.22218,0.18075,0.006682025,1.05835
59.918,12.23364,0.18294000000000002,0.007634209,1.05833
60.018,12.24504,0.18399000000000001,0.006991544000000001,1.05831
60.118,12.25649,0.1855,0.006137763,1.0582799999999999
60.218,12.26795,0.18429,0.0066278380000000005,1.05826
60.318,12.27941,0.1857,0.007440373,1.05824
60.418,12.29077,0.18617,0.007455654,1.0582200000000002
60.518,12.30217,0.18783,0.007446036999999999,1.05819
60.618,12.3135,0.18972999999999998,0.00680478,1.05817
60.718,12.32488,0.18917,0.006890085,1.05815
60.818,12.336210000000001,0.18941,0.007560044,1.05813
60.918,12.3475,0.19007000000000002,0.007421456,1.0581
61.018,12.3588,0.18929,0.007513903000000001,1.05808
61.118,12.37002,0.19152,0.006478561999999999,1.05806
61.218,12.38128,0.19239,0.006192984,1.0580399999999999
61.318,12.39247,0.19344,0.007013579,1.0580100000000001
61.418,12.40368,0.19484,0.007512694,1.05799
61.518,12.41493,0.19315,0.007434316999999999,1.05797
61.618,12.426110000000001,0.195,0.007515458,1.0579399999999999
61.718,12.4374,0.19622,0.007014716999999999,1.05792
61.818,12.44868,0.19551,0.006185099,1.0579
61.918,12.45992,0.19635999999999998,0.006463099,1.05788
62.018,12.47114,0.19723,0.007507925,1.05785
62.118,12.482339999999999,0.19684000000000001,0.007461755,1.0578299999999998
62.218,12.49349,0.19773,0.007304295,1.0578100000000001
62.318,12.50463,0.19769,0.006421575,1.05779
62.418,12.51582,0.1986,0.0061232840000000005,1.05776
62.518,12.527,0.20046,0.006055537,1.05774
62.618,12.538089999999999,0.19997,0.00694621,1.05772
62.718,12.54917,0.19977999999999999,0.007456996,1.05769
62.818,12.560189999999999,0.19981,0.007122221999999999,1.05767
62.918,12.57126,0.20029,0.006138719,1.05765
63.018,12.582310000000001,0.20034000000000002,0.007013192,1.0576299999999998
63.118,12.5933,0.20243,0.0075039930000000005,1.0576
63.218,12.604410000000001,0.20224,0.007448358,1.05758
63.318,12.61547,0.20255,0.007462698,1.05756
63.418,12.62647,0.20344,0.0074598830000000005,1.0575299999999999
63.518,12.63742,0.20428,0.0074584,1.05751
63.618,12.64829,0.20513,0.007465131,1.05749
63.718,12.65923,0.20501999999999998,0.007190289,1.05746
63.818,12.670160000000001,0.20501,0.00613136,1.05744
63.918,12.68104,0.20455,0.006151912,1.05742
64.018,12.69196,0.20678000000000002,0.006144518000000001,1.05739
64.118,12.70289,0.20754,0.00608464,1.0573700000000001
64.218,12.71379,0.20546999999999999,0.006472236,1.05735
64.318,12.72467,0.20661999999999997,0.0073273669999999996,1.0573299999999999
64.418,12.73558,0.20711999999999997,0.006549048000000001,1.0573
64.518,12.74644,0.20814000000000002,0.006081768,1.05728
64.618,12.75734,0.20875,0.006156961,1.05726
64.718,12.768310000000001,0.20651,0.006356476,1.05723
64.818,12.77917,0.20824,0.007415911,1.05721
64.918,12.79011,0.20740999999999998,0.007467939,1.05719
