##Temp./°C,Time/min,DSC(subtr.)/(mW/mg),Mass loss(subtr.)/mg,Sensit./(uV/mW)
49.746,10.01,0.01937577,-0.05035,1.06051
49.846,10.42581,0.02449964,-0.05133478,1.06049
49.946,10.53178,0.03001655,-0.05350846,1.06047
50.046,10.59956,0.03587004,-0.05412453,1.06045
50.146,10.65353,0.04139974,-0.05286516,1.06043
50.246,10.69897,0.04366658,-0.0525803,1.06041
50.346,10.73901,0.04857996,-0.05365248,1.06039
50.446,10.774980000000001,0.05302581,-0.05414767,1.06036
50.546,10.808710000000001,0.05776367,-0.05453866,1.06034
50.646,10.84104,0.06118766,-0.05483767,1.0603200000000002
50.746,10.87091,0.0641762,-0.05484576,1.0603
50.846,10.89943,0.06994584,-0.05484599,1.06028
50.946,10.92654,0.0738518,-0.05429849,1.06026
51.046,10.95302,0.07501428,-0.05336679,1.06024
51.146,10.97843,0.0792046,-0.05262068,1.0602200000000002
51.246,11.00223,0.08180427,-0.05206569,1.0602
51.346,11.02559,0.08384019,-0.05264383,1.06018
51.446,11.04786,0.08864991,-0.05229876,1.06016
51.546,11.069280000000001,0.09224389,-0.05344439,1.0601399999999999
51.646,11.090010000000001,0.09404427,-0.05331141,1.0601200000000002
51.746,11.11068,0.09397747,-0.05330214,1.0601
51.846,11.13069,0.101,-0.05362497,1.06007
51.946,11.15018,0.10162,-0.0536386,1.06005
52.046,11.16917,0.10447999999999999,-0.05396388,1.06003
52.146,11.18799,0.10784,-0.05356426,1.0600100000000001
52.246,11.206669999999999,0.1105,-0.05382526,1.05999
52.346,11.22436,0.1118,-0.05408015,1.05997
52.446,11.24157,0.11442999999999999,-0.05421306,1.05995
52.546,11.25893,0.1148,-0.05360746,1.0599299999999998
52.646,11.2763,0.12005,-0.05292351,1.0599100000000001
52.746,11.2936,0.11863,-0.05354253,1.05989
52.846,11.31023,0.12287999999999999,-0.05374936,1.05986
52.946,11.32647,0.12327,-0.05448468,1.05984
53.046,11.34275,0.12612,-0.05438437,1.05982
53.146,11.35865,0.13029000000000002,-0.05533035,1.0598
53.246,11.37456,0.13077,-0.05414373,1.05978
53.346,11.39021,0.13159,-0.05504123,1.05976
53.446,11.4056,0.13476,-0.05411746,1.05974
53.546,11.42089,0.13499,-0.05442715,1.05972
53.646,11.43618,0.13890999999999998,-0.05489663,1.0597
53.746,11.45168,0.13924,-0.05438264,1.0596700000000001
53.846,11.46647,0.14037,-0.0550994,1.05965
53.946,11.48103,0.14253,-0.05498149,1.0596299999999998
54.046,11.49537,0.14307999999999998,-0.05495568,1.05961
54.146,11.50977,0.1474,-0.05528136,1.05959
54.246,11.52408,0.1461,-0.05511996,1.0595700000000001
54.346,11.53824,0.14905,-0.05531865,1.05955
54.446,11.55234,0.14977000000000001,-0.05533791,1.0595299999999999
54.546,11.56627,0.15164,-0.05484945,1.0595
54.646,11.5801,0.15195,-0.05528275,1.05948
54.746,11.59385,0.15562,-0.05531086,1.05946
54.846,11.60758,0.15800999999999998,-0.05537698,1.05944
54.946,11.62116,0.15745,-0.05531932,1.05942
55.046,11.63465,0.15868,-0.05496748,1.0594
55.146,11.64811,0.15979000000000002,-0.05543149,1.05938
55.246,11.66145,0.1592,-0.05543777,1.05935
55.346,11.674660000000001,0.16161,-0.05565232,1.0593299999999999
55.446,11.68778,0.16244,-0.05548151,1.05931
55.546,11.70076,0.1649,-0.05590231,1.05929
55.646,11.713569999999999,0.16598,-0.05702617,1.0592700000000002
55.746,11.7263,0.16917000000000001,-0.05576319,1.05925
55.846,11.739,0.16765,-0.05562554,1.05922
55.946,11.75164,0.1733,-0.05627523,1.0592
56.046,11.76435,0.17176,-0.05513627,1.05918
56.146,11.77713,0.17364000000000002,-0.0554806,1.05916
56.246,11.78962,0.17279,-0.05605814,1.05914
56.346,11.80211,0.17467,-0.05521442,1.05912
56.446,11.81446,0.17568,-0.05613058,1.0590899999999999
56.546,11.8267,0.17758,-0.05682759,1.0590700000000002
56.646,11.839030000000001,0.17758,-0.05610611,1.05905
56.746,11.851180000000001,0.17729,-0.05599709,1.05903
56.846,11.86327,0.17987,-0.0567175,1.05901
56.946,11.87557,0.18098,-0.05619932,1.0589899999999999
57.046,11.88781,0.18258,-0.05605276,1.0589600000000001
57.146,11.90024,0.18218,-0.05660659,1.05894
57.246,11.91268,0.18313,-0.05649592,1.05892
57.346,11.9251,0.18442,-0.05639711,1.0589
57.446,11.93736,0.18517,-0.05653273,1.0588799999999998
57.546,11.949589999999999,0.18722,-0.05476185,1.05885
57.646,11.961910000000001,0.18749000000000002,-0.05459494,1.05883
57.746,11.974,0.18900999999999998,-0.05379421,1.05881
57.846,11.986089999999999,0.18815,-0.05428229,1.05879
57.946,11.9982,0.18989,-0.05409572,1.05877
58.046,12.01036,0.18854,-0.05542754,1.05874
58.146,12.02236,0.19105999999999998,-0.05581016,1.05872
58.246,12.03453,0.19218,-0.05613131,1.0587
58.346,12.04655,0.19397,-0.05786173,1.0586799999999998
58.446,12.05862,0.19393,-0.05827264,1.05866
58.546,12.0708,0.19377,-0.05824722,1.05863
58.646,12.0826,0.19494,-0.05818751,1.05861
58.746,12.094339999999999,0.19658,-0.05862902,1.05859
58.846,12.106060000000001,0.1965,-0.05951317,1.05857
58.946,12.11769,0.19918,-0.05955196,1.05854
59.046,12.12936,0.20039,-0.05955095,1.0585200000000001
59.146,12.14097,0.20159000000000002,-0.05999307,1.0585
59.246,12.152660000000001,0.20282999999999998,-0.06087237,1.0584799999999999
59.346,12.16432,0.20413,-0.05972356,1.05846
59.446,12.175839999999999,0.2024,-0.05975087,1.05843
59.546,12.18731,0.20493000000000003,-0.06081682,1.05841
59.646,12.19872,0.20613,-0.0604738,1.05839
59.746,12.210180000000001,0.20586,-0.05944254,1.05837
59.846,12.22154,0.20764000000000002,-0.05896678,1.05834
59.946,12.23303,0.20636999999999997,-0.05822215,1.0583200000000001
60.046,12.244439999999999,0.20883000000000002,-0.05789899,1.0583
60.146,12.25587,0.20934,-0.05688892,1.0582799999999999
60.246,12.26728,0.20993,-0.05705703,1.05825
60.346,12.27852,0.21093,-0.05702177,1.05823
60.446,12.289860000000001,0.2109,-0.05734887,1.05821
60.546,12.301210000000001,0.21086999999999997,-0.05840442,1.05819
60.646,12.3126,0.21158000000000002,-0.05833188,1.05816
60.746,12.3239,0.21350999999999998,-0.05832398,1.0581399999999999
60.846,12.33531,0.21291999999999997,-0.0585994,1.0581200000000002
60.946,12.34658,0.21275,-0.05973665,1.0581
61.046,12.35787,0.21464,-0.06003806,1.05807
61.146,12.3691,0.21609,-0.05999306,1.05805
61.246,12.38026,0.21633000000000002,-0.05999559,1.05803
61.346,12.39145,0.21588000000000002,-0.06010148,1.0580100000000001
61.446,12.40271,0.21583000000000002,-0.06115752,1.05798
61.546,12.41394,0.21696999999999997,-0.06131355,1.05796
61.646,12.425139999999999,0.21705,-0.06132506,1.0579399999999999
61.746,12.43632,0.21800999999999998,-0.06124434,1.05792
61.846,12.447560000000001,0.21921,-0.06181394,1.05789
61.946,12.4587,0.22045,-0.06203001,1.05787
62.046,12.46984,0.22229000000000002,-0.06132632,1.05785
62.146,12.48091,0.22155999999999998,-0.06132391,1.05782
62.246,12.49211,0.22141,-0.0613535,1.0578
62.346,12.50312,0.22132,-0.06107935,1.05778
62.446,12.51427,0.22380999999999998,-0.05999772,1.05776
62.546,12.52534,0.2238,-0.06052653,1.0577299999999998
62.646,12.53638,0.22395,-0.06107741,1.05771
62.746,12.54739,0.22366999999999998,-0.06094957,1.05769
