##Temp./°C,Time/min,DSC(subtr.)/(mW/mg),Mass loss(subtr.)/mg,Sensit./(uV/mW)
49.843,10.00917,0.008134211,0.01481,1.06049
49.943,10.40292,0.01264835,0.01500096,1.06047
50.043,10.510860000000001,0.0202673,0.01629502,1.06045
50.143,10.58315,0.02465252,0.01545263,1.06043
50.243,10.63948,0.03081045,0.01653943,1.06041
50.343,10.68718,0.03519333,0.0165355,1.06039
50.443,10.72777,0.04022609,0.01667972,1.06037
50.543,10.76566,0.04387251,0.01680622,1.06034
50.643,10.7999,0.04720917,0.01727786,1.0603200000000002
50.743,10.83239,0.05289216,0.01721484,1.0603
50.843,10.86382,0.05700014,0.01645068,1.06028
50.943,10.89274,0.06049348,0.01604837,1.06026
51.043,10.92037,0.06461113,0.01591629,1.06024
51.143,10.94732,0.06687508,0.01593416,1.0602200000000002
51.243,10.971919999999999,0.07081274,0.01614538,1.0602
51.343,10.99585,0.07527078,0.01612885,1.06018
51.443,11.01958,0.0770533,0.0173308,1.06016
51.543,11.04172,0.08096072,0.0173036,1.0601399999999999
51.643,11.06311,0.08597353,0.01719119,1.0601200000000002
51.743,11.08399,0.08715331,0.01649733,1.0601
51.843,11.10459,0.08945424,0.01636706,1.06007
51.943,11.12462,0.09379147,0.01681925,1.06005
52.043,11.14419,0.09929996,0.0165213,1.06003
52.143,11.16346,0.10365,0.01727536,1.0600100000000001
52.243,11.182139999999999,0.10221000000000001,0.01721951,1.05999
52.343,11.20045,0.10608,0.01702737,1.05997
52.443,11.21839,0.10876,0.01714351,1.05995
52.543,11.23596,0.11125,0.01742271,1.0599299999999998
52.643,11.2533,0.11277999999999999,0.01673252,1.0599100000000001
52.743,11.27055,0.11644000000000002,0.01639648,1.05989
52.843,11.28732,0.1178,0.01663011,1.05987
52.943,11.30383,0.12314000000000001,0.01619507,1.05984
53.043,11.320039999999999,0.12279000000000001,0.01666402,1.05982
53.143,11.336219999999999,0.12664,0.01544828,1.0598
53.243,11.35205,0.12825999999999999,0.01659961,1.05978
53.343,11.36779,0.12996,0.01501262,1.05976
53.443,11.383460000000001,0.13513,0.01600831,1.05974
53.543,11.399,0.13422,0.01480509,1.05972
53.643,11.4142,0.13633,0.01565785,1.0597
53.743,11.42923,0.13785999999999998,0.01536553,1.0596700000000001
53.843,11.444189999999999,0.14082,0.0167125,1.05965
53.943,11.45908,0.14307999999999998,0.01743772,1.0596299999999998
54.043,11.47378,0.14544,0.01672708,1.05961
54.143,11.48825,0.14644000000000001,0.0179063,1.05959
54.243,11.50272,0.14892,0.01763289,1.0595700000000001
54.343,11.51708,0.15033,0.01759569,1.05955
54.443,11.53128,0.15084,0.01817064,1.0595299999999999
54.543,11.5453,0.15113,0.0170725,1.0595
54.643,11.55931,0.15417,0.0182205,1.05948
54.743,11.573139999999999,0.15541,0.01781308,1.05946
54.843,11.58687,0.15764,0.01668774,1.05944
54.943,11.600530000000001,0.15947999999999998,0.0170464,1.05942
55.043,11.61412,0.1601,0.01677287,1.0594
55.143,11.62767,0.16295,0.01654346,1.05938
55.243,11.64114,0.1631,0.01654267,1.05935
55.343,11.65444,0.16383,0.01692196,1.0593299999999999
55.443,11.66763,0.1676,0.01771366,1.05931
55.543,11.68068,0.16907,0.01707097,1.05929
55.643,11.69375,0.16891,0.01865802,1.0592700000000002
55.743,11.70688,0.17088,0.01781837,1.05925
55.843,11.71975,0.17251,0.01826695,1.05922
55.943,11.73276,0.17249,0.01864529,1.0592
56.043,11.74558,0.17479,0.02013596,1.05918
56.143,11.75843,0.1791,0.01986213,1.05916
56.243,11.77102,0.1784,0.02128286,1.05914
56.343,11.78369,0.17840999999999999,0.02132304,1.05912
56.443,11.7963,0.1795,0.02111717,1.0590899999999999
56.543,11.808819999999999,0.18089,0.02094663,1.0590700000000002
56.643,11.82125,0.18422,0.02039999,1.05905
56.743,11.833689999999999,0.18352000000000002,0.01940223,1.05903
56.843,11.846039999999999,0.18470999999999999,0.01965298,1.05901
56.943,11.85848,0.1856,0.01850009,1.0589899999999999
57.043,11.87074,0.18748,0.0179933,1.0589600000000001
57.143,11.88296,0.18880999999999998,0.01782706,1.05894
57.243,11.89527,0.19057000000000002,0.01672722,1.05892
57.343,11.90744,0.19279000000000002,0.01643519,1.0589
57.443,11.91955,0.19204000000000002,0.01645906,1.0588799999999998
57.543,11.9317,0.19318,0.01644978,1.05885
57.643,11.943710000000001,0.19457,0.01560555,1.05883
57.743,11.95578,0.19477,0.01545816,1.05881
57.843,11.967789999999999,0.19569,0.01641553,1.05879
57.943,11.97983,0.19594,0.01645668,1.05877
58.043,11.991769999999999,0.19779000000000002,0.01644838,1.05874
58.143,12.00376,0.19902,0.01654843,1.05872
58.243,12.01564,0.19919,0.01668141,1.0587
58.343,12.0275,0.20064,0.01687435,1.0586799999999998
58.443,12.03932,0.20172,0.01811219,1.05866
58.543,12.05103,0.20168,0.01794511,1.05863
58.643,12.06281,0.20157,0.01687586,1.05861
58.743,12.07444,0.20432999999999998,0.01704165,1.05859
58.843,12.08625,0.20561999999999997,0.01806288,1.05857
58.943,12.09796,0.20523000000000002,0.01723382,1.05855
59.043,12.109539999999999,0.20508,0.01678016,1.0585200000000001
59.143,12.12124,0.20874,0.01676252,1.0585
59.243,12.13284,0.20763,0.01691894,1.0584799999999999
59.343,12.14443,0.20769,0.01697105,1.05846
59.443,12.15599,0.20679,0.01676735,1.05843
59.543,12.16756,0.20843000000000003,0.01677908,1.05841
59.643,12.17907,0.21026,0.01711472,1.05839
59.743,12.1906,0.21225,0.01739347,1.05837
59.843,12.2021,0.21275,0.01671516,1.05834
59.943,12.21344,0.21251,0.01680009,1.0583200000000001
60.043,12.224910000000001,0.21233000000000002,0.01683306,1.0583
60.143,12.23633,0.21486999999999998,0.01637712,1.0582799999999999
60.243,12.24775,0.21648,0.01549139,1.05826
60.343,12.2591,0.2161,0.01611355,1.05823
60.443,12.27051,0.21764,0.01680998,1.05821
60.543,12.2819,0.21881,0.01676868,1.05819
60.643,12.29326,0.22086,0.01677839,1.05817
60.743,12.30451,0.22043000000000001,0.01680239,1.0581399999999999
60.843,12.31583,0.22036999999999998,0.01669235,1.0581200000000002
60.943,12.3271,0.22083000000000003,0.01738433,1.0581
61.043,12.33836,0.21996,0.0168375,1.05808
61.143,12.34956,0.22166999999999998,0.01679462,1.05805
61.243,12.36076,0.22315,0.01679695,1.05803
61.343,12.37198,0.22282,0.01737947,1.0580100000000001
61.443,12.38316,0.22371999999999997,0.01746115,1.05798
61.543,12.39433,0.22344,0.01668847,1.05796
61.643,12.40546,0.22603,0.01676938,1.0579399999999999
61.743,12.4167,0.22591,0.01721175,1.05792
61.843,12.42787,0.22533000000000003,0.0181107,1.05789
61.943,12.43903,0.22719,0.01712285,1.05787
62.043,12.45023,0.22960999999999998,0.01677822,1.05785
62.143,12.46144,0.22905,0.01678082,1.0578299999999998
62.243,12.47269,0.23048000000000002,0.01677956,1.0578
62.343,12.48377,0.23053,0.01678097,1.05778
62.443,12.49488,0.23089,0.01677623,1.05776
62.543,12.506,0.23054000000000002,0.01679381,1.0577299999999998
62.643,12.51713,0.23294,0.0167371,1.05771
62.743,12.528210000000001,0.23287,0.01736186,1.05769
62.843,12.53932,0.23492,0.01810585,1.05767
62.943,12.5504,0.23514000000000002,0.01804711,1.05764
63.043,12.5615,0.2354,0.0172613,1.05762
63.143,12.57253,0.23711999999999997,0.01673508,1.0576
63.243,12.58363,0.23635,0.01684504,1.0575700000000001
63.343,12.59473,0.23621,0.01775303,1.05755
63.443,12.605789999999999,0.23726,0.01778187,1.0575299999999999
63.543,12.616810000000001,0.23843000000000003,0.01686675,1.0575
63.643,12.62782,0.23833000000000001,0.01676904,1.05748
63.743,12.638869999999999,0.23892,0.0167803,1.05746
63.843,12.64981,0.23829,0.01677742,1.05744
63.943,12.6607,0.23823000000000003,0.01630535,1.05741
64.043,12.671610000000001,0.24101,0.01540143,1.05739
64.143,12.6825,0.24006999999999998,0.01616489,1.0573700000000001
64.243,12.69347,0.24034,0.01687825,1.05734
64.343,12.70445,0.23951999999999998,0.01676642,1.05732
64.443,12.7154,0.24225,0.01680184,1.0573
64.543,12.7264,0.24181,0.01676434,1.0572700000000002
64.643,12.73735,0.24181999999999998,0.01686494,1.05725
64.743,12.748280000000001,0.24270999999999998,0.01587661,1.05723
64.843,12.75918,0.24406,0.01580081,1.0572
64.943,12.77004,0.24452,0.01683305,1.05718
65.043,12.78098,0.24429,0.01676995,1.05716
65.143,12.7918,0.24613000000000002,0.01679646,1.05713
65.243,12.80264,0.24438000000000001,0.0167887,1.05711
65.343,12.81352,0.24672,0.01678782,1.0570899999999999
65.443,12.8244,0.24766999999999997,0.01680114,1.05706
65.543,12.835289999999999,0.24745999999999999,0.016746,1.05704
65.643,12.84613,0.24777,0.01705802,1.05702
65.743,12.85707,0.2489,0.01685102,1.0569899999999999
65.843,12.86806,0.24861,0.01677079,1.05697
65.943,12.87887,0.24786999999999998,0.01678065,1.05695
66.043,12.889710000000001,0.25087,0.0167806,1.05692
66.143,12.90059,0.25032,0.01677612,1.0569
66.243,12.9114,0.25177,0.01680264,1.0568799999999998
66.343,12.9223,0.24977,0.01663791,1.05685
66.443,12.933,0.25206999999999996,0.01583973,1.05683
66.543,12.94379,0.25277,0.01533254,1.0568
66.643,12.95457,0.25304,0.01599031,1.0567799999999998
66.743,12.96539,0.2533,0.0167496,1.0567600000000001
66.843,12.97627,0.25453000000000003,0.01679472,1.05673
66.943,12.987039999999999,0.25497,0.01678899,1.05671
67.043,12.99789,0.25661999999999996,0.0167904,1.05669
67.143,13.00868,0.25381,0.01678954,1.05666
67.243,13.01929,0.2571,0.01678953,1.05664
67.343,13.02988,0.25725,0.01639627,1.05661
67.443,13.0405,0.25809,0.01541509,1.05659
67.543,13.05123,0.25835,0.01546617,1.05657
67.643,13.06198,0.2581,0.01560703,1.05654
67.743,13.07266,0.25853000000000004,0.01630997,1.0565200000000001
67.843,13.08336,0.25947,0.01647613,1.0565
67.943,13.09407,0.25888,0.01645408,1.05647
68.043,13.10467,0.25941,0.01646849,1.05645
68.143,13.11536,0.26178,0.01643154,1.0564200000000001
68.243,13.12601,0.26252,0.01667,1.0564
68.343,13.13675,0.26127,0.01689286,1.0563799999999999
68.443,13.147520000000002,0.26314,0.01595122,1.05635
68.543,13.158320000000002,0.2639,0.01547502,1.05633
68.643,13.16898,0.26333,0.01546937,1.0563
68.743,13.17973,0.26316999999999996,0.01546482,1.0562799999999999
68.843,13.19041,0.2637,0.01551578,1.05626
68.943,13.201229999999999,0.26419000000000004,0.01629014,1.05623
69.043,13.21186,0.26554,0.01682795,1.05621
69.143,13.22259,0.26496,0.01676901,1.05618
69.243,13.23345,0.26511,0.01677237,1.05616
69.343,13.244279999999998,0.26526,0.01682609,1.0561399999999999
69.443,13.25508,0.2678,0.01645828,1.05611
69.543,13.26575,0.26839,0.01562647,1.05609
69.643,13.27639,0.26816999999999996,0.01545432,1.05606
69.743,13.28705,0.26713000000000003,0.01543196,1.0560399999999999
69.843,13.29781,0.26807,0.01601673,1.0560200000000002
69.943,13.308539999999999,0.26948,0.01676843,1.05599
70.043,13.319289999999999,0.27029000000000003,0.01678845,1.05597
70.143,13.32993,0.26833,0.01680467,1.0559399999999999
70.243,13.340620000000001,0.26995,0.01668746,1.05592
70.343,13.35131,0.26955999999999997,0.0156513,1.05589
70.443,13.361839999999999,0.27133,0.01546387,1.05587
70.543,13.3724,0.27018000000000003,0.01547171,1.05585
70.643,13.38304,0.27236,0.0154695,1.05582
70.743,13.393679999999998,0.27199,0.01547023,1.0558
70.843,13.40431,0.27258000000000004,0.01546952,1.05577
70.943,13.41492,0.27371,0.01547172,1.05575
71.043,13.42562,0.2731,0.01546356,1.05572
71.143,13.43619,0.27342,0.01560844,1.0557
71.243,13.446860000000001,0.27592,0.01660725,1.05567
71.343,13.457429999999999,0.27519,0.01679961,1.05565
71.443,13.468079999999999,0.27785,0.01680842,1.0556299999999998
71.543,13.47869,0.27410999999999996,0.01614845,1.0556
71.643,13.489289999999999,0.27623000000000003,0.01579639,1.05558
71.743,13.49985,0.27496,0.01545885,1.05555
71.843,13.51044,0.27715,0.01547501,1.0555299999999999
