##Temp./°C,Time/min,Mass(subtr.2)/%,DSC(subtr.2)/(mW/mg),Sensit./(uV/mW)
50.194,10.00917,99.50596999999999,-0.01997041,0.99784
50.294,11.13852,99.41069,-0.0156497,0.99792
50.394,11.482460000000001,99.4107,-0.01333236,0.9979899999999999
50.494,11.71552,99.37813,-0.01371383,0.9980700000000001
50.594,11.89953,99.37761,-0.01085777,0.99815
50.694,12.05763,99.37798000000001,-0.009873640999999999,0.9982200000000001
50.794,12.19947,99.31223,-0.0075780990000000005,0.9983
50.894,12.32743,99.3165,-0.006118743,0.9983799999999999
50.994,12.44769,99.32313,-0.004816502,0.99845
51.094,12.559460000000001,99.38804,-0.002639613,0.9985299999999999
51.194,12.66662,99.32039,-0.0018658479999999998,0.99861
51.294,12.76775,99.3202,-0.002781483,0.9986799999999999
51.394,12.86449,99.32145,-0.0005894475,0.99876
51.494,12.95765,99.31909,0.00021941599999999997,0.99884
51.594,13.04681,99.32033,-3.4420370000000005e-05,0.9989100000000001
51.694,13.132420000000002,99.30445999999999,0.002098608,0.9989899999999999
51.794,13.216339999999999,99.2878,0.0024326020000000003,0.9990600000000001
51.894,13.29773,99.32131,0.003504477,0.9991399999999999
51.994,13.37755,99.28491,0.003767495,0.9992200000000001
52.094,13.455210000000001,99.28506999999999,0.004209063,0.99929
52.194,13.531070000000001,99.28506999999999,0.0067503269999999995,0.9993700000000001
52.294,13.605970000000001,99.28506999999999,0.0065252719999999995,0.99944
52.394,13.67946,99.31035,0.008202512,0.9995200000000001
52.494,13.75146,99.28773000000001,0.007758121999999999,0.99959
52.594,13.822170000000002,99.28781,0.007106581999999999,0.9996700000000001
52.694,13.89235,99.3001,0.00846345,0.99974
52.794,13.96083,99.28781,0.008570666,0.99982
52.894,14.02815,99.28936999999999,0.008141407,0.99989
52.994,14.094660000000001,99.28764,0.008185217,0.99997
53.094,14.160470000000002,99.31922,0.008471695999999999,1.00004
53.194,14.225620000000001,99.2878,0.01203559,1.00011
53.294,14.28984,99.32114,0.009730149,1.00019
53.394,14.3536,99.32049,0.01098332,1.00026
53.494,14.416279999999999,99.27965,0.0114698,1.00034
