LABORATORY,FSRI 
TEST IDENT,Cotton_Sheet_HF_25
OPERATOR,Dow
MATERIAL,Cotton Sheet
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.00884
C FACTOR,0.041547633707523346
SPEC HOLDER DIFF,-566
SPECIMEN MASS,1.0800000429153442
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,587
TIME TO IGN,8.75
END OF TEST SCAN,107
END OF TEST TIME,26.75
TEST STATUS,1
PRE TEST CMT,Thickness: 0.21 mm; with frame; with calcium silicate substrate
