,Surface Area (mm^2),Pretest,Posttest
HF100-Frame_R1,8836.00, ,Sample removed 10 seconds after ignition
HF50-Frame_R1,8836.00, ,Sample removed about 13 seconds after igntion
HF75-Frame+Grid_R1,8836.00, ,Sample was removed 10s after ignition and test was ended.
