##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,Sensit./(uV/mW)
49.511,10.01,0.10643,-0.04376,1.07525
49.611,10.387880000000001,0.12229000000000001,-0.04390706,1.0752
49.711,10.49656,0.13915999999999998,-0.04369899,1.07515
49.811,10.57075,0.15331,-0.04611652,1.0751
49.911,10.62848,0.17221,-0.04634206,1.07505
50.011,10.676260000000001,0.19195,-0.04762642,1.07499
50.111,10.71878,0.20561999999999997,-0.04733385,1.07494
50.211,10.75677,0.21964,-0.0465992,1.07489
50.311,10.7919,0.23485,-0.0463565,1.07484
50.411,10.82488,0.2553,-0.04697119,1.0747799999999998
50.511,10.85502,0.27273000000000003,-0.04713313,1.07473
50.611,10.88353,0.28967,-0.04711879,1.0746799999999999
50.711,10.91077,0.31253000000000003,-0.04692079,1.07463
50.811,10.93666,0.31082,-0.04594626,1.0745799999999999
50.911,10.962,0.32713000000000003,-0.04523211,1.0745200000000001
51.011,10.98584,0.3398,-0.04605469,1.07447
51.111,11.009039999999999,0.35734,-0.04686763,1.0744200000000002
51.211,11.03133,0.36433000000000004,-0.04710301,1.07437
51.311,11.053239999999999,0.37045,-0.04715878,1.0743200000000002
51.411,11.0745,0.38713000000000003,-0.04689287,1.07426
51.511,11.09528,0.39842,-0.04698956,1.07421
51.611,11.11551,0.4138,-0.04670925,1.07416
51.711,11.13518,0.42466000000000004,-0.04710009,1.0741100000000001
51.811,11.15433,0.43711000000000005,-0.04633858,1.07406
51.911,11.173169999999999,0.4455,-0.04657085,1.074
52.011,11.19153,0.46545,-0.04745825,1.07395
52.111,11.20957,0.46708,-0.04769866,1.0739
52.211,11.227269999999999,0.4742,-0.04772478,1.07385
52.311,11.24485,0.48862,-0.04763307,1.07379
52.411,11.26192,0.50208,-0.04727815,1.07374
52.511,11.278789999999999,0.50751,-0.04752998,1.07369
52.611,11.29544,0.50952,-0.04724797,1.07364
52.711,11.31188,0.51042,-0.04740203,1.07359
52.811,11.327910000000001,0.5295,-0.04742034,1.0735299999999999
52.911,11.343960000000001,0.54172,-0.04782496,1.07348
53.011,11.35977,0.54084,-0.04751613,1.0734299999999999
53.111,11.37525,0.5493899999999999,-0.04766919,1.07338
53.211,11.39051,0.55917,-0.0480423,1.07333
53.311,11.40579,0.56958,-0.04776483,1.0732700000000002
53.411,11.420919999999999,0.5766899999999999,-0.04877501,1.07322
53.511,11.435889999999999,0.57748,-0.0481431,1.0731700000000002
53.611,11.45072,0.58643,-0.04803037,1.07312
53.711,11.465530000000001,0.59741,-0.04799621,1.07307
53.811,11.48002,0.6051,-0.04793005,1.07301
53.911,11.4945,0.60832,-0.0479398,1.0729600000000001
54.011,11.50882,0.62024,-0.04784864,1.07291
54.111,11.52289,0.62334,-0.04797305,1.0728600000000001
54.211,11.53697,0.63038,-0.04879198,1.07281
54.311,11.55083,0.6357,-0.04795698,1.07275
54.411,11.5648,0.64122,-0.04959536,1.0727
54.511,11.57848,0.64904,-0.04869631,1.07265
54.611,11.59215,0.65374,-0.0490879,1.0726
54.711,11.60591,0.6613,-0.04974255,1.07254
54.811,11.619580000000001,0.66922,-0.04860526,1.07249
54.911,11.63313,0.6733600000000001,-0.04951864,1.07244
55.011,11.646460000000001,0.67782,-0.04925145,1.07239
55.111,11.65981,0.6927300000000001,-0.04923911,1.07234
55.211,11.672889999999999,0.69975,-0.04968565,1.07228
55.311,11.68614,0.69763,-0.04889288,1.07223
55.411,11.69917,0.70562,-0.04961929,1.07218
55.511,11.71217,0.7044,-0.04951095,1.07213
55.611,11.72522,0.71385,-0.04937197,1.07208
55.711,11.73816,0.71428,-0.04984648,1.07202
55.811,11.75111,0.72128,-0.04984336,1.07197
55.911,11.76397,0.7320300000000001,-0.0501988,1.07192
56.011,11.776689999999999,0.74366,-0.04998531,1.07187
56.111,11.789489999999999,0.74379,-0.0500329,1.07182
56.211,11.80215,0.74646,-0.04971762,1.07176
56.311,11.814589999999999,0.7451399999999999,-0.05007094,1.07171
56.411,11.827210000000001,0.75878,-0.04998257,1.07166
56.511,11.83958,0.75455,-0.05004914,1.07161
56.611,11.85196,0.76757,-0.04904621,1.07156
56.711,11.86425,0.76977,-0.05012927,1.0715
56.811,11.87647,0.77225,-0.04988408,1.07145
56.911,11.8885,0.78278,-0.04879724,1.0714
57.011,11.900730000000001,0.78269,-0.04875467,1.07135
57.111,11.912889999999999,0.77993,-0.04917352,1.0713
57.211,11.925,0.79183,-0.04822117,1.07124
57.311,11.93703,0.79538,-0.04861975,1.0711899999999999
57.411,11.94915,0.7974899999999999,-0.04873356,1.07114
57.511,11.9611,0.8073600000000001,-0.04824548,1.0710899999999999
57.611,11.97312,0.8102,-0.04829447,1.07104
57.711,11.98511,0.8085600000000001,-0.04924869,1.0709799999999998
57.811,11.997060000000001,0.81667,-0.04974126,1.07093
57.911,12.009030000000001,0.8137800000000001,-0.04851617,1.0708799999999998
58.011,12.02105,0.81867,-0.04925604,1.07083
58.111,12.032960000000001,0.8285399999999999,-0.05009436,1.0707799999999998
58.211,12.044839999999999,0.8320700000000001,-0.04996068,1.0707200000000001
58.311,12.05677,0.8273299999999999,-0.05029272,1.07067
58.411,12.06867,0.82931,-0.05005118,1.0706200000000001
58.511,12.08057,0.8313299999999999,-0.0500092,1.07057
58.611,12.09249,0.84119,-0.05009669,1.0705200000000001
58.711,12.10432,0.8416600000000001,-0.05024783,1.07046
58.811,12.11604,0.8495,-0.04999622,1.07041
58.911,12.12767,0.8558,-0.04998588,1.07036
59.011,12.13927,0.86213,-0.05034604,1.07031
59.111,12.15094,0.8636,-0.04999908,1.07026
59.211,12.16257,0.8632200000000001,-0.05002717,1.0702
59.311,12.17416,0.8715200000000001,-0.05004067,1.07015
59.411,12.18567,0.8688299999999999,-0.04991277,1.0701
59.511,12.19718,0.87513,-0.05077049,1.07005
59.611,12.20866,0.87572,-0.0507738,1.07
59.711,12.2201,0.8778100000000001,-0.05001718,1.06994
59.811,12.231489999999999,0.87982,-0.05001685,1.06989
59.911,12.24286,0.8821,-0.0501282,1.06984
60.011,12.2542,0.88794,-0.0510983,1.06979
60.111,12.26552,0.8903200000000001,-0.05086647,1.06974
60.211,12.27679,0.89528,-0.05003462,1.06968
60.311,12.28806,0.89039,-0.05003039,1.0696299999999999
60.411,12.29941,0.8961,-0.05000319,1.06958
60.511,12.310789999999999,0.90327,-0.050742,1.0695299999999999
60.611,12.32213,0.90443,-0.05142554,1.06948
60.711,12.33344,0.9047299999999999,-0.05103464,1.06942
60.811,12.34489,0.9113600000000001,-0.05008537,1.0693700000000002
60.911,12.35618,0.91389,-0.05003866,1.06932
61.011,12.36743,0.90795,-0.0499373,1.0692700000000002
61.111,12.378630000000001,0.9147700000000001,-0.0508658,1.06922
61.211,12.38985,0.91833,-0.05143894,1.06916
61.311,12.40105,0.9247299999999999,-0.05101616,1.06911
61.411,12.41233,0.92643,-0.05062379,1.0690600000000001
61.511,12.42349,0.92511,-0.05169358,1.06901
61.611,12.43473,0.93222,-0.05152285,1.0689600000000001
61.711,12.446,0.93211,-0.05157971,1.0689
61.811,12.457180000000001,0.938,-0.05151494,1.06885
61.911,12.46835,0.9403,-0.05206558,1.0688
62.011,12.479289999999999,0.9426100000000001,-0.05288231,1.06875
62.111,12.490260000000001,0.94731,-0.05185683,1.0687
62.211,12.50146,0.94414,-0.05155486,1.06865
62.311,12.51253,0.94615,-0.05213313,1.06859
62.411,12.52358,0.94589,-0.0529475,1.06854
62.511,12.53472,0.95616,-0.05293128,1.06849
62.611,12.545810000000001,0.95635,-0.05232209,1.06844
62.711,12.55691,0.95163,-0.05157576,1.06839
62.811,12.568010000000001,0.9556,-0.05154681,1.06833
62.911,12.5791,0.96244,-0.05155139,1.06828
63.011,12.59021,0.9542700000000001,-0.05155118,1.06823
63.111,12.60133,0.96488,-0.05199564,1.06818
