LABORATORY,FSRI 
TEST IDENT,Dekalb_Fiber_HF50_R2
OPERATOR,Marino
MATERIAL,Dekalb_Fiberglass
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.03901611641049385
SPEC HOLDER DIFF,-566
SPECIMEN MASS,15
SCAN TIME,0.25
O2 DELAY TIME,9
CO DELAY TIME,8
CO2 DELAY TIME,7
FLOW FACTOR,1
SCAN COUNT,754
TIME TO IGN,16
END OF TEST SCAN,274
END OF TEST TIME,68.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.37 x 100.53 x 1.47 mm; sample composed of 2 pieces
POST TEST CMT,"Sample started off gassing, bubbles started to form on the surface of the sample. Sample ignited and burned with a sooty flame. Sample edges warped upwards approximately 3 millimeters."
