##Temp./°C,Time/min,DSC(subtr.2)/(mW/mg),Mass(subtr.2)/%,Sensit./(uV/mW)
49.332,10.00917,-0.006127443000000001,100.81015,1.07447
49.432,10.39495,-0.002559461,100.80912,1.07446
49.532,10.50053,0.0003061537,100.76963,1.07445
49.632,10.5745,0.0064086030000000006,100.80346999999999,1.07445
49.732,10.63101,0.01026402,100.80060999999999,1.07444
49.832,10.6789,0.01371298,100.82162,1.07443
49.932,10.721160000000001,0.01571655,100.81578,1.07443
50.032,10.75816,0.01994438,100.827,1.0744200000000002
50.132,10.79252,0.02548769,100.82245,1.07441
50.232,10.82474,0.02747884,100.83816999999999,1.07441
50.332,10.8552,0.03016567,100.8462,1.0744
50.432,10.88345,0.0331427,100.84007,1.07439
50.532,10.91008,0.03452312,100.84874,1.07438
50.632,10.93591,0.03843637,100.8342,1.07438
50.732,10.961210000000001,0.04192687,100.82805,1.07437
50.832,10.985289999999999,0.04367336,100.82323000000001,1.07436
50.932,11.00827,0.04664457,100.82406,1.07436
51.032,11.03028,0.0503631,100.83283,1.07435
51.132,11.05208,0.05184917,100.85705,1.07434
51.232,11.07333,0.05563524,100.87427,1.07433
51.332,11.09383,0.05864186,100.87456999999999,1.07433
51.432,11.1139,0.06132319,100.85229,1.0743200000000002
51.532,11.13363,0.06330848,100.86175,1.07431
51.632,11.152610000000001,0.06452906,100.88325,1.0743
51.732,11.17117,0.06798292,100.85338,1.0743
51.832,11.18933,0.07123955,100.85177,1.07429
51.932,11.20697,0.07158794,100.84246,1.07428
52.032,11.22485,0.07220521,100.83941,1.07428
52.132,11.2422,0.07425452,100.84153,1.07427
52.232,11.25925,0.0753551,100.86015,1.07426
52.332,11.27598,0.07826598,100.84822,1.07425
52.432,11.29262,0.08017558,100.89231,1.07425
52.532,11.30917,0.08237773,100.87411,1.0742399999999999
52.632,11.32542,0.08357428,100.88605,1.07423
52.732,11.341389999999999,0.08612576,100.88713,1.0742200000000002
52.832,11.35722,0.0870698,100.86976,1.07421
52.932,11.37284,0.09016536,100.88783000000001,1.07421
53.032,11.38827,0.09015414,100.86565999999999,1.0742
53.132,11.403839999999999,0.09067723,100.85339,1.07419
53.232,11.419319999999999,0.09411313,100.8768,1.07418
53.332,11.43408,0.09486524,100.84312,1.07418
53.432,11.44917,0.09572294,100.8769,1.07417
53.532,11.46384,0.09981565,100.85729,1.07416
53.632,11.47846,0.09964855,100.87261,1.07415
53.732,11.49275,0.10042000000000001,100.85548,1.07415
53.832,11.50703,0.10192999999999999,100.84137,1.0741399999999999
53.932,11.52108,0.10570999999999998,100.82249,1.07413
54.032,11.535039999999999,0.10559,100.83375,1.07412
54.132,11.5489,0.10525999999999999,100.81905,1.0741100000000001
54.232,11.56265,0.1078,100.82160999999999,1.0741100000000001
54.332,11.57638,0.10743,100.82168,1.0741
54.432,11.590010000000001,0.109,100.82228,1.07409
54.532,11.603580000000001,0.10984000000000001,100.83436999999999,1.07408
54.632,11.61706,0.11375,100.85884,1.07407
54.732,11.630289999999999,0.11433,100.84328000000001,1.07407
54.832,11.64363,0.11425,100.87311,1.07406
54.932,11.6567,0.11575,100.86198,1.07405
55.032,11.6699,0.11615,100.8439,1.0740399999999999
55.132,11.68282,0.11677,100.86695,1.0740299999999998
55.232,11.695839999999999,0.11830999999999998,100.85154,1.07402
55.332,11.70876,0.12057999999999999,100.85084,1.07402
55.432,11.72167,0.1211,100.88498,1.0740100000000001
55.532,11.73445,0.12262,100.88595,1.074
55.632,11.74732,0.12,100.89458,1.07399
55.732,11.76004,0.12349,100.88199,1.07398
55.832,11.772730000000001,0.12299000000000002,100.88216,1.07397
55.932,11.785260000000001,0.12629,100.87733,1.07397
56.032,11.797880000000001,0.12738,100.87753000000001,1.07396
56.132,11.81033,0.12742,100.85753000000001,1.07395
56.232,11.82285,0.12869,100.85564000000001,1.07394
56.332,11.83525,0.12987,100.88081,1.0739299999999998
56.432,11.847719999999999,0.13030999999999998,100.86861,1.07392
56.532,11.86015,0.13168,100.87736,1.07392
56.632,11.87255,0.13235,100.87751,1.0739100000000001
56.732,11.88482,0.13254000000000002,100.86904,1.0739
56.832,11.8971,0.13388,100.84576,1.07389
56.932,11.90928,0.13395,100.84368,1.07388
57.032,11.921489999999999,0.133,100.84368,1.07387
57.132,11.93352,0.13567,100.86558000000001,1.07386
57.232,11.94563,0.13733,100.86357,1.07386
57.332,11.95768,0.13596,100.84046,1.07385
57.432,11.96977,0.13790999999999998,100.85893,1.07384
57.532,11.98175,0.13915999999999998,100.87006,1.0738299999999998
57.632,11.99385,0.1389,100.84215999999999,1.07382
57.732,12.00572,0.13910999999999998,100.84047,1.07381
57.832,12.0176,0.13956,100.84084,1.0738
57.932,12.02955,0.14035999999999998,100.84091,1.07379
58.032,12.04144,0.1414,100.84794000000001,1.07379
58.132,12.05326,0.1408,100.83636,1.07378
58.232,12.06498,0.14343,100.83954,1.0737700000000001
58.332,12.07669,0.14434,100.82705,1.07376
58.432,12.08836,0.14365,100.80426,1.07375
58.532,12.100060000000001,0.14318,100.8316,1.07374
58.632,12.11177,0.14447000000000002,100.83778000000001,1.0737299999999999
58.732,12.12341,0.14338,100.83835,1.07372
58.832,12.13508,0.14609,100.83543,1.07371
58.932,12.14669,0.14673,100.85672,1.0737
59.032,12.15828,0.14594000000000001,100.86708,1.0737
59.132,12.16975,0.14708,100.8398,1.07369
59.232,12.18117,0.14775,100.8453,1.07368
59.332,12.19271,0.14757,100.87084,1.0736700000000001
59.432,12.204139999999999,0.14809,100.87684,1.07366
59.532,12.21561,0.14773,100.85845,1.07365
59.632,12.22707,0.14875,100.84116,1.07364
59.732,12.23845,0.15003,100.84094,1.0736299999999999
59.832,12.24974,0.14948,100.84125,1.07362
59.932,12.26109,0.1501,100.86270999999999,1.07361
60.032,12.27244,0.15069000000000002,100.87816,1.0736
60.132,12.28382,0.14983,100.85086,1.07359
60.232,12.29518,0.1513,100.85969,1.07359
60.332,12.30663,0.15269000000000002,100.88148000000001,1.07358
60.432,12.31794,0.15323,100.88274,1.0735700000000001
60.532,12.329239999999999,0.15315,100.88253,1.07356
60.632,12.34037,0.15522,100.89083000000001,1.07355
60.732,12.35166,0.15329,100.8847,1.07354
60.832,12.36293,0.15466,100.88452,1.0735299999999999
60.932,12.37421,0.15456,100.89195,1.07352
61.032,12.385480000000001,0.15527,100.91453,1.07351
61.132,12.39671,0.15442999999999998,100.91875,1.0735
61.232,12.40801,0.15505,100.92025,1.07349
61.332,12.419210000000001,0.15711,100.89359,1.07348
61.432,12.43046,0.1548,100.90456999999999,1.0734700000000001
61.532,12.44165,0.15562,100.92066,1.07346
61.632,12.452810000000001,0.15757000000000002,100.91404,1.07345
61.732,12.46397,0.15824000000000002,100.89232,1.07344
61.832,12.47517,0.15569000000000002,100.88458,1.0734299999999999
61.932,12.48633,0.15627,100.88419,1.07342
62.032,12.497489999999999,0.15641,100.89844000000001,1.07341
62.132,12.50867,0.15907000000000002,100.91067,1.0734
62.232,12.5197,0.1568,100.8842,1.07339
62.332,12.5309,0.15613,100.87645,1.07338
62.432,12.54198,0.15905,100.87915,1.0733700000000002
62.532,12.55327,0.15872999999999998,100.88566,1.07336
62.632,12.56437,0.15858,100.8874,1.07335
62.732,12.57547,0.15878,100.86984,1.07334
62.832,12.58659,0.16080999999999998,100.85221999999999,1.07333
62.932,12.59773,0.16008,100.85183,1.07332
63.032,12.60868,0.16,100.85162,1.07331
63.132,12.61963,0.16003,100.8511,1.0733
63.232,12.63063,0.16071,100.83579,1.0732899999999999
63.332,12.64165,0.16128,100.85413,1.07328
63.432,12.652610000000001,0.16169,100.85145,1.0732700000000002
63.532,12.6637,0.16209,100.85204,1.07326
63.632,12.67477,0.16079000000000002,100.8541,1.07325
63.732,12.68577,0.16216,100.87828,1.07324
63.832,12.69678,0.16398,100.8867,1.07323
63.932,12.70776,0.16332,100.88535,1.07322
64.032,12.71867,0.16415,100.88555,1.07321
64.132,12.72966,0.16418,100.87586999999999,1.0732
64.232,12.74051,0.16424,100.85289,1.0731899999999999
64.332,12.751489999999999,0.16522,100.88144,1.07318
64.432,12.762360000000001,0.16713,100.88537,1.0731700000000002
64.532,12.77322,0.16608,100.88486,1.0731600000000001
64.632,12.784180000000001,0.16583,100.88709,1.07315
64.732,12.79505,0.16779000000000002,100.8745,1.07314
64.832,12.80589,0.16704000000000002,100.87234000000001,1.07313
64.932,12.81687,0.16544,100.88427,1.07312
65.032,12.82789,0.16498,100.88541,1.07311
65.132,12.83865,0.16697,100.88526,1.0731
65.232,12.84949,0.16833,100.88525,1.0730899999999999
65.332,12.860330000000001,0.16655999999999999,100.88563,1.07308
65.432,12.871210000000001,0.16854,100.8827,1.07307
65.532,12.88199,0.16794,100.86610999999999,1.0730600000000001
65.632,12.89277,0.16733,100.87481,1.07304
65.732,12.90353,0.17,100.88691,1.07303
65.832,12.91434,0.17002,100.88479,1.07302
65.932,12.92517,0.16968,100.8857,1.07301
66.032,12.936010000000001,0.17044,100.88405,1.073
66.132,12.94692,0.17017000000000002,100.89701,1.0729899999999999
66.232,12.95784,0.17232999999999998,100.91832,1.0729799999999998
66.332,12.96873,0.17019,100.90306,1.07297
66.432,12.97958,0.17376,100.88501,1.0729600000000001
66.532,12.99045,0.17499,100.88543,1.07295
66.632,13.00129,0.17379,100.88548,1.07294
66.732,13.012210000000001,0.17374,100.88382,1.07293
66.832,13.023060000000001,0.17437,100.89379,1.07292
66.932,13.03379,0.17449,100.91705,1.0729
67.032,13.04469,0.17432999999999998,100.91829,1.07289
67.132,13.05562,0.17675,100.92123000000001,1.0728799999999998
67.232,13.06648,0.17589000000000002,100.90043,1.07287
67.332,13.07722,0.17762,100.88557,1.0728600000000001
67.432,13.08801,0.17867,100.88525,1.07285
67.532,13.09887,0.17939000000000002,100.88528000000001,1.07284
67.632,13.10971,0.17941,100.88526,1.07283
67.732,13.120389999999999,0.1799,100.88546,1.07282
67.832,13.13115,0.18064000000000002,100.89842,1.0728
67.932,13.141810000000001,0.17985,100.92076,1.07279
68.032,13.152560000000001,0.18218,100.91788000000001,1.0727799999999998
68.132,13.16325,0.18349000000000001,100.91871,1.07277
68.232,13.17397,0.18161,100.91844,1.07276
68.332,13.18469,0.18367999999999998,100.91871,1.07275
68.432,13.195379999999998,0.18362,100.91788000000001,1.07274
68.532,13.20609,0.18509,100.92087,1.07273
68.632,13.216729999999998,0.18474000000000002,100.89968,1.07271
68.732,13.227379999999998,0.18529,100.88549,1.0727
68.832,13.238129999999998,0.18603,100.88542,1.07269
68.932,13.24879,0.18417999999999998,100.88501,1.0726799999999999
69.032,13.25944,0.18436,100.90261,1.07267
69.132,13.270079999999998,0.18573,100.91938,1.07266
69.232,13.28076,0.18444000000000002,100.91854000000001,1.07265
69.332,13.29141,0.18516,100.91883,1.07263
69.432,13.30202,0.18487,100.9191,1.0726200000000001
69.532,13.312629999999999,0.18449000000000002,100.93709,1.07261
69.632,13.32335,0.18429,100.94941999999999,1.0726
69.732,13.33405,0.18336,100.92505,1.07259
69.832,13.34472,0.18304,100.9178,1.0725799999999999
69.932,13.355360000000001,0.18366,100.91901,1.07257
70.032,13.365960000000001,0.18266,100.91874,1.07255
70.132,13.376629999999999,0.18289,100.91875,1.07254
70.232,13.38725,0.1838,100.91892,1.07253
70.332,13.39795,0.18199,100.91841,1.0725200000000001
70.432,13.40851,0.18423,100.91964,1.07251
70.532,13.41906,0.18311,100.89389,1.0725
70.632,13.42971,0.18033,100.88548,1.0724799999999999
70.732,13.44031,0.1819,100.88566999999999,1.07247
70.832,13.45085,0.18270999999999998,100.89768000000001,1.07246
70.932,13.46156,0.18129,100.92101,1.07245
71.032,13.47212,0.18269000000000002,100.91813,1.07244
71.132,13.482729999999998,0.18328,100.91896,1.0724200000000002
71.232,13.493360000000001,0.1833,100.91874,1.07241
71.332,13.50405,0.18327000000000002,100.91875,1.0724
71.432,13.51467,0.18397,100.91895,1.07239
71.532,13.5253,0.18419000000000002,100.91813,1.0723799999999999
71.632,13.535929999999999,0.18074,100.92119,1.07236
71.732,13.546529999999999,0.18144000000000002,100.90031,1.07235
71.832,13.557170000000001,0.18048,100.88547,1.07234
71.932,13.567789999999999,0.18152000000000001,100.89102,1.07233
