#EXPORTTYPE,DATA ALL
#FILE,MDF_test(grind1)_10K_3 (FTIR).ngb-ds3
#FORMAT,NETZSCH5
#FTYPE,ANSI
#IDENTITY,MDF_test3(grind1)_10K
#DECIMAL,POINT
#SEPARATOR,SEMICOLON
#MTYPE,DSC
#INSTRUMENT,NETZSCH STA 449F3
#PROJECT,NIJ_2019
#DATE/TIME,11.03.2021 13
#CORR. FILE,Correction_10K (03-10).ngb-bs3
#TEMPCAL,28-01-2021 12
#SENSITIVITY,28-01-2021 12
#LABORATORY,UL FSRI
#OPERATOR,Mark
#REMARK,236.85 mg crucible mass  Sample Prepared as Powder
#SAMPLE,MDF_test3(grind1)_10K
#SAMPLE MASS /mg,5.05
#MATERIAL,MDF
#REFERENCE,
#REFERENCE MASS /mg,0
#TYPE OF CRUCIBLE,"PtRh20 0.19 ml, with lid"
#SAMPLE CRUCIBLE MASS /mg,0
#REFERENCE CRUCIBLE MASS /mg,0
#DSC RANGE /µV,5000
#TG RANGE /mg,35000
#TAU-R,---
#CORR. CODE,020
#EXO,-1
#RANGE,50°C/10.0(K/min)/650°C
#SEGMENT,S2/4
#SEG. 2,50°C/10.0(K/min)/650°C
