Time after Ignition,Polyolefin_Carpet_Low_Pile_R1,Polyolefin_Carpet_Low_Pile_R2,Polyolefin_Carpet_Low_Pile_R3,Mean,Std. Dev.
165.0,19.0,12.1,10.4,13.8,4.6
165.25,18.9,12.0,10.5,13.8,4.5
165.5,18.9,11.9,10.6,13.8,4.4
165.75,18.7,12.2,10.5,13.8,4.4
166.0,18.5,12.1,10.4,13.7,4.3
166.25,18.1,12.1,10.6,13.6,4.0
166.5,18.1,12.3,10.5,13.6,4.0
166.75,17.9,12.3,10.6,13.6,3.9
167.0,17.9,12.2,10.5,13.6,3.9
167.25,17.6,12.3,10.5,13.4,3.7
167.5,17.2,12.3,10.5,13.3,3.4
167.75,17.1,12.1,10.3,13.2,3.5
168.0,16.9,12.3,10.2,13.1,3.4
168.25,16.6,12.2,10.2,13.0,3.3
168.5,16.5,12.2,10.0,12.9,3.3
168.75,16.3,12.1,10.1,12.8,3.2
169.0,16.2,12.1,9.9,12.7,3.2
169.25,16.3,12.3,10.0,12.9,3.2
169.5,16.0,12.4,10.0,12.8,3.0
169.75,15.8,12.2,9.9,12.6,3.0
170.0,15.5,12.1,9.8,12.5,2.9
170.25,15.3,12.2,9.9,12.5,2.7
170.5,15.2,12.1,9.9,12.4,2.7
170.75,15.1,12.4,9.9,12.5,2.6
171.0,14.9,12.1,9.9,12.3,2.5
171.25,14.9,12.0,9.7,12.2,2.6
171.5,14.6,12.1,9.7,12.2,2.4
171.75,14.5,12.1,9.7,12.1,2.4
172.0,14.1,12.1,9.7,11.9,2.2
172.25,14.2,12.1,9.7,12.0,2.2
172.5,14.0,12.0,9.5,11.8,2.2
172.75,14.0,12.1,9.4,11.8,2.3
173.0,13.8,12.1,9.4,11.8,2.2
173.25,13.7,12.0,9.2,11.6,2.3
173.5,13.2,12.1,9.2,11.5,2.1
173.75,13.0,12.2,9.1,11.4,2.1
174.0,12.8,12.1,9.0,11.3,2.0
174.25,12.4,12.0,9.0,11.2,1.9
174.5,12.3,12.2,8.9,11.1,1.9
174.75,12.0,12.2,8.8,11.0,1.9
175.0,12.0,12.1,8.9,11.0,1.8
175.25,11.6,12.2,8.8,10.9,1.8
175.5,11.6,12.1,8.8,10.8,1.8
175.75,11.4,12.2,8.7,10.7,1.8
176.0,11.4,12.1,8.8,10.7,1.7
176.25,11.1,12.1,8.6,10.6,1.8
176.5,11.0,11.8,8.7,10.5,1.6
176.75,11.0,11.7,8.6,10.5,1.6
177.0,10.9,11.6,8.6,10.4,1.6
177.25,10.8,11.6,8.7,10.4,1.5
177.5,10.8,11.5,8.7,10.3,1.4
177.75,10.6,11.5,8.7,10.3,1.4
178.0,10.7,11.4,8.7,10.2,1.4
178.25,10.5,11.4,8.7,10.2,1.4
178.5,10.3,11.2,8.6,10.1,1.3
178.75,10.2,11.3,8.7,10.0,1.3
179.0,10.1,11.4,8.6,10.0,1.4
179.25,10.0,11.3,8.6,10.0,1.4
179.5,10.0,11.3,8.7,10.0,1.3
179.75,9.9,11.2,8.5,9.9,1.3
180.0,9.9,11.0,8.4,9.8,1.3
180.25,9.6,11.1,8.3,9.7,1.4
180.5,9.3,11.2,8.3,9.6,1.5
180.75,9.1,11.1,8.2,9.5,1.5
181.0,8.9,11.0,8.1,9.3,1.5
181.25,8.9,11.1,8.0,9.3,1.6
181.5,8.8,11.1,7.9,9.3,1.7
181.75,8.8,10.8,7.8,9.1,1.5
182.0,8.6,10.7,7.8,9.0,1.5
182.25,8.4,10.7,7.8,9.0,1.5
182.5,8.5,10.6,7.7,8.9,1.5
182.75,8.4,10.5,7.6,8.8,1.5
183.0,8.4,10.5,7.7,8.9,1.5
183.25,8.2,10.4,7.7,8.7,1.4
183.5,8.1,10.3,7.7,8.7,1.4
183.75,8.0,10.4,7.6,8.7,1.5
184.0,7.9,10.3,7.6,8.6,1.5
184.25,7.7,10.1,7.5,8.4,1.4
184.5,7.7,10.0,7.4,8.4,1.4
184.75,7.5,9.8,7.5,8.3,1.3
185.0,7.3,9.7,7.6,8.2,1.3
185.25,7.0,9.5,7.4,8.0,1.3
185.5,6.9,9.4,7.5,7.9,1.3
185.75,6.7,9.6,7.4,7.9,1.5
186.0,6.6,9.4,7.5,7.8,1.4
186.25,6.5,9.4,7.5,7.8,1.5
186.5,6.4,9.3,7.4,7.7,1.5
186.75,6.4,9.6,7.5,7.8,1.6
187.0,6.3,9.3,7.5,7.7,1.5
187.25,6.3,9.1,7.5,7.6,1.4
187.5,6.2,9.2,7.4,7.6,1.5
187.75,6.2,9.0,7.4,7.5,1.4
188.0,6.1,8.8,7.4,7.4,1.4
188.25,6.0,8.7,7.3,7.3,1.4
188.5,6.1,8.8,7.3,7.4,1.4
188.75,6.0,8.6,7.3,7.3,1.3
189.0,5.8,8.5,7.3,7.2,1.3
189.25,5.7,8.4,7.1,7.1,1.4
189.5,5.7,8.4,7.0,7.1,1.4
189.75,5.5,8.5,6.8,6.9,1.5
190.0,5.4,8.5,6.8,6.9,1.5
190.25,5.2,8.4,6.7,6.8,1.6
190.5,5.1,8.2,6.7,6.7,1.5
190.75,5.0,8.3,6.5,6.6,1.7
191.0,4.9,8.2,6.5,6.5,1.6
191.25,4.8,8.3,6.4,6.5,1.8
191.5,4.8,8.4,6.3,6.5,1.8
191.75,4.7,8.2,6.3,6.4,1.7
192.0,4.8,8.2,6.3,6.4,1.7
192.25,4.6,8.2,6.3,6.4,1.8
192.5,4.6,8.2,6.2,6.3,1.8
192.75,4.6,8.2,6.2,6.3,1.8
193.0,4.4,8.2,6.2,6.3,1.9
193.25,4.3,8.2,6.2,6.2,2.0
193.5,4.1,8.2,6.1,6.1,2.1
193.75,4.0,8.2,6.0,6.1,2.1
194.0,3.9,8.1,6.0,6.0,2.1
194.25,3.8,8.2,6.0,6.0,2.2
194.5,3.7,8.1,5.9,5.9,2.2
194.75,3.7,8.1,6.1,6.0,2.2
195.0,3.6,8.0,6.0,5.9,2.2
195.25,3.5,8.1,6.0,5.9,2.3
195.5,3.5,8.1,6.0,5.9,2.3
195.75,3.4,8.1,6.0,5.8,2.4
196.0,3.4,8.1,6.0,5.8,2.4
196.25,3.3,8.1,5.9,5.8,2.4
196.5,3.2,8.1,5.9,5.7,2.4
196.75,3.3,8.0,5.9,5.7,2.4
197.0,3.2,8.1,5.9,5.7,2.4
197.25,3.2,8.1,6.0,5.7,2.4
197.5,3.2,8.1,5.9,5.8,2.5
197.75,3.2,8.1,5.9,5.7,2.5
198.0,3.2,8.1,5.9,5.7,2.5
198.25,3.1,8.1,6.0,5.7,2.5
198.5,3.1,8.1,5.9,5.7,2.5
198.75,3.1,8.2,5.9,5.7,2.5
199.0,3.0,8.1,5.9,5.7,2.6
199.25,3.1,8.3,5.9,5.8,2.6
199.5,3.1,8.2,5.9,5.7,2.5
199.75,3.1,8.4,5.8,5.8,2.7
200.0,3.0,8.5,5.9,5.8,2.7
200.25,3.0,8.6,5.9,5.8,2.8
200.5,3.0,8.7,5.9,5.9,2.8
200.75,3.0,8.7,5.9,5.9,2.8
201.0,3.0,8.8,5.9,5.9,2.9
201.25,3.0,8.8,5.9,5.9,2.9
201.5,3.0,8.9,6.0,5.9,3.0
201.75,3.0,8.8,6.0,5.9,2.9
202.0,3.0,8.9,5.9,5.9,3.0
202.25,3.0,8.7,5.9,5.8,2.9
202.5,2.9,8.8,6.0,5.9,2.9
202.75,3.0,8.6,5.9,5.8,2.8
203.0,3.0,8.7,5.7,5.8,2.8
203.25,3.0,8.6,5.7,5.7,2.8
203.5,2.8,8.6,5.6,5.7,2.9
203.75,2.7,8.7,5.6,5.7,3.0
204.0,2.6,8.6,5.5,5.6,3.0
204.25,2.5,8.6,5.4,5.5,3.0
204.5,2.5,8.5,5.5,5.5,3.0
204.75,2.4,8.5,5.3,5.4,3.1
205.0,2.3,8.6,5.3,5.4,3.2
205.25,2.2,8.6,5.2,5.3,3.2
205.5,2.2,8.6,5.2,5.3,3.2
205.75,2.2,8.6,5.3,5.4,3.2
206.0,2.1,8.6,5.1,5.3,3.3
206.25,2.1,8.6,5.1,5.3,3.3
206.5,2.0,8.5,5.1,5.2,3.3
206.75,1.9,8.5,5.1,5.2,3.3
207.0,1.9,8.5,5.1,5.2,3.3
207.25,1.8,8.6,5.0,5.1,3.4
207.5,1.8,8.5,5.0,5.1,3.4
207.75,1.7,8.7,5.0,5.1,3.5
208.0,1.7,8.6,5.0,5.1,3.5
208.25,1.6,8.5,5.0,5.1,3.5
208.5,1.6,8.5,5.0,5.0,3.5
208.75,1.6,8.6,5.0,5.0,3.5
209.0,1.5,8.5,5.1,5.0,3.5
209.25,1.5,8.6,5.1,5.1,3.5
209.5,1.4,8.7,5.3,5.1,3.6
209.75,1.4,8.4,5.3,5.0,3.5
210.0,1.4,8.6,5.3,5.1,3.6
210.25,1.3,8.7,5.3,5.1,3.7
210.5,1.2,8.6,5.1,5.0,3.7
210.75,1.0,8.6,5.1,4.9,3.8
211.0,0.9,8.5,5.2,4.9,3.8
211.25,0.8,8.5,5.2,4.9,3.9
211.5,0.8,8.5,5.3,4.8,3.9
211.75,0.7,8.5,5.4,4.9,3.9
212.0,0.6,8.5,5.5,4.9,4.0
212.25,0.6,8.5,5.5,4.9,4.0
212.5,0.5,8.6,5.5,4.9,4.1
212.75,0.4,8.6,5.6,4.9,4.1
213.0,0.3,8.8,5.6,4.9,4.3
213.25,0.1,9.0,5.6,4.9,4.4
213.5,0.0,8.8,5.7,4.8,4.5
213.75,-0.1,9.0,5.7,4.9,4.6
214.0,-0.2,9.1,5.8,4.9,4.7
214.25,-0.3,9.1,5.8,4.8,4.8
214.5,-0.4,9.0,5.6,4.8,4.8
214.75,-0.5,9.1,5.7,4.8,4.8
215.0,-0.5,8.9,5.6,4.7,4.8
215.25,-0.6,9.0,5.5,4.6,4.9
215.5,-0.6,8.9,5.3,4.5,4.8
215.75,-0.7,8.8,5.4,4.5,4.8
216.0,-0.7,8.5,5.2,4.3,4.7
216.25,-0.8,8.5,5.3,4.3,4.7
216.5,-0.8,8.2,5.2,4.2,4.6
216.75,-0.8,8.1,5.2,4.2,4.6
217.0,-0.9,8.2,5.2,4.2,4.6
217.25,-0.9,8.0,5.1,4.1,4.6
217.5,-0.9,7.8,5.1,4.0,4.5
217.75,-0.9,7.7,5.1,3.9,4.4
218.0,-0.9,7.5,5.0,3.9,4.3
218.25,-0.9,7.3,5.1,3.8,4.2
218.5,-0.9,7.2,5.0,3.8,4.2
218.75,-0.9,7.1,5.0,3.7,4.1
219.0,-0.8,7.0,5.1,3.7,4.1
219.25,-0.8,6.9,5.0,3.7,4.0
219.5,-0.8,6.8,5.0,3.7,4.0
219.75,-0.8,6.6,5.0,3.6,3.9
220.0,-0.8,6.4,5.0,3.5,3.8
220.25,-0.8,6.2,5.0,3.5,3.7
220.5,-0.7,6.1,4.9,3.4,3.7
220.75,-0.7,5.9,4.9,3.4,3.6
221.0,-0.7,5.8,4.9,3.3,3.5
221.25,-0.7,,4.9,2.1,4.0
221.5,-0.7,,5.0,2.1,4.0
221.75,-0.7,,5.0,2.1,4.0
222.0,-0.7,,4.9,2.1,4.0
222.25,-0.7,,4.9,2.1,4.0
222.5,-0.7,,5.0,2.1,4.0
222.75,-0.7,,5.0,2.1,4.0
223.0,-0.7,,4.9,2.1,4.0
223.25,-0.7,,4.9,2.1,4.0
223.5,-0.7,,4.9,2.1,3.9
223.75,-0.7,,4.9,2.1,3.9
224.0,-0.7,,4.9,2.1,3.9
224.25,-0.7,,4.9,2.1,3.9
224.5,-0.7,,4.9,2.1,4.0
224.75,-0.7,,4.9,2.1,3.9
225.0,-0.7,,4.8,2.1,3.9
225.25,-0.7,,4.8,2.1,3.9
225.5,-0.7,,4.8,2.1,3.9
225.75,-0.7,,4.8,2.1,3.9
226.0,-0.7,,4.7,2.0,3.8
226.25,-0.7,,4.7,2.0,3.8
226.5,-0.7,,4.7,2.0,3.8
226.75,-0.7,,4.6,2.0,3.8
227.0,-0.7,,4.7,2.0,3.8
227.25,-0.7,,4.7,2.0,3.8
227.5,-0.7,,4.7,2.0,3.8
227.75,-0.7,,4.7,2.0,3.8
228.0,-0.7,,4.6,2.0,3.8
228.25,-0.7,,4.6,2.0,3.8
228.5,-0.7,,4.5,1.9,3.7
228.75,-0.7,,4.5,1.9,3.6
229.0,-0.7,,4.3,1.8,3.5
229.25,-0.7,,4.3,1.8,3.5
229.5,-0.7,,4.2,1.7,3.4
229.75,-0.7,,4.1,1.7,3.4
230.0,-0.7,,4.0,1.7,3.3
230.25,-0.7,,4.0,1.6,3.3
230.5,-0.7,,3.9,1.6,3.3
230.75,-0.7,,3.9,1.6,3.2
231.0,-0.7,,3.8,1.6,3.2
231.25,-0.7,,3.8,1.5,3.1
231.5,-0.7,,3.8,1.6,3.2
231.75,-0.7,,3.7,1.5,3.1
232.0,-0.7,,3.7,1.5,3.1
232.25,-0.7,,3.6,1.5,3.1
232.5,-0.7,,3.7,1.5,3.1
232.75,-0.7,,3.7,1.5,3.1
233.0,-0.7,,3.6,1.5,3.0
233.25,-0.7,,3.6,1.5,3.0
233.5,-0.7,,3.6,1.4,3.0
233.75,-0.7,,3.6,1.5,3.0
234.0,-0.7,,3.6,1.5,3.0
234.25,-0.7,,3.5,1.4,3.0
234.5,-0.7,,3.6,1.4,3.0
234.75,-0.7,,3.5,1.4,3.0
235.0,-0.7,,3.6,1.4,3.0
235.25,-0.7,,3.5,1.4,3.0
235.5,-0.8,,3.5,1.4,3.1
235.75,-0.9,,3.5,1.3,3.1
236.0,-1.0,,3.5,1.2,3.2
236.25,-1.1,,3.5,1.2,3.3
236.5,-1.2,,3.5,1.2,3.3
236.75,-1.2,,3.5,1.1,3.4
237.0,-1.3,,3.5,1.1,3.4
237.25,-1.4,,3.5,1.1,3.4
237.5,-1.4,,3.5,1.1,3.5
237.75,-1.4,,3.5,1.0,3.5
238.0,-1.5,,3.5,1.0,3.5
238.25,-1.5,,3.5,1.0,3.5
238.5,-1.6,,3.5,1.0,3.6
238.75,-1.6,,3.5,0.9,3.6
239.0,-1.6,,3.5,0.9,3.6
239.25,-1.6,,3.5,0.9,3.6
239.5,-1.7,,3.4,0.9,3.6
239.75,-1.7,,3.5,0.9,3.7
240.0,-1.7,,3.5,0.9,3.7
240.25,-1.7,,3.5,0.9,3.7
240.5,-1.7,,3.5,0.9,3.7
240.75,-1.7,,3.6,0.9,3.7
241.0,-1.8,,3.6,0.9,3.8
241.25,-1.8,,3.6,0.9,3.8
241.5,-1.8,,3.6,0.9,3.8
241.75,-1.8,,3.7,0.9,3.8
242.0,-1.8,,3.8,1.0,3.9
242.25,-1.8,,3.9,1.1,4.0
242.5,-1.8,,4.0,1.1,4.1
242.75,-1.8,,4.1,1.2,4.2
243.0,-1.8,,4.3,1.3,4.3
243.25,-1.8,,4.5,1.3,4.4
243.5,-1.8,,4.6,1.4,4.5
243.75,-1.8,,4.8,1.5,4.7
244.0,-1.8,,4.9,1.6,4.8
244.25,-1.8,,5.1,1.6,4.9
