LABORATORY,FSRI 
TEST IDENT,OlefinCarpet_HF50_1
OPERATOR,Dow
MATERIAL,Polyolefin carpet - low pile
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.00884
C FACTOR,0.03969724476337433
SPEC HOLDER DIFF,-566
SPECIMEN MASS,13.550000190734863
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2021
TIME TO IGN,11.75
END OF TEST SCAN,1541
END OF TEST TIME,385.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.06 x 102.61 x 5.83 mm; with frame; with calcium silicate substrate
