Names,Polyolefin_Carpet_Low_Pile_R1,Polyolefin_Carpet_Low_Pile_R2,Polyolefin_Carpet_Low_Pile_R3,Mean,Std. Dev.
699,7.9,6.7,,7.3,0.9
700,7.9,6.6,,7.2,0.9
701,7.7,6.5,,7.1,0.9
702,7.7,6.4,,7.1,0.9
703,7.7,6.4,,7.0,0.9
704,7.7,6.4,,7.0,0.9
705,7.6,6.1,,6.9,1.0
706,7.5,6.2,,6.9,1.0
707,7.6,6.0,,6.8,1.1
708,7.5,6.1,,6.8,1.0
709,7.6,6.0,,6.8,1.1
710,7.6,6.0,,6.8,1.1
711,7.6,6.0,,6.8,1.1
712,7.5,6.0,,6.7,1.1
713,7.4,5.9,,6.7,1.1
714,7.4,6.0,,6.7,1.0
715,7.5,5.9,,6.7,1.1
716,7.5,6.0,,6.8,1.0
717,7.4,5.9,,6.7,1.1
718,7.4,5.9,,6.6,1.1
719,7.4,5.9,,6.7,1.1
720,7.3,6.0,,6.6,1.0
721,7.4,6.1,,6.8,0.9
722,7.4,6.2,,6.8,0.9
723,7.5,6.3,,6.9,0.8
724,7.3,6.3,,6.8,0.7
725,7.3,6.4,,6.8,0.7
726,7.3,6.4,,6.8,0.7
727,7.3,6.4,,6.9,0.6
728,7.4,6.5,,6.9,0.6
729,7.3,6.4,,6.9,0.7
730,7.4,6.4,,6.9,0.7
731,7.4,6.5,,6.9,0.6
732,7.3,6.4,,6.9,0.6
733,7.4,6.4,,6.9,0.7
734,7.3,6.4,,6.9,0.7
735,7.3,6.2,,6.7,0.8
736,7.2,6.1,,6.7,0.8
737,7.4,6.0,,6.7,1.0
738,7.4,5.9,,6.6,1.1
739,7.4,5.8,,6.6,1.1
740,7.3,5.8,,6.5,1.1
741,7.3,5.7,,6.5,1.1
742,7.3,5.7,,6.5,1.1
743,7.3,5.7,,6.5,1.2
744,7.3,5.6,,6.4,1.2
745,7.4,5.5,,6.4,1.4
746,7.3,5.4,,6.4,1.3
747,7.3,5.3,,6.3,1.4
748,7.4,5.4,,6.4,1.4
749,7.3,5.3,,6.3,1.4
750,7.1,5.3,,6.2,1.3
751,6.9,5.2,,6.1,1.2
752,6.9,5.3,,6.1,1.2
753,6.8,5.2,,6.0,1.1
754,6.7,5.2,,6.0,1.1
755,6.7,5.2,,5.9,1.1
756,6.6,5.2,,5.9,1.0
757,6.5,5.1,,5.8,1.0
758,6.6,5.1,,5.9,1.0
759,6.4,5.1,,5.8,0.9
760,6.4,5.1,,5.8,0.9
761,6.4,5.0,,5.7,1.0
762,6.4,5.1,,5.7,0.9
763,6.3,5.1,,5.7,0.9
764,6.3,5.0,,5.6,0.9
765,6.3,5.1,,5.7,0.9
766,6.3,5.1,,5.7,0.9
767,6.2,5.1,,5.6,0.8
768,6.1,5.2,,5.6,0.7
769,6.2,5.2,,5.7,0.7
770,6.2,5.2,,5.7,0.7
771,6.2,5.2,,5.7,0.7
772,6.1,5.3,,5.7,0.6
773,6.2,5.3,,5.8,0.7
774,6.3,5.3,,5.8,0.7
775,6.1,5.3,,5.7,0.6
776,6.1,5.3,,5.7,0.5
777,6.1,5.4,,5.7,0.5
778,6.2,5.3,,5.7,0.6
779,6.1,5.4,,5.8,0.5
780,6.1,5.4,,5.8,0.5
781,6.1,5.4,,5.8,0.5
782,6.1,5.4,,5.8,0.5
783,6.1,5.4,,5.8,0.4
784,6.1,5.4,,5.7,0.5
785,6.1,5.6,,5.8,0.4
786,6.2,5.7,,5.9,0.3
787,6.0,5.8,,5.9,0.1
788,6.0,5.9,,6.0,0.1
789,6.1,6.0,,6.0,0.1
790,6.1,6.0,,6.1,0.0
791,6.1,6.1,,6.1,0.0
792,6.1,6.2,,6.2,0.1
793,6.1,6.3,,6.2,0.1
794,6.0,6.2,,6.1,0.1
795,6.0,6.0,,6.0,0.0
796,6.1,6.1,,6.1,0.0
797,6.1,6.0,,6.1,0.0
798,6.1,6.0,,6.0,0.1
799,6.1,5.9,,6.0,0.1
800,6.1,5.8,,5.9,0.2
801,6.1,5.8,,6.0,0.2
802,6.1,5.8,,5.9,0.2
803,6.1,5.8,,5.9,0.2
804,6.0,5.7,,5.9,0.2
805,6.1,5.8,,6.0,0.2
806,6.0,5.8,,5.9,0.2
807,6.0,5.7,,5.9,0.2
808,6.0,5.6,,5.8,0.3
809,6.0,5.7,,5.8,0.3
810,6.0,5.6,,5.8,0.3
811,6.0,5.6,,5.8,0.3
812,6.0,5.6,,5.8,0.3
813,6.0,5.6,,5.8,0.3
814,6.0,5.6,,5.8,0.3
815,6.0,5.6,,5.8,0.3
816,6.0,5.5,,5.8,0.3
817,6.0,5.5,,5.8,0.4
818,6.1,5.6,,5.8,0.4
819,6.1,5.6,,5.8,0.4
820,6.0,5.6,,5.8,0.3
821,6.1,5.6,,5.8,0.4
822,6.1,5.5,,5.8,0.4
823,6.0,5.6,,5.8,0.3
824,5.9,5.6,,5.7,0.2
825,5.8,5.5,,5.6,0.2
826,5.6,5.5,,5.5,0.0
827,5.6,5.5,,5.6,0.0
828,5.5,5.6,,5.5,0.0
829,5.4,5.5,,5.4,0.1
830,5.3,5.6,,5.4,0.2
831,5.3,5.7,,5.5,0.3
832,5.3,5.7,,5.5,0.3
833,5.1,5.7,,5.4,0.4
834,5.3,5.8,,5.5,0.3
835,5.4,5.8,,5.6,0.3
836,5.5,5.8,,5.6,0.2
837,5.5,5.8,,5.7,0.2
838,5.5,5.8,,5.6,0.2
839,5.6,5.8,,5.7,0.2
840,5.7,5.8,,5.8,0.1
841,5.7,5.9,,5.8,0.1
842,5.7,5.9,,5.8,0.1
843,5.8,5.9,,5.8,0.1
844,5.7,5.8,,5.8,0.1
845,5.8,5.9,,5.8,0.1
846,5.8,5.9,,5.8,0.1
847,6.0,6.0,,6.0,0.0
848,5.9,6.0,,6.0,0.1
849,6.0,6.2,,6.1,0.1
850,5.9,6.3,,6.1,0.3
851,5.9,6.3,,6.1,0.3
852,6.0,6.5,,6.2,0.4
853,6.0,6.5,,6.2,0.4
854,6.0,6.6,,6.3,0.4
855,6.0,6.7,,6.4,0.5
856,6.2,6.8,,6.5,0.4
857,6.1,6.8,,6.5,0.4
858,6.3,7.0,,6.6,0.5
859,6.3,6.9,,6.6,0.5
860,6.3,6.9,,6.6,0.4
861,6.3,6.9,,6.6,0.5
862,6.3,7.0,,6.7,0.5
863,6.3,7.1,,6.7,0.5
864,6.3,7.2,,6.7,0.6
865,6.4,7.1,,6.7,0.5
866,6.4,7.2,,6.8,0.6
867,6.3,7.1,,6.7,0.5
868,6.4,7.0,,6.7,0.5
869,6.4,7.1,,6.8,0.5
870,6.3,7.0,,6.6,0.5
871,6.2,7.0,,6.6,0.5
872,6.1,6.9,,6.5,0.6
873,6.0,6.8,,6.4,0.5
874,5.9,6.6,,6.3,0.5
875,5.7,6.5,,6.1,0.5
876,5.6,6.5,,6.1,0.7
877,5.4,6.4,,5.9,0.7
878,5.3,6.4,,5.9,0.8
879,5.2,6.4,,5.8,0.8
880,5.1,6.3,,5.7,0.9
881,5.0,6.3,,5.7,0.9
882,4.9,6.2,,5.6,0.9
883,4.8,6.2,,5.5,1.0
884,4.7,6.1,,5.4,1.0
885,4.7,6.2,,5.4,1.1
886,4.5,6.1,,5.3,1.1
887,4.5,6.2,,5.3,1.2
888,4.5,6.1,,5.3,1.1
889,4.4,6.1,,5.2,1.2
890,4.4,6.1,,5.2,1.3
891,4.4,6.1,,5.2,1.2
892,4.2,6.1,,5.2,1.3
893,4.3,6.1,,5.2,1.3
894,4.3,6.1,,5.2,1.3
895,4.3,6.0,,5.2,1.3
896,4.3,6.0,,5.1,1.2
897,4.2,6.0,,5.1,1.3
898,4.1,6.0,,5.1,1.3
899,4.1,6.0,,5.0,1.3
900,4.0,6.0,,5.0,1.4
901,4.0,6.1,,5.0,1.5
902,3.9,5.9,,4.9,1.4
903,3.9,6.0,,4.9,1.4
904,3.8,6.0,,4.9,1.6
905,3.8,6.0,,4.9,1.5
906,3.8,6.1,,4.9,1.6
907,3.7,6.1,,4.9,1.7
908,3.7,6.3,,5.0,1.8
909,3.7,6.4,,5.0,1.9
910,3.8,6.5,,5.1,1.9
911,3.7,6.6,,5.1,2.0
912,3.7,6.5,,5.1,2.0
913,3.7,6.5,,5.1,2.0
914,3.7,6.5,,5.1,2.0
915,3.6,6.4,,5.0,2.0
916,3.7,6.4,,5.0,1.9
917,3.7,6.4,,5.0,1.9
918,3.6,6.3,,5.0,1.9
919,3.8,6.3,,5.0,1.8
920,3.8,6.4,,5.1,1.8
921,4.0,6.3,,5.2,1.6
922,4.0,6.4,,5.2,1.7
923,4.1,6.4,,5.2,1.6
924,4.2,6.3,,5.3,1.5
925,4.3,6.3,,5.3,1.4
926,4.3,6.4,,5.3,1.5
927,4.4,6.4,,5.4,1.4
928,4.5,6.3,,5.4,1.3
929,4.3,6.3,,5.3,1.4
930,4.2,6.4,,5.3,1.5
931,4.2,6.4,,5.3,1.6
932,4.2,6.3,,5.2,1.5
933,4.1,6.4,,5.2,1.6
934,4.1,6.3,,5.2,1.6
935,4.2,6.4,,5.3,1.6
936,4.3,6.4,,5.4,1.5
937,4.3,6.5,,5.4,1.5
938,4.4,6.3,,5.3,1.3
939,4.4,6.4,,5.4,1.4
940,4.5,6.4,,5.4,1.3
941,4.5,6.4,,5.4,1.3
942,4.6,6.3,,5.5,1.3
943,4.6,6.3,,5.5,1.2
944,4.6,6.4,,5.5,1.2
945,4.7,6.3,,5.5,1.2
946,4.6,6.4,,5.5,1.2
947,4.7,6.3,,5.5,1.1
948,4.7,6.4,,5.6,1.2
949,4.7,6.4,,5.5,1.2
950,4.7,6.4,,5.5,1.2
951,4.7,6.3,,5.5,1.2
952,4.7,6.3,,5.5,1.1
953,4.7,6.3,,5.5,1.1
954,4.8,6.3,,5.5,1.1
955,4.8,6.4,,5.6,1.1
956,4.8,6.4,,5.6,1.1
957,4.8,6.4,,5.6,1.1
958,4.8,6.3,,5.6,1.1
959,4.8,6.3,,5.6,1.1
960,4.9,6.4,,5.7,1.1
961,4.8,6.3,,5.6,1.0
962,4.8,6.3,,5.6,1.1
963,4.8,6.4,,5.6,1.1
964,4.9,6.4,,5.6,1.1
965,4.8,6.3,,5.6,1.0
966,4.7,6.4,,5.6,1.2
967,4.7,6.3,,5.5,1.2
968,4.6,6.4,,5.5,1.2
969,4.5,6.3,,5.4,1.3
970,4.5,6.3,,5.4,1.2
971,4.5,6.3,,5.4,1.3
972,4.4,6.4,,5.4,1.4
973,4.4,6.3,,5.4,1.4
974,4.4,6.3,,5.4,1.4
975,4.4,6.3,,5.3,1.4
976,4.3,6.3,,5.3,1.4
977,4.2,6.3,,5.3,1.5
978,4.2,6.2,,5.2,1.4
979,4.3,6.1,,5.2,1.3
980,4.2,6.1,,5.2,1.3
981,4.3,6.1,,5.2,1.3
982,4.4,6.1,,5.2,1.2
983,4.4,6.0,,5.2,1.2
984,4.4,6.1,,5.2,1.2
985,4.4,6.0,,5.2,1.1
986,4.4,5.7,,5.1,1.0
987,4.4,5.7,,5.0,0.9
988,4.4,5.6,,5.0,0.9
989,4.5,5.5,,5.0,0.7
990,4.4,5.4,,4.9,0.7
991,4.4,5.3,,4.8,0.6
992,4.4,5.2,,4.8,0.6
993,4.5,5.1,,4.8,0.5
994,4.5,5.1,,4.8,0.4
995,4.5,5.0,,4.8,0.4
996,4.5,5.1,,4.8,0.5
997,4.4,5.0,,4.7,0.4
998,4.5,4.9,,4.7,0.3
999,4.5,4.8,,4.6,0.2
1000,4.5,4.6,,4.5,0.1
1001,4.5,4.5,,4.5,0.0
1002,4.5,4.3,,4.4,0.1
1003,4.5,4.2,,4.3,0.2
1004,4.4,4.1,,4.2,0.3
1005,4.5,4.1,,4.3,0.3
1006,4.5,3.9,,4.2,0.4
1007,4.5,3.9,,4.2,0.4
1008,4.5,3.8,,4.2,0.5
1009,4.6,3.8,,4.2,0.6
1010,4.8,3.7,,4.2,0.7
1011,4.9,3.7,,4.3,0.8
1012,5.0,3.6,,4.3,0.9
1013,5.0,3.6,,4.3,1.0
1014,5.1,3.6,,4.4,1.1
1015,5.2,3.6,,4.4,1.1
1016,5.2,3.5,,4.4,1.2
1017,5.3,3.5,,4.4,1.3
1018,5.3,3.5,,4.4,1.2
1019,5.4,3.5,,4.4,1.3
1020,5.5,3.6,,4.6,1.4
1021,5.5,3.6,,4.6,1.4
1022,5.6,3.6,,4.6,1.4
1023,5.5,3.6,,4.5,1.3
1024,5.6,3.7,,4.6,1.3
1025,5.6,3.6,,4.6,1.4
1026,5.7,3.7,,4.7,1.4
1027,5.6,3.7,,4.7,1.4
1028,5.7,3.7,,4.7,1.4
1029,5.6,3.7,,4.7,1.3
1030,5.7,3.8,,4.8,1.4
1031,5.7,3.8,,4.8,1.4
1032,5.8,3.8,,4.8,1.4
1033,5.7,3.8,,4.8,1.4
1034,5.8,3.9,,4.9,1.3
1035,5.7,4.0,,4.9,1.2
1036,5.7,4.1,,4.9,1.1
1037,5.8,4.2,,5.0,1.1
1038,5.7,4.4,,5.0,0.9
1039,5.7,4.4,,5.1,0.9
1040,5.8,4.5,,5.1,0.9
1041,5.7,4.6,,5.1,0.8
1042,5.7,4.7,,5.2,0.8
1043,5.8,4.6,,5.2,0.8
1044,5.7,4.7,,5.2,0.8
1045,5.9,4.8,,5.3,0.7
1046,5.8,4.9,,5.3,0.6
1047,5.9,4.8,,5.4,0.7
1048,5.8,4.8,,5.3,0.7
1049,5.8,5.0,,5.4,0.6
1050,5.8,4.9,,5.4,0.6
1051,5.9,5.0,,5.4,0.6
1052,5.8,5.0,,5.4,0.5
1053,5.8,5.2,,5.5,0.4
1054,5.8,5.3,,5.6,0.3
1055,5.8,5.5,,5.6,0.2
1056,5.8,5.7,,5.8,0.1
1057,5.8,5.7,,5.8,0.0
1058,5.8,5.8,,5.8,0.0
1059,5.7,5.8,,5.8,0.1
1060,5.6,5.7,,5.7,0.1
1061,5.6,5.6,,5.6,0.0
1062,5.6,5.5,,5.5,0.1
1063,5.6,5.4,,5.5,0.2
1064,5.5,5.4,,5.5,0.1
1065,5.5,5.3,,5.4,0.1
1066,5.5,5.3,,5.4,0.1
1067,5.4,5.1,,5.2,0.2
1068,5.4,5.2,,5.3,0.1
1069,5.3,5.1,,5.2,0.1
1070,5.2,5.0,,5.1,0.1
1071,5.3,5.0,,5.2,0.1
1072,5.2,5.0,,5.1,0.1
1073,5.1,4.9,,5.0,0.2
1074,5.1,4.9,,5.0,0.2
1075,5.1,4.9,,5.0,0.1
1076,5.1,4.8,,5.0,0.2
1077,5.1,4.8,,5.0,0.2
1078,5.0,4.8,,4.9,0.1
1079,5.0,5.0,,5.0,0.1
1080,5.0,5.1,,5.0,0.1
1081,5.0,5.2,,5.1,0.1
1082,5.0,5.2,,5.1,0.2
1083,5.0,5.3,,5.1,0.2
1084,5.0,5.4,,5.2,0.3
1085,5.0,5.4,,5.2,0.3
1086,5.0,5.5,,5.2,0.4
1087,4.9,5.5,,5.2,0.5
1088,4.7,5.6,,5.2,0.7
1089,4.5,5.7,,5.1,0.8
1090,4.5,5.6,,5.0,0.8
1091,4.4,5.7,,5.0,0.9
1092,4.3,5.7,,5.0,1.0
1093,4.2,5.8,,5.0,1.1
1094,4.2,5.8,,5.0,1.1
1095,4.1,5.9,,5.0,1.3
1096,4.1,5.8,,4.9,1.2
1097,4.0,5.8,,4.9,1.3
1098,4.0,5.8,,4.9,1.3
1099,3.9,5.9,,4.9,1.4
1100,3.9,5.9,,4.9,1.4
1101,3.8,5.8,,4.8,1.4
1102,3.8,5.8,,4.8,1.4
1103,3.8,6.0,,4.9,1.5
1104,3.8,5.7,,4.7,1.3
1105,3.7,5.4,,4.5,1.2
1106,3.7,5.1,,4.4,1.0
1107,3.9,4.9,,4.4,0.7
1108,4.0,4.7,,4.4,0.5
1109,4.2,4.6,,4.4,0.3
1110,4.3,4.4,,4.4,0.1
1111,4.4,4.2,,4.3,0.1
1112,4.5,4.1,,4.3,0.3
1113,4.6,4.0,,4.3,0.4
1114,4.6,3.9,,4.3,0.5
1115,4.8,3.9,,4.3,0.7
1116,4.8,3.7,,4.2,0.7
1117,4.9,3.7,,4.3,0.8
1118,4.9,3.6,,4.2,0.9
1119,4.9,3.5,,4.2,1.0
1120,5.0,3.5,,4.3,1.1
1121,5.0,3.4,,4.2,1.1
1122,5.1,3.4,,4.2,1.2
1123,5.0,3.4,,4.2,1.2
1124,5.1,3.3,,4.2,1.2
1125,5.1,3.3,,4.2,1.3
1126,5.1,3.3,,4.2,1.3
1127,5.2,3.2,,4.2,1.4
1128,5.3,3.2,,4.2,1.4
1129,5.2,3.2,,4.2,1.4
1130,5.2,3.2,,4.2,1.4
1131,5.2,3.0,,4.1,1.6
1132,5.2,2.9,,4.0,1.7
1133,5.2,2.8,,4.0,1.7
1134,5.3,2.7,,4.0,1.8
1135,5.3,2.6,,3.9,1.9
1136,5.3,2.5,,3.9,2.0
1137,5.3,2.4,,3.8,2.0
1138,5.3,2.3,,3.8,2.1
1139,5.3,2.3,,3.8,2.2
1140,5.3,2.2,,3.8,2.2
1141,5.3,2.1,,3.7,2.2
1142,5.3,2.1,,3.7,2.3
1143,5.3,2.1,,3.7,2.3
1144,5.3,1.9,,3.6,2.4
1145,5.3,1.7,,3.5,2.5
1146,5.3,1.6,,3.5,2.6
1147,5.4,,,5.4,
1148,5.4,,,5.4,
1149,5.5,,,5.5,
1150,5.4,,,5.4,
1151,5.5,,,5.5,
1152,5.4,,,5.4,
1153,5.5,,,5.5,
1154,5.5,,,5.5,
1155,5.4,,,5.4,
1156,5.4,,,5.4,
1157,5.4,,,5.4,
1158,5.5,,,5.5,
1159,5.7,,,5.7,
1160,5.7,,,5.7,
1161,5.8,,,5.8,
1162,5.9,,,5.9,
1163,6.0,,,6.0,
1164,6.0,,,6.0,
1165,6.0,,,6.0,
1166,6.0,,,6.0,
1167,6.1,,,6.1,
1168,6.2,,,6.2,
1169,6.2,,,6.2,
1170,6.3,,,6.3,
1171,6.3,,,6.3,
1172,6.2,,,6.2,
1173,6.4,,,6.4,
1174,6.3,,,6.3,
1175,6.4,,,6.4,
1176,6.4,,,6.4,
1177,6.4,,,6.4,
1178,6.4,,,6.4,
1179,6.3,,,6.3,
1180,6.2,,,6.2,
1181,6.1,,,6.1,
1182,6.0,,,6.0,
1183,5.9,,,5.9,
1184,5.8,,,5.8,
1185,5.8,,,5.8,
1186,5.8,,,5.8,
1187,5.7,,,5.7,
1188,5.6,,,5.6,
1189,5.6,,,5.6,
1190,5.6,,,5.6,
1191,5.5,,,5.5,
1192,5.4,,,5.4,
1193,5.5,,,5.5,
1194,5.4,,,5.4,
1195,5.4,,,5.4,
1196,5.4,,,5.4,
1197,5.4,,,5.4,
1198,5.4,,,5.4,
1199,5.4,,,5.4,
1200,5.3,,,5.3,
1201,5.4,,,5.4,
1202,5.3,,,5.3,
1203,5.3,,,5.3,
1204,5.3,,,5.3,
1205,5.3,,,5.3,
1206,5.3,,,5.3,
1207,5.3,,,5.3,
1208,5.3,,,5.3,
1209,5.3,,,5.3,
1210,5.3,,,5.3,
1211,5.3,,,5.3,
1212,5.3,,,5.3,
1213,5.3,,,5.3,
1214,5.2,,,5.2,
1215,5.3,,,5.3,
1216,5.2,,,5.2,
1217,5.3,,,5.3,
1218,5.4,,,5.4,
1219,5.5,,,5.5,
1220,5.5,,,5.5,
1221,5.7,,,5.7,
1222,5.8,,,5.8,
1223,5.8,,,5.8,
1224,6.0,,,6.0,
1225,5.9,,,5.9,
1226,6.1,,,6.1,
1227,6.1,,,6.1,
1228,6.2,,,6.2,
1229,6.2,,,6.2,
1230,6.3,,,6.3,
1231,6.2,,,6.2,
1232,6.3,,,6.3,
1233,6.3,,,6.3,
1234,6.3,,,6.3,
1235,6.4,,,6.4,
1236,6.5,,,6.5,
1237,6.3,,,6.3,
1238,6.4,,,6.4,
1239,6.4,,,6.4,
1240,6.4,,,6.4,
1241,6.4,,,6.4,
1242,6.5,,,6.5,
1243,6.4,,,6.4,
1244,6.4,,,6.4,
1245,6.5,,,6.5,
1246,6.4,,,6.4,
1247,6.4,,,6.4,
1248,6.4,,,6.4,
1249,6.5,,,6.5,
1250,6.4,,,6.4,
1251,6.5,,,6.5,
1252,6.4,,,6.4,
1253,6.4,,,6.4,
1254,6.4,,,6.4,
1255,6.3,,,6.3,
1256,6.5,,,6.5,
1257,6.4,,,6.4,
1258,6.5,,,6.5,
1259,6.5,,,6.5,
1260,6.5,,,6.5,
1261,6.4,,,6.4,
1262,6.5,,,6.5,
1263,6.5,,,6.5,
1264,6.5,,,6.5,
1265,6.5,,,6.5,
1266,6.5,,,6.5,
1267,6.5,,,6.5,
1268,6.5,,,6.5,
1269,6.5,,,6.5,
1270,6.5,,,6.5,
1271,6.5,,,6.5,
1272,6.5,,,6.5,
1273,6.5,,,6.5,
1274,6.5,,,6.5,
1275,6.5,,,6.5,
1276,6.6,,,6.6,
1277,6.5,,,6.5,
1278,6.7,,,6.7,
1279,6.7,,,6.7,
1280,6.7,,,6.7,
1281,6.7,,,6.7,
1282,6.7,,,6.7,
1283,6.7,,,6.7,
1284,6.8,,,6.8,
1285,6.9,,,6.9,
1286,6.8,,,6.8,
1287,6.8,,,6.8,
1288,6.8,,,6.8,
1289,6.9,,,6.9,
1290,6.9,,,6.9,
1291,6.9,,,6.9,
1292,6.9,,,6.9,
1293,6.9,,,6.9,
1294,6.9,,,6.9,
1295,6.9,,,6.9,
1296,6.9,,,6.9,
1297,6.9,,,6.9,
1298,6.9,,,6.9,
1299,6.9,,,6.9,
1300,7.0,,,7.0,
1301,6.9,,,6.9,
1302,6.9,,,6.9,
1303,6.9,,,6.9,
1304,7.0,,,7.0,
1305,6.9,,,6.9,
1306,6.9,,,6.9,
1307,6.9,,,6.9,
1308,6.8,,,6.8,
1309,6.6,,,6.6,
1310,6.5,,,6.5,
1311,6.4,,,6.4,
1312,6.3,,,6.3,
1313,6.3,,,6.3,
1314,6.2,,,6.2,
1315,6.2,,,6.2,
1316,6.0,,,6.0,
1317,6.1,,,6.1,
1318,5.9,,,5.9,
1319,6.0,,,6.0,
1320,6.0,,,6.0,
1321,5.8,,,5.8,
1322,5.9,,,5.9,
1323,5.8,,,5.8,
1324,5.7,,,5.7,
1325,5.7,,,5.7,
1326,5.5,,,5.5,
1327,5.6,,,5.6,
1328,5.5,,,5.5,
1329,5.6,,,5.6,
1330,5.4,,,5.4,
1331,5.4,,,5.4,
1332,5.4,,,5.4,
1333,5.4,,,5.4,
1334,5.4,,,5.4,
1335,5.3,,,5.3,
1336,5.3,,,5.3,
1337,5.3,,,5.3,
1338,5.3,,,5.3,
1339,5.4,,,5.4,
1340,5.2,,,5.2,
1341,5.2,,,5.2,
1342,5.3,,,5.3,
1343,5.2,,,5.2,
1344,5.3,,,5.3,
1345,5.2,,,5.2,
1346,5.2,,,5.2,
1347,5.2,,,5.2,
1348,5.2,,,5.2,
1349,5.2,,,5.2,
1350,5.2,,,5.2,
1351,5.2,,,5.2,
1352,5.2,,,5.2,
1353,5.2,,,5.2,
1354,5.2,,,5.2,
1355,5.3,,,5.3,
1356,5.2,,,5.2,
1357,5.2,,,5.2,
1358,5.2,,,5.2,
1359,5.2,,,5.2,
1360,5.2,,,5.2,
1361,5.2,,,5.2,
1362,5.2,,,5.2,
1363,5.2,,,5.2,
1364,5.2,,,5.2,
1365,5.2,,,5.2,
1366,5.3,,,5.3,
1367,5.2,,,5.2,
1368,5.2,,,5.2,
1369,5.2,,,5.2,
1370,5.2,,,5.2,
1371,5.2,,,5.2,
1372,5.2,,,5.2,
1373,5.2,,,5.2,
1374,5.2,,,5.2,
1375,5.2,,,5.2,
1376,5.2,,,5.2,
1377,5.2,,,5.2,
1378,5.1,,,5.1,
1379,5.2,,,5.2,
1380,5.2,,,5.2,
1381,5.1,,,5.1,
1382,5.2,,,5.2,
1383,5.2,,,5.2,
1384,5.2,,,5.2,
1385,5.2,,,5.2,
1386,5.2,,,5.2,
1387,5.2,,,5.2,
1388,5.1,,,5.1,
1389,5.3,,,5.3,
1390,5.2,,,5.2,
1391,5.2,,,5.2,
1392,5.2,,,5.2,
1393,5.1,,,5.1,
1394,5.2,,,5.2,
1395,5.2,,,5.2,
1396,5.2,,,5.2,
1397,5.2,,,5.2,
1398,5.3,,,5.3,
1399,5.2,,,5.2,
1400,5.2,,,5.2,
1401,5.2,,,5.2,
1402,5.2,,,5.2,
1403,5.2,,,5.2,
1404,5.2,,,5.2,
1405,5.2,,,5.2,
1406,5.2,,,5.2,
1407,5.2,,,5.2,
1408,5.2,,,5.2,
1409,5.2,,,5.2,
1410,5.2,,,5.2,
1411,5.2,,,5.2,
1412,5.2,,,5.2,
1413,5.2,,,5.2,
1414,5.2,,,5.2,
1415,5.2,,,5.2,
1416,5.2,,,5.2,
1417,5.2,,,5.2,
1418,5.2,,,5.2,
1419,5.2,,,5.2,
1420,5.3,,,5.3,
1421,5.2,,,5.2,
1422,5.2,,,5.2,
1423,5.2,,,5.2,
1424,5.1,,,5.1,
1425,5.1,,,5.1,
1426,5.0,,,5.0,
1427,4.9,,,4.9,
1428,4.8,,,4.8,
1429,4.8,,,4.8,
1430,4.6,,,4.6,
1431,4.6,,,4.6,
1432,4.6,,,4.6,
1433,4.5,,,4.5,
1434,4.4,,,4.4,
1435,4.3,,,4.3,
1436,4.4,,,4.4,
1437,4.4,,,4.4,
1438,4.3,,,4.3,
1439,4.2,,,4.2,
1440,3.9,,,3.9,
1441,3.9,,,3.9,
1442,3.8,,,3.8,
1443,3.7,,,3.7,
1444,3.7,,,3.7,
1445,3.7,,,3.7,
1446,3.6,,,3.6,
1447,3.6,,,3.6,
1448,3.5,,,3.5,
1449,3.5,,,3.5,
1450,3.5,,,3.5,
1451,3.5,,,3.5,
1452,3.5,,,3.5,
1453,3.4,,,3.4,
1454,3.4,,,3.4,
1455,3.4,,,3.4,
1456,3.3,,,3.3,
1457,3.4,,,3.4,
1458,3.4,,,3.4,
1459,3.6,,,3.6,
1460,3.7,,,3.7,
1461,3.8,,,3.8,
1462,3.8,,,3.8,
1463,3.9,,,3.9,
1464,3.9,,,3.9,
1465,4.1,,,4.1,
1466,4.1,,,4.1,
1467,4.2,,,4.2,
1468,4.2,,,4.2,
1469,4.2,,,4.2,
1470,4.2,,,4.2,
1471,4.3,,,4.3,
1472,4.3,,,4.3,
1473,4.3,,,4.3,
1474,4.3,,,4.3,
1475,4.4,,,4.4,
1476,4.4,,,4.4,
1477,4.4,,,4.4,
1478,4.5,,,4.5,
1479,4.4,,,4.4,
1480,4.5,,,4.5,
1481,4.5,,,4.5,
1482,4.4,,,4.4,
1483,4.5,,,4.5,
1484,4.5,,,4.5,
1485,4.4,,,4.4,
1486,4.3,,,4.3,
1487,4.2,,,4.2,
1488,4.1,,,4.1,
1489,3.9,,,3.9,
1490,3.8,,,3.8,
1491,3.8,,,3.8,
1492,3.7,,,3.7,
1493,3.6,,,3.6,
1494,3.5,,,3.5,
1495,3.4,,,3.4,
1496,3.3,,,3.3,
1497,3.1,,,3.1,
1498,2.9,,,2.9,
1499,2.8,,,2.8,
1500,2.7,,,2.7,
1501,2.6,,,2.6,
1502,2.5,,,2.5,
1503,2.4,,,2.4,
1504,2.3,,,2.3,
1505,2.2,,,2.2,
1506,2.1,,,2.1,
1507,2.0,,,2.0,
1508,2.0,,,2.0,
1509,1.9,,,1.9,
1510,1.9,,,1.9,
1511,1.9,,,1.9,
1512,1.8,,,1.8,
1513,1.8,,,1.8,
1514,1.8,,,1.8,
1515,1.7,,,1.7,
1516,1.7,,,1.7,
1517,1.7,,,1.7,
1518,1.6,,,1.6,
1519,1.6,,,1.6,
1520,1.6,,,1.6,
1521,1.6,,,1.6,
