Sample ID:	C:\Users\MCC\Documents\MCC Data\ULINE_CB\ULINE_CB_MCC_N2_30K_231110_R1.txt
Sample Weight (mg):	3.94
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\Users\MCC\Desktop\UMD MCC\MCC\Calibration Files\Coefficients\Coeff_231026_30K.txt
T Correction Coefficients:	0	1.0291	0
Time Shift (s):	8.5
*
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	End Flow (cc/min)	Oxygen (%)	HRR (W/g)
553.000	335.483	80.012	19.991	100.629	19.504	56.671
553.500	335.722	80.010	19.989	100.625	19.498	57.085
554.000	335.973	80.007	19.986	100.624	19.494	57.408
554.501	336.218	80.005	19.989	100.620	19.488	57.880
555.000	336.470	80.012	19.990	100.618	19.485	58.190
555.500	336.707	80.025	19.991	100.619	19.480	58.546
556.000	336.961	80.002	19.986	100.619	19.476	58.864
556.500	337.199	80.014	19.989	100.618	19.471	59.314
557.000	337.456	80.015	19.991	100.624	19.466	59.685
557.500	337.718	80.010	19.988	100.628	19.460	60.127
558.001	337.941	80.007	19.987	100.631	19.455	60.545
558.500	338.219	80.006	19.988	100.635	19.449	61.039
559.000	338.439	80.001	19.992	100.639	19.447	61.175
559.500	338.716	80.010	19.986	100.643	19.441	61.642
560.000	338.944	80.010	19.992	100.642	19.437	62.019
560.500	339.197	80.009	19.987	100.642	19.430	62.589
561.000	339.448	79.998	19.988	100.641	19.426	62.882
561.500	339.671	80.007	19.990	100.642	19.420	63.366
562.000	339.952	80.013	19.990	100.646	19.417	63.588
562.500	340.166	80.011	19.991	100.651	19.412	63.999
563.000	340.444	80.006	19.991	100.654	19.407	64.413
563.500	340.663	80.012	19.992	100.659	19.402	64.775
564.000	340.928	80.029	19.997	100.662	19.395	65.314
564.500	341.175	79.999	19.985	100.662	19.389	65.786
565.000	341.435	80.029	19.999	100.654	19.387	65.992
565.500	341.680	80.017	19.988	100.661	19.381	66.458
566.000	341.905	79.981	19.980	100.660	19.375	66.960
566.500	342.178	79.999	19.988	100.653	19.370	67.344
567.000	342.417	79.994	19.985	100.649	19.365	67.728
567.500	342.675	80.038	20.002	100.653	19.360	68.172
568.000	342.907	80.003	19.986	100.656	19.355	68.575
568.500	343.146	80.020	19.994	100.653	19.349	69.023
569.000	343.409	79.984	19.977	100.663	19.344	69.440
569.500	343.638	79.987	19.980	100.657	19.338	69.900
570.000	343.916	80.019	19.995	100.658	19.333	70.326
570.500	344.151	80.000	19.987	100.653	19.328	70.693
571.000	344.401	80.005	19.991	100.660	19.322	71.145
571.500	344.658	79.993	19.987	100.660	19.317	71.588
572.000	344.894	80.013	19.989	100.667	19.312	72.002
572.500	345.156	80.015	19.992	100.671	19.306	72.426
573.000	345.375	80.032	20.000	100.671	19.301	72.834
573.500	345.645	79.998	19.987	100.683	19.296	73.250
574.000	345.877	80.008	19.985	100.686	19.290	73.747
574.500	346.150	80.003	19.987	100.691	19.285	74.163
575.000	346.383	80.003	19.992	100.695	19.280	74.532
575.500	346.615	80.008	19.992	100.698	19.275	74.948
576.000	346.872	80.000	19.988	100.691	19.271	75.286
576.501	347.114	80.013	19.991	100.691	19.263	75.863
577.000	347.396	80.016	19.998	100.693	19.258	76.318
577.500	347.626	80.005	19.991	100.701	19.254	76.626
578.000	347.892	80.030	19.998	100.700	19.248	77.082
578.500	348.111	80.013	19.991	100.703	19.245	77.359
579.000	348.365	80.011	19.992	100.707	19.238	77.868
579.500	348.608	80.010	19.993	100.708	19.233	78.335
580.000	348.854	80.005	19.987	100.705	19.226	78.827
580.500	349.126	80.002	19.989	100.702	19.221	79.259
581.000	349.353	80.002	19.988	100.697	19.216	79.661
581.500	349.601	80.002	19.985	100.693	19.212	79.969
582.000	349.851	80.009	19.991	100.687	19.208	80.298
582.500	350.091	80.032	19.999	100.686	19.202	80.793
583.000	350.360	80.014	19.991	100.695	19.196	81.265
583.500	350.602	80.024	19.996	100.697	19.191	81.643
584.000	350.867	80.000	19.988	100.703	19.185	82.120
584.500	351.108	80.023	20.000	100.706	19.183	82.299
585.000	351.342	80.005	19.992	100.715	19.178	82.706
585.500	351.595	80.018	19.996	100.711	19.172	83.129
586.001	351.831	79.997	19.986	100.714	19.167	83.555
586.500	352.101	80.010	19.988	100.708	19.163	83.861
587.000	352.338	80.008	19.993	100.708	19.160	84.138
587.500	352.596	80.018	19.994	100.702	19.155	84.518
588.000	352.834	80.006	19.991	100.706	19.150	84.863
588.500	353.094	80.010	19.994	100.701	19.146	85.198
589.000	353.329	80.013	19.990	100.706	19.141	85.609
589.500	353.570	80.005	19.997	100.705	19.136	85.993
590.000	353.828	80.008	19.992	100.710	19.134	86.206
590.500	354.061	80.018	19.991	100.707	19.129	86.588
591.000	354.346	80.000	19.988	100.708	19.124	86.970
591.500	354.580	80.012	19.993	100.704	19.121	87.172
592.000	354.832	80.002	19.986	100.710	19.118	87.445
592.500	355.081	80.004	19.988	100.700	19.115	87.662
593.000	355.306	80.005	19.990	100.695	19.111	88.046
593.500	355.559	80.004	19.989	100.692	19.109	88.209
594.000	355.802	80.014	19.991	100.691	19.105	88.528
594.500	356.067	80.012	19.988	100.688	19.103	88.649
595.000	356.291	80.000	19.985	100.689	19.100	88.858
595.500	356.553	80.005	19.992	100.688	19.099	88.995
596.000	356.804	80.012	19.993	100.694	19.095	89.262
596.500	357.065	80.004	19.984	100.698	19.093	89.465
597.000	357.299	80.020	19.995	100.692	19.091	89.605
597.500	357.541	80.021	19.993	100.697	19.088	89.822
598.000	357.812	80.015	19.992	100.704	19.088	89.848
598.500	358.043	80.011	19.989	100.701	19.086	89.934
599.000	358.305	80.004	19.988	100.697	19.084	90.114
599.500	358.537	80.010	19.990	100.702	19.083	90.242
600.000	358.795	80.001	19.992	100.698	19.082	90.318
600.500	359.056	79.998	19.987	100.698	19.081	90.389
601.000	359.287	80.011	19.995	100.694	19.080	90.424
601.500	359.562	80.011	19.985	100.695	19.081	90.399
602.000	359.779	80.010	19.983	100.684	19.081	90.341
602.500	360.039	80.013	19.994	100.673	19.081	90.395
603.000	360.291	80.008	19.985	100.670	19.081	90.360
603.500	360.532	80.005	19.986	100.665	19.081	90.346
604.000	360.803	80.006	19.986	100.655	19.082	90.230
604.500	361.021	79.999	19.988	100.656	19.084	90.105
605.000	361.277	80.011	19.993	100.660	19.084	90.118
605.500	361.522	80.006	19.996	100.656	19.084	90.064
606.000	361.783	79.999	19.985	100.660	19.088	89.799
606.500	362.020	80.017	19.992	100.659	19.090	89.636
607.000	362.275	80.006	19.989	100.661	19.093	89.395
607.500	362.543	80.001	19.986	100.660	19.094	89.269
608.000	362.755	80.006	19.987	100.650	19.096	89.103
608.500	363.046	80.012	19.980	100.640	19.100	88.791
609.000	363.282	79.992	19.986	100.628	19.103	88.538
609.500	363.529	80.014	19.991	100.618	19.106	88.315
610.000	363.788	79.995	19.987	100.614	19.111	87.947
610.500	364.013	79.995	19.987	100.611	19.114	87.675
611.000	364.281	80.019	19.994	100.606	19.118	87.364
611.500	364.520	79.999	19.987	100.617	19.124	86.878
612.000	364.775	80.020	19.996	100.619	19.128	86.550
612.500	365.004	80.019	19.990	100.623	19.133	86.170
613.000	365.276	80.007	19.988	100.625	19.140	85.599
613.500	365.522	80.002	19.984	100.621	19.144	85.321
614.000	365.756	79.999	19.977	100.610	19.151	84.753
614.500	366.037	79.997	19.984	100.594	19.157	84.273
615.000	366.242	80.027	20.000	100.578	19.164	83.689
615.500	366.542	80.016	19.994	100.579	19.170	83.188
616.000	366.766	80.010	19.991	100.582	19.177	82.652
616.500	367.023	79.984	19.980	100.584	19.186	81.912
617.000	367.260	80.033	20.002	100.585	19.192	81.440
617.500	367.513	80.032	20.003	100.599	19.201	80.746
618.000	367.778	80.018	19.995	100.597	19.209	80.089
618.500	367.997	80.016	19.994	100.594	19.217	79.471
619.000	368.281	80.009	19.991	100.591	19.225	78.784
619.500	368.499	80.005	19.987	100.591	19.235	77.971
620.000	368.763	79.998	19.988	100.570	19.245	77.230
620.500	369.009	80.010	19.988	100.553	19.252	76.632
621.000	369.253	79.999	19.988	100.544	19.262	75.867
621.500	369.522	80.023	20.000	100.535	19.273	74.937
622.000	369.763	80.014	19.994	100.543	19.283	74.117
622.500	370.025	80.007	19.989	100.548	19.291	73.475
623.000	370.256	80.018	19.994	100.545	19.301	72.716
623.500	370.542	80.019	19.995	100.546	19.313	71.718
624.000	370.773	80.004	19.986	100.546	19.324	70.859
624.500	371.012	80.013	19.991	100.528	19.335	70.017
625.000	371.275	80.006	19.991	100.521	19.344	69.266
625.500	371.529	80.001	19.989	100.520	19.357	68.239
626.001	371.800	80.017	19.990	100.513	19.367	67.473
626.500	372.036	80.002	19.985	100.507	19.379	66.525
627.000	372.282	80.005	19.992	100.504	19.391	65.567
627.500	372.528	80.000	19.989	100.498	19.401	64.758
628.000	372.781	80.007	19.987	100.491	19.414	63.672
628.500	373.034	80.013	19.990	100.482	19.425	62.821
629.000	373.268	80.009	19.988	100.474	19.438	61.780
629.500	373.543	80.016	19.995	100.471	19.449	60.919
630.000	373.783	80.021	19.994	100.470	19.460	60.037
630.500	374.034	80.002	19.991	100.471	19.474	58.934
631.000	374.277	80.009	19.989	100.477	19.484	58.117
631.500	374.543	80.014	19.991	100.477	19.497	57.118
632.000	374.801	80.002	19.988	100.478	19.508	56.242
632.500	375.022	80.001	19.987	100.471	19.520	55.225
633.000	375.307	80.023	19.994	100.463	19.532	54.321
633.500	375.541	80.009	19.992	100.460	19.543	53.385
634.000	375.801	80.000	19.986	100.460	19.557	52.333
634.500	376.051	80.026	19.997	100.455	19.566	51.612
635.000	376.293	80.002	19.987	100.461	19.581	50.414
635.500	376.561	80.004	19.988	100.460	19.591	49.621
636.000	376.801	80.003	19.986	100.453	19.603	48.607
636.500	377.068	79.994	19.987	100.445	19.615	47.684
637.000	377.293	80.021	19.994	100.438	19.625	46.900
637.500	377.555	79.990	19.982	100.435	19.639	45.820
638.000	377.800	80.009	19.991	100.427	19.648	45.104
638.500	378.050	80.010	19.990	100.428	19.661	44.015
639.000	378.320	80.017	19.992	100.430	19.671	43.220
639.500	378.542	80.003	19.988	100.435	19.683	42.319
640.000	378.832	80.011	19.993	100.425	19.694	41.443
640.500	379.051	79.968	19.972	100.431	19.705	40.500
641.000	379.312	80.030	19.999	100.414	19.716	39.638
641.500	379.560	80.006	19.990	100.419	19.724	39.018
642.000	379.815	80.034	20.001	100.415	19.736	38.095
642.500	380.069	80.004	19.989	100.424	19.745	37.323
643.000	380.288	80.020	19.994	100.421	19.757	36.396
643.500	380.601	80.000	19.987	100.440	19.768	35.545
644.000	380.817	80.019	19.995	100.424	19.776	34.842
644.500	381.063	80.009	19.991	100.423	19.785	34.188
645.000	381.316	80.003	19.989	100.415	19.793	33.510
645.500	381.548	80.004	19.987	100.411	19.804	32.632
646.000	381.812	79.996	19.984	100.399	19.812	32.031
646.500	382.048	80.010	19.992	100.399	19.821	31.270
647.000	382.324	80.006	19.990	100.399	19.830	30.598
647.500	382.545	80.017	19.994	100.393	19.838	29.976
648.000	382.825	80.011	19.994	100.397	19.846	29.312
648.500	383.067	80.010	19.983	100.402	19.853	28.756
649.000	383.302	80.001	19.983	100.397	19.862	28.008
649.500	383.571	80.001	19.985	100.388	19.869	27.508
650.000	383.806	80.011	19.993	100.381	19.878	26.797
650.500	384.071	80.008	19.988	100.377	19.886	26.122
651.000	384.308	80.010	19.991	100.370	19.891	25.716
651.500	384.565	80.004	19.987	100.376	19.899	25.079
652.000	384.819	80.006	19.986	100.377	19.906	24.575
652.500	385.064	80.009	19.987	100.377	19.914	23.930
653.000	385.332	80.004	19.988	100.372	19.918	23.584
653.500	385.537	80.014	19.989	100.371	19.927	22.889
654.000	385.812	80.014	19.992	100.368	19.932	22.436
654.500	386.044	80.016	19.993	100.373	19.938	21.979
655.000	386.310	80.013	19.992	100.379	19.944	21.506
655.500	386.537	80.010	19.989	100.383	19.950	21.048
656.000	386.800	80.012	19.990	100.385	19.958	20.445
656.500	387.068	80.003	19.986	100.386	19.962	20.080
657.000	387.286	80.010	19.990	100.379	19.967	19.693
657.500	387.577	80.001	19.986	100.377	19.972	19.285
658.000	387.799	80.006	19.988	100.372	19.979	18.756
658.500	388.056	79.996	19.985	100.372	19.984	18.370
659.000	388.315	80.009	19.988	100.366	19.989	17.959
659.500	388.541	80.006	19.987	100.369	19.996	17.423
660.000	388.821	80.003	19.986	100.365	19.999	17.143
660.500	389.044	80.005	19.986	100.363	20.003	16.790
661.000	389.324	80.013	19.991	100.360	20.007	16.512
661.500	389.545	80.010	19.990	100.365	20.012	16.134
662.000	389.792	80.019	19.993	100.362	20.017	15.745
662.500	390.041	80.007	19.988	100.363	20.021	15.408
663.000	390.287	80.002	19.986	100.366	20.024	15.160
663.500	390.546	80.007	19.989	100.362	20.028	14.819
664.000	390.759	80.018	19.994	100.359	20.032	14.541
664.500	391.057	80.005	19.988	100.362	20.034	14.350
665.000	391.279	80.013	19.990	100.356	20.039	13.982
665.500	391.532	80.002	19.986	100.357	20.044	13.606
666.000	391.786	80.017	19.993	100.357	20.045	13.495
666.500	392.044	80.015	19.992	100.358	20.048	13.274
667.000	392.308	79.999	19.986	100.356	20.051	13.025
667.500	392.523	80.008	19.988	100.354	20.052	12.915
668.000	392.783	79.997	19.983	100.349	20.056	12.636
668.500	393.013	80.010	19.990	100.344	20.058	12.482
669.000	393.260	80.014	19.991	100.339	20.061	12.240
669.500	393.521	80.014	19.996	100.338	20.062	12.124
670.000	393.776	79.996	19.982	100.348	20.064	11.977
670.500	394.022	79.995	19.983	100.344	20.067	11.769
671.000	394.265	80.007	19.989	100.343	20.068	11.647
671.500	394.542	80.005	19.981	100.342	20.072	11.381
672.000	394.747	80.011	19.989	100.335	20.073	11.246
672.500	395.015	80.001	19.986	100.327	20.076	10.998
673.000	395.257	80.014	19.989	100.331	20.077	10.985
673.501	395.500	80.007	19.988	100.336	20.079	10.806
674.000	395.763	80.000	19.984	100.336	20.080	10.724
674.500	395.975	80.001	19.987	100.340	20.081	10.645
675.000	396.264	80.007	19.989	100.341	20.082	10.543
675.501	396.480	80.009	19.992	100.342	20.085	10.315
676.000	396.746	79.989	19.982	100.348	20.089	10.005
676.500	396.977	80.034	20.000	100.344	20.089	10.005
677.000	397.220	80.015	19.991	100.358	20.089	9.981
677.500	397.479	79.989	19.981	100.363	20.091	9.860
678.000	397.704	79.998	19.985	100.358	20.091	9.822
678.500	397.982	79.993	19.982	100.349	20.092	9.733
679.000	398.210	80.005	19.988	100.352	20.093	9.644
679.500	398.480	79.986	19.978	100.339	20.095	9.488
680.000	398.707	80.005	19.988	100.328	20.095	9.485
680.500	398.947	79.996	19.985	100.333	20.097	9.345
681.000	399.202	80.026	19.997	100.333	20.095	9.521
681.500	399.438	79.993	19.982	100.342	20.097	9.329
682.000	399.705	80.004	19.987	100.336	20.099	9.173
682.500	399.932	80.003	19.988	100.343	20.099	9.222
683.000	400.200	80.020	19.991	100.342	20.100	9.137
683.500	400.434	80.036	20.002	100.347	20.100	9.087
684.000	400.674	80.000	19.985	100.351	20.102	8.944
684.500	400.942	80.010	19.991	100.354	20.102	8.984
685.000	401.170	79.991	19.980	100.355	20.102	8.925
685.500	401.431	80.000	19.985	100.352	20.102	8.949
686.000	401.661	79.999	19.984	100.347	20.103	8.877
686.500	401.926	79.993	19.981	100.332	20.104	8.809
687.000	402.167	80.010	19.989	100.331	20.104	8.787
687.500	402.398	80.021	19.996	100.331	20.105	8.726
688.000	402.647	80.010	19.990	100.342	20.105	8.758
688.500	402.884	80.013	19.991	100.346	20.105	8.722
689.000	403.153	80.004	19.986	100.352	20.105	8.686
689.500	403.379	80.022	19.996	100.354	20.105	8.701
690.000	403.634	80.003	19.986	100.358	20.106	8.624
690.500	403.866	80.019	19.994	100.349	20.105	8.694
691.000	404.118	80.001	19.986	100.352	20.106	8.609
691.500	404.372	80.009	19.990	100.348	20.107	8.567
692.000	404.576	80.007	19.990	100.350	20.106	8.623
692.500	404.871	80.001	19.986	100.346	20.108	8.454
693.000	405.102	80.005	19.987	100.347	20.109	8.431
693.500	405.359	80.009	19.990	100.342	20.108	8.514
694.000	405.613	80.009	19.989	100.348	20.107	8.579
694.500	405.833	80.014	19.991	100.349	20.109	8.431
695.000	406.097	79.991	19.984	100.349	20.110	8.295
695.500	406.308	79.997	19.984	100.349	20.111	8.252
696.000	406.588	80.011	19.991	100.346	20.110	8.321
696.500	406.811	80.012	19.991	100.344	20.111	8.265
697.000	407.076	80.008	19.990	100.344	20.111	8.246
697.500	407.309	80.011	19.990	100.342	20.111	8.216
698.000	407.555	80.014	19.991	100.343	20.112	8.200
698.500	407.814	80.007	19.989	100.348	20.110	8.315
699.000	408.035	80.009	19.989	100.347	20.111	8.273
699.500	408.303	79.995	19.984	100.345	20.112	8.197
700.000	408.536	79.993	19.982	100.340	20.112	8.197
700.501	408.776	80.011	19.989	100.334	20.112	8.192
701.000	409.034	80.007	19.987	100.334	20.111	8.244
701.500	409.258	80.007	19.989	100.333	20.111	8.209
702.000	409.544	80.025	19.996	100.333	20.111	8.246
702.500	409.753	80.019	19.994	100.343	20.111	8.223
703.000	410.022	79.981	19.976	100.353	20.110	8.292
703.500	410.254	80.049	20.006	100.341	20.111	8.210
704.000	410.498	80.022	19.993	100.357	20.112	8.188
704.500	410.753	80.026	19.997	100.362	20.111	8.218
705.000	410.986	80.015	19.991	100.362	20.111	8.280
705.500	411.232	80.010	19.989	100.359	20.109	8.376
706.000	411.465	80.008	19.987	100.372	20.110	8.292
706.500	411.735	80.014	19.990	100.357	20.112	8.145
707.000	411.967	80.022	19.994	100.354	20.112	8.168
707.500	412.219	80.012	19.991	100.353	20.111	8.227
708.000	412.464	79.993	19.983	100.353	20.111	8.248
708.500	412.713	80.000	19.984	100.347	20.113	8.109
709.000	412.962	80.017	19.991	100.344	20.112	8.175
709.500	413.171	80.003	19.985	100.344	20.112	8.144
710.000	413.469	80.019	19.994	100.329	20.112	8.168
710.500	413.691	80.027	19.997	100.329	20.112	8.163
711.000	413.952	80.036	20.000	100.339	20.111	8.254
711.500	414.191	80.048	20.005	100.351	20.114	8.007
712.000	414.406	80.000	19.985	100.361	20.112	8.130
712.500	414.678	79.996	19.981	100.366	20.113	8.078
713.000	414.899	80.031	19.998	100.356	20.114	8.032
713.500	415.188	80.048	20.004	100.356	20.115	7.916
714.000	415.392	80.018	19.993	100.359	20.114	8.016
714.500	415.657	80.017	19.993	100.350	20.115	7.958
715.000	415.898	80.012	19.989	100.358	20.113	8.122
715.500	416.137	80.018	19.993	100.368	20.114	7.970
716.000	416.409	80.020	19.992	100.366	20.114	8.027
716.500	416.633	80.004	19.985	100.361	20.115	7.910
717.000	416.898	80.020	19.994	100.354	20.116	7.851
717.500	417.134	79.995	19.982	100.356	20.115	7.893
718.000	417.368	79.988	19.979	100.349	20.115	7.930
718.500	417.627	80.002	19.985	100.339	20.116	7.842
719.000	417.873	80.007	19.986	100.330	20.117	7.784
719.500	418.118	80.001	19.985	100.331	20.116	7.827
720.000	418.359	80.009	19.991	100.323	20.116	7.812
720.500	418.617	79.994	19.980	100.329	20.116	7.862
721.000	418.841	80.028	19.997	100.330	20.116	7.886
721.500	419.096	79.998	19.985	100.338	20.117	7.795
722.000	419.353	80.017	19.993	100.336	20.117	7.729
722.500	419.574	80.025	19.996	100.343	20.119	7.594
723.000	419.830	79.984	19.977	100.348	20.119	7.640
723.500	420.043	80.004	19.986	100.346	20.119	7.633
724.000	420.344	80.010	19.990	100.338	20.119	7.637
724.500	420.560	80.034	20.000	100.342	20.117	7.756
725.000	420.838	80.006	19.990	100.347	20.118	7.696
725.500	421.054	79.994	19.982	100.341	20.119	7.617
726.000	421.308	80.004	19.987	100.346	20.118	7.660
726.500	421.568	79.995	19.982	100.348	20.118	7.689
727.000	421.808	79.969	19.970	100.342	20.120	7.527
727.500	422.070	80.003	19.985	100.318	20.119	7.596
728.000	422.301	80.017	19.992	100.315	20.119	7.567
728.500	422.546	79.985	19.978	100.321	20.121	7.417
729.000	422.783	80.005	19.988	100.313	20.122	7.372
729.500	423.036	80.052	20.004	100.318	20.120	7.495
730.000	423.289	80.002	19.988	100.347	20.121	7.483
730.500	423.516	80.023	19.995	100.348	20.122	7.397
731.000	423.793	80.014	19.990	100.350	20.123	7.327
731.500	424.024	79.981	19.976	100.359	20.122	7.360
732.000	424.269	80.008	19.988	100.349	20.122	7.359
732.500	424.508	80.008	19.990	100.331	20.122	7.393
733.000	424.752	79.999	19.985	100.331	20.123	7.327
733.500	424.997	80.007	19.989	100.323	20.124	7.223
734.000	425.234	80.033	20.000	100.322	20.125	7.137
734.500	425.499	79.997	19.985	100.342	20.124	7.194
735.000	425.722	79.994	19.984	100.342	20.123	7.266
735.500	425.997	79.997	19.984	100.336	20.124	7.219
736.000	426.224	79.998	19.987	100.336	20.125	7.135
736.500	426.474	80.011	19.990	100.333	20.124	7.171
737.000	426.726	80.011	19.991	100.324	20.125	7.137
737.500	426.960	80.005	19.990	100.330	20.125	7.108
738.000	427.230	80.027	19.998	100.337	20.126	7.084
738.500	427.453	79.987	19.980	100.348	20.128	6.912
739.000	427.705	80.013	19.990	100.342	20.126	7.073
739.500	427.962	80.007	19.988	100.343	20.127	6.949
740.000	428.215	80.007	19.988	100.335	20.127	7.009
740.500	428.450	80.025	19.997	100.330	20.127	6.997
741.000	428.684	80.015	19.991	100.326	20.128	6.882
741.500	428.960	80.005	19.990	100.332	20.126	7.020
742.000	429.198	79.993	19.983	100.329	20.128	6.865
742.500	429.451	79.978	19.976	100.330	20.127	6.984
743.000	429.693	80.018	19.992	100.323	20.128	6.914
743.500	429.929	80.012	19.991	100.319	20.129	6.836
744.000	430.188	80.008	19.988	100.322	20.128	6.873
744.500	430.409	80.025	19.999	100.323	20.130	6.764
745.000	430.685	80.008	19.990	100.335	20.129	6.779
745.500	430.908	80.014	19.990	100.347	20.130	6.725
746.000	431.168	80.006	19.987	100.349	20.127	6.940
746.500	431.409	80.008	19.991	100.347	20.130	6.771
747.000	431.652	80.010	19.992	100.348	20.129	6.777
747.500	431.894	79.989	19.979	100.343	20.131	6.656
748.000	432.126	80.010	19.992	100.334	20.130	6.738
748.500	432.417	80.014	19.993	100.330	20.129	6.780
749.000	432.642	80.018	19.993	100.332	20.131	6.630
749.500	432.895	80.026	19.997	100.330	20.131	6.673
750.000	433.138	80.018	19.993	100.334	20.130	6.712
750.500	433.381	80.023	19.996	100.342	20.129	6.837
751.000	433.642	79.988	19.981	100.350	20.131	6.659
751.500	433.863	80.000	19.985	100.344	20.132	6.591
752.000	434.117	79.994	19.984	100.339	20.132	6.600
752.500	434.372	80.015	19.992	100.328	20.132	6.553
753.000	434.627	80.004	19.986	100.329	20.133	6.502
753.500	434.877	80.012	19.991	100.320	20.133	6.498
754.000	435.113	80.021	19.992	100.322	20.133	6.475
754.500	435.370	80.003	19.990	100.327	20.134	6.381
755.000	435.597	80.013	19.992	100.328	20.134	6.386
755.500	435.857	80.003	19.987	100.323	20.135	6.374
756.000	436.090	80.019	19.995	100.320	20.135	6.370
756.500	436.360	80.000	19.986	100.323	20.134	6.379
757.000	436.595	80.003	19.987	100.315	20.136	6.222
757.500	436.830	80.013	19.990	100.314	20.134	6.413
758.000	437.099	80.011	19.991	100.318	20.135	6.312
758.500	437.337	79.999	19.985	100.320	20.134	6.437
759.000	437.596	80.008	19.989	100.310	20.135	6.307
759.500	437.815	80.015	19.993	100.315	20.137	6.211
760.000	438.073	80.013	19.991	100.319	20.136	6.285
760.500	438.319	80.015	19.992	100.319	20.138	6.126
761.000	438.564	80.009	19.991	100.322	20.136	6.247
761.500	438.833	80.005	19.989	100.333	20.138	6.106
762.000	439.061	80.013	19.991	100.333	20.138	6.133
762.500	439.316	80.002	19.990	100.333	20.137	6.169
763.000	439.538	80.003	19.987	100.336	20.138	6.134
763.500	439.807	80.005	19.989	100.331	20.139	6.043
764.000	440.036	80.003	19.988	100.329	20.139	6.009
764.500	440.293	80.015	19.994	100.329	20.139	5.997
765.000	440.555	80.008	19.990	100.331	20.140	5.968
765.500	440.771	80.016	19.993	100.326	20.140	5.909
766.000	441.068	80.013	19.992	100.333	20.140	5.902
766.500	441.269	80.004	19.988	100.336	20.141	5.880
767.000	441.535	80.016	19.993	100.334	20.141	5.862
767.500	441.769	80.008	19.989	100.332	20.141	5.862
768.000	442.018	80.012	19.993	100.332	20.142	5.763
768.500	442.287	80.015	19.994	100.327	20.142	5.750
769.000	442.505	80.012	19.992	100.323	20.142	5.801
769.500	442.770	80.014	19.993	100.321	20.142	5.789
770.000	443.010	80.008	19.990	100.321	20.142	5.795
770.500	443.265	80.011	19.990	100.316	20.143	5.684
771.000	443.503	80.009	19.990	100.312	20.145	5.559
771.500	443.740	80.008	19.991	100.312	20.143	5.704
772.000	443.995	80.002	19.987	100.314	20.143	5.663
772.500	444.224	80.010	19.991	100.312	20.144	5.657
773.000	444.512	80.006	19.990	100.318	20.143	5.713
773.500	444.719	80.006	19.989	100.323	20.144	5.634
774.000	444.976	80.003	19.987	100.325	20.144	5.644
774.500	445.228	80.011	19.990	100.327	20.145	5.565
775.000	445.466	80.003	19.988	100.328	20.147	5.407
775.500	445.729	80.005	19.990	100.323	20.145	5.525
776.000	445.951	80.008	19.990	100.322	20.146	5.464
776.500	446.214	80.007	19.989	100.321	20.146	5.463
777.000	446.441	80.015	19.992	100.316	20.147	5.419
777.500	446.701	80.002	19.987	100.319	20.146	5.458
778.000	446.944	80.012	19.991	100.317	20.146	5.463
778.500	447.192	80.012	19.992	100.317	20.149	5.259
779.000	447.445	80.015	19.991	100.322	20.148	5.290
779.500	447.666	80.014	19.993	100.324	20.147	5.421
780.000	447.961	80.004	19.987	100.323	20.148	5.331
780.500	448.186	80.007	19.989	100.328	20.148	5.266
781.000	448.427	80.007	19.989	100.328	20.149	5.201
781.500	448.668	80.007	19.988	100.320	20.148	5.326
782.000	448.911	80.004	19.987	100.316	20.149	5.243
782.500	449.172	80.006	19.990	100.308	20.148	5.278
783.000	449.395	80.012	19.991	100.307	20.149	5.205
783.500	449.669	80.001	19.987	100.308	20.149	5.189
784.000	449.888	80.010	19.990	100.308	20.150	5.127
784.500	450.143	80.010	19.990	100.316	20.149	5.203
785.000	450.382	80.008	19.990	100.326	20.149	5.204
785.500	450.633	80.010	19.990	100.330	20.149	5.214
786.000	450.881	80.019	19.994	100.331	20.151	5.079
786.500	451.119	80.012	19.993	100.338	20.150	5.137
787.000	451.395	80.009	19.989	100.336	20.151	5.076
787.500	451.625	80.009	19.991	100.334	20.151	5.101
788.000	451.870	80.016	19.992	100.330	20.151	5.061
788.500	452.107	80.004	19.987	100.333	20.151	5.058
789.000	452.336	80.008	19.991	100.329	20.152	4.948
789.500	452.612	80.012	19.991	100.331	20.153	4.895
790.000	452.832	80.016	19.994	100.332	20.152	4.984
790.500	453.111	80.005	19.988	100.337	20.154	4.843
791.000	453.345	79.999	19.986	100.333	20.154	4.806
791.500	453.605	80.010	19.990	100.329	20.154	4.864
792.000	453.835	80.011	19.990	100.328	20.155	4.732
792.500	454.063	80.016	19.994	100.328	20.154	4.798
793.000	454.331	80.007	19.988	100.327	20.156	4.695
793.500	454.545	80.008	19.991	100.328	20.156	4.673
794.000	454.825	80.008	19.990	100.331	20.157	4.609
794.500	455.042	80.014	19.993	100.333	20.156	4.675
795.000	455.306	80.009	19.988	100.331	20.157	4.611
795.500	455.545	80.005	19.983	100.324	20.156	4.657
796.000	455.793	80.013	19.992	100.317	20.155	4.713
796.500	456.043	80.011	19.991	100.320	20.157	4.589
797.000	456.280	80.005	19.989	100.315	20.157	4.587
