Sample ID:	C:\Users\MCC\Documents\MCC Data\ULINE_CB\ULINE_CB_MCC_N2_30K_231110_R1.txt
Sample Weight (mg):	3.94
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\Users\MCC\Desktop\UMD MCC\MCC\Calibration Files\Coefficients\Coeff_231026_30K.txt
T Correction Coefficients:	0	1.0291	0
Time Shift (s):	8.5
*
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	End Flow (cc/min)	Oxygen (%)	HRR (W/g)
797.500	456.552	80.011	19.990	100.310	20.158	4.507
798.000	456.770	80.021	19.995	100.311	20.157	4.571
798.500	457.018	80.011	19.990	100.318	20.157	4.623
799.000	457.260	80.004	19.988	100.314	20.157	4.557
799.500	457.506	80.010	19.989	100.311	20.158	4.517
800.000	457.772	80.004	19.988	100.311	20.157	4.585
800.500	457.989	80.003	19.988	100.309	20.157	4.576
801.000	458.274	80.014	19.990	100.303	20.157	4.555
801.500	458.497	80.003	19.988	100.302	20.158	4.523
802.000	458.744	80.003	19.986	100.302	20.157	4.587
802.500	458.986	80.008	19.990	100.300	20.160	4.388
803.000	459.233	80.007	19.990	100.301	20.159	4.443
803.500	459.493	80.009	19.991	100.303	20.159	4.444
804.000	459.696	80.007	19.989	100.304	20.159	4.420
804.500	459.995	80.011	19.990	100.304	20.159	4.423
805.000	460.209	80.013	19.992	100.307	20.159	4.443
805.500	460.468	80.010	19.989	100.309	20.159	4.439
806.000	460.714	80.012	19.989	100.309	20.158	4.504
806.500	460.955	80.007	19.989	100.308	20.160	4.334
807.000	461.214	80.015	19.992	100.310	20.159	4.402
807.500	461.434	80.009	19.987	100.312	20.159	4.412
808.000	461.696	79.999	19.986	100.311	20.160	4.340
808.500	461.920	80.004	19.989	100.312	20.161	4.279
809.000	462.204	80.006	19.988	100.312	20.161	4.268
809.500	462.412	80.011	19.991	100.310	20.162	4.229
810.000	462.661	80.014	19.991	100.309	20.161	4.296
810.500	462.917	80.007	19.989	100.310	20.161	4.280
811.000	463.138	80.010	19.990	100.310	20.162	4.193
811.500	463.412	80.009	19.991	100.310	20.162	4.157
812.000	463.634	80.005	19.988	100.311	20.162	4.200
812.500	463.889	80.005	19.988	100.308	20.164	4.069
813.000	464.138	80.015	19.991	100.306	20.163	4.102
813.500	464.359	80.010	19.990	100.306	20.164	4.045
814.000	464.628	80.004	19.988	100.306	20.163	4.121
814.500	464.859	80.008	19.988	100.304	20.163	4.114
815.000	465.137	80.008	19.990	100.305	20.164	4.002
815.500	465.365	80.014	19.993	100.307	20.165	3.968
816.000	465.610	80.006	19.989	100.310	20.165	3.955
816.500	465.855	80.008	19.990	100.310	20.165	3.942
817.000	466.096	80.009	19.989	100.312	20.164	4.035
817.500	466.348	80.009	19.990	100.313	20.164	4.036
818.000	466.575	80.007	19.991	100.312	20.164	4.027
818.500	466.848	80.006	19.988	100.309	20.164	4.021
819.000	467.080	80.009	19.990	100.307	20.165	3.979
819.500	467.326	80.006	19.989	100.308	20.166	3.834
820.000	467.576	80.007	19.992	100.306	20.165	3.922
820.500	467.808	80.008	19.986	100.308	20.165	3.977
821.000	468.059	80.010	19.990	100.305	20.166	3.853
821.500	468.299	80.010	19.989	100.309	20.167	3.777
822.000	468.555	80.012	19.992	100.309	20.168	3.722
822.500	468.778	80.009	19.991	100.312	20.169	3.665
823.000	469.049	80.013	19.991	100.312	20.167	3.789
823.500	469.283	80.012	19.991	100.315	20.167	3.810
824.000	469.523	80.013	19.991	100.313	20.168	3.699
824.500	469.786	80.006	19.989	100.314	20.167	3.773
825.000	470.013	80.008	19.992	100.311	20.167	3.808
825.500	470.265	80.013	19.992	100.311	20.167	3.778
826.000	470.493	80.007	19.986	100.312	20.168	3.749
826.500	470.757	80.007	19.992	100.309	20.168	3.727
827.000	471.000	80.011	19.993	100.310	20.169	3.613
827.500	471.257	80.011	19.990	100.313	20.168	3.706
828.000	471.512	80.002	19.991	100.310	20.168	3.680
828.500	471.726	79.996	19.985	100.309	20.168	3.681
829.000	471.996	80.016	19.994	100.308	20.170	3.589
829.500	472.213	80.005	19.990	100.310	20.169	3.658
830.000	472.486	80.019	19.995	100.307	20.169	3.618
830.500	472.718	80.009	19.982	100.311	20.169	3.647
831.000	472.959	80.007	19.987	100.305	20.169	3.626
831.500	473.206	80.010	19.990	100.307	20.170	3.585
832.000	473.436	80.003	19.989	100.304	20.171	3.439
832.500	473.704	80.003	19.985	100.302	20.173	3.351
833.000	473.935	80.011	19.991	100.296	20.170	3.549
833.500	474.188	80.007	19.989	100.301	20.172	3.433
834.000	474.442	80.008	19.989	100.303	20.171	3.452
834.500	474.695	80.011	19.989	100.302	20.171	3.461
835.000	474.941	80.009	19.990	100.302	20.171	3.492
835.500	475.158	80.012	19.990	100.301	20.171	3.492
836.000	475.445	80.019	19.992	100.298	20.171	3.454
836.500	475.664	80.008	19.990	100.296	20.171	3.453
837.000	475.916	80.008	19.990	100.295	20.171	3.450
837.500	476.154	80.010	19.990	100.296	20.172	3.394
838.000	476.402	80.010	19.992	100.299	20.171	3.485
838.500	476.676	80.008	19.989	100.303	20.171	3.483
839.000	476.881	80.011	19.989	100.303	20.172	3.385
839.500	477.173	80.012	19.991	100.301	20.173	3.295
840.000	477.396	80.016	19.992	100.303	20.171	3.468
840.500	477.655	80.008	19.992	100.306	20.172	3.435
841.000	477.897	80.007	19.989	100.307	20.172	3.433
841.500	478.123	80.007	19.989	100.308	20.173	3.312
842.000	478.388	80.006	19.988	100.311	20.174	3.255
842.500	478.617	80.005	19.987	100.309	20.175	3.193
843.000	478.894	80.019	19.994	100.311	20.175	3.171
843.500	479.109	80.009	19.990	100.316	20.174	3.237
844.000	479.363	80.006	19.990	100.318	20.174	3.264
844.500	479.610	80.011	19.990	100.320	20.174	3.230
845.000	479.868	80.011	19.989	100.321	20.175	3.173
845.500	480.097	80.014	19.993	100.315	20.175	3.182
846.000	480.327	80.007	19.989	100.311	20.176	3.111
846.500	480.617	80.006	19.988	100.309	20.175	3.131
847.000	480.823	80.015	19.993	100.310	20.174	3.202
847.500	481.096	80.007	19.989	100.313	20.176	3.100
848.000	481.342	80.011	19.988	100.317	20.176	3.039
848.500	481.579	80.010	19.991	100.312	20.177	2.960
849.000	481.840	80.004	19.988	100.316	20.178	2.928
849.500	482.047	80.010	19.992	100.314	20.179	2.854
850.000	482.323	80.020	19.987	100.317	20.178	2.914
850.500	482.544	80.008	19.993	100.313	20.178	2.930
851.000	482.818	80.009	19.992	100.319	20.178	2.899
851.500	483.049	80.010	19.991	100.316	20.178	2.910
852.000	483.296	80.012	19.990	100.317	20.178	2.880
852.500	483.555	80.009	19.990	100.311	20.179	2.865
853.000	483.773	80.015	19.992	100.312	20.179	2.807
853.500	484.062	80.004	19.990	100.310	20.179	2.861
854.000	484.284	80.012	19.992	100.308	20.179	2.801
854.500	484.541	80.007	19.989	100.306	20.180	2.785
855.000	484.772	80.018	19.992	100.305	20.178	2.914
855.500	485.029	80.003	19.988	100.306	20.180	2.791
856.000	485.281	80.012	19.992	100.306	20.179	2.831
856.500	485.516	80.007	19.989	100.307	20.179	2.820
857.000	485.780	80.008	19.989	100.305	20.181	2.674
857.500	486.020	80.010	19.993	100.305	20.180	2.780
858.000	486.273	80.014	19.996	100.305	20.181	2.661
858.500	486.514	80.017	19.993	100.308	20.180	2.746
859.000	486.743	80.014	19.989	100.310	20.181	2.700
859.500	487.020	80.012	19.990	100.312	20.179	2.842
860.000	487.241	80.013	19.990	100.312	20.180	2.767
860.500	487.505	80.013	19.991	100.312	20.179	2.805
861.000	487.748	80.012	19.991	100.308	20.180	2.731
861.500	487.987	80.014	19.992	100.307	20.181	2.660
862.000	488.219	80.009	19.990	100.307	20.182	2.624
862.500	488.468	80.007	19.989	100.307	20.181	2.681
863.000	488.724	80.013	19.991	100.304	20.182	2.631
863.500	488.958	80.008	19.990	100.304	20.180	2.730
864.000	489.230	80.016	19.994	100.303	20.181	2.689
864.500	489.453	80.014	19.992	100.305	20.182	2.640
865.000	489.709	80.006	19.988	100.307	20.181	2.696
865.500	489.953	80.008	19.989	100.307	20.182	2.563
866.000	490.174	80.008	19.989	100.306	20.182	2.614
866.500	490.440	80.009	19.990	100.306	20.183	2.497
867.000	490.669	80.011	19.990	100.304	20.183	2.486
867.500	490.945	80.013	19.992	100.304	20.182	2.598
868.000	491.174	80.012	19.990	100.306	20.183	2.503
868.500	491.424	80.013	19.992	100.308	20.183	2.525
869.000	491.673	80.007	19.990	100.310	20.184	2.481
869.500	491.913	80.017	19.992	100.310	20.183	2.518
870.000	492.160	80.008	19.988	100.310	20.184	2.457
870.500	492.392	80.008	19.988	100.310	20.184	2.410
871.000	492.671	80.012	19.991	100.305	20.183	2.557
871.500	492.895	80.014	19.990	100.304	20.184	2.440
872.000	493.157	80.006	19.988	100.305	20.183	2.540
872.500	493.395	80.019	19.994	100.305	20.184	2.475
873.000	493.637	80.015	19.992	100.308	20.185	2.350
873.500	493.905	80.017	19.991	100.314	20.185	2.337
874.000	494.115	80.011	19.990	100.314	20.184	2.448
874.500	494.390	80.020	19.994	100.314	20.184	2.471
875.000	494.624	80.010	19.990	100.316	20.184	2.432
875.500	494.883	80.005	19.987	100.313	20.184	2.434
876.000	495.110	80.012	19.990	100.307	20.185	2.395
876.500	495.355	80.006	19.987	100.306	20.184	2.420
877.000	495.614	80.009	19.985	100.304	20.183	2.493
877.500	495.853	80.005	19.986	100.298	20.184	2.447
878.000	496.127	80.011	19.989	100.294	20.183	2.507
878.500	496.359	80.013	19.991	100.295	20.183	2.546
879.000	496.611	80.013	19.989	100.297	20.182	2.592
879.500	496.843	80.012	19.989	100.297	20.183	2.500
880.000	497.095	80.014	19.992	100.299	20.183	2.498
880.500	497.358	80.007	19.991	100.303	20.184	2.410
881.000	497.579	80.009	19.989	100.304	20.183	2.536
881.500	497.836	80.008	19.989	100.302	20.184	2.474
882.000	498.070	80.010	19.990	100.302	20.183	2.513
882.500	498.335	80.015	19.992	100.302	20.184	2.453
883.000	498.576	80.004	19.986	100.302	20.184	2.454
883.500	498.824	80.017	19.992	100.298	20.183	2.551
884.000	499.086	80.007	19.987	100.301	20.184	2.424
884.500	499.308	80.005	19.986	100.300	20.185	2.388
885.000	499.575	80.017	19.992	100.298	20.185	2.376
885.500	499.801	80.007	19.986	100.299	20.184	2.431
886.000	500.050	80.014	19.991	100.299	20.184	2.444
886.500	500.301	80.009	19.988	100.299	20.184	2.427
887.000	500.552	80.011	19.990	100.300	20.185	2.378
887.500	500.791	80.011	19.989	100.303	20.185	2.383
888.000	501.009	80.011	19.989	100.301	20.186	2.293
888.500	501.297	80.019	19.991	100.304	20.186	2.277
889.000	501.523	80.012	19.990	100.303	20.186	2.296
889.500	501.793	80.003	19.985	100.305	20.185	2.351
890.000	502.029	80.008	19.988	100.302	20.184	2.466
890.500	502.272	80.010	19.987	100.300	20.186	2.289
891.000	502.535	80.013	19.991	100.301	20.187	2.175
891.500	502.752	80.009	19.988	100.303	20.186	2.292
892.000	503.027	80.008	19.991	100.300	20.187	2.185
892.500	503.249	80.014	19.990	100.304	20.185	2.325
893.000	503.522	80.016	19.991	100.305	20.188	2.141
893.500	503.768	80.003	19.986	100.306	20.187	2.171
894.000	504.002	80.016	19.991	100.301	20.187	2.230
894.500	504.255	80.008	19.988	100.306	20.188	2.127
895.000	504.482	80.001	19.985	100.307	20.187	2.203
895.500	504.782	80.011	19.990	100.303	20.187	2.220
896.000	505.004	80.013	19.990	100.302	20.186	2.276
896.500	505.249	80.005	19.986	100.306	20.189	2.054
897.000	505.477	80.014	19.990	100.299	20.187	2.176
897.500	505.714	80.006	19.987	100.299	20.188	2.140
898.000	506.002	80.013	19.990	100.301	20.188	2.139
898.500	506.213	80.010	19.991	100.302	20.189	2.084
899.000	506.490	80.017	19.994	100.302	20.188	2.095
899.500	506.705	80.012	19.991	100.307	20.188	2.088
900.000	506.981	80.018	19.993	100.307	20.190	1.950
900.500	507.237	80.013	19.991	100.312	20.189	2.017
901.000	507.463	80.007	19.989	100.310	20.188	2.090
901.500	507.729	80.011	19.990	100.310	20.188	2.137
902.000	507.945	80.007	19.988	100.308	20.188	2.118
902.500	508.221	80.003	19.987	100.305	20.189	2.063
903.000	508.445	80.020	19.994	100.301	20.190	1.951
903.500	508.708	80.010	19.990	100.304	20.190	1.984
904.000	508.960	80.006	19.989	100.305	20.191	1.926
904.500	509.203	80.015	19.993	100.306	20.189	2.054
905.000	509.455	80.010	19.988	100.309	20.189	2.078
905.500	509.682	80.008	19.988	100.309	20.187	2.170
906.000	509.936	80.005	19.989	100.304	20.190	2.004
906.500	510.176	80.006	19.987	100.302	20.189	2.055
907.000	510.434	80.007	19.988	100.298	20.188	2.091
907.500	510.697	80.001	19.985	100.296	20.189	2.022
908.000	510.930	80.014	19.997	100.294	20.190	1.972
908.500	511.191	80.008	19.991	100.302	20.189	2.081
909.000	511.410	80.013	19.991	100.305	20.189	2.017
909.500	511.698	80.002	19.988	100.307	20.189	2.052
910.000	511.898	80.012	19.991	100.306	20.190	1.985
910.500	512.178	80.005	19.987	100.310	20.190	2.001
911.000	512.430	80.011	19.990	100.298	20.188	2.097
911.500	512.656	80.013	19.992	100.294	20.189	2.009
912.000	512.919	80.012	19.991	100.290	20.190	1.956
912.500	513.140	80.009	19.990	100.292	20.190	1.980
913.000	513.419	80.013	19.991	100.287	20.191	1.907
913.500	513.641	80.015	19.993	100.288	20.190	1.936
914.000	513.896	80.005	19.988	100.294	20.189	2.008
914.500	514.152	80.008	19.988	100.297	20.192	1.835
915.000	514.388	80.012	19.992	100.295	20.190	1.972
915.500	514.613	80.009	19.989	100.300	20.190	1.960
916.000	514.828	80.008	19.989	100.301	20.190	1.948
916.500	515.136	80.011	19.990	100.298	20.190	1.958
917.000	515.344	80.013	19.991	100.294	20.190	1.946
917.500	515.604	80.004	19.988	100.296	20.191	1.888
918.000	515.843	80.011	19.991	100.294	20.190	2.001
918.500	516.104	80.008	19.992	100.296	20.190	1.929
919.000	516.360	80.008	19.989	100.295	20.189	2.011
919.500	516.566	80.012	19.992	100.294	20.190	1.966
920.000	516.864	80.012	19.991	100.294	20.193	1.765
920.500	517.094	80.005	19.988	100.297	20.191	1.892
921.000	517.349	80.011	19.990	100.292	20.191	1.878
921.500	517.594	80.015	19.992	100.291	20.191	1.900
922.000	517.832	80.002	19.986	100.291	20.190	1.939
922.500	518.096	80.010	19.991	100.284	20.192	1.795
923.000	518.329	80.007	19.990	100.283	20.191	1.861
923.500	518.600	80.008	19.988	100.285	20.192	1.834
924.000	518.825	80.009	19.990	100.285	20.191	1.886
924.500	519.079	80.011	19.991	100.283	20.191	1.870
925.000	519.315	80.009	19.989	100.286	20.192	1.792
925.500	519.582	80.008	19.989	100.283	20.192	1.820
926.000	519.828	80.009	19.989	100.279	20.192	1.842
926.500	520.044	80.014	19.992	100.277	20.192	1.824
927.000	520.336	80.007	19.988	100.282	20.192	1.835
927.500	520.565	80.009	19.990	100.283	20.192	1.770
928.000	520.832	80.006	19.989	100.287	20.191	1.883
928.500	521.063	80.012	19.992	100.291	20.192	1.795
929.000	521.311	80.005	19.988	100.298	20.193	1.765
929.500	521.566	80.007	19.990	100.294	20.193	1.765
930.000	521.794	80.010	19.991	100.293	20.193	1.694
930.500	522.075	80.013	19.991	100.292	20.193	1.716
931.000	522.312	79.996	19.985	100.296	20.193	1.729
931.500	522.574	80.017	19.994	100.290	20.193	1.735
932.000	522.812	80.014	19.992	100.300	20.195	1.605
932.500	523.063	80.007	19.989	100.307	20.192	1.793
933.000	523.307	80.010	19.990	100.308	20.193	1.749
933.500	523.522	80.016	19.993	100.307	20.194	1.677
934.000	523.813	80.005	19.988	100.315	20.194	1.673
934.500	524.021	80.004	19.987	100.310	20.194	1.629
935.000	524.302	80.007	19.990	100.306	20.194	1.610
935.500	524.542	80.003	19.986	100.306	20.194	1.619
936.000	524.803	80.010	19.991	100.303	20.193	1.699
936.501	525.041	80.016	19.993	100.301	20.195	1.550
937.000	525.274	80.007	19.989	100.306	20.196	1.528
937.500	525.551	80.010	19.991	100.308	20.195	1.595
938.000	525.784	80.004	19.988	100.308	20.196	1.502
938.500	526.033	80.011	19.991	100.309	20.197	1.442
939.000	526.276	80.007	19.988	100.309	20.195	1.532
939.500	526.522	80.010	19.991	100.305	20.195	1.539
940.000	526.788	80.009	19.989	100.307	20.196	1.471
940.500	527.007	80.007	19.989	100.307	20.196	1.476
941.000	527.306	80.004	19.987	100.308	20.197	1.412
941.500	527.513	80.006	19.988	100.304	20.196	1.453
942.000	527.781	80.008	19.990	100.304	20.195	1.547
942.500	528.012	80.016	19.992	100.302	20.196	1.493
943.000	528.262	80.011	19.991	100.304	20.196	1.474
943.500	528.528	80.009	19.991	100.306	20.196	1.470
944.000	528.757	80.006	19.988	100.308	20.198	1.354
944.500	529.013	80.008	19.990	100.309	20.196	1.492
945.000	529.245	80.002	19.987	100.308	20.196	1.498
945.500	529.497	80.012	19.991	100.302	20.195	1.535
946.000	529.769	80.008	19.988	100.300	20.194	1.618
946.500	530.014	80.013	19.991	100.298	20.197	1.415
947.000	530.254	80.002	19.986	100.301	20.196	1.528
947.500	530.491	80.014	19.992	100.298	20.197	1.419
948.000	530.751	80.005	19.988	100.304	20.197	1.417
948.500	530.989	80.006	19.989	100.304	20.197	1.409
949.000	531.258	80.009	19.991	100.305	20.196	1.463
949.500	531.498	80.006	19.990	100.303	20.197	1.380
950.000	531.734	80.011	19.990	100.306	20.198	1.306
950.500	531.993	80.008	19.990	100.304	20.198	1.352
951.000	532.243	80.009	19.990	100.306	20.198	1.316
951.500	532.513	80.003	19.987	100.307	20.199	1.258
952.000	532.730	80.004	19.987	100.304	20.199	1.270
952.500	532.987	80.012	19.992	100.302	20.199	1.227
953.000	533.225	80.006	19.988	100.303	20.200	1.136
953.500	533.477	80.012	19.992	100.302	20.199	1.280
954.000	533.748	80.006	19.988	100.303	20.201	1.114
954.500	533.967	80.010	19.990	100.306	20.199	1.270
955.000	534.240	80.003	19.989	100.308	20.198	1.308
955.500	534.469	80.010	19.991	100.306	20.200	1.136
956.000	534.720	80.014	19.992	100.308	20.201	1.102
956.500	534.956	80.012	19.992	100.308	20.200	1.171
957.000	535.221	80.004	19.988	100.311	20.202	0.982
957.500	535.476	80.015	19.993	100.309	20.201	1.122
958.000	535.706	80.011	19.991	100.313	20.199	1.247
958.500	535.977	80.007	19.989	100.312	20.200	1.184
959.000	536.210	80.005	19.988	100.309	20.200	1.176
959.500	536.459	80.007	19.989	100.305	20.202	1.047
960.000	536.716	80.010	19.990	100.306	20.202	1.042
960.500	536.949	80.004	19.987	100.304	20.200	1.202
961.000	537.202	80.012	19.991	100.300	20.201	1.092
961.500	537.442	80.014	19.992	100.302	20.201	1.056
962.000	537.722	80.013	19.992	100.305	20.200	1.135
962.500	537.943	80.012	19.991	100.307	20.200	1.176
963.000	538.208	80.006	19.989	100.308	20.200	1.133
963.500	538.442	80.011	19.990	100.310	20.199	1.264
964.000	538.691	80.011	19.990	100.309	20.201	1.127
964.500	538.932	80.009	19.989	100.308	20.200	1.148
965.000	539.169	80.005	19.987	100.305	20.200	1.185
965.500	539.462	80.005	19.988	100.302	20.200	1.133
966.000	539.674	80.008	19.990	100.301	20.201	1.073
966.500	539.942	80.011	19.991	100.301	20.201	1.065
967.000	540.172	80.011	19.992	100.300	20.201	1.108
967.500	540.421	80.009	19.989	100.302	20.199	1.262
968.001	540.684	80.010	19.991	100.303	20.199	1.224
968.500	540.909	80.006	19.988	100.304	20.201	1.127
969.000	541.193	80.008	19.990	100.300	20.201	1.116
969.500	541.416	80.008	19.991	100.299	20.202	0.983
970.000	541.665	80.006	19.990	100.298	20.201	1.060
970.500	541.903	80.006	19.988	100.299	20.201	1.115
971.000	542.159	80.016	19.994	100.298	20.201	1.068
971.500	542.418	80.012	19.991	100.304	20.201	1.066
972.000	542.648	80.009	19.990	100.306	20.202	1.039
972.500	542.911	80.009	19.990	100.306	20.201	1.102
973.000	543.132	80.007	19.989	100.306	20.202	1.046
973.500	543.397	80.007	19.990	100.307	20.200	1.163
974.000	543.648	80.010	19.991	100.304	20.201	1.130
974.500	543.866	80.012	19.991	100.303	20.202	1.037
975.000	544.130	80.006	19.989	100.300	20.201	1.129
975.500	544.354	80.012	19.992	100.292	20.200	1.159
976.000	544.647	80.015	19.993	100.292	20.199	1.224
976.500	544.876	80.008	19.989	100.295	20.201	1.095
977.000	545.130	80.008	19.989	100.294	20.200	1.174
977.500	545.368	80.007	19.990	100.297	20.200	1.169
978.000	545.600	80.010	19.990	100.308	20.199	1.255
978.500	545.862	80.006	19.989	100.307	20.199	1.237
979.000	546.087	80.006	19.989	100.299	20.198	1.324
979.500	546.366	80.010	19.990	100.293	20.200	1.182
980.001	546.593	80.008	19.989	100.292	20.200	1.170
980.500	546.843	80.017	19.994	100.287	20.201	1.131
981.000	547.084	80.006	19.989	100.292	20.201	1.126
981.500	547.319	80.008	19.990	100.295	20.201	1.117
982.000	547.582	80.008	19.989	100.301	20.201	1.128
982.500	547.807	80.015	19.993	100.300	20.201	1.056
983.001	548.071	80.006	19.988	100.304	20.201	1.132
983.500	548.322	80.005	19.988	100.300	20.200	1.156
984.000	548.573	80.018	19.994	100.302	20.201	1.056
984.500	548.808	80.005	19.988	100.307	20.201	1.081
985.000	549.054	80.005	19.988	100.307	20.200	1.163
985.500	549.310	80.006	19.988	100.304	20.201	1.054
986.000	549.536	80.008	19.989	100.304	20.201	1.068
986.500	549.813	80.003	19.987	100.304	20.201	1.114
987.000	550.010	80.001	19.985	100.298	20.200	1.146
987.500	550.293	80.008	19.990	100.295	20.200	1.161
988.000	550.533	80.011	19.989	100.297	20.200	1.195
988.500	550.776	80.009	19.989	100.299	20.199	1.286
989.000	551.026	80.013	19.991	100.301	20.201	1.121
989.500	551.258	80.011	19.990	100.305	20.201	1.114
990.000	551.531	80.012	19.991	100.308	20.202	1.045
990.500	551.755	80.008	19.990	100.310	20.203	0.904
991.000	552.009	80.012	19.989	100.308	20.201	1.056
991.500	552.261	80.007	19.989	100.306	20.202	1.007
992.000	552.503	80.006	19.988	100.303	20.202	1.021
992.500	552.746	80.006	19.988	100.299	20.202	0.991
993.000	552.983	80.009	19.988	100.296	20.203	0.918
993.500	553.247	80.009	19.989	100.294	20.203	0.964
994.000	553.481	80.008	19.988	100.294	20.202	1.004
994.500	553.722	80.009	19.989	100.295	20.203	0.946
995.000	553.977	80.013	19.992	100.299	20.202	1.006
995.500	554.217	80.005	19.988	100.302	20.202	0.975
996.000	554.466	80.009	19.989	100.303	20.202	1.051
996.500	554.695	80.009	19.989	100.300	20.202	1.008
997.000	554.961	80.007	19.987	100.300	20.202	0.995
997.500	555.169	80.009	19.989	100.299	20.201	1.123
998.000	555.433	80.010	19.989	100.297	20.200	1.169
998.500	555.682	80.019	19.994	100.297	20.201	1.123
999.000	555.935	80.004	19.987	100.303	20.201	1.114
999.500	556.182	80.008	19.989	100.302	20.200	1.135
1000.000	556.399	80.005	19.989	100.297	20.202	0.997
1000.500	556.683	80.012	19.990	100.288	20.203	0.951
1001.000	556.908	80.013	19.991	100.288	20.202	0.991
1001.500	557.180	80.013	19.991	100.284	20.201	1.098
1002.000	557.403	80.005	19.987	100.287	20.200	1.163
1002.500	557.638	80.013	19.992	100.291	20.202	1.034
1003.000	557.894	80.006	19.987	100.305	20.203	0.961
1003.500	558.123	80.004	19.988	100.310	20.201	1.118
1004.000	558.405	80.009	19.989	100.307	20.202	1.001
1004.500	558.623	80.017	19.994	100.300	20.201	1.128
1005.000	558.884	80.015	19.991	100.303	20.200	1.170
1005.500	559.128	80.009	19.989	100.298	20.202	1.030
1006.000	559.359	80.009	19.990	100.295	20.201	1.125
1006.500	559.622	80.010	19.990	100.297	20.202	1.026
1007.000	559.852	80.009	19.989	100.303	20.203	0.924
1007.500	560.106	80.016	19.994	100.299	20.203	0.922
1008.000	560.343	80.006	19.988	100.301	20.202	0.977
1008.500	560.598	80.005	19.988	100.298	20.203	0.937
1009.000	560.841	80.015	19.992	100.293	20.203	0.924
1009.500	561.072	80.015	19.992	100.290	20.202	0.981
1010.000	561.344	80.017	19.993	100.289	20.203	0.947
1010.500	561.559	80.011	19.991	100.286	20.201	1.093
1011.000	561.836	80.018	19.993	100.287	20.202	0.993
1011.500	562.047	80.014	19.992	100.293	20.201	1.055
1012.000	562.330	80.014	19.992	100.295	20.202	0.982
1012.500	562.557	80.010	19.990	100.299	20.202	1.035
1013.000	562.807	80.006	19.989	100.301	20.201	1.073
1013.500	563.047	80.008	19.989	100.300	20.203	0.941
1014.001	563.268	80.009	19.990	100.297	20.202	1.019
1014.500	563.562	80.009	19.990	100.298	20.201	1.061
1015.000	563.774	80.015	19.992	100.297	20.202	1.005
1015.500	564.025	80.006	19.988	100.298	20.202	1.010
1016.000	564.267	80.006	19.988	100.297	20.202	0.982
1016.500	564.517	80.014	19.991	100.297	20.202	1.008
1017.000	564.765	80.009	19.989	100.299	20.202	1.023
1017.500	564.982	80.005	19.988	100.298	20.202	1.007
1018.000	565.266	80.008	19.988	100.293	20.201	1.061
1018.500	565.486	80.003	19.987	100.295	20.202	1.036
1019.000	565.748	80.008	19.990	100.295	20.201	1.129
1019.500	565.985	80.009	19.989	100.290	20.202	1.044
1020.000	566.233	80.008	19.989	100.287	20.202	1.029
1020.500	566.481	80.008	19.990	100.289	20.203	0.915
1021.000	566.704	80.005	19.988	100.289	20.202	1.003
1021.500	566.980	80.007	19.990	100.290	20.202	1.023
1022.000	567.211	80.007	19.989	100.294	20.202	0.982
1022.500	567.461	80.009	19.989	100.294	20.202	1.029
1023.000	567.701	80.015	19.993	100.294	20.203	0.908
1023.500	567.959	80.001	19.986	100.296	20.204	0.880
1024.000	568.211	80.010	19.991	100.293	20.203	0.933
1024.500	568.443	80.013	19.992	100.293	20.203	0.948
1025.000	568.702	80.005	19.989	100.297	20.203	0.934
1025.500	568.930	80.013	19.991	100.299	20.203	0.925
1026.000	569.197	80.007	19.987	100.299	20.202	1.012
1026.500	569.427	80.010	19.991	100.303	20.203	0.929
1027.000	569.667	80.014	19.992	100.304	20.203	0.947
1027.500	569.935	80.008	19.989	100.305	20.202	0.982
1028.000	570.151	80.006	19.989	100.306	20.204	0.832
1028.500	570.436	80.006	19.988	100.303	20.204	0.835
1029.000	570.662	80.008	19.989	100.303	20.205	0.807
1029.501	570.912	80.002	19.986	100.300	20.203	0.896
1030.001	571.161	80.011	19.991	100.295	20.203	0.906
1030.501	571.387	80.012	19.991	100.295	20.204	0.880
1031.001	571.665	80.011	19.990	100.298	20.204	0.823
1031.501	571.870	80.006	19.987	100.299	20.203	0.936
1032.001	572.158	80.012	19.990	100.298	20.203	0.956
1032.501	572.390	80.005	19.987	100.303	20.203	0.900
1033.000	572.624	80.007	19.989	100.299	20.204	0.859
1033.500	572.880	80.012	19.991	100.296	20.204	0.853
1034.000	573.121	80.019	19.994	100.297	20.202	0.973
1034.500	573.385	80.009	19.990	100.304	20.204	0.884
1035.000	573.613	80.012	19.991	100.304	20.204	0.863
1035.500	573.889	80.016	19.993	100.306	20.203	0.914
1036.000	574.116	80.007	19.988	100.310	20.205	0.798
1036.500	574.365	80.012	19.991	100.307	20.204	0.886
1037.001	574.610	80.014	19.993	100.301	20.205	0.772
1037.501	574.852	80.011	19.990	100.295	20.204	0.882
1038.000	575.115	80.010	19.990	100.292	20.204	0.817
1038.500	575.347	80.012	19.991	100.286	20.203	0.918
1039.000	575.618	80.008	19.989	100.281	20.204	0.823
1039.500	575.831	80.003	19.987	100.280	20.203	0.947
1040.000	576.095	80.008	19.990	100.280	20.202	1.016
