Sample ID:	C:\Users\MCC\Documents\MCC Data\ULINE_CB\ULINE_CB_MCC_N2_30K_231110_R2.txt
Sample Weight (mg):	4.01
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\Users\MCC\Desktop\UMD MCC\MCC\Calibration Files\Coefficients\Coeff_231026_30K.txt
T Correction Coefficients:	0	1.0291	0
Time Shift (s):	8.5
*
Time (s)	Temperature (C)	N2 Flow (cc/min)	O2 Flow (cc/min)	End Flow (cc/min)	Oxygen (%)	HRR (W/g)
237.500	176.561	80.008	19.993	100.467	20.241	1.874
238.000	176.811	80.008	19.989	100.468	20.240	1.947
238.500	177.100	80.019	19.991	100.464	20.240	1.972
239.000	177.325	80.009	19.988	100.461	20.241	1.918
239.500	177.615	80.008	19.990	100.452	20.239	2.090
240.000	177.838	80.009	19.985	100.455	20.239	2.098
240.500	178.100	80.007	19.986	100.447	20.239	2.062
241.000	178.354	80.013	19.993	100.446	20.239	2.078
241.500	178.598	80.007	19.988	100.449	20.240	1.996
242.000	178.868	80.007	19.988	100.451	20.239	2.056
242.500	179.081	79.998	19.984	100.444	20.238	2.131
243.000	179.386	80.005	19.989	100.439	20.238	2.127
243.500	179.612	80.009	19.989	100.441	20.239	2.046
244.000	179.882	80.012	19.991	100.433	20.240	1.981
244.500	180.132	80.010	19.989	100.437	20.240	1.982
245.000	180.376	80.011	19.991	100.436	20.241	1.930
245.500	180.635	80.000	19.990	100.444	20.240	1.962
246.000	180.874	79.998	19.984	100.446	20.240	2.013
246.500	181.148	80.012	19.996	100.447	20.240	1.980
247.000	181.388	80.014	19.991	100.450	20.240	1.946
247.500	181.669	80.003	19.979	100.456	20.241	1.882
248.000	181.910	80.021	19.995	100.448	20.243	1.759
248.500	182.150	80.012	19.983	100.447	20.242	1.804
249.000	182.431	79.999	19.986	100.443	20.240	1.966
249.500	182.662	80.008	19.990	100.435	20.241	1.896
250.000	182.950	80.016	19.992	100.435	20.241	1.875
250.500	183.171	80.016	19.994	100.448	20.240	1.949
251.000	183.455	80.015	19.991	100.446	20.242	1.862
251.500	183.707	80.015	19.994	100.446	20.241	1.925
252.000	183.968	80.008	19.994	100.450	20.242	1.861
252.500	184.214	79.997	19.984	100.454	20.243	1.719
253.000	184.464	80.000	19.989	100.447	20.242	1.864
253.500	184.764	80.008	19.985	100.445	20.241	1.924
254.000	184.989	80.002	19.988	100.441	20.241	1.937
254.500	185.252	80.006	19.987	100.432	20.241	1.889
255.001	185.504	80.007	19.991	100.419	20.241	1.874
255.500	185.754	80.005	19.988	100.419	20.244	1.666
256.000	186.034	80.028	19.998	100.418	20.244	1.676
256.500	186.279	80.018	19.995	100.436	20.242	1.859
257.000	186.549	79.999	19.986	100.445	20.243	1.721
257.500	186.782	80.019	19.995	100.448	20.240	1.945
258.000	187.057	80.014	19.990	100.451	20.242	1.820
258.500	187.330	79.998	19.987	100.451	20.241	1.878
259.000	187.567	80.003	19.989	100.435	20.242	1.843
259.500	187.833	80.008	19.991	100.430	20.241	1.921
260.000	188.072	80.006	19.990	100.432	20.242	1.841
260.500	188.376	80.008	19.988	100.433	20.242	1.812
261.000	188.599	79.998	19.988	100.434	20.242	1.803
261.500	188.856	80.011	19.994	100.435	20.240	1.988
262.000	189.109	80.013	19.992	100.439	20.241	1.883
262.500	189.379	80.011	19.994	100.436	20.242	1.848
263.001	189.639	80.015	19.993	100.439	20.242	1.860
263.500	189.872	80.013	19.988	100.443	20.241	1.869
264.000	190.176	80.019	19.995	100.442	20.241	1.929
264.500	190.418	79.993	19.985	100.442	20.241	1.886
265.000	190.692	80.012	19.987	100.440	20.240	1.993
265.500	190.948	80.013	19.987	100.435	20.241	1.892
266.000	191.188	80.004	19.991	100.428	20.239	2.026
266.500	191.468	80.017	19.990	100.430	20.240	1.954
267.000	191.712	80.002	19.991	100.426	20.240	1.953
267.500	191.999	79.993	19.985	100.428	20.241	1.906
268.000	192.243	80.019	19.993	100.425	20.240	1.981
268.500	192.511	80.024	19.998	100.431	20.239	2.056
269.000	192.752	79.996	19.981	100.438	20.240	2.019
269.500	193.029	80.008	19.989	100.429	20.241	1.895
270.000	193.303	80.008	19.992	100.427	20.241	1.938
270.500	193.534	80.001	19.986	100.430	20.239	2.031
271.000	193.804	80.014	19.991	100.420	20.240	1.995
271.500	194.067	80.009	19.996	100.412	20.239	2.095
272.000	194.338	80.005	19.991	100.421	20.239	2.047
272.500	194.584	80.022	19.993	100.421	20.243	1.786
273.000	194.853	80.007	19.991	100.422	20.238	2.103
273.500	195.100	80.019	19.992	100.428	20.239	2.054
274.000	195.349	80.013	19.991	100.430	20.239	2.057
274.500	195.632	80.005	19.992	100.427	20.239	2.051
275.000	195.872	80.011	19.994	100.430	20.239	2.053
275.500	196.149	80.002	19.986	100.430	20.241	1.901
276.000	196.396	80.014	19.993	100.425	20.240	1.971
276.500	196.648	80.011	19.991	100.423	20.238	2.161
277.000	196.930	80.025	19.992	100.427	20.239	2.054
277.500	197.167	80.009	19.986	100.427	20.240	2.002
278.000	197.452	80.007	19.985	100.422	20.239	2.088
278.500	197.677	80.029	20.000	100.424	20.240	2.003
279.000	197.951	80.008	19.991	100.429	20.241	1.919
279.500	198.219	80.009	19.994	100.424	20.240	1.971
280.000	198.473	80.005	19.987	100.422	20.240	1.994
280.500	198.750	80.022	19.990	100.422	20.239	2.030
281.000	198.985	80.010	19.992	100.422	20.241	1.920
281.500	199.273	80.010	19.993	100.417	20.240	1.950
282.000	199.502	80.000	19.991	100.421	20.241	1.924
282.500	199.778	80.014	19.989	100.421	20.241	1.923
283.000	200.040	80.007	19.994	100.424	20.240	1.951
283.500	200.293	80.006	19.990	100.430	20.240	1.964
284.000	200.582	80.013	19.992	100.427	20.242	1.828
284.500	200.800	79.999	19.988	100.424	20.242	1.856
285.000	201.075	80.012	19.990	100.423	20.241	1.882
285.500	201.328	80.016	19.993	100.423	20.241	1.883
286.000	201.594	79.994	19.985	100.420	20.241	1.924
286.500	201.858	80.012	19.990	100.418	20.242	1.819
287.000	202.098	80.010	19.993	100.418	20.242	1.847
287.500	202.398	80.006	19.989	100.419	20.242	1.860
288.000	202.612	80.015	19.991	100.421	20.242	1.852
288.500	202.924	80.008	19.991	100.421	20.241	1.927
289.000	203.156	80.005	19.992	100.428	20.241	1.932
289.500	203.416	80.004	19.993	100.427	20.240	1.978
290.000	203.672	80.015	19.988	100.429	20.243	1.744
290.500	203.928	80.007	19.991	100.425	20.242	1.854
291.000	204.195	80.018	19.991	100.423	20.241	1.872
291.500	204.433	80.021	19.998	100.419	20.241	1.920
292.000	204.724	80.005	19.990	100.424	20.243	1.769
292.500	204.955	80.005	19.986	100.424	20.242	1.850
293.000	205.234	80.012	19.992	100.424	20.241	1.920
293.500	205.489	80.006	19.989	100.423	20.242	1.856
294.000	205.735	80.011	19.990	100.423	20.240	1.993
294.500	206.006	80.004	19.991	100.418	20.242	1.828
295.001	206.245	80.002	19.988	100.416	20.242	1.833
295.500	206.550	80.013	19.990	100.419	20.241	1.888
296.000	206.788	80.015	19.991	100.419	20.240	1.952
296.500	207.070	80.008	19.990	100.418	20.241	1.926
297.000	207.316	80.015	19.989	100.417	20.241	1.930
297.500	207.564	80.015	19.993	100.413	20.241	1.944
298.000	207.832	80.003	19.989	100.415	20.241	1.942
298.500	208.056	80.014	19.990	100.413	20.239	2.094
299.000	208.345	80.009	19.990	100.413	20.240	1.973
299.500	208.593	80.007	19.990	100.414	20.241	1.942
300.000	208.868	80.010	19.989	100.418	20.241	1.907
300.500	209.123	80.018	19.996	100.416	20.241	1.939
301.000	209.358	80.008	19.993	100.420	20.240	1.978
301.500	209.634	80.007	19.989	100.426	20.241	1.866
302.000	209.880	80.004	19.990	100.427	20.242	1.864
302.500	210.156	80.009	19.991	100.426	20.242	1.811
303.000	210.400	80.014	19.991	100.427	20.239	2.053
303.500	210.672	80.006	19.990	100.426	20.243	1.718
304.000	210.919	80.018	19.994	100.422	20.241	1.903
304.500	211.153	80.017	19.992	100.421	20.242	1.814
305.000	211.439	80.011	19.990	100.422	20.241	1.942
305.500	211.678	80.011	19.991	100.419	20.242	1.802
306.000	211.949	80.019	19.994	100.418	20.239	2.030
306.500	212.196	80.010	19.991	100.418	20.240	2.007
307.000	212.466	80.009	19.992	100.415	20.241	1.936
307.501	212.725	80.013	19.990	100.414	20.240	1.977
308.000	212.974	80.013	19.990	100.414	20.241	1.917
308.500	213.246	80.006	19.987	100.415	20.241	1.921
309.000	213.475	80.010	19.989	100.412	20.242	1.864
309.500	213.746	80.018	19.994	100.412	20.240	2.002
310.000	213.989	80.012	19.986	100.414	20.242	1.830
310.500	214.272	80.015	19.989	100.413	20.242	1.788
311.000	214.526	80.008	19.991	100.410	20.242	1.836
311.500	214.773	80.018	19.990	100.414	20.240	1.954
312.000	215.050	80.019	19.996	100.414	20.241	1.886
312.500	215.270	80.001	19.989	100.418	20.240	1.995
313.000	215.560	80.021	19.993	100.416	20.241	1.935
313.500	215.799	80.007	19.988	100.420	20.240	1.962
314.000	216.062	80.014	19.991	100.415	20.240	1.987
314.500	216.302	80.016	19.991	100.420	20.241	1.915
315.000	216.550	79.998	19.983	100.414	20.239	2.031
315.500	216.831	80.017	19.992	100.412	20.241	1.936
316.000	217.052	80.011	19.989	100.413	20.241	1.902
316.500	217.346	80.006	19.989	100.414	20.240	2.003
317.000	217.569	80.004	19.989	100.411	20.241	1.900
317.500	217.848	80.016	19.989	100.411	20.241	1.928
318.000	218.102	80.004	19.992	100.415	20.239	2.038
318.500	218.351	80.006	19.990	100.414	20.241	1.903
319.000	218.630	80.011	19.990	100.417	20.239	2.040
319.500	218.862	80.014	19.989	100.420	20.242	1.862
320.000	219.137	80.000	19.986	100.420	20.242	1.850
320.500	219.368	80.004	19.986	100.417	20.239	2.040
321.000	219.631	80.019	19.993	100.414	20.240	1.975
321.500	219.892	80.022	19.992	100.415	20.241	1.938
322.000	220.138	80.016	19.982	100.417	20.241	1.893
322.500	220.410	80.009	19.991	100.412	20.241	1.914
323.000	220.639	80.011	19.988	100.414	20.240	1.969
323.500	220.919	80.012	19.994	100.411	20.240	1.998
324.000	221.168	80.005	19.989	100.407	20.240	2.020
324.500	221.422	80.006	19.989	100.399	20.240	1.987
325.000	221.687	80.016	19.991	100.404	20.241	1.931
325.500	221.923	80.000	19.987	100.405	20.240	2.001
326.000	222.200	80.002	19.986	100.403	20.240	1.997
326.500	222.412	80.015	19.991	100.400	20.241	1.896
327.000	222.702	80.019	19.995	100.406	20.240	2.006
327.500	222.951	80.018	19.992	100.408	20.238	2.114
328.000	223.206	80.009	19.990	100.410	20.239	2.084
328.500	223.458	80.010	19.987	100.418	20.239	2.076
329.000	223.703	80.004	19.987	100.420	20.240	1.964
329.500	223.979	80.010	19.989	100.417	20.239	2.049
330.000	224.191	80.014	19.988	100.416	20.238	2.106
330.500	224.504	80.006	19.987	100.411	20.239	2.032
331.000	224.730	80.017	19.990	100.409	20.238	2.117
331.500	224.984	80.008	19.987	100.410	20.238	2.142
332.000	225.238	80.007	19.988	100.409	20.238	2.132
332.500	225.500	80.011	19.989	100.406	20.239	2.093
333.000	225.761	80.005	19.986	100.407	20.238	2.169
333.500	225.983	80.015	19.992	100.405	20.239	2.084
334.000	226.278	80.010	19.989	100.407	20.238	2.160
334.500	226.497	80.016	19.991	100.411	20.237	2.184
335.000	226.775	80.011	19.988	100.416	20.236	2.281
335.500	227.029	80.012	19.991	100.417	20.238	2.099
336.000	227.282	80.001	19.985	100.420	20.236	2.300
336.500	227.536	80.016	19.992	100.413	20.236	2.271
337.000	227.768	80.011	19.987	100.411	20.237	2.203
337.500	228.061	80.022	19.994	100.401	20.237	2.207
338.000	228.271	80.003	19.984	100.401	20.236	2.331
338.500	228.547	80.011	19.988	100.393	20.236	2.259
339.000	228.818	80.006	19.986	100.394	20.236	2.286
339.500	229.048	80.016	19.990	100.390	20.236	2.266
340.000	229.298	80.016	19.994	100.396	20.239	2.099
340.500	229.549	80.002	19.985	100.395	20.238	2.163
341.000	229.830	80.008	19.994	100.399	20.237	2.185
341.500	230.072	80.000	19.986	100.406	20.237	2.203
342.000	230.336	80.006	19.988	100.400	20.238	2.126
342.500	230.598	80.017	19.992	100.396	20.237	2.244
343.000	230.834	80.011	19.989	100.401	20.237	2.244
343.500	231.090	80.012	19.985	100.408	20.236	2.310
344.000	231.328	79.997	19.983	100.402	20.236	2.326
344.500	231.615	80.008	19.988	100.407	20.235	2.360
345.000	231.838	80.013	19.990	100.411	20.239	2.098
345.500	232.110	80.017	19.989	100.409	20.237	2.246
346.000	232.365	80.003	19.990	100.402	20.237	2.225
346.500	232.613	80.002	19.988	100.408	20.236	2.313
347.000	232.874	80.009	19.990	100.410	20.236	2.294
347.500	233.103	80.003	19.985	100.410	20.236	2.260
348.000	233.380	80.006	19.988	100.406	20.236	2.325
348.500	233.623	80.014	19.993	100.406	20.236	2.302
349.000	233.901	80.008	19.989	100.404	20.235	2.351
349.500	234.139	80.008	19.988	100.400	20.236	2.329
350.000	234.380	80.009	19.988	100.394	20.234	2.420
350.500	234.644	80.019	19.991	100.393	20.236	2.268
351.000	234.893	80.005	19.988	100.397	20.235	2.339
351.500	235.156	80.014	19.989	100.398	20.236	2.307
352.000	235.394	80.007	19.986	100.405	20.236	2.311
352.500	235.665	80.011	19.991	100.408	20.234	2.441
353.000	235.916	80.010	19.991	100.409	20.236	2.291
353.500	236.156	80.010	19.991	100.408	20.235	2.369
354.000	236.409	80.011	19.990	100.405	20.235	2.361
354.500	236.650	80.000	19.986	100.404	20.234	2.471
355.000	236.925	80.007	19.989	100.403	20.234	2.418
355.500	237.201	80.006	19.989	100.401	20.235	2.358
356.000	237.442	80.007	19.984	100.401	20.235	2.408
356.500	237.673	80.000	19.987	100.398	20.234	2.466
357.000	237.938	80.002	19.992	100.397	20.232	2.572
357.500	238.202	80.006	19.989	100.405	20.232	2.574
358.000	238.440	80.014	19.990	100.410	20.234	2.458
358.500	238.711	80.002	19.990	100.411	20.234	2.490
359.000	238.947	80.006	19.990	100.412	20.234	2.482
359.500	239.230	80.001	19.990	100.407	20.233	2.549
360.000	239.468	80.018	19.991	100.401	20.233	2.514
360.500	239.712	80.018	19.992	100.397	20.231	2.650
361.000	239.972	80.015	19.988	100.398	20.232	2.618
361.500	240.199	80.008	19.993	100.398	20.232	2.644
362.000	240.498	80.003	19.984	100.403	20.231	2.704
362.500	240.717	80.017	19.993	100.402	20.232	2.631
363.000	240.976	80.010	19.991	100.406	20.229	2.838
363.500	241.231	80.008	19.992	100.406	20.231	2.705
364.000	241.486	80.006	19.990	100.405	20.229	2.808
364.500	241.746	80.008	19.988	100.402	20.229	2.819
365.000	241.970	80.005	19.988	100.399	20.229	2.816
365.500	242.268	80.014	19.990	100.393	20.228	2.944
366.000	242.483	80.005	19.989	100.390	20.229	2.863
366.500	242.737	80.006	19.996	100.389	20.228	2.906
367.000	243.005	80.013	19.986	100.394	20.228	2.884
367.500	243.244	80.011	19.984	100.395	20.228	2.887
368.000	243.516	80.000	19.988	100.395	20.228	2.932
368.500	243.737	80.001	19.991	100.400	20.228	2.886
369.000	244.034	80.008	19.989	100.402	20.227	2.973
369.500	244.267	80.006	19.990	100.397	20.226	3.058
370.000	244.523	80.012	19.993	100.401	20.227	3.031
370.500	244.765	80.004	19.991	100.402	20.227	3.014
371.000	245.017	80.004	19.989	100.401	20.225	3.117
371.500	245.286	80.011	19.990	100.400	20.226	3.065
372.000	245.514	80.018	19.992	100.400	20.225	3.135
372.500	245.789	80.001	19.988	100.396	20.225	3.124
373.000	246.032	80.016	19.992	100.395	20.224	3.216
373.500	246.295	80.012	19.993	100.393	20.224	3.205
374.000	246.523	80.012	19.990	100.394	20.224	3.240
374.500	246.776	80.020	19.992	100.397	20.223	3.280
375.000	247.039	80.005	19.987	100.403	20.223	3.275
375.500	247.267	80.017	19.993	100.401	20.223	3.300
376.000	247.554	80.016	19.993	100.405	20.223	3.338
376.500	247.785	80.000	19.985	100.407	20.223	3.288
377.000	248.058	80.015	19.996	100.399	20.222	3.381
377.500	248.304	80.018	19.994	100.398	20.222	3.357
378.000	248.552	80.012	19.989	100.401	20.222	3.420
378.500	248.812	80.006	19.990	100.395	20.222	3.393
379.000	249.041	80.007	19.989	100.389	20.220	3.512
379.500	249.319	80.006	19.987	100.394	20.221	3.443
380.000	249.540	80.001	19.987	100.391	20.222	3.412
380.500	249.807	80.006	19.991	100.386	20.219	3.599
381.000	250.041	80.011	19.992	100.387	20.220	3.582
381.500	250.303	80.006	19.992	100.386	20.218	3.696
382.000	250.558	80.011	19.988	100.385	20.218	3.662
382.500	250.775	80.009	19.988	100.382	20.217	3.811
383.000	251.081	80.011	19.990	100.381	20.217	3.763
383.500	251.314	80.022	19.996	100.379	20.219	3.604
384.000	251.579	80.005	19.988	100.383	20.218	3.708
384.500	251.824	80.008	19.989	100.380	20.216	3.853
385.000	252.061	80.018	19.993	100.380	20.216	3.839
385.500	252.304	80.014	19.992	100.384	20.216	3.878
386.000	252.544	80.002	19.986	100.387	20.214	3.984
386.500	252.844	80.020	19.992	100.379	20.214	3.990
387.000	253.054	80.020	19.994	100.382	20.215	3.966
387.500	253.314	80.009	19.989	100.385	20.214	4.019
388.000	253.564	80.010	19.990	100.381	20.211	4.211
388.500	253.814	80.002	19.987	100.380	20.212	4.141
389.000	254.081	80.004	19.985	100.381	20.213	4.059
389.500	254.317	80.010	19.988	100.378	20.213	4.089
390.000	254.598	80.010	19.990	100.375	20.212	4.159
390.500	254.821	80.005	19.989	100.376	20.212	4.179
391.000	255.094	80.007	19.989	100.376	20.212	4.208
391.500	255.332	80.008	19.987	100.378	20.210	4.334
392.000	255.577	80.011	19.991	100.379	20.211	4.283
392.500	255.836	80.017	19.992	100.382	20.210	4.318
393.000	256.071	80.002	19.987	100.385	20.211	4.247
393.500	256.333	80.004	19.989	100.387	20.211	4.283
394.000	256.567	80.018	19.992	100.391	20.211	4.275
394.500	256.820	80.013	19.991	100.399	20.210	4.354
395.000	257.078	80.014	19.993	100.403	20.208	4.452
395.500	257.323	80.009	19.990	100.410	20.210	4.320
396.000	257.577	80.008	19.990	100.413	20.211	4.262
396.500	257.806	80.008	19.990	100.417	20.209	4.417
397.000	258.096	80.006	19.987	100.417	20.207	4.522
397.500	258.341	80.013	19.992	100.417	20.208	4.501
398.000	258.583	80.009	19.990	100.418	20.205	4.691
398.500	258.826	80.006	19.988	100.419	20.205	4.678
399.000	259.086	80.005	19.987	100.417	20.206	4.606
399.500	259.325	80.009	19.990	100.412	20.205	4.706
400.000	259.577	80.008	19.990	100.414	20.205	4.711
400.500	259.865	80.007	19.989	100.407	20.205	4.733
401.000	260.076	80.004	19.987	100.400	20.205	4.746
401.500	260.350	80.007	19.988	100.400	20.204	4.768
402.000	260.592	80.017	19.993	100.400	20.204	4.822
402.500	260.844	80.013	19.991	100.397	20.203	4.852
403.000	261.102	80.007	19.989	100.396	20.202	4.947
403.500	261.331	80.010	19.988	100.393	20.201	5.058
404.001	261.615	80.008	19.990	100.390	20.200	5.095
404.500	261.832	80.005	19.989	100.391	20.201	5.014
405.000	262.088	80.009	19.988	100.389	20.200	5.114
405.500	262.336	80.010	19.991	100.390	20.200	5.134
406.000	262.601	80.003	19.985	100.394	20.197	5.361
406.500	262.864	80.013	19.992	100.394	20.198	5.284
407.000	263.098	80.002	19.986	100.398	20.197	5.341
407.500	263.381	80.002	19.989	100.400	20.196	5.435
408.000	263.601	79.998	19.984	100.402	20.196	5.399
408.500	263.870	80.024	19.998	100.402	20.195	5.527
409.000	264.098	80.012	19.991	100.415	20.193	5.619
409.500	264.349	80.012	19.992	100.414	20.192	5.716
410.000	264.610	80.013	19.992	100.420	20.192	5.732
410.500	264.850	80.009	19.989	100.423	20.192	5.748
411.000	265.103	80.009	19.989	100.424	20.192	5.760
411.500	265.357	80.003	19.990	100.415	20.190	5.858
412.000	265.607	80.005	19.987	100.410	20.189	5.991
412.500	265.868	80.014	19.993	100.406	20.188	6.081
413.000	266.122	80.017	19.994	100.403	20.188	6.053
413.500	266.384	80.015	19.991	100.410	20.188	6.064
414.000	266.607	80.017	19.990	100.411	20.186	6.236
414.500	266.890	80.011	19.991	100.408	20.185	6.273
415.000	267.123	80.004	19.989	100.405	20.185	6.279
415.500	267.381	80.006	19.989	100.403	20.184	6.353
416.000	267.614	80.015	19.998	100.399	20.185	6.262
416.500	267.879	80.011	19.994	100.406	20.183	6.456
417.000	268.145	80.014	19.996	100.412	20.183	6.430
417.500	268.364	80.007	19.987	100.421	20.182	6.500
418.000	268.655	80.012	19.990	100.422	20.180	6.642
418.500	268.901	80.023	19.992	100.423	20.180	6.645
419.000	269.143	80.004	19.989	100.417	20.179	6.782
419.501	269.383	80.008	19.989	100.417	20.179	6.735
420.000	269.648	79.998	19.985	100.408	20.178	6.854
420.500	269.905	80.010	19.990	100.406	20.176	7.009
421.000	270.146	80.002	19.986	100.404	20.177	6.925
421.500	270.430	80.015	19.993	100.397	20.175	7.037
422.000	270.652	80.009	19.988	100.398	20.173	7.206
422.500	270.912	80.003	19.988	100.397	20.173	7.234
423.000	271.154	80.006	19.987	100.399	20.173	7.248
423.500	271.410	80.007	19.991	100.394	20.173	7.241
424.000	271.671	80.019	19.994	100.399	20.169	7.541
424.500	271.899	80.011	19.990	100.400	20.170	7.474
425.000	272.175	80.008	19.989	100.407	20.168	7.621
425.500	272.398	80.007	19.989	100.410	20.166	7.740
426.000	272.674	80.008	19.989	100.414	20.167	7.699
426.500	272.933	80.012	19.991	100.416	20.165	7.808
427.000	273.175	80.008	19.991	100.415	20.163	8.018
427.500	273.441	80.014	19.993	100.416	20.162	8.095
428.000	273.662	80.004	19.988	100.419	20.162	8.089
428.500	273.960	80.010	19.990	100.421	20.160	8.222
429.000	274.184	80.013	19.990	100.418	20.161	8.142
429.500	274.434	80.007	19.988	100.415	20.160	8.201
430.000	274.686	80.002	19.988	100.411	20.159	8.329
430.500	274.938	80.009	19.989	100.406	20.157	8.456
431.000	275.191	80.008	19.989	100.407	20.156	8.526
431.500	275.439	80.009	19.989	100.408	20.155	8.654
432.000	275.720	80.010	19.990	100.412	20.154	8.708
432.500	275.947	80.007	19.990	100.415	20.153	8.780
433.000	276.207	80.010	19.989	100.418	20.152	8.834
433.500	276.443	80.003	19.987	100.419	20.152	8.856
434.000	276.704	80.011	19.989	100.415	20.150	9.024
434.500	276.963	80.012	19.990	100.414	20.149	9.066
435.000	277.186	80.013	19.992	100.413	20.148	9.153
435.500	277.468	80.013	19.992	100.416	20.148	9.189
436.000	277.710	80.015	19.993	100.418	20.147	9.242
436.500	277.967	80.008	19.989	100.424	20.145	9.375
437.000	278.214	80.009	19.990	100.424	20.145	9.436
437.500	278.458	80.009	19.989	100.420	20.143	9.565
438.000	278.729	80.014	19.994	100.417	20.143	9.597
438.500	278.954	80.005	19.987	100.418	20.142	9.645
439.000	279.259	80.007	19.989	100.415	20.141	9.740
439.500	279.471	80.004	19.987	100.416	20.140	9.763
440.000	279.746	80.007	19.989	100.417	20.136	10.118
440.500	279.988	80.009	19.991	100.416	20.136	10.084
441.000	280.226	80.011	19.990	100.413	20.136	10.135
441.500	280.513	80.013	19.990	100.415	20.134	10.233
442.000	280.731	80.012	19.990	100.416	20.134	10.299
442.500	281.014	80.003	19.987	100.420	20.131	10.500
443.000	281.235	80.007	19.989	100.418	20.132	10.415
443.500	281.519	80.012	19.992	100.405	20.129	10.663
444.000	281.749	80.012	19.991	100.404	20.127	10.834
444.500	281.994	80.010	19.990	100.408	20.126	10.885
445.000	282.260	80.011	19.991	100.410	20.126	10.928
445.500	282.499	80.006	19.988	100.418	20.123	11.097
446.000	282.782	79.999	19.985	100.430	20.124	11.068
446.500	283.018	80.009	19.989	100.433	20.121	11.282
447.000	283.289	80.003	19.987	100.428	20.120	11.321
447.500	283.520	80.004	19.988	100.423	20.120	11.328
448.000	283.770	80.005	19.987	100.416	20.119	11.449
448.500	284.032	80.006	19.990	100.417	20.116	11.657
449.000	284.254	80.007	19.990	100.415	20.115	11.785
449.500	284.542	80.016	19.991	100.415	20.114	11.839
450.000	284.776	79.998	19.983	100.424	20.112	11.958
450.500	285.045	80.007	19.988	100.423	20.111	12.057
451.000	285.292	80.014	19.990	100.422	20.111	12.062
451.500	285.525	80.001	19.986	100.422	20.108	12.271
452.000	285.789	79.990	19.982	100.420	20.107	12.398
452.500	286.015	80.015	19.990	100.409	20.108	12.319
453.000	286.305	80.018	19.993	100.415	20.106	12.461
453.500	286.521	80.012	19.990	100.420	20.104	12.591
454.000	286.795	80.007	19.989	100.425	20.101	12.879
454.500	287.032	80.014	19.992	100.426	20.098	13.041
455.000	287.294	80.003	19.986	100.434	20.098	13.116
455.500	287.556	80.000	19.986	100.428	20.096	13.200
456.000	287.777	80.009	19.991	100.422	20.095	13.335
456.500	288.053	80.003	19.988	100.417	20.094	13.416
457.000	288.282	80.015	19.992	100.415	20.091	13.625
457.500	288.567	80.001	19.985	100.416	20.090	13.717
458.000	288.800	80.011	19.990	100.416	20.089	13.817
458.500	289.029	80.004	19.988	100.423	20.087	13.941
459.000	289.292	80.019	19.993	100.422	20.085	14.125
459.500	289.538	80.006	19.988	100.430	20.082	14.304
460.000	289.818	80.014	19.991	100.426	20.081	14.389
460.500	290.043	80.020	19.996	100.432	20.079	14.535
461.000	290.308	80.007	19.990	100.435	20.078	14.635
461.500	290.563	80.005	19.988	100.438	20.076	14.807
462.000	290.799	80.004	19.987	100.437	20.075	14.899
462.500	291.065	80.007	19.990	100.439	20.073	15.045
463.000	291.305	80.005	19.989	100.436	20.072	15.141
463.500	291.583	80.001	19.986	100.430	20.069	15.333
464.000	291.791	79.998	19.987	100.427	20.068	15.447
464.500	292.067	79.996	19.984	100.426	20.065	15.696
465.000	292.305	80.010	19.990	100.422	20.065	15.645
465.500	292.550	80.017	19.993	100.425	20.062	15.885
466.000	292.815	79.993	19.982	100.432	20.060	16.029
466.500	293.024	80.007	19.989	100.428	20.060	16.078
467.000	293.320	80.003	19.988	100.431	20.059	16.143
467.500	293.552	80.004	19.987	100.436	20.057	16.260
468.000	293.818	80.014	19.992	100.436	20.055	16.456
468.500	294.057	80.004	19.989	100.436	20.052	16.657
469.000	294.311	80.004	19.987	100.439	20.051	16.773
469.500	294.566	80.016	19.993	100.433	20.051	16.735
470.000	294.795	80.011	19.991	100.438	20.046	17.122
470.500	295.079	80.012	19.993	100.441	20.046	17.184
471.000	295.294	80.016	19.993	100.441	20.044	17.319
471.500	295.552	80.004	19.988	100.451	20.041	17.510
472.000	295.806	80.009	19.989	100.457	20.041	17.568
472.500	296.053	80.021	19.994	100.454	20.038	17.762
473.000	296.326	80.006	19.988	100.456	20.037	17.871
473.500	296.557	80.006	19.988	100.453	20.034	18.060
474.000	296.812	80.009	19.990	100.445	20.033	18.124
474.500	297.055	80.006	19.989	100.447	20.032	18.254
475.000	297.316	80.009	19.989	100.450	20.029	18.471
475.500	297.565	80.012	19.991	100.448	20.029	18.483
476.000	297.790	80.008	19.990	100.451	20.026	18.722
476.500	298.071	80.010	19.992	100.455	20.024	18.878
477.000	298.290	80.012	19.991	100.457	20.022	19.042
477.500	298.578	80.003	19.988	100.459	20.021	19.126
478.000	298.785	80.007	19.990	100.456	20.019	19.252
478.500	299.063	80.008	19.991	100.455	20.017	19.436
479.000	299.309	80.001	19.986	100.458	20.015	19.586
479.500	299.546	80.015	19.993	100.454	20.011	19.895
480.000	299.807	80.013	19.992	100.456	20.010	19.973
480.500	300.043	80.009	19.989	100.460	20.008	20.124
481.000	300.318	80.011	19.991	100.461	20.007	20.217
481.500	300.556	80.012	19.993	100.461	20.005	20.389
