##Temp./°C,Time/min,Mass loss(subtr.2)/mg,DSC(subtr.2)/mW,Sensit./(uV/mW)
49.387,10.00917,0.00396,3.21E-02,1.07026
49.487,10.41783,0.004028548,4.30E-02,1.07024
49.587,10.51971,0.003216822,5.44E-02,1.07021
49.687,10.5902,0.004068618,6.40E-02,1.07018
49.787,10.64458,0.00404861,8.05E-02,1.07016
49.887,10.69117,0.005236073,8.77E-02,1.07013
49.987,10.73255,0.004445967,9.45E-02,1.0701
50.087,10.76994,0.004613907,0.11317,1.07007
50.187,10.80523,0.003700841,0.12909,1.07005
50.287,10.83766,0.004075252,0.12992,1.07002
50.387,10.86957,0.004848278,0.14699,1.06999
50.487,10.89787,0.004020124,0.1526,1.06996
50.587,10.9255,0.004491087,0.16634,1.06994
50.687,10.95146,0.004610969,0.16713,1.06991
50.787,10.97634,0.00525292,0.17828,1.06988
50.887,11.00031,0.005486915,0.18418,1.06985
50.987,11.02321,0.005472911,0.19084,1.06983
51.087,11.04551,0.005494348,0.19898,1.0698
51.187,11.06703,0.006036582,0.20453,1.06977
51.287,11.08779,0.007203199,0.20914,1.06974
51.387,11.10843,0.007072755,0.21146,1.06971
51.487,11.12844,0.006040693,0.22363,1.06969
51.587,11.14799,0.005778087,0.22928,1.06966
51.687,11.1671,0.005051552,0.2349,1.06963
51.787,11.18565,0.005034196,0.2424,1.0696
51.887,11.20394,0.004866591,0.25584,1.06958
51.987,11.22176,0.004702728,0.25649,1.06955
52.087,11.23929,0.003845822,0.26258,1.06952
52.187,11.25664,0.004971913,0.26325,1.06949
52.287,11.27385,0.004502231,0.27378,1.06947
52.387,11.29087,0.005215792,0.27357,1.06944
52.487,11.30761,0.005242404,0.28142,1.06941
52.587,11.32404,0.004852655,0.28684,1.06938
52.687,11.34015,0.005312399,0.28598,1.06935
52.787,11.35616,0.004769047,0.29086,1.06933
52.887,11.37214,0.005242514,0.29699,1.0693
52.987,11.3879,0.004801336,0.29975,1.06927
53.087,11.40329,0.005308206,0.30708,1.06924
53.187,11.4186,0.005374108,0.31392,1.06922
53.287,11.43386,0.005384872,0.31457,1.06919
53.387,11.44895,0.005391132,0.31335,1.06916
53.487,11.46386,0.005479962,0.31443,1.06913
53.587,11.47866,0.004509792,0.32308,1.0691
53.687,11.49294,0.005356448,0.32679,1.06908
53.787,11.50744,0.004069648,0.32627,1.06905
53.887,11.52165,0.005419129,0.33298,1.06902
53.987,11.53584,0.005067095,0.33662,1.06899
54.087,11.55,0.004772965,0.337,1.06897
54.187,11.56392,0.00574496,0.33725,1.06894
54.287,11.57771,0.005281183,0.34911,1.06891
54.387,11.59132,0.0056626,0.34951,1.06888
54.487,11.60486,0.005239893,0.34984,1.06885
54.587,11.61836,0.0047924,0.3568,1.06883
54.687,11.63183,0.005666432,0.35661,1.0688
54.787,11.64523,0.004555926,0.36089,1.06877
54.887,11.65849,0.005540991,0.3682,1.06874
54.987,11.67175,0.004886457,0.36595,1.06871
55.087,11.68483,0.004562691,0.36565,1.06869
55.187,11.69801,0.00536269,0.3685,1.06866
55.287,11.71106,0.003968737,0.37357,1.06863
55.387,11.724,0.005013892,0.37237,1.0686
55.487,11.737,0.005730128,0.37461,1.06857
55.587,11.74983,0.004964259,0.3816,1.06855
55.687,11.76258,0.006050626,0.38256,1.06852
55.787,11.7754,0.005911827,0.38364,1.06849
55.887,11.78813,0.005839811,0.38816,1.06846
55.987,11.80087,0.005737492,0.39141,1.06843
56.087,11.8136,0.005286946,0.38848,1.06841
56.187,11.82626,0.004174966,0.3898,1.06838
56.287,11.83876,0.00478677,0.39063,1.06835
56.387,11.85126,0.005686372,0.39254,1.06832
56.487,11.86365,0.004701446,0.39483,1.06829
56.587,11.87601,0.005577132,0.39423,1.06826
56.687,11.88832,0.005947722,0.39679,1.06824
56.787,11.90052,0.005914446,0.39916,1.06821
56.887,11.91272,0.006186392,0.3981,1.06818
56.987,11.92487,0.006338483,0.40482,1.06815
