#EXPORTTYPE,DATA ALL
#FILE,Polyester_batting_test_30K_2 (FTIR).ngb-ds3
#FORMAT,NETZSCH5
#FTYPE,ANSI
#IDENTITY,Polyester_Batting_30K
#DECIMAL,POINT
#SEPARATOR,SEMICOLON
#MTYPE,DSC
#INSTRUMENT,NETZSCH STA 449F3
#PROJECT,NIJ_2019
#DATE/TIME,05.03.2021 14
#CORR. FILE,Correction_30K (03-02).ngb-bs3
#TEMPCAL,29-01-2021 10
#SENSITIVITY,29-01-2021 10
#LABORATORY,UL FSRI
#OPERATOR,Mark
#REMARK,236.92 mg crucible mass  Sample powdered
#SAMPLE,Polyester_Batting_30K
#SAMPLE MASS /mg,4.62
#MATERIAL,Polyester Batting
#REFERENCE,
#REFERENCE MASS /mg,0
#TYPE OF CRUCIBLE,"PtRh20 0.19 ml, with lid"
#SAMPLE CRUCIBLE MASS /mg,0
#REFERENCE CRUCIBLE MASS /mg,0
#DSC RANGE /µV,5000
#TG RANGE /mg,35000
#TAU-R,---
#CORR. CODE,020
#EXO,-1
#RANGE,50°C/30.0(K/min)/650°C
#SEGMENT,S2/3
#SEG. 2,50°C/30.0(K/min)/650°C
