##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
47.69,10.01,0.01456984,100.34246,1.0895299999999999
47.694,10.11,0.01590791,100.34246,1.0895299999999999
47.698,10.21,0.01679996,100.34246,1.0895299999999999
47.705,10.31,0.01635399,100.34246,1.0895299999999999
47.712,10.41,0.0165027,100.31444,1.0895299999999999
47.725,10.51,0.01635409,100.35648,1.08952
47.745,10.61,0.018733,100.36348000000001,1.08951
47.761,10.71,0.0199225,100.36348000000001,1.08951
47.805,10.81,0.02200428,100.3913,1.08949
47.86,10.91,0.02319412,100.36327,1.0894700000000002
47.923,11.01,0.02810116,100.36348000000001,1.08945
48.001,11.11,0.03196776,100.36327,1.08942
48.095,11.21,0.03628083,100.36327,1.0893899999999999
48.219,11.31,0.04074328,100.33546,1.08934
48.369,11.41,0.04595001,100.36348000000001,1.0892899999999999
48.526,11.51,0.05056253,100.33546,1.08923
48.713,11.61,0.05547354,100.36348000000001,1.0891600000000001
48.925,11.71,0.06291412,100.38429000000001,1.0890799999999998
49.144,11.81,0.06946348,100.36348000000001,1.089
49.415,11.91,0.07556884,100.37049,1.08891
49.695,12.01,0.0825682,100.36093000000001,1.0888
49.996,12.11,0.08956952,100.36348000000001,1.08869
50.333,12.21,0.09582941,100.39618,1.08857
50.705,12.31,0.10313,100.37495,1.08843
51.116,12.41,0.10955,100.36794,1.08828
51.479,12.51,0.117,100.36815,1.08815
51.905,12.61,0.12372000000000001,100.38429000000001,1.08799
52.344,12.71,0.13014,100.40064,1.0878299999999999
52.819,12.81,0.13612,100.39363,1.08766
53.282,12.91,0.14121,100.37961999999999,1.08748
53.777,13.01,0.14719000000000002,100.40064,1.0873
54.302,13.11,0.15317999999999998,100.42866,1.08711
54.83,13.21,0.15827,100.42866,1.08691
55.382,13.31,0.16352,100.40764,1.0867
55.948,13.41,0.16727999999999998,100.42866,1.08649
56.527,13.51,0.17149,100.42845,1.08628
57.109,13.61,0.17659,100.41230999999999,1.08606
57.713,13.71,0.17901,100.42633000000001,1.0858299999999999
58.303,13.81,0.18383,100.45414,1.08561
58.938,13.91,0.1876,100.45414,1.0853700000000002
59.576,14.01,0.19047999999999998,100.41230999999999,1.08513
60.227,14.11,0.19321,100.42633000000001,1.0848799999999998
60.889,14.21,0.19713,100.42633000000001,1.08463
61.528,14.31,0.20106,100.42611,1.08439
62.234,14.41,0.2038,100.45435,1.08412
62.91,14.51,0.20579,100.45414,1.08386
63.63,14.61,0.20824,100.41230999999999,1.08359
64.331,14.71,0.21173000000000003,100.41230999999999,1.08332
65.054,14.81,0.21552,100.42633000000001,1.08304
65.781,14.91,0.21871999999999997,100.45435,1.08276
66.521,15.01,0.22252,100.45414,1.08247
67.27,15.11,0.22512,100.45414,1.08218
68.033,15.21,0.22773000000000002,100.45435,1.08189
68.791,15.31,0.23064,100.45414,1.08159
69.545,15.41,0.23354,100.45414,1.0813
70.33,15.51,0.23721,100.45435,1.08099
71.137,15.61,0.23893000000000003,100.45414,1.0806799999999999
71.94,15.71,0.24184,100.45435,1.08036
72.74,15.81,0.24491,100.48217,1.08005
73.562,15.91,0.24784,100.48217,1.07972
74.394,16.01,0.25061,100.48217,1.07939
75.206,16.11,0.25414000000000003,100.48217,1.07907
76.047,16.21,0.25572,100.48217,1.07874
76.909,16.31,0.25971,100.45414,1.07839
77.765,16.41,0.2616,100.50998,1.07805
78.62,16.51,0.26258000000000004,100.50318,1.07771
79.488,16.61,0.26582,100.48217,1.07736
80.369,16.71,0.26816999999999996,100.48217,1.077
81.262,16.81,0.26931,100.51019000000001,1.07664
82.136,16.91,0.27331,100.50318,1.07629
83.043,17.01,0.27416,100.48217,1.07592
83.965,17.11,0.27757,100.51019000000001,1.07554
84.862,17.21,0.27917,100.51019000000001,1.07518
85.784,17.31,0.28153,100.51019000000001,1.0748
86.687,17.41,0.28253,100.50998,1.07443
87.649,17.51,0.28369,100.538,1.0740299999999998
88.562,17.61,0.28635,100.5242,1.07365
89.507,17.71,0.28765999999999997,100.538,1.07326
90.441,17.81,0.29034,100.538,1.0728799999999998
91.381,17.91,0.2912,100.51019000000001,1.0724799999999999
92.35,18.01,0.29418,100.53822,1.07208
93.313,18.11,0.29489,100.538,1.07168
94.284,18.21,0.29803,100.56603,1.0712700000000002
95.266,18.31,0.29799000000000003,100.538,1.0708600000000001
96.224,18.41,0.30159,100.53822,1.07045
97.211,18.51,0.3017,100.538,1.07003
98.197,18.61,0.30394,100.55202,1.06961
99.184,18.71,0.30618,100.538,1.0692
100.191,18.81,0.30737,100.54500999999999,1.06877
101.169,18.91,0.31082,100.54500999999999,1.06835
102.167,19.01,0.3117,100.56603,1.06792
103.164,19.11,0.31259000000000003,100.538,1.06749
104.19,19.21,0.31590999999999997,100.53822,1.06705
105.199,19.31,0.31588,100.53822,1.06661
106.208,19.41,0.31784,100.56603,1.06617
107.219,19.51,0.31994,100.54500999999999,1.0657299999999998
108.225,19.61,0.32281,100.538,1.0653
109.244,19.71,0.32249,100.538,1.06485
110.272,19.81,0.3246,100.531,1.0644
111.305,19.91,0.32627,100.5172,1.06395
112.321,20.01,0.32716,100.51019000000001,1.0635
113.351,20.11,0.3273,100.531,1.06304
114.376,20.21,0.32958000000000004,100.538,1.06259
115.414,20.31,0.33048,100.56603,1.06213
116.463,20.41,0.33276999999999995,100.56603,1.06166
117.485,20.51,0.33337,100.538,1.06121
118.54,20.61,0.33626,100.538,1.06073
119.578,20.71,0.33931,100.56603,1.06027
120.623,20.81,0.34176,100.56603,1.0598
121.678,20.91,0.3413,100.56603,1.05932
122.714,21.01,0.34298,100.56603,1.05885
123.764,21.11,0.34665,100.58684000000001,1.0583799999999999
124.833,21.21,0.34589000000000003,100.55901999999999,1.05789
125.879,21.31,0.34758,100.59406,1.05742
126.944,21.41,0.34774,100.56603,1.05693
128.009,21.51,0.35189000000000004,100.58705,1.05644
129.07899,21.61,0.35205,100.57304,1.05595
130.144,21.71,0.35406,100.59384,1.05546
131.213,21.81,0.35561,100.61486,1.05497
132.283,21.91,0.35746,100.59406,1.05447
133.35001,22.01,0.35871,100.59406,1.05398
134.444,22.11,0.36134,100.62187,1.0534700000000001
135.51801,22.21,0.36167,100.59384,1.0529700000000002
136.591,22.31,0.3623,100.62187,1.05247
137.69701,22.41,0.36571,100.60085,1.05195
138.765,22.51,0.36589,100.62187,1.05145
139.86301,22.61,0.36761,100.62187,1.05093
140.946,22.71,0.36948000000000003,100.62187,1.0504200000000001
142.049,22.81,0.37106,100.64968,1.0499
143.142,22.91,0.37124,100.62187,1.04938
144.239,23.01,0.3722,100.61486,1.0488600000000001
145.366,23.11,0.37439,100.61486,1.0483200000000001
146.44298999999998,23.21,0.37489,100.64289000000001,1.0478
147.537,23.31,0.37353000000000003,100.64289000000001,1.04728
148.63699,23.41,0.37542,100.64968,1.04675
149.758,23.51,0.37746999999999997,100.62187,1.04621
150.84801000000002,23.61,0.37905,100.62187,1.04569
151.95,23.71,0.37754,100.64289000000001,1.04515
153.073,23.81,0.37805,100.61486,1.04461
154.177,23.91,0.37995,100.62187,1.04407
155.289,24.01,0.38045999999999996,100.60085,1.0435299999999998
156.394,24.11,0.37988,100.62187,1.0429899999999999
157.498,24.21,0.38147,100.64968,1.04245
158.601,24.31,0.38369000000000003,100.62187,1.0419100000000001
159.72301000000002,24.41,0.38452,100.64989,1.04136
160.819,24.51,0.38441,100.64989,1.04082
