##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
47.782,10.01,0.01728505,100.40981,1.0895
47.786,10.11,0.01706347,100.40981,1.0895
47.79,10.21,0.01839311,100.40981,1.0895
47.803,10.31,0.01706356,100.40981,1.08949
47.816,10.41,0.01817166,100.40949,1.08949
47.828,10.51,0.01950138,100.45127,1.08948
47.86,10.61,0.02016641,100.45127,1.0894700000000002
47.897,10.71,0.02304761,100.45127,1.08946
47.915,10.81,0.02437742,100.45127,1.08945
47.963,10.91,0.02748044,100.45095,1.08943
48.054,11.01,0.03280023,100.50348000000001,1.0894
48.121,11.11,0.03723353,100.50316,1.08938
48.225,11.21,0.04211082,100.50316,1.08934
48.365,11.31,0.04854052,100.46171,1.0892899999999999
48.507,11.41,0.05452756,100.46171,1.08924
48.662,11.51,0.06251044,100.41994,1.08918
48.897,11.61,0.06827918,100.43038,1.08909
49.078,11.71,0.07515598,100.50316,1.08903
49.315,11.81,0.0838089,100.50316,1.08894
49.582,11.91,0.09202065,100.51392,1.08884
49.865,12.01,0.10156,100.45791,1.08874
50.183,12.11,0.10822999999999999,100.4269,1.0886200000000001
50.525,12.21,0.118,100.50348000000001,1.0885
50.882,12.31,0.12511,100.51709,1.08837
51.261,12.41,0.13267,100.50665,1.08823
51.705,12.51,0.1409,100.50665,1.08807
52.09,12.61,0.1498,100.54842,1.08792
52.543,12.71,0.16003,100.55538,1.08776
53.014,12.81,0.16383,100.58639000000001,1.08758
53.498,12.91,0.16874,100.48228,1.0874
54.003,13.01,0.17543,100.51361,1.08722
54.513,13.11,0.18012999999999998,100.55538,1.08703
55.048,13.21,0.18927,100.57975,1.08683
55.592,13.31,0.19419,100.52753,1.08663
56.168,13.41,0.19779000000000002,100.52753,1.08641
56.75,13.51,0.20382999999999998,100.56899,1.08619
57.332,13.61,0.21076,100.56582,1.08598
57.937,13.71,0.2137,100.60759,1.08575
58.562,13.81,0.22153,100.60728,1.08551
