LABORATORY,FSRI 
TEST IDENT,BlackPMMA_HF75_3
OPERATOR,Dow
MATERIAL,Black PMMA
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.039002254605293274
SPEC HOLDER DIFF,-566
SPECIMEN MASS,100.5999984741211
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1562
TIME TO IGN,12.5
END OF TEST SCAN,1082
END OF TEST TIME,270.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.81 x 100.90 x 8.24 mm
