Sample ID:	C:\MCC\MCC Cal\Test\LW_GypBoard_Gypsum_Core_MCC_30K_min_211129_R1.txt
Sample Weight (mg):	4.8
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\MCC\MCC Cal\Coeff1 JN10440_30_210304.txt.txt
T Correction Coefficients:	0	1.024463	0
Time Shift (s):	14
*
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	108.874	80.006	19.994	103.100	20.119	-0.273	0.005
0.500	108.865	80.005	19.994	103.099	20.114	0.024	0.015
1.000	108.868	80.004	19.994	103.099	20.118	-0.197	0.003
1.500	108.876	80.005	19.993	103.099	20.119	-0.265	0.002
2.000	108.851	80.007	19.994	103.099	20.114	0.048	-0.004
2.500	108.841	80.005	19.995	103.099	20.119	-0.253	-0.027
3.000	108.851	80.005	19.994	103.099	20.117	-0.148	-0.018
3.500	108.849	80.005	19.994	103.099	20.121	-0.431	0.004
4.000	108.833	80.007	19.994	103.099	20.117	-0.146	-0.004
4.500	108.874	80.006	19.993	103.099	20.114	0.053	0.004
5.000	108.850	80.006	19.995	103.101	20.116	-0.083	0.021
5.500	108.866	80.009	19.994	103.103	20.117	-0.113	0.005
6.000	108.866	80.007	19.994	103.104	20.113	0.129	0.004
6.500	108.839	80.007	19.994	103.105	20.114	0.081	-0.006
7.000	108.868	80.006	19.994	103.104	20.115	0.000	-0.013
7.500	108.817	80.008	19.994	103.105	20.114	0.090	-0.010
8.000	108.862	80.006	19.993	103.110	20.116	-0.065	-0.014
8.500	108.834	80.006	19.994	103.115	20.115	-0.018	0.006
9.000	108.853	80.005	19.994	103.122	20.113	0.094	0.004
9.500	108.836	80.005	19.993	103.129	20.108	0.437	-0.003
10.000	108.864	80.007	19.994	103.138	20.111	0.244	0.006
10.500	108.858	80.008	19.993	103.147	20.107	0.531	0.016
11.000	108.835	80.007	19.994	103.154	20.107	0.554	-0.004
11.500	108.897	80.007	19.994	103.164	20.106	0.600	0.005
12.000	108.859	80.007	19.994	103.178	20.104	0.712	0.031
12.500	108.880	80.006	19.994	103.188	20.105	0.661	0.004
13.000	108.875	80.003	19.995	103.197	20.101	0.908	0.000
13.500	108.918	80.007	19.994	103.207	20.099	1.068	0.027
14.000	108.944	80.005	19.993	103.216	20.100	0.993	0.053
14.500	108.923	80.005	19.994	103.224	20.097	1.231	0.037
15.000	108.968	80.006	19.994	103.232	20.096	1.258	0.015
15.500	109.000	80.008	19.994	103.241	20.097	1.170	0.051
16.000	109.015	80.006	19.994	103.247	20.098	1.155	0.062
16.500	109.066	80.006	19.995	103.253	20.097	1.209	0.056
17.000	109.085	80.006	19.994	103.254	20.092	1.546	0.068
17.500	109.077	80.005	19.995	103.254	20.091	1.568	0.041
18.000	109.173	80.004	19.994	103.254	20.093	1.456	0.049
18.501	109.177	80.005	19.996	103.254	20.089	1.760	0.094
