LABORATORY,FSRI 
TEST IDENT,EngWoodFurn_HF25_2
OPERATOR,Dow
MATERIAL,Engineered Wood Furniture - Wood Veneer on MDF
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.03958353400230408
SPEC HOLDER DIFF,-566
SPECIMEN MASS,112.56999969482422
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,5301
TIME TO IGN,88
END OF TEST SCAN,4821
END OF TEST TIME,1205.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.14 x 100.90 x 13.74 mm
POST TEST CMT,"After ignition, gases that formed between the MDF and the veneer released from an edge of the sample in a brief horizontal jet of flame. "
