Time after Ignition,PP_R1,PP_R2,PP_R3,Mean,Std. Dev.
62.25,1653.7776197131273,2193.92313600582,2447.2473985161128,2098.3160514116867,405.28275122049916
62.5,2487.4299947410063,2310.7621850013593,2544.9220239019414,2447.7047345481024,122.02983144105416
62.75,2748.374452193884,2425.5686103208905,2303.576807593755,2492.5066233695097,229.82984870035594
63.0,2209.6993520979518,1859.7639312571696,2219.4806847477175,2096.31465603428,204.91730688629838
63.25,2276.194416622932,2631.2374753117842,2165.8126156730073,2357.7481692025744,243.1940293516886
63.5,2405.128036618199,2258.45922980458,2067.3511875694435,2243.646151330741,169.37494032096527
63.75,2276.2099668832607,2247.573361572247,2370.1590015401043,2297.980776665204,64.12710737670501
64.0,2273.6939783346234,2451.647663811132,1917.54732116977,2214.296321105175,271.95928972121067
64.25,2391.459615585923,2376.059398102686,2511.2822645838874,2426.2670927574986,74.02686171340461
64.5,2507.894945561729,1851.362086914444,2275.981036979876,2211.7460231520163,332.9466194031604
64.75,2539.69324411723,2246.435811105279,2251.060333193199,2345.7297961385693,167.99318710877344
65.0,2475.88304532481,2617.514951977923,2237.016866320085,2443.471621207606,192.3085375309657
65.25,2439.9448282002427,2568.687441157241,2612.067419842453,2540.2332297333123,89.51970871951056
65.5,2658.662032055051,2502.1646263955536,1884.995063354557,2348.6072406017206,409.0538444550177
65.75,1851.134772632869,1706.2981540236192,1956.7824706320082,1838.0717990961655,125.75205435661232
66.0,2254.1869270673765,2554.884000350378,2253.907293259597,2354.326073559117,173.68831580700285
66.25,2182.3384754534127,2802.856020901951,2573.8818244462614,2519.692106933875,313.78798601193114
66.5,2331.2937410860222,2613.7744747308648,2075.5912613660116,2340.2198257276327,269.20261705117514
66.75,2677.896608805142,2181.8913071997486,2465.474770612181,2441.7542288723575,248.8519899066258
67.0,1998.5727535366075,2237.1886378421004,2485.3369241844316,2240.3661051877134,243.3976410745703
67.25,2814.66340804261,2435.8478999180734,2442.2730008749604,2564.261436278548,216.87826326783926
67.5,2649.87634398294,2241.444984424729,2330.005993245232,2407.109107217633,214.85509420496192
67.75,2716.9601576017535,1815.8059579460967,2263.7043603666943,2265.4901586381816,450.57975397908933
68.0,2212.572084285017,2415.398733875851,2261.4894829279892,2296.486767029619,105.84549998430924
68.25,2039.943711011744,3058.7623622662563,2458.6772929272674,2519.1277887350893,512.0923333428988
68.5,2283.58196712112,2442.7327094732154,2426.0449322360128,2384.119869610116,87.46726733438494
68.75,2436.8114159826123,2050.371705136249,1930.3666893784707,2139.1832701657772,264.64539640532485
69.0,2797.379168027179,2705.9115222472246,2483.6328583109735,2662.307849528459,161.35410413453445
69.25,2020.7051130233037,2660.4113417951103,2371.1705132853745,2350.7623227012627,320.3410455507533
69.5,2247.229556497837,2581.021119181784,2272.024118298839,2366.758264659487,185.97075225625738
69.75,2642.1490822639894,2168.5964120910485,2346.2075194189783,2385.6510045913387,239.22766196426198
70.0,2371.9554128358845,1894.7964435504744,2524.504896512403,2263.752250966254,328.50285708326106
70.25,2560.8225906839816,2389.159025579937,2690.1816694001177,2546.721095221345,151.00595072325763
70.5,2590.6663143289534,2850.260455783991,2341.0680792613716,2593.998283124772,254.6125401256396
70.75,2121.038715423534,2781.6125506656695,2537.4497861131663,2480.0336840674568,334.0088390031295
71.0,2461.619307630163,2731.5547393968914,2861.0068488962015,2684.726965307752,203.77004772350753
71.25,1994.4636613748876,2414.0294430063527,1927.994800163995,2112.162634848412,263.5283756605075
71.5,2082.008357035792,2740.0338531703396,2457.0919789834434,2426.3780630631913,330.08619611269205
71.75,2444.232904485193,2115.9388890319633,2402.7450316111845,2320.9722750427804,178.7717201718381
72.0,2391.793113715283,1931.8627285844143,2186.286900756373,2169.980914352024,230.39835868799383
72.25,2373.162440211145,2603.8795897803952,2815.591425870256,2597.5444852872656,221.28251625363802
72.5,2374.1411072732653,2539.1144418016092,2439.098379311466,2450.784642795447,83.10521549224805
72.75,2628.487660946364,2531.3100047979506,2540.3258659237317,2566.7078438893486,53.69246487784434
73.0,2256.191446961281,2686.244810448001,3031.012126389005,2657.8161279327624,388.1918518070338
73.25,2179.561067641606,2731.424480875283,2037.701436752776,2316.228995089888,366.4989867399446
73.5,2167.199346675122,2628.321556185416,2557.8551377730832,2451.1253468778737,248.39858941691924
73.75,2938.3094636621204,2733.9511066909654,2646.84107126502,2773.033880539369,149.61301196888445
74.0,2302.797861567106,2447.359211343586,2316.3461853254694,2355.50108607872,79.83937407098814
74.25,2485.854410092509,2629.3201440978514,2824.804970600988,2646.659841597116,170.13926486639548
74.5,2145.7706239126705,2910.863937143375,2812.0792745552258,2622.904611870424,416.1516961866378
74.75,2739.874938895817,2805.1870410052184,2597.7082341609716,2714.256738020669,106.08526280514953
75.0,2263.1111588247513,2830.6941713832475,2578.3236291861162,2557.3763197980384,284.3707287401332
75.25,1939.5639770478892,2999.1828066741314,2737.2039010711073,2558.650228264376,551.9140119431665
75.5,1956.0289392528425,2510.8851974509334,2531.5792127902732,2332.8311164980164,326.48425865613154
