LABORATORY,FSRI 
TEST IDENT,PET_HF75_3
OPERATOR,Dow
MATERIAL,PET
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.0390564426779747
SPEC HOLDER DIFF,303.79998779296875
SPECIMEN MASS,90.5999984741211
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1948
TIME TO IGN,39.75
END OF TEST SCAN,1468
END OF TEST TIME,367
TEST STATUS,1
PRE TEST CMT,Dimensions: 97.63 x 99.0 x 6.71 mm
POST TEST CMT,"Sample dripped in foil pan, see test pictures"
