LABORATORY,FSRI 
TEST IDENT,PET_HF25_2
OPERATOR,Dow
MATERIAL,PET
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.0390564426779747
SPEC HOLDER DIFF,303.489990234375
SPECIMEN MASS,90.4000015258789
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,3616
TIME TO IGN,295
END OF TEST SCAN,3136
END OF TEST TIME,784
TEST STATUS,1
PRE TEST CMT,Dimension: 98.97 x 96.94 x 6.64 mm
POST TEST CMT,"sample expanded and warped prior to ignition, and came into contact with spark igntior. Caused spikkes in mass data and faster time to ignition. Sample continued to warp and expand throughout test."
