Names,PET_R1,PET_R2,PET_R3,Mean,Std. Dev.
801,488.8,514.8,628.4,544.0,74.2
802,501.2,521.9,601.7,541.6,53.1
803,482.9,520.2,611.8,538.3,66.3
804,491.6,514.0,610.9,538.8,63.4
805,503.9,516.4,613.6,544.6,60.0
806,489.0,524.6,643.5,552.3,80.9
807,495.2,519.9,612.9,542.7,62.0
808,504.4,517.6,619.6,547.2,63.0
809,495.9,525.0,629.3,550.1,70.1
810,485.3,522.5,631.0,546.3,75.7
811,493.8,525.7,643.1,554.2,78.6
812,484.8,518.7,637.0,546.8,79.9
813,486.2,515.7,643.4,548.4,83.6
814,486.3,532.0,650.6,556.3,84.8
815,478.3,516.7,622.3,539.1,74.6
816,470.7,534.4,626.5,543.9,78.3
817,475.4,527.1,636.3,546.2,82.1
818,486.5,516.6,644.9,549.3,84.1
819,472.3,529.1,639.4,546.9,85.0
820,477.0,536.2,638.2,550.5,81.6
821,469.0,511.7,640.9,540.5,89.5
822,476.1,525.5,652.9,551.5,91.2
823,463.6,525.4,635.8,541.6,87.3
824,458.9,524.9,637.1,540.3,90.1
825,476.2,522.8,648.0,549.0,88.8
826,471.9,513.4,645.4,543.6,90.6
827,470.3,524.2,651.5,548.7,93.0
828,468.7,539.8,637.1,548.5,84.5
829,471.9,527.7,638.5,546.1,84.8
830,467.7,535.8,654.5,552.7,94.5
831,468.1,522.5,662.0,550.9,100.0
832,473.8,520.4,655.7,550.0,94.5
833,460.3,527.2,660.0,549.2,101.7
834,462.2,537.9,663.1,554.4,101.5
835,476.3,518.8,652.5,549.2,92.0
836,461.5,528.3,673.6,554.5,108.4
837,472.9,522.4,670.0,555.1,102.5
838,470.8,522.3,654.9,549.3,95.0
839,463.2,525.2,673.1,553.8,107.8
840,456.7,523.0,669.3,549.6,108.8
841,475.9,527.5,674.1,559.1,102.8
842,473.0,539.3,671.0,561.1,100.8
843,457.8,523.5,665.7,549.0,106.2
844,462.2,529.3,649.2,546.9,94.8
845,460.4,532.5,657.6,550.1,99.8
846,454.6,537.7,682.4,558.2,115.3
847,470.4,522.7,675.2,556.1,106.4
848,466.6,523.2,679.3,556.3,110.2
849,462.3,522.7,674.3,553.1,109.2
850,466.9,526.3,696.4,563.2,119.1
851,466.0,520.1,677.9,554.7,110.1
852,463.1,527.0,676.9,555.7,109.8
853,483.8,521.8,675.0,560.2,101.2
854,482.5,520.0,659.2,553.9,93.1
855,467.7,519.4,677.9,555.0,109.5
856,465.3,524.7,658.6,549.6,99.0
857,459.2,518.0,683.8,553.6,116.5
858,467.6,513.1,670.9,550.5,106.7
859,465.9,523.8,679.3,556.4,110.4
860,471.5,522.5,660.7,551.6,97.9
861,471.3,507.8,651.7,543.6,95.4
862,462.2,519.4,657.2,546.3,100.2
863,474.0,518.6,663.2,552.0,98.9
864,471.5,531.9,647.0,550.1,89.1
865,465.1,538.7,662.1,555.3,99.5
866,477.2,526.9,678.8,561.0,105.0
867,467.2,503.4,666.9,545.9,106.4
868,469.5,534.6,642.8,549.0,87.6
869,470.2,537.2,655.7,554.4,93.9
870,487.9,535.2,636.8,553.3,76.1
871,465.7,518.0,662.8,548.8,102.1
872,473.0,520.4,649.3,547.5,91.2
873,476.0,512.0,647.6,545.2,90.5
874,465.3,522.3,645.0,544.2,91.8
875,474.1,518.5,639.2,543.9,85.5
876,470.6,528.4,637.8,545.6,84.9
877,485.3,510.5,648.8,548.2,88.0
878,483.2,516.8,629.8,543.3,76.8
879,480.5,525.0,637.0,547.5,80.7
880,488.5,520.5,631.9,547.0,75.3
881,485.2,516.8,627.4,543.1,74.6
882,484.2,529.0,630.3,547.8,74.8
883,483.7,527.2,631.0,547.3,75.7
884,476.7,533.5,621.7,543.9,73.0
885,472.8,516.3,622.4,537.2,77.0
886,479.3,511.4,620.2,537.0,73.9
887,481.7,519.2,639.4,546.8,82.4
888,477.9,520.4,619.8,539.3,72.8
889,482.0,537.9,604.8,541.6,61.5
890,470.2,527.7,618.0,538.6,74.5
891,494.0,522.6,604.9,540.5,57.6
892,488.4,513.4,599.8,533.9,58.5
893,486.3,524.7,625.6,545.5,72.0
894,482.8,530.6,601.9,538.5,59.9
895,480.6,532.1,615.0,542.6,67.8
896,484.2,527.3,612.9,541.5,65.5
897,484.5,526.9,611.2,540.9,64.5
898,496.6,532.4,605.0,544.7,55.2
899,499.9,524.9,596.7,540.5,50.3
900,480.8,535.7,608.7,541.7,64.2
901,474.1,530.2,607.9,537.4,67.2
902,492.7,522.3,601.9,539.0,56.5
903,480.0,535.4,608.9,541.4,64.7
904,492.5,526.2,613.4,544.0,62.4
905,485.0,529.2,602.0,538.7,59.1
906,494.4,515.4,610.1,540.0,61.7
907,496.2,546.3,616.9,553.1,60.6
908,490.4,517.1,616.5,541.3,66.4
909,502.9,529.3,619.6,550.6,61.2
910,487.8,539.6,603.4,543.6,57.9
911,492.7,547.7,617.6,552.6,62.6
912,490.3,532.4,611.1,544.6,61.3
913,496.3,522.7,626.3,548.4,68.7
914,493.3,520.3,624.3,546.0,69.1
915,499.1,536.6,593.5,543.1,47.5
916,496.2,538.7,618.3,551.0,62.0
917,484.6,538.1,602.9,541.8,59.2
918,502.4,537.0,603.7,547.7,51.5
919,508.4,532.4,625.8,555.6,62.0
920,504.8,534.9,620.0,553.2,59.8
921,514.0,527.9,616.6,552.8,55.7
922,513.6,531.2,613.9,552.9,53.5
923,511.9,531.5,618.6,554.0,56.8
924,514.8,544.3,607.7,555.6,47.5
925,509.1,512.8,613.5,545.1,59.2
926,508.7,522.2,619.0,550.0,60.2
927,506.2,525.9,618.3,550.1,59.8
928,523.6,542.0,600.8,555.5,40.3
929,493.2,531.1,644.6,556.3,78.8
930,517.8,531.0,616.9,555.3,53.8
931,519.1,526.7,627.9,557.9,60.7
932,517.9,516.7,640.1,558.2,70.9
933,534.1,526.4,616.4,559.0,49.9
934,521.1,534.4,627.4,561.0,57.9
935,520.6,518.7,627.9,555.7,62.5
936,527.2,516.1,631.2,558.2,63.5
937,522.8,527.0,625.3,558.3,58.0
938,532.6,520.5,624.7,559.3,57.0
939,519.3,528.7,641.7,563.2,68.1
940,532.2,526.6,626.0,561.6,55.8
941,531.6,525.4,627.9,561.6,57.5
942,522.4,534.9,626.5,561.3,56.8
943,540.0,528.2,618.2,562.1,48.9
944,546.8,527.6,644.8,573.0,62.8
945,529.0,538.5,655.9,574.5,70.7
946,541.8,537.4,644.3,574.5,60.5
947,539.5,519.9,649.0,569.5,69.6
948,556.0,529.8,652.0,579.3,64.3
949,540.8,528.1,650.2,573.0,67.2
950,547.3,510.3,666.7,574.7,81.7
951,548.9,519.4,648.3,572.2,67.5
952,553.1,519.7,650.3,574.4,67.9
953,560.0,544.3,649.5,584.6,56.7
954,561.0,536.9,671.6,589.9,71.8
955,553.9,534.9,668.0,585.6,72.0
956,553.6,536.6,684.0,591.4,80.7
957,567.9,540.6,681.6,596.7,74.8
958,567.3,546.9,668.7,594.3,65.2
959,559.9,548.2,666.1,591.4,65.0
960,551.3,562.7,676.9,597.0,69.5
961,569.0,544.5,685.1,599.5,75.1
962,565.1,550.5,674.6,596.7,67.8
963,581.9,561.3,672.4,605.2,59.1
964,568.3,567.3,685.0,606.9,67.7
965,581.7,537.9,696.6,605.4,81.9
966,590.6,574.7,704.9,623.4,71.0
967,578.5,561.5,679.9,606.6,64.0
968,587.5,575.1,686.7,616.5,61.2
969,585.5,586.4,695.1,622.3,63.0
970,584.9,574.6,688.7,616.1,63.1
971,591.7,552.9,698.4,614.3,75.3
972,592.0,579.6,701.6,624.4,67.1
973,593.2,584.3,702.8,626.8,66.0
974,589.9,575.1,706.8,624.0,72.1
975,602.4,576.9,699.4,626.3,64.6
976,598.2,583.3,696.2,625.9,61.4
977,587.2,576.1,723.2,628.8,81.9
978,613.8,562.9,691.4,622.7,64.7
979,599.5,588.3,719.5,635.8,72.7
980,614.4,584.3,718.1,638.9,70.1
981,581.0,575.1,710.3,622.1,76.4
982,616.6,580.4,713.3,636.8,68.7
983,633.9,588.6,720.8,647.8,67.2
984,619.9,592.2,719.2,643.8,66.8
985,595.2,593.0,705.9,631.4,64.5
986,616.8,595.9,717.5,643.4,65.0
987,610.3,619.0,748.7,659.4,77.5
988,632.9,608.6,762.0,667.8,82.4
989,607.1,606.9,726.2,646.7,68.8
990,626.9,611.6,732.3,656.9,65.7
991,622.0,596.7,754.6,657.8,84.8
992,635.6,616.6,746.6,666.3,70.2
993,634.1,613.4,756.4,668.0,77.3
994,629.4,615.9,760.8,668.7,80.0
995,633.8,626.0,755.2,671.7,72.4
996,625.7,618.7,729.4,658.0,62.0
997,639.6,630.3,765.6,678.5,75.6
998,658.9,631.6,781.4,690.6,79.8
999,645.5,629.6,772.6,682.5,78.4
1000,649.2,635.1,779.9,688.1,79.8
1001,640.6,654.0,786.5,693.7,80.7
1002,641.0,659.5,782.1,694.2,76.7
1003,635.2,650.4,796.5,694.0,89.1
1004,643.2,637.2,788.6,689.7,85.8
1005,649.4,678.8,781.3,703.2,69.2
1006,631.2,660.0,784.7,692.0,81.6
1007,635.3,667.6,782.2,695.0,77.2
1008,632.5,667.3,770.2,690.0,71.6
1009,640.5,712.1,790.9,714.5,75.2
1010,641.3,695.8,763.6,700.2,61.3
1011,635.1,683.7,752.1,690.3,58.8
1012,647.2,723.2,772.7,714.4,63.2
1013,660.9,709.8,781.9,717.5,60.9
1014,616.3,710.4,780.2,702.3,82.3
1015,631.9,732.0,771.4,711.8,71.9
1016,648.3,738.9,780.3,722.5,67.5
1017,615.0,704.7,781.4,700.4,83.2
1018,624.1,761.7,758.0,714.6,78.4
1019,621.1,736.8,784.1,714.0,83.8
1020,624.8,784.7,765.8,725.1,87.4
1021,631.7,761.4,778.8,724.0,80.4
1022,625.5,775.7,763.7,721.6,83.4
1023,623.6,720.3,776.3,706.7,77.3
1024,626.1,752.7,770.9,716.6,78.9
1025,624.2,762.4,771.8,719.5,82.7
1026,623.9,782.2,777.8,727.9,90.2
1027,620.0,781.9,754.8,718.9,86.7
1028,613.3,755.8,756.0,708.4,82.3
1029,621.6,774.2,747.8,714.5,81.5
1030,629.0,766.1,748.0,714.4,74.5
1031,608.1,773.2,751.0,710.7,89.6
1032,621.8,790.1,733.7,715.2,85.7
1033,623.3,771.8,725.6,706.9,76.0
1034,614.8,785.7,719.9,706.8,86.2
1035,610.7,791.9,725.5,709.4,91.7
1036,618.6,787.6,719.1,708.4,85.0
1037,614.1,793.2,699.4,702.2,89.6
1038,611.3,760.7,699.3,690.4,75.1
1039,620.6,805.7,695.2,707.2,93.1
1040,611.4,778.5,686.8,692.2,83.7
1041,624.1,788.7,671.4,694.8,84.8
1042,614.0,817.5,662.9,698.2,106.2
1043,597.0,801.9,681.8,693.5,103.0
1044,616.5,819.4,662.0,699.3,106.5
1045,605.1,804.5,650.3,686.6,104.5
1046,606.4,822.9,637.0,688.8,117.1
1047,593.8,813.4,652.5,686.6,113.7
1048,600.2,817.3,645.1,687.5,114.6
1049,590.8,814.8,643.1,682.9,117.2
1050,599.6,803.4,616.0,673.0,113.2
1051,595.9,796.8,612.9,668.6,111.4
1052,589.4,803.0,611.0,667.8,117.6
1053,605.3,787.4,636.2,676.3,97.4
1054,603.7,831.8,613.3,682.9,129.0
1055,591.7,810.1,596.4,666.1,124.8
1056,603.9,806.3,599.0,669.7,118.3
1057,586.6,798.2,602.5,662.4,117.9
1058,589.8,780.1,605.0,658.3,105.7
1059,604.4,790.9,589.1,661.5,112.3
1060,595.3,778.1,579.8,651.1,110.3
1061,599.5,807.9,592.6,666.7,122.4
1062,623.8,768.3,575.4,655.8,100.4
1063,589.5,803.2,589.0,660.6,123.5
1064,597.1,781.1,568.3,648.8,115.4
1065,596.6,795.4,571.4,654.5,122.7
1066,598.7,755.1,572.6,642.1,98.7
1067,598.4,776.3,560.3,645.0,115.3
1068,597.7,774.5,559.3,643.8,114.8
1069,591.7,780.2,550.5,640.8,122.5
1070,614.7,786.5,548.9,650.1,122.7
1071,605.4,752.4,551.0,636.3,104.2
1072,611.8,764.1,545.7,640.5,112.0
1073,593.0,763.4,543.2,633.2,115.5
1074,595.9,757.7,536.5,630.0,114.5
1075,605.0,783.6,535.1,641.3,128.2
1076,602.3,761.4,520.7,628.1,122.4
1077,604.1,753.1,536.5,631.2,110.8
1078,610.3,775.1,514.6,633.4,131.8
1079,610.4,776.5,518.8,635.2,130.7
1080,602.5,748.4,520.0,623.6,115.7
1081,589.9,744.3,508.1,614.1,120.0
1082,595.1,761.3,512.6,623.0,126.7
1083,592.8,763.6,511.1,622.5,128.9
1084,604.5,761.0,504.2,623.2,129.4
1085,590.9,733.6,494.5,606.3,120.3
1086,584.8,741.6,487.7,604.7,128.1
1087,587.6,762.2,488.4,612.7,138.6
1088,590.9,738.4,492.5,607.2,123.8
1089,589.4,727.4,486.4,601.1,120.9
1090,574.8,751.3,490.9,605.7,132.9
1091,582.6,733.3,475.9,597.3,129.3
1092,575.9,732.1,475.6,594.5,129.2
1093,571.8,736.2,470.0,592.7,134.3
1094,572.1,751.1,471.1,598.1,141.8
1095,559.2,747.3,471.9,592.8,140.8
1096,569.1,738.2,461.5,589.6,139.5
1097,559.5,727.2,459.2,582.0,135.4
1098,559.9,736.3,469.5,588.6,135.7
1099,561.4,726.5,455.6,581.2,136.5
1100,582.0,712.9,457.8,584.2,127.6
1101,557.6,716.2,442.9,572.2,137.2
1102,564.2,715.8,448.9,576.3,133.9
1103,554.2,711.3,444.9,570.1,133.9
1104,578.8,701.2,442.4,574.1,129.5
1105,570.5,694.2,444.9,569.9,124.7
1106,563.2,697.1,452.1,570.8,122.7
1107,557.2,671.7,443.9,557.6,113.9
1108,549.7,672.8,447.0,556.5,113.0
1109,570.5,680.6,433.1,561.4,124.0
1110,556.9,666.3,438.0,553.8,114.2
1111,552.3,662.3,437.2,550.6,112.6
1112,554.9,669.0,430.6,551.5,119.2
1113,564.5,649.4,429.2,547.7,111.1
1114,556.0,636.7,431.6,541.4,103.3
1115,547.7,651.0,427.1,541.9,112.1
1116,554.6,653.2,422.9,543.5,115.6
1117,554.6,643.7,423.9,540.7,110.6
1118,561.0,649.3,418.7,543.0,116.3
1119,557.7,628.1,416.4,534.1,107.8
1120,566.0,633.9,413.3,537.8,113.0
1121,568.4,631.5,422.5,540.8,107.2
1122,551.5,628.3,407.0,528.9,112.4
1123,555.2,627.5,407.8,530.2,112.0
1124,562.2,625.1,403.1,530.1,114.4
1125,562.3,622.9,408.0,531.1,110.8
1126,557.6,596.9,401.7,518.7,103.3
1127,560.2,616.7,400.8,525.9,111.9
1128,550.7,633.4,397.1,527.1,119.9
1129,554.9,607.0,396.4,519.4,109.7
1130,561.2,611.3,395.2,522.5,113.1
1131,549.6,604.6,394.8,516.3,108.8
1132,556.4,592.4,387.6,512.1,109.4
1133,563.1,593.2,390.2,515.5,109.6
1134,565.1,590.8,390.4,515.4,109.1
1135,564.2,583.1,388.2,511.8,107.5
1136,567.3,584.7,375.6,509.2,116.0
1137,552.0,573.6,383.2,502.9,104.2
1138,564.4,579.1,383.9,509.2,108.7
1139,548.6,577.5,383.8,503.3,104.5
1140,545.1,570.7,377.0,497.6,105.2
1141,557.1,567.2,377.1,500.5,106.9
1142,555.0,557.4,373.4,495.3,105.5
1143,558.5,565.6,374.2,499.4,108.5
1144,553.3,549.1,375.6,492.7,101.4
1145,544.5,543.8,368.1,485.5,101.6
1146,543.3,530.3,367.5,480.4,98.0
1147,537.6,532.6,368.6,479.6,96.2
1148,529.1,532.8,370.4,477.4,92.8
1149,521.2,530.6,359.7,470.5,96.1
1150,520.3,522.0,366.8,469.7,89.1
1151,511.1,520.0,363.5,464.9,87.9
1152,504.4,514.2,357.1,458.6,88.0
1153,514.2,518.5,363.7,465.5,88.1
1154,505.8,528.0,359.8,464.5,91.4
1155,497.6,494.6,354.5,448.9,81.8
1156,504.4,502.2,355.5,454.0,85.3
1157,493.4,508.0,348.9,450.1,88.0
1158,479.6,506.8,355.0,447.1,80.9
1159,476.6,500.1,353.5,443.4,78.7
1160,489.1,513.4,351.1,451.2,87.5
1161,479.7,497.8,343.2,440.2,84.5
1162,475.3,489.9,351.4,438.9,76.1
1163,475.3,480.1,345.5,433.7,76.4
1164,467.7,490.1,348.2,435.3,76.3
1165,465.0,483.5,341.0,429.8,77.5
1166,457.3,479.1,340.0,425.5,74.8
1167,464.4,483.5,337.4,428.4,79.4
1168,465.0,472.3,349.9,429.1,68.7
1169,452.5,469.0,341.5,421.0,69.4
1170,454.3,466.0,338.9,419.7,70.2
1171,446.1,461.9,335.8,414.6,68.7
1172,445.7,456.6,338.3,413.5,65.4
1173,437.2,457.3,333.6,409.4,66.4
1174,441.1,456.7,330.3,409.4,68.9
1175,436.2,454.8,330.5,407.2,67.0
1176,431.4,461.7,330.2,407.8,68.9
1177,434.9,455.0,322.9,404.3,71.2
1178,436.0,442.4,318.6,399.0,69.7
1179,430.9,434.7,326.0,397.2,61.7
1180,432.8,438.8,318.4,396.6,67.9
1181,426.9,435.8,318.0,393.5,65.6
1182,425.6,442.3,317.8,395.2,67.6
1183,420.2,436.2,317.6,391.3,64.3
1184,423.9,431.8,313.3,389.7,66.3
1185,416.8,429.4,312.9,386.4,63.9
1186,412.0,430.4,310.1,384.2,64.8
1187,417.3,418.1,309.1,381.5,62.7
1188,409.3,421.7,308.7,379.9,61.9
1189,406.0,422.6,309.3,379.3,61.2
1190,404.2,408.3,306.4,372.9,57.6
1191,411.4,410.4,300.6,374.1,63.7
1192,400.9,414.3,302.6,372.6,61.0
1193,407.5,409.7,298.1,371.8,63.8
1194,405.2,413.7,302.0,373.6,62.2
1195,394.9,400.8,295.9,363.9,58.9
1196,398.9,400.1,291.3,363.4,62.5
1197,402.4,400.7,293.9,365.7,62.2
1198,389.1,388.7,297.6,358.5,52.7
1199,385.8,387.9,292.0,355.3,54.8
1200,388.4,381.7,291.4,353.8,54.2
1201,389.6,384.2,286.8,353.6,57.9
1202,383.2,377.6,290.1,350.3,52.2
1203,387.8,376.0,285.1,349.6,56.2
1204,374.8,370.1,285.6,343.5,50.2
1205,376.4,365.6,284.8,342.3,50.1
1206,373.5,368.7,283.6,341.9,50.6
1207,376.7,365.6,282.7,341.7,51.4
1208,379.7,366.8,282.6,343.0,52.7
1209,368.8,368.8,279.7,339.1,51.4
1210,370.7,358.7,280.0,336.5,49.2
1211,371.1,352.9,279.1,334.4,48.7
1212,364.7,356.7,276.2,332.5,48.9
1213,370.0,356.1,274.2,333.4,51.8
1214,356.3,353.2,276.5,328.7,45.2
1215,355.7,349.9,275.8,327.1,44.6
1216,361.1,345.1,273.0,326.4,46.9
1217,363.6,343.8,271.4,326.3,48.6
1218,353.1,346.8,272.9,324.3,44.6
1219,353.3,338.9,265.4,319.2,47.1
1220,358.5,336.1,270.9,321.8,45.5
1221,351.0,339.9,269.2,320.1,44.3
1222,352.5,334.1,265.8,317.5,45.7
1223,349.1,328.1,266.2,314.5,43.1
1224,347.0,328.7,265.9,313.9,42.5
1225,345.3,323.6,260.2,309.7,44.2
1226,340.5,325.3,266.2,310.7,39.3
1227,352.9,324.7,263.7,313.8,45.6
1228,341.8,323.7,259.6,308.3,43.2
1229,345.1,316.4,258.3,306.6,44.2
1230,343.3,319.3,259.6,307.4,43.1
1231,344.1,319.0,261.4,308.2,42.4
1232,338.0,311.3,256.5,301.9,41.5
1233,337.4,316.8,261.6,305.2,39.2
1234,337.3,316.0,258.0,303.8,41.0
1235,336.0,310.7,254.0,300.2,42.0
1236,331.8,310.3,254.2,298.8,40.1
1237,328.2,309.6,250.1,296.0,40.8
1238,332.1,307.9,250.9,297.0,41.7
1239,330.1,302.6,245.6,292.8,43.1
1240,321.8,304.7,247.9,291.5,38.7
1241,321.7,294.0,246.6,287.5,38.0
1242,324.1,301.4,243.1,289.6,41.8
1243,318.3,303.7,242.5,288.2,40.2
1244,317.1,299.7,240.7,285.8,40.0
1245,322.9,295.9,239.0,285.9,42.8
1246,318.0,298.2,239.9,285.4,40.6
1247,311.3,289.2,237.6,279.3,37.8
1248,312.1,292.2,240.3,281.6,37.1
1249,311.5,288.8,235.2,278.5,39.2
1250,305.0,293.4,230.3,276.2,40.2
1251,306.2,281.7,234.3,274.1,36.6
1252,308.7,283.1,227.0,272.9,41.8
1253,302.5,282.1,230.4,271.7,37.2
1254,303.5,284.1,231.2,272.9,37.4
1255,303.1,283.0,227.3,271.1,39.3
1256,298.8,277.8,224.2,267.0,38.5
1257,298.1,274.9,225.0,266.0,37.4
1258,301.3,271.9,225.9,266.4,38.0
1259,294.9,271.3,219.4,261.8,38.6
1260,298.9,276.0,223.9,266.3,38.5
1261,296.0,264.8,216.9,259.2,39.8
1262,297.7,268.2,217.1,261.0,40.8
1263,293.7,268.0,218.1,259.9,38.4
1264,294.3,264.4,214.5,257.7,40.3
1265,290.7,265.8,212.9,256.5,39.7
1266,286.3,267.9,214.9,256.3,37.1
1267,290.3,259.8,212.4,254.1,39.2
1268,289.1,259.7,209.1,252.6,40.5
1269,287.9,256.2,211.9,252.0,38.2
1270,282.8,254.6,209.3,248.9,37.1
1271,284.4,258.8,210.8,251.3,37.3
1272,286.1,251.2,206.5,247.9,39.9
1273,283.2,256.0,202.7,247.3,40.9
1274,285.0,251.2,204.9,247.0,40.2
1275,284.4,250.4,207.1,247.3,38.7
1276,279.6,250.8,203.2,244.5,38.6
1277,288.4,245.6,200.4,244.8,44.0
1278,281.7,246.6,200.1,242.8,40.9
1279,281.1,243.7,198.9,241.2,41.1
1280,278.0,242.8,195.3,238.7,41.5
1281,277.9,239.1,196.3,237.8,40.8
1282,274.9,244.2,195.8,238.3,39.9
1283,277.9,238.9,192.4,236.4,42.8
1284,274.9,242.4,191.5,236.3,42.0
1285,275.9,237.2,189.3,234.1,43.4
1286,268.9,237.1,189.7,231.9,39.9
1287,274.3,230.6,185.6,230.2,44.4
1288,269.4,232.9,189.7,230.7,39.9
1289,268.1,230.2,186.1,228.2,41.0
1290,264.1,227.4,180.3,223.9,42.0
1291,263.2,226.2,182.7,224.0,40.3
1292,263.0,225.4,181.3,223.2,40.9
1293,264.5,223.4,178.3,222.1,43.1
1294,263.1,223.9,176.8,221.3,43.2
1295,264.8,223.2,173.8,220.6,45.6
1296,258.9,219.7,174.7,217.8,42.1
1297,262.3,222.2,171.7,218.8,45.4
1298,261.5,218.6,172.9,217.7,44.3
1299,260.1,221.8,171.1,217.7,44.7
1300,260.4,216.8,171.4,216.2,44.5
1301,253.9,217.2,166.3,212.5,44.0
1302,260.2,217.1,165.7,214.3,47.3
1303,257.3,211.5,167.3,212.1,45.0
1304,256.0,212.9,167.3,212.1,44.4
1305,253.3,211.2,164.8,209.7,44.2
1306,253.8,210.2,164.2,209.4,44.8
1307,255.8,208.1,164.5,209.5,45.7
1308,247.6,213.4,161.8,207.6,43.2
1309,249.7,207.4,160.9,206.0,44.4
1310,251.1,206.8,162.2,206.7,44.5
1311,254.5,205.2,160.8,206.8,46.9
1312,249.1,206.5,157.6,204.4,45.8
1313,251.2,201.6,157.1,203.3,47.1
1314,250.4,201.9,157.7,203.3,46.4
1315,245.8,200.8,158.3,201.6,43.8
1316,245.0,200.5,153.7,199.7,45.6
1317,245.3,197.0,152.8,198.4,46.2
1318,246.0,199.7,153.7,199.8,46.2
1319,248.8,194.4,152.8,198.7,48.1
1320,242.5,196.2,151.2,196.6,45.6
1321,241.7,194.5,148.2,194.8,46.8
1322,236.3,192.2,148.5,192.3,43.9
1323,241.2,186.8,146.3,191.5,47.6
1324,240.1,190.2,145.1,191.8,47.5
1325,240.2,188.3,145.8,191.4,47.3
1326,237.7,186.8,145.2,189.9,46.3
1327,233.9,183.7,142.7,186.8,45.6
1328,235.1,185.4,141.6,187.4,46.8
1329,235.4,184.6,140.1,186.7,47.7
1330,232.1,181.5,138.9,184.2,46.7
1331,230.9,181.4,138.0,183.5,46.5
1332,232.2,178.9,137.1,182.7,47.6
1333,232.0,179.8,133.3,181.7,49.4
1334,227.9,175.5,131.9,178.5,48.1
1335,229.7,173.6,130.7,178.0,49.7
1336,224.5,173.6,127.7,175.3,48.5
1337,223.9,170.9,128.3,174.4,47.9
1338,224.1,168.7,127.5,173.4,48.4
1339,221.9,167.4,127.7,172.3,47.3
1340,220.4,163.0,125.5,169.6,47.8
1341,220.0,161.9,123.4,168.4,48.6
1342,217.9,160.6,122.3,166.9,48.1
1343,216.8,157.4,121.1,165.1,48.3
1344,210.8,156.0,118.5,161.8,46.4
1345,216.0,153.1,119.1,162.7,49.2
1346,214.0,152.7,118.3,161.7,48.5
1347,210.1,153.2,113.4,158.9,48.6
1348,211.2,146.5,114.8,157.5,49.1
1349,207.6,147.3,112.5,155.8,48.1
1350,206.9,147.8,112.0,155.6,47.9
1351,207.3,145.2,109.6,154.0,49.4
1352,204.5,142.1,109.4,152.0,48.3
1353,202.3,141.6,108.2,150.7,47.7
1354,204.2,138.6,106.1,149.6,50.0
1355,202.0,136.4,105.7,148.0,49.2
1356,202.3,135.9,103.2,147.1,50.5
1357,202.1,133.0,102.7,145.9,51.0
1358,202.8,132.8,103.9,146.5,50.8
1359,199.4,128.4,99.1,142.3,51.6
1360,197.1,129.0,99.3,141.8,50.1
1361,195.6,125.7,97.8,139.7,50.4
1362,196.1,125.5,97.4,139.6,50.8
1363,198.7,123.6,95.2,139.2,53.5
1364,192.0,122.6,93.6,136.0,50.6
1365,192.9,122.2,91.6,135.6,51.9
1366,189.4,118.2,91.0,132.8,50.8
1367,187.2,118.1,89.7,131.7,50.1
1368,188.5,117.9,89.2,131.8,51.1
1369,188.4,114.0,88.4,130.3,52.0
1370,185.7,114.5,87.6,129.3,50.7
1371,184.1,111.6,86.8,127.5,50.6
1372,183.3,109.5,85.1,126.0,51.1
1373,182.0,108.8,83.8,124.9,51.1
1374,184.2,108.9,83.5,125.5,52.4
1375,178.1,108.6,82.8,123.2,49.3
1376,182.3,105.8,81.5,123.2,52.6
1377,179.8,106.1,81.6,122.5,51.1
1378,178.8,104.7,80.6,121.3,51.2
1379,176.7,104.5,80.6,120.6,50.1
1380,175.5,103.8,79.1,119.5,50.1
1381,175.8,101.4,79.9,119.0,50.3
1382,177.0,101.1,79.7,119.2,51.1
1383,172.5,98.6,78.9,116.6,49.4
1384,174.0,99.8,77.8,117.2,50.4
1385,172.4,98.4,77.5,116.1,49.8
1386,171.8,97.8,77.5,115.7,49.6
1387,169.5,96.6,76.6,114.2,48.9
1388,168.9,95.6,76.7,113.7,48.7
1389,169.5,94.9,77.0,113.8,49.0
1390,166.3,93.9,76.7,112.3,47.5
1391,166.3,92.9,74.7,111.3,48.5
1392,162.9,92.3,75.8,110.3,46.3
1393,163.4,91.5,74.1,109.7,47.4
1394,162.6,92.5,74.7,110.0,46.5
1395,159.2,91.4,74.3,108.3,44.9
1396,155.2,90.0,74.1,106.4,43.0
1397,153.6,90.4,73.2,105.7,42.4
1398,154.5,88.3,74.4,105.7,42.8
1399,151.4,88.2,72.7,104.1,41.7
1400,147.9,88.5,73.7,103.4,39.3
1401,148.2,88.3,72.6,103.0,39.9
1402,144.4,87.9,72.0,101.4,38.0
1403,146.0,87.5,71.9,101.8,39.1
1404,145.3,87.1,71.6,101.3,38.8
1405,143.4,86.4,70.9,100.2,38.2
1406,143.7,,71.7,107.7,50.9
1407,141.5,,72.1,106.8,49.1
1408,137.4,,71.4,104.4,46.7
1409,137.1,,71.2,104.1,46.6
1410,134.9,,71.1,103.0,45.1
1411,135.9,,71.8,103.9,45.3
1412,131.1,,70.3,100.7,43.0
1413,131.3,,70.7,101.0,42.9
1414,129.9,,70.4,100.1,42.1
1415,128.3,,70.4,99.3,40.9
1416,126.3,,70.8,98.5,39.3
1417,125.2,,70.7,97.9,38.5
