Names,PET_R1,PET_R2,PET_R3,PET_R4,PET_R5,Mean,Std. Dev.
2505,575.6,205.2,244.7,,,341.8,203.4
2506,574.0,204.6,241.6,,,340.1,203.4
2507,581.8,204.0,243.3,,,343.1,207.7
2508,580.6,204.5,245.6,,,343.6,206.3
2509,578.4,202.7,246.3,,,342.5,205.5
2510,574.2,202.9,241.3,,,339.5,204.2
2511,566.0,202.0,242.8,,,336.9,199.4
2512,582.8,199.8,244.4,,,342.3,209.4
2513,560.2,202.6,243.8,,,335.5,195.7
2514,564.2,202.7,249.4,,,338.8,196.6
2515,571.0,201.3,243.1,,,338.5,202.5
2516,567.2,197.7,244.2,,,336.4,201.2
2517,548.3,199.2,249.9,,,332.5,188.6
2518,567.5,202.8,251.2,,,340.5,198.1
2519,560.7,198.0,253.6,,,337.4,195.3
2520,558.2,198.7,254.8,,,337.2,193.4
2521,550.2,196.5,250.4,,,332.3,190.6
2522,549.3,199.9,245.8,,,331.7,189.9
2523,559.0,196.8,251.8,,,335.8,195.2
2524,564.0,199.9,255.1,,,339.7,196.2
2525,560.3,194.0,257.6,,,337.3,195.7
2526,558.4,199.0,258.2,,,338.5,192.7
2527,548.2,193.7,257.1,,,333.0,189.0
2528,539.1,194.1,261.0,,,331.4,182.9
2529,544.2,190.7,258.1,,,331.0,187.7
2530,525.5,193.8,264.2,,,327.8,174.7
2531,531.8,191.3,260.1,,,327.7,180.1
2532,530.2,191.4,265.2,,,329.0,178.1
2533,532.7,192.6,264.3,,,329.9,179.3
2534,524.4,192.0,262.7,,,326.4,175.1
2535,507.3,194.0,262.9,,,321.4,164.6
2536,507.2,194.7,269.9,,,323.9,163.1
2537,500.1,191.4,271.1,,,320.9,160.3
2538,488.1,188.9,272.4,,,316.5,154.4
2539,480.2,188.6,271.4,,,313.4,150.3
2540,468.4,185.7,278.7,,,311.0,144.1
2541,473.1,187.5,276.3,,,312.3,146.2
2542,459.2,187.5,274.2,,,307.0,138.8
2543,463.0,187.0,281.2,,,310.4,140.3
2544,455.7,187.2,284.6,,,309.2,136.0
2545,444.0,186.5,279.4,,,303.3,130.4
2546,437.8,187.1,289.9,,,304.9,126.0
2547,428.3,184.8,289.4,,,300.8,122.2
2548,431.1,185.3,286.2,,,300.9,123.5
2549,418.3,187.3,301.8,,,302.5,115.5
2550,417.8,180.8,300.3,,,299.7,118.5
2551,421.3,186.4,296.4,,,301.3,117.5
2552,409.0,184.2,301.0,,,298.1,112.4
2553,411.1,182.7,305.2,,,299.6,114.3
2554,395.2,182.5,307.3,,,295.0,106.9
2555,400.2,180.8,307.2,,,296.1,110.2
2556,396.6,180.4,314.6,,,297.2,109.1
2557,396.1,179.0,310.3,,,295.1,109.3
2558,391.4,175.7,322.6,,,296.6,110.2
2559,393.7,176.4,322.2,,,297.4,110.7
2560,386.3,175.7,324.9,,,295.6,108.3
2561,386.8,175.3,325.4,,,295.8,108.8
2562,380.5,174.3,322.2,,,292.4,106.3
2563,371.4,172.5,325.5,,,289.8,104.2
2564,374.5,171.7,329.4,,,291.8,106.5
2565,359.7,174.4,328.8,,,287.6,99.3
2566,369.0,171.8,335.3,,,292.0,105.5
2567,361.2,169.6,340.5,,,290.5,105.1
2568,352.0,170.8,331.6,,,284.8,99.2
2569,356.3,167.8,335.8,,,286.7,103.4
2570,348.2,167.3,336.5,,,284.0,101.3
2571,349.1,166.6,343.3,,,286.3,103.8
2572,352.6,167.7,348.3,,,289.5,105.5
2573,339.1,166.4,342.0,,,282.5,100.6
2574,337.5,168.8,336.8,,,281.0,97.2
2575,342.9,164.7,342.9,,,283.5,102.9
2576,328.0,164.6,349.8,,,280.8,101.2
2577,333.3,164.4,355.4,,,284.4,104.5
2578,321.7,159.6,354.7,,,278.6,104.4
2579,325.5,162.1,353.8,,,280.5,103.5
2580,321.1,161.8,350.5,,,277.8,101.5
2581,323.8,162.2,352.6,,,279.5,102.7
2582,314.1,160.0,355.5,,,276.5,103.0
2583,313.9,160.2,357.0,,,277.0,103.5
2584,314.2,160.0,351.8,,,275.3,101.6
2585,306.0,157.0,353.5,,,272.2,102.5
2586,312.4,157.8,362.4,,,277.5,106.7
2587,307.3,157.0,364.8,,,276.4,107.3
2588,299.7,154.7,360.9,,,271.8,105.9
2589,297.5,154.1,364.4,,,272.0,107.4
2590,295.8,153.2,354.1,,,267.7,103.3
2591,292.8,153.0,357.6,,,267.8,104.5
2592,289.8,153.7,362.2,,,268.6,105.9
2593,285.6,149.9,365.0,,,266.8,108.7
2594,287.4,152.6,372.6,,,270.9,111.0
2595,288.4,151.8,369.0,,,269.7,109.8
2596,287.4,149.3,363.8,,,266.8,108.7
2597,281.8,147.7,365.8,,,265.1,110.0
2598,283.5,146.9,365.7,,,265.4,110.5
2599,280.1,147.2,363.2,,,263.5,108.9
2600,276.7,147.7,366.3,,,263.6,109.8
2601,274.9,147.1,357.2,,,259.7,105.8
2602,276.7,143.3,365.8,,,261.9,112.0
2603,269.7,145.5,352.8,,,256.0,104.3
2604,267.6,141.3,369.2,,,259.4,114.2
2605,269.0,142.7,362.1,,,257.9,110.1
2606,271.4,141.7,360.9,,,258.0,110.2
2607,264.7,143.3,362.2,,,256.7,109.7
2608,265.6,140.2,360.5,,,255.4,110.5
2609,266.4,139.5,365.1,,,257.0,113.1
2610,261.5,136.7,370.0,,,256.0,116.7
2611,262.7,139.0,375.5,,,259.1,118.3
2612,260.6,138.3,360.0,,,253.0,111.0
2613,260.1,136.1,362.2,,,252.8,113.2
2614,257.0,136.0,358.5,,,250.5,111.4
2615,255.0,135.2,362.2,,,250.8,113.5
2616,248.2,135.1,371.9,,,251.7,118.5
2617,256.5,136.0,374.7,,,255.7,119.4
2618,249.0,131.7,358.4,,,246.4,113.4
2619,243.2,134.3,368.3,,,248.6,117.1
2620,238.5,134.1,361.5,,,244.7,113.8
2621,241.3,132.4,358.6,,,244.1,113.1
2622,238.6,134.0,347.7,,,240.1,106.9
2623,236.4,131.2,365.8,,,244.5,117.5
2624,237.8,132.0,357.1,,,242.3,112.6
2625,234.7,128.9,354.4,,,239.4,112.8
2626,230.4,128.8,362.0,,,240.4,116.9
2627,232.5,128.1,358.2,,,239.6,115.2
2628,230.6,127.3,367.6,,,241.9,120.6
2629,229.5,125.1,360.7,,,238.4,118.0
2630,229.1,125.2,359.8,,,238.0,117.6
2631,226.7,123.4,362.5,,,237.6,119.9
2632,222.5,124.0,360.6,,,235.7,118.8
2633,222.8,124.0,369.8,,,238.8,123.7
2634,222.5,122.0,370.5,,,238.3,125.0
2635,223.2,122.1,371.8,,,239.0,125.6
2636,216.0,122.0,358.9,,,232.3,119.3
2637,220.2,120.7,358.3,,,233.1,119.3
2638,221.8,119.6,357.6,16.1,,178.8,145.8
2639,220.4,120.7,364.2,17.7,,180.7,147.7
2640,217.9,119.0,359.4,19.5,,179.0,145.0
2641,212.5,118.4,354.3,22.9,,177.0,141.3
2642,215.0,117.4,362.4,26.2,,180.2,143.9
2643,212.7,115.0,363.4,28.6,,180.0,143.6
2644,214.0,114.5,356.1,31.8,,179.1,139.5
2645,212.3,114.1,356.6,35.9,,179.7,138.2
2646,208.1,114.6,359.0,40.5,,180.6,137.3
2647,206.0,113.2,354.1,44.5,,179.4,133.9
2648,206.7,111.9,366.2,47.5,,183.1,138.5
2649,209.8,112.7,356.4,50.4,,182.3,133.3
2650,203.0,112.7,353.5,53.0,,180.5,130.8
2651,203.8,110.5,361.3,59.0,,183.7,132.7
2652,202.4,109.7,360.6,62.8,,183.9,131.3
2653,203.9,109.4,355.9,67.7,,184.2,127.8
2654,200.8,110.0,356.5,70.9,,184.6,126.9
2655,199.8,110.3,367.2,75.5,,188.2,130.3
2656,198.9,108.0,346.0,82.3,,183.8,119.1
2657,199.5,109.7,350.0,86.7,,186.5,119.4
2658,196.8,108.4,353.2,93.6,,188.0,119.2
2659,199.5,106.3,349.3,97.4,,188.2,117.0
2660,197.9,106.4,349.4,102.2,,189.0,115.7
2661,196.1,107.8,344.7,107.9,,189.1,111.7
2662,192.5,107.7,338.9,115.0,,188.6,107.4
2663,190.9,105.7,347.0,121.6,,191.3,110.2
2664,190.8,104.8,338.9,128.6,,190.8,105.2
2665,191.9,102.9,340.4,136.3,,192.9,105.0
2666,190.7,104.8,345.8,144.0,,196.3,105.6
2667,190.9,103.5,338.5,152.2,,196.3,101.3
2668,191.2,102.7,333.3,157.5,,196.2,98.5
2669,189.9,102.7,336.5,166.2,,198.8,98.9
2670,191.3,100.9,334.7,175.1,,200.5,97.8
2671,187.5,101.4,330.3,181.1,,200.1,95.2
2672,189.7,100.8,325.0,190.8,,201.6,92.5
2673,190.5,99.2,331.0,194.3,,203.7,95.6
2674,187.2,98.4,327.9,200.1,,203.4,94.5
2675,185.0,99.1,325.1,209.5,,204.7,93.2
2676,184.7,98.2,325.6,216.8,,206.3,94.0
2677,180.7,97.8,322.4,222.0,,205.7,93.4
2678,183.7,98.8,326.1,227.0,,208.9,94.5
2679,182.8,94.8,326.0,228.0,,207.9,96.2
2680,184.6,97.6,320.4,232.4,,208.7,93.0
2681,180.6,95.9,319.3,239.6,,208.8,94.3
2682,180.1,95.3,317.8,248.6,,210.5,95.2
2683,179.9,96.7,323.5,253.0,,213.3,97.3
2684,182.6,95.0,316.3,253.0,,211.7,95.1
2685,178.0,93.7,321.8,268.8,,215.6,100.6
2686,178.4,95.1,322.1,274.4,,217.5,101.1
2687,178.8,93.4,314.9,272.9,,215.0,99.1
2688,179.6,95.1,318.6,281.1,,218.6,101.1
2689,176.4,93.2,317.8,283.7,,217.8,102.6
2690,177.9,92.8,313.0,288.3,,218.0,102.1
2691,176.4,90.7,308.8,299.8,,218.9,104.7
2692,175.1,91.5,310.2,298.8,,218.9,104.7
2693,174.8,90.7,313.8,306.1,,221.3,108.0
2694,175.1,89.3,308.8,316.4,,222.4,109.9
2695,172.8,91.3,299.3,312.8,,219.0,106.0
2696,175.1,90.0,300.9,327.4,,223.4,111.0
2697,171.1,90.4,308.3,329.3,,224.8,113.8
2698,172.4,88.1,298.3,332.1,,222.7,113.0
2699,173.3,87.9,299.4,334.4,,223.7,114.0
2700,170.4,87.2,299.5,354.3,,227.8,121.4
2701,171.6,88.2,297.7,350.4,,227.0,119.1
2702,172.5,88.2,297.5,361.7,,230.0,122.9
2703,170.2,86.6,294.8,360.5,,228.0,123.0
2704,168.5,86.0,296.4,363.7,,228.7,124.9
2705,171.7,87.2,293.9,380.0,,233.2,129.5
2706,169.3,86.3,292.8,371.7,,230.0,127.0
2707,168.1,86.1,296.2,371.5,,230.5,127.7
2708,169.1,85.4,290.6,372.7,,229.5,127.4
2709,168.0,86.7,292.7,388.6,,234.0,133.4
2710,163.4,85.0,287.0,383.6,,229.8,132.0
2711,166.7,85.1,287.8,387.2,,231.7,133.0
2712,166.1,84.6,286.0,395.2,,233.0,136.2
2713,165.6,84.2,287.7,405.5,,235.7,140.7
2714,165.5,86.2,284.6,402.5,,234.7,138.4
2715,166.7,85.4,286.0,400.5,,234.7,137.9
2716,163.7,83.7,281.7,403.8,,233.2,139.8
2717,165.6,83.9,285.1,409.0,,235.9,141.9
2718,163.2,82.3,278.4,418.2,,235.5,146.0
2719,164.8,83.0,276.7,411.2,,233.9,142.4
2720,163.3,82.3,280.5,422.5,,237.1,148.0
2721,162.5,81.9,274.2,425.3,,236.0,148.8
2722,163.0,81.4,276.5,425.0,,236.5,149.0
2723,162.9,80.9,269.8,436.7,,237.5,153.6
2724,164.0,80.1,268.4,426.0,,234.6,149.1
2725,161.8,80.7,271.1,436.3,,237.5,153.8
2726,161.7,79.6,268.1,440.0,,237.3,155.6
2727,160.6,78.9,264.3,440.2,,236.0,155.8
2728,160.8,78.8,264.5,447.2,,237.8,158.9
2729,156.3,78.1,264.4,448.6,,236.9,160.5
2730,164.9,78.2,264.2,455.4,,240.7,162.1
2731,161.1,77.2,259.1,457.4,,238.7,163.7
2732,158.3,78.1,258.3,462.9,,239.4,166.2
2733,158.3,78.2,261.1,461.4,,239.8,165.7
2734,158.8,76.5,256.6,462.4,,238.6,166.4
2735,160.6,77.2,255.8,470.2,,241.0,169.4
2736,159.1,76.8,257.3,481.7,,243.7,174.9
2737,158.9,76.0,252.8,483.6,,242.8,176.0
2738,156.4,76.2,253.6,479.1,,241.3,174.3
2739,155.0,74.9,253.3,489.9,,243.3,179.9
2740,157.2,74.4,251.0,501.4,,246.0,184.9
2741,159.1,74.9,250.9,490.8,,243.9,179.6
2742,154.8,75.0,251.9,514.3,,249.0,191.1
2743,156.5,73.9,247.4,498.9,,244.2,184.0
2744,153.4,73.4,248.8,526.1,,250.4,197.3
2745,151.6,73.5,247.9,517.0,,247.5,193.3
2746,153.6,74.5,244.6,530.4,,250.8,199.0
2747,154.7,74.2,244.1,527.4,,250.1,197.5
2748,153.4,73.8,241.2,544.1,,253.1,205.7
2749,152.8,72.5,244.7,560.0,,257.5,213.6
2750,153.0,73.2,243.3,575.2,,261.2,220.6
2751,149.8,70.8,240.3,579.7,,260.1,224.0
2752,150.0,72.4,240.5,583.6,,261.6,225.3
2753,151.2,71.1,241.2,602.0,,266.4,234.3
2754,151.1,71.0,238.8,606.7,,266.9,236.7
2755,151.4,70.4,241.0,613.1,,269.0,239.8
2756,151.2,70.1,237.9,630.1,,272.3,248.2
2757,151.5,71.1,238.1,635.7,,274.1,250.5
2758,148.4,69.0,237.1,650.5,,276.2,258.8
2759,150.1,69.5,236.2,667.1,,280.7,266.4
2760,150.5,69.1,234.1,672.7,,281.6,269.3
2761,147.0,69.2,235.3,661.2,,278.2,264.2
2762,147.5,69.1,233.0,686.0,,283.9,276.3
2763,148.2,69.2,231.6,704.1,,288.3,285.0
2764,148.9,67.3,228.9,698.9,,286.0,283.1
2765,146.1,69.1,229.2,706.9,,287.8,286.9
2766,145.5,68.2,233.4,684.7,,283.0,276.2
2767,147.6,67.4,229.7,718.9,,290.9,292.9
2768,146.6,68.0,233.0,716.1,,290.9,291.4
2769,147.7,66.3,226.6,720.9,,290.4,294.4
2770,146.7,66.9,226.8,717.5,,289.5,292.7
2771,148.8,66.8,226.3,744.8,,296.7,305.8
2772,145.8,66.8,223.9,728.7,,291.3,298.6
2773,145.6,66.8,226.5,723.1,,290.5,295.7
2774,143.9,66.2,224.2,751.9,,296.6,310.3
2775,146.1,66.1,227.5,764.3,,301.0,315.8
2776,141.7,65.5,222.8,748.6,,294.7,309.4
2777,143.7,64.7,226.3,761.7,,299.1,315.4
2778,143.0,64.1,225.0,751.5,,295.9,310.7
2779,142.6,65.2,217.7,790.2,,303.9,330.1
2780,141.8,64.9,224.1,752.0,,295.7,311.0
2781,141.5,65.2,219.8,762.7,,297.3,316.6
2782,143.4,64.6,216.1,787.4,,302.9,328.9
2783,139.6,63.5,216.3,776.6,,299.0,324.4
2784,140.0,63.7,219.7,766.6,,297.5,319.1
2785,139.1,64.1,219.4,780.1,,300.7,325.8
2786,140.2,63.1,216.3,739.4,,289.8,306.2
2787,138.3,62.9,215.0,769.3,,296.4,321.3
2788,138.3,62.9,213.6,771.8,,296.7,322.7
2789,138.3,63.1,209.8,757.5,,292.2,315.9
2790,138.5,62.6,213.2,764.6,,294.7,319.2
2791,138.1,63.9,212.3,743.1,,289.3,308.5
2792,136.6,62.7,207.8,762.8,,292.5,319.1
2793,137.7,63.4,212.2,778.1,,297.8,325.9
2794,139.3,62.8,210.8,760.4,,293.3,317.2
2795,136.2,62.6,207.4,734.9,,285.3,305.5
2796,134.6,62.4,207.0,759.6,,290.9,318.0
2797,135.7,62.4,211.6,754.3,,291.0,314.8
2798,135.0,62.2,206.2,758.4,,290.4,317.4
2799,136.4,61.9,205.2,754.3,,289.4,315.4
2800,135.0,62.3,204.1,757.5,,289.7,317.2
2801,135.6,61.5,204.5,751.1,,288.2,314.1
2802,135.4,61.2,199.7,733.8,,282.5,306.2
2803,133.9,60.6,199.9,746.3,,285.2,312.7
2804,132.6,60.9,199.0,759.2,,287.9,319.2
2805,133.7,60.8,197.3,751.1,,285.7,315.2
2806,132.6,60.4,196.4,731.5,,280.2,305.9
2807,134.9,59.7,194.5,748.7,,284.4,314.3
2808,132.8,58.7,193.3,733.4,,279.5,307.6
2809,133.6,59.5,196.2,735.3,,281.1,307.9
2810,130.4,58.8,193.7,749.6,,283.1,315.8
2811,133.2,59.0,192.7,709.6,,273.6,295.8
2812,131.4,57.6,189.0,713.5,,272.9,298.6
2813,130.8,57.3,193.0,722.6,,275.9,302.9
2814,132.1,56.6,191.3,728.2,,277.1,305.8
2815,130.8,56.9,194.2,724.7,,276.7,303.9
2816,128.2,56.1,190.2,715.6,,272.5,300.5
2817,131.1,55.9,188.7,713.1,,272.2,298.9
2818,130.6,56.3,190.0,725.0,,275.5,304.6
2819,130.6,56.0,189.2,699.5,,268.8,292.3
2820,130.7,54.7,188.1,698.3,,267.9,292.1
2821,129.0,55.7,190.5,686.8,,265.5,286.2
2822,126.1,54.9,187.8,711.4,,270.0,299.2
2823,128.3,54.4,186.0,692.3,,265.3,289.8
2824,127.7,53.3,186.7,701.4,,267.3,294.5
2825,128.5,53.3,188.7,693.6,,266.0,290.4
2826,127.3,53.1,186.3,700.7,,266.9,294.3
2827,127.6,53.0,182.8,685.8,,262.3,287.3
2828,126.4,54.1,184.5,693.7,,264.7,291.0
2829,125.6,52.7,183.4,697.7,,264.9,293.4
2830,127.7,52.6,183.5,689.8,,263.4,289.3
2831,125.3,51.9,183.7,691.4,,263.1,290.6
2832,125.7,52.0,182.5,685.9,,261.5,287.9
2833,125.2,52.2,185.3,676.2,,259.7,283.0
2834,125.1,52.2,181.6,677.8,,259.2,284.1
2835,125.9,50.9,182.0,675.8,,258.7,283.2
2836,125.7,50.8,181.6,697.2,,263.8,293.9
2837,126.3,51.3,181.4,681.3,,260.1,285.8
2838,125.8,51.3,182.3,667.0,,256.6,278.8
2839,123.3,50.2,180.7,675.6,,257.4,283.8
2840,124.1,50.2,180.7,652.8,,251.9,272.5
2841,123.0,49.6,182.1,666.2,,255.2,279.3
2842,125.9,49.7,177.8,666.5,,255.0,279.4
2843,124.9,48.9,180.1,649.0,,250.7,270.9
2844,122.6,49.7,178.7,657.0,,252.0,275.1
2845,123.6,48.4,176.0,648.4,,249.1,271.3
2846,124.3,48.8,175.9,646.6,,248.9,270.2
2847,123.1,48.7,178.5,645.8,,249.0,269.8
2848,124.2,48.2,178.2,648.6,,249.8,271.2
2849,124.4,48.2,180.5,640.9,,248.5,267.2
2850,123.5,47.4,180.6,639.0,,247.6,266.6
2851,122.6,47.1,179.8,649.1,,249.7,271.8
2852,122.3,46.8,178.0,645.0,,248.0,270.1
2853,121.3,47.0,177.2,628.5,,243.5,262.2
2854,124.3,47.1,177.5,615.4,,241.1,255.2
2855,122.9,46.1,180.0,621.7,,242.7,258.6
2856,122.5,46.0,177.1,623.3,,242.2,259.7
2857,120.7,46.1,176.8,617.2,,240.2,257.0
2858,121.1,45.4,175.7,625.3,,241.9,261.1
2859,120.3,45.9,175.7,622.9,,241.2,260.0
2860,122.7,44.8,176.4,621.7,,241.4,259.2
2861,123.0,44.8,174.9,608.3,,237.7,252.8
2862,121.5,44.6,174.1,617.6,,239.4,257.7
2863,120.2,44.7,174.8,612.1,,238.0,255.0
2864,120.5,44.0,177.2,599.9,,235.4,249.1
2865,119.9,43.6,174.3,608.1,,236.5,253.5
2866,120.0,43.8,178.3,600.9,,235.7,249.6
2867,119.9,44.8,172.4,618.3,,238.9,258.3
2868,121.0,44.0,174.9,602.2,,235.5,250.3
2869,120.9,44.2,171.9,593.2,,232.6,246.1
2870,120.6,43.8,174.3,607.2,,236.5,252.9
2871,118.9,43.2,172.6,604.4,,234.8,252.0
2872,120.2,43.0,174.9,594.2,,233.1,246.7
2873,118.9,43.6,173.0,606.9,,235.6,253.2
2874,119.8,43.8,173.4,594.9,,233.0,247.1
2875,118.5,43.3,173.2,586.1,,230.3,243.1
2876,119.3,42.8,174.2,591.0,,231.8,245.4
2877,119.7,43.2,175.7,589.6,,232.0,244.5
2878,120.9,42.6,173.5,591.7,,232.2,245.6
2879,119.5,42.4,175.5,584.5,,230.5,242.2
2880,119.4,42.3,176.2,583.5,,230.3,241.8
2881,119.0,42.3,173.8,584.9,,230.0,242.7
2882,119.7,42.7,173.7,583.3,,229.9,241.7
2883,120.4,42.6,175.4,571.8,,227.5,235.9
2884,118.4,42.1,178.0,572.9,,227.8,236.7
2885,118.8,41.5,174.1,585.4,,229.9,243.1
2886,119.3,41.2,175.3,579.7,,228.9,240.2
2887,117.6,41.9,174.1,578.8,,228.1,240.0
2888,118.5,41.3,175.3,572.2,,226.8,236.7
2889,119.1,41.9,174.4,573.7,,227.3,237.3
2890,120.5,41.0,175.1,576.6,,228.3,238.7
2891,119.0,41.6,174.0,573.4,,227.0,237.2
2892,119.3,41.3,176.6,569.0,,226.6,235.0
2893,119.4,41.1,176.1,572.6,,227.3,236.8
2894,119.4,41.0,176.0,564.2,,225.2,232.7
2895,118.9,41.5,176.5,560.6,,224.4,230.9
2896,120.3,41.4,177.2,564.6,,225.9,232.6
2897,119.2,41.3,176.1,560.9,,224.4,231.1
2898,118.6,40.8,176.0,559.6,,223.8,230.7
2899,119.2,40.5,175.9,554.9,,222.6,228.4
2900,118.5,40.4,175.6,537.9,,218.1,220.3
2901,120.4,40.7,177.5,549.5,,222.0,225.4
2902,117.4,40.4,174.4,547.4,,219.9,225.2
2903,117.8,40.4,174.6,543.3,,219.0,223.0
2904,118.5,40.5,173.3,532.2,,216.2,217.6
2905,119.1,39.6,172.1,534.7,,216.4,219.1
2906,117.1,39.6,171.4,537.5,,216.4,220.8
2907,117.1,39.1,175.3,540.4,,218.0,222.1
2908,118.0,39.9,173.5,535.8,,216.8,219.6
2909,118.2,38.9,172.7,521.1,,212.7,212.8
2910,117.5,39.2,172.7,525.2,,213.6,214.8
2911,118.3,39.8,173.3,533.2,,216.1,218.3
2912,117.9,39.0,171.1,533.8,,215.4,219.1
2913,118.1,39.4,173.3,513.0,,211.0,208.7
2914,117.2,38.9,171.5,520.7,,212.1,212.8
2915,117.4,38.8,174.4,523.4,,213.5,213.9
2916,115.7,38.7,170.4,517.5,,210.6,211.6
2917,118.7,39.0,174.2,517.6,,212.4,210.9
2918,117.0,38.7,170.3,519.5,,211.4,212.4
2919,118.4,37.9,172.0,515.1,,210.9,210.2
2920,118.4,37.8,171.2,511.9,,209.8,208.8
2921,115.9,37.5,169.9,509.5,,208.2,208.1
2922,117.2,38.3,169.5,494.9,,205.0,200.7
2923,116.3,38.1,171.8,504.8,,207.7,205.5
2924,119.3,37.5,169.6,506.1,,208.1,206.0
2925,116.9,37.5,168.6,500.7,,205.9,203.8
2926,116.9,37.3,169.8,495.8,,204.9,201.4
2927,117.0,37.0,167.5,496.4,,204.5,201.9
2928,115.2,37.2,168.8,501.8,,205.7,204.6
2929,118.0,37.5,168.2,489.9,,203.4,198.4
2930,115.1,37.4,169.2,483.9,,201.4,195.9
2931,115.2,37.1,167.5,489.6,,202.3,198.9
2932,115.9,37.1,167.9,489.7,,202.6,198.8
2933,113.8,36.7,169.0,490.4,,202.5,199.4
2934,114.2,36.8,168.1,485.8,,201.2,197.2
2935,115.3,36.9,165.2,485.0,,200.6,196.8
2936,118.8,36.9,168.3,477.2,,200.3,192.4
2937,113.9,36.4,165.3,475.0,,197.6,192.3
2938,115.7,35.6,166.5,472.2,,197.5,190.9
2939,114.3,35.9,165.9,478.0,,198.5,193.8
2940,115.9,35.7,166.7,474.9,,198.3,192.1
2941,115.4,35.2,164.5,478.0,,198.3,194.0
2942,115.3,35.4,166.2,470.3,,196.8,190.1
2943,115.5,35.5,169.0,474.2,,198.6,191.8
2944,113.6,35.4,165.3,463.7,,194.5,187.3
2945,114.7,35.6,169.2,463.3,,195.7,186.6
2946,112.9,35.5,166.2,465.4,,195.0,188.1
2947,113.8,35.3,167.7,469.8,,196.6,190.0
2948,114.1,34.7,164.3,457.2,,192.6,184.3
2949,114.2,34.7,166.0,456.4,,192.8,183.8
2950,114.1,35.4,166.2,462.0,,194.4,186.3
2951,113.7,35.0,166.3,454.8,,192.5,183.0
2952,114.6,35.1,165.4,448.2,,190.8,179.8
2953,112.0,34.7,166.0,453.4,,191.5,182.7
2954,111.9,34.2,164.8,456.0,,191.7,184.2
2955,114.8,34.4,165.5,457.3,,193.0,184.3
2956,114.8,33.9,166.6,459.1,,193.6,185.2
2957,113.5,33.9,164.2,455.9,,191.9,184.0
2958,112.9,33.9,164.7,451.2,,190.7,181.8
2959,112.1,33.5,163.0,455.4,,191.0,184.1
2960,112.7,33.9,165.1,451.9,,190.9,182.2
2961,111.4,33.1,166.9,448.7,,190.0,181.0
2962,111.7,33.9,161.4,447.7,,188.7,180.5
2963,113.0,33.2,162.6,451.5,,190.1,182.3
2964,111.3,33.6,165.0,451.3,,190.3,182.2
2965,112.2,33.6,166.6,446.7,,189.8,179.8
2966,112.4,33.8,164.4,446.0,,189.2,179.5
2967,113.1,34.1,162.1,449.3,,189.7,180.9
2968,112.3,33.6,165.3,438.0,,187.3,175.7
2969,111.3,34.0,161.0,440.7,,186.7,177.2
2970,112.0,34.0,165.6,442.1,,188.4,177.5
2971,112.8,34.0,162.8,436.8,,186.6,175.0
2972,113.6,34.0,163.2,435.2,,186.5,174.1
2973,112.1,33.3,162.3,440.0,,186.9,176.9
2974,113.8,33.9,163.2,425.5,,184.1,169.5
2975,115.5,33.9,161.9,434.1,,186.4,173.4
2976,113.3,33.8,161.7,435.1,,186.0,174.3
2977,112.2,34.0,161.4,422.9,,182.6,168.6
2978,112.0,33.9,161.0,420.9,,182.0,167.7
2979,113.0,33.8,164.3,426.0,,184.3,169.8
2980,111.1,34.0,161.1,424.6,,182.7,169.5
2981,110.2,34.0,160.3,419.6,,181.0,167.3
2982,112.4,33.7,163.0,421.4,,182.6,167.8
2983,111.4,34.3,163.4,422.0,,182.8,168.1
2984,111.5,33.6,161.5,421.1,,181.9,167.9
2985,111.3,33.5,164.1,422.3,,182.8,168.4
2986,110.4,33.6,161.4,420.2,,181.4,167.7
2987,110.8,34.1,164.1,412.9,,180.5,163.9
2988,111.3,33.6,162.2,412.7,,179.9,163.9
2989,110.1,33.3,161.7,419.8,,181.2,167.6
2990,111.6,33.3,163.3,413.3,,180.4,164.2
2991,111.0,33.1,161.1,408.6,,178.5,162.2
2992,110.1,33.2,159.8,418.8,,180.5,167.2
2993,108.5,33.2,160.6,409.9,,178.1,163.2
2994,109.4,32.5,160.8,416.2,,179.7,166.2
2995,110.2,32.8,159.2,415.4,,179.4,165.7
2996,109.4,32.6,158.5,407.6,,177.0,162.2
2997,109.9,32.0,161.9,410.9,,178.7,163.8
2998,108.1,32.4,158.6,409.2,,177.1,163.2
2999,108.8,31.8,158.2,407.2,,176.5,162.4
3000,108.0,31.9,159.2,404.3,,175.8,161.0
3001,109.5,31.6,161.1,410.0,,178.1,163.5
3002,107.8,31.5,158.9,403.5,,175.4,160.8
3003,108.0,31.3,160.0,401.8,,175.3,160.0
3004,107.5,30.9,157.7,401.5,,174.4,160.2
3005,107.9,30.5,157.1,405.0,,175.1,161.9
3006,106.5,30.7,160.1,398.2,,173.9,158.7
3007,105.3,30.5,157.0,402.3,,173.8,161.0
3008,106.3,30.5,159.1,397.3,,173.3,158.4
3009,107.1,29.9,156.2,398.2,,172.8,158.9
3010,104.9,29.8,157.4,396.6,,172.2,158.5
3011,106.0,29.7,159.3,390.4,,171.4,155.4
3012,106.0,29.9,158.0,390.5,,171.1,155.4
3013,105.2,29.9,157.4,394.5,,171.8,157.5
3014,106.8,29.7,158.4,393.6,,172.1,156.8
3015,104.8,29.8,157.3,386.5,,169.6,153.8
3016,105.8,29.1,156.1,395.4,,171.6,158.1
