Names,PET_R1,PET_R2,PET_R3,PET_R4,PET_R5,Mean,Std. Dev.
1947,323.8,272.0,383.5,,,326.4,55.8
1948,315.5,273.7,384.0,,,324.4,55.7
1949,317.7,275.7,383.1,,,325.5,54.1
1950,325.9,273.1,376.1,,,325.0,51.5
1951,317.2,270.3,379.3,,,322.3,54.7
1952,320.7,274.5,386.1,,,327.1,56.1
1953,318.7,269.5,384.6,,,324.3,57.8
1954,324.3,266.2,380.8,,,323.8,57.3
1955,327.2,266.5,383.6,,,325.8,58.6
1956,325.3,276.9,379.7,,,327.3,51.4
1957,319.8,275.4,383.4,,,326.2,54.3
1958,324.3,273.9,379.9,,,326.0,53.0
1959,323.1,276.3,378.8,,,326.1,51.3
1960,325.5,269.7,379.1,,,324.8,54.7
1961,323.1,268.1,382.6,,,324.6,57.2
1962,324.1,268.4,380.4,,,324.3,56.0
1963,321.4,270.9,380.2,,,324.2,54.7
1964,310.6,272.8,373.0,,,318.8,50.6
1965,323.9,271.9,386.7,,,327.5,57.5
1966,324.8,269.0,387.7,,,327.2,59.4
1967,314.4,261.4,378.6,,,318.1,58.7
1968,320.1,275.3,380.8,,,325.4,52.9
1969,319.2,272.8,382.2,,,324.7,54.9
1970,322.1,267.9,379.6,,,323.2,55.9
1971,323.0,272.2,377.6,,,324.3,52.7
1972,325.1,271.3,379.6,,,325.3,54.2
1973,322.2,270.0,387.6,,,326.6,58.9
1974,318.4,269.7,387.9,,,325.3,59.4
1975,321.3,268.5,374.6,,,321.5,53.0
1976,326.1,272.3,376.8,,,325.0,52.3
1977,324.2,279.3,392.5,,,332.0,57.0
1978,330.9,273.0,386.1,,,330.0,56.6
1979,331.6,271.7,378.4,,,327.2,53.5
1980,322.7,270.3,388.6,,,327.2,59.3
1981,330.6,270.0,367.3,,,322.6,49.2
1982,330.2,279.1,387.6,,,332.3,54.3
1983,321.7,266.6,389.3,,,325.9,61.5
1984,329.0,270.1,377.0,,,325.3,53.6
1985,331.7,272.5,384.3,,,329.5,55.9
1986,330.4,272.3,380.4,,,327.7,54.1
1987,330.7,269.5,377.9,,,326.0,54.4
1988,328.3,274.1,370.2,,,324.2,48.2
1989,329.4,268.8,379.2,,,325.8,55.3
1990,328.7,269.2,381.4,,,326.4,56.1
1991,327.6,266.0,368.8,,,320.8,51.7
1992,326.2,268.7,384.5,,,326.5,57.9
1993,323.8,272.9,377.8,,,324.8,52.5
1994,322.7,274.2,379.6,,,325.5,52.8
1995,328.1,271.2,377.1,,,325.5,53.0
1996,327.7,271.2,376.9,,,325.2,52.9
1997,329.1,275.7,373.0,,,325.9,48.7
1998,329.3,268.3,373.8,,,323.8,53.0
1999,330.6,271.8,377.4,,,326.6,52.9
2000,326.3,274.0,369.3,,,323.2,47.7
2001,324.4,274.5,369.3,,,322.8,47.4
2002,323.6,274.8,364.5,,,321.0,44.9
2003,321.8,271.8,371.0,,,321.5,49.6
2004,318.8,278.8,364.9,,,320.8,43.1
2005,323.3,276.3,366.4,,,322.0,45.1
2006,322.5,274.5,367.2,,,321.4,46.4
2007,318.2,279.7,363.1,,,320.3,41.7
2008,323.6,270.6,362.9,,,319.0,46.3
2009,318.3,268.9,363.3,,,316.8,47.2
2010,318.2,278.0,360.4,,,318.9,41.2
2011,317.9,276.5,354.2,,,316.2,38.8
2012,319.6,268.5,356.3,,,314.8,44.1
2013,315.8,281.5,355.9,,,317.8,37.3
2014,307.7,276.9,354.5,,,313.0,39.1
2015,313.3,274.0,354.0,,,313.8,40.0
2016,310.2,277.7,358.4,,,315.5,40.6
2017,317.9,279.0,349.8,,,315.6,35.4
2018,311.1,277.8,348.5,,,312.5,35.3
2019,310.5,273.9,352.2,,,312.2,39.2
2020,305.5,278.3,350.7,,,311.5,36.6
2021,308.5,285.5,356.6,,,316.9,36.3
2022,303.7,278.6,355.2,,,312.5,39.0
2023,307.0,281.6,352.0,,,313.5,35.7
2024,308.2,282.1,348.3,,,312.8,33.4
2025,306.5,282.3,348.0,,,312.3,33.2
2026,308.7,284.0,336.7,,,309.8,26.4
2027,305.1,279.8,342.1,,,309.0,31.4
2028,304.7,278.9,341.8,,,308.5,31.6
2029,302.8,285.7,340.4,,,309.6,28.0
2030,299.1,285.9,342.3,,,309.1,29.5
2031,296.4,279.9,346.1,,,307.4,34.5
2032,306.4,282.4,346.0,,,311.6,32.1
2033,303.0,290.2,343.9,,,312.4,28.1
2034,301.7,283.9,340.7,,,308.8,29.0
2035,305.6,287.4,338.3,,,310.4,25.8
2036,303.7,281.5,334.2,,,306.5,26.5
2037,303.5,283.0,340.1,,,308.9,28.9
2038,307.1,289.3,332.1,,,309.5,21.5
2039,298.4,289.2,332.3,,,306.6,22.7
2040,296.6,292.9,332.2,,,307.3,21.7
2041,302.9,289.1,336.7,,,309.6,24.5
2042,298.6,287.1,332.8,,,306.2,23.8
2043,296.2,293.1,329.0,,,306.1,19.9
2044,303.4,286.1,321.5,,,303.7,17.7
2045,303.9,285.2,329.6,,,306.2,22.3
2046,305.9,286.0,329.6,,,307.2,21.8
2047,308.6,294.8,324.2,,,309.2,14.7
2048,298.9,291.2,329.1,,,306.4,20.0
2049,304.9,295.7,324.4,,,308.3,14.7
2050,297.9,289.6,319.9,,,302.5,15.6
2051,300.6,289.6,318.5,,,302.9,14.6
2052,307.4,291.7,324.3,,,307.8,16.3
2053,304.5,293.2,314.3,,,304.0,10.6
2054,303.2,292.9,316.7,,,304.3,12.0
2055,300.6,295.0,320.2,,,305.3,13.2
2056,300.3,299.1,313.9,,,304.4,8.2
2057,303.1,299.5,314.2,,,305.6,7.7
2058,303.2,292.2,309.6,,,301.7,8.8
2059,296.5,294.0,316.4,,,302.3,12.3
2060,297.1,294.7,317.8,,,303.2,12.7
2061,303.4,294.4,310.6,,,302.8,8.1
2062,309.1,299.3,313.7,,,307.3,7.4
2063,298.7,299.4,314.7,,,304.3,9.0
2064,303.4,304.6,309.1,,,305.7,3.0
2065,305.4,300.9,310.7,,,305.7,4.9
2066,300.7,295.2,309.5,,,301.8,7.2
2067,303.4,304.2,306.2,,,304.6,1.5
2068,305.8,307.7,301.5,,,305.0,3.2
2069,303.6,305.3,310.8,,,306.6,3.7
2070,302.4,303.4,308.9,,,304.9,3.5
2071,303.0,311.1,307.1,,,307.0,4.1
2072,302.1,314.4,303.4,,,306.6,6.7
2073,302.5,308.7,301.1,,,304.1,4.0
2074,312.2,305.9,302.9,,,307.0,4.7
2075,306.9,308.7,304.1,,,306.6,2.3
2076,306.6,313.7,302.5,,,307.6,5.7
2077,298.8,309.6,299.5,,,302.7,6.0
2078,308.4,311.3,296.5,,,305.4,7.9
2079,308.1,314.9,298.8,,,307.3,8.1
2080,312.7,315.2,294.7,,,307.5,11.2
2081,308.2,310.3,298.5,,,305.7,6.3
2082,311.9,313.1,291.9,,,305.7,11.9
2083,311.4,312.7,289.4,,,304.5,13.1
2084,309.3,314.9,290.2,,,304.8,13.0
2085,315.3,318.3,291.1,,,308.2,14.9
2086,308.3,315.5,285.1,,,303.0,15.9
2087,316.2,319.0,288.7,,,308.0,16.8
2088,318.6,315.4,290.0,,,308.0,15.7
2089,319.0,320.5,287.2,,,308.9,18.8
2090,317.3,313.5,282.7,,,304.5,19.0
2091,317.2,318.5,281.7,,,305.8,20.9
2092,320.8,320.1,278.5,,,306.5,24.2
2093,328.4,319.1,281.4,,,309.6,24.9
2094,323.4,329.6,283.2,,,312.1,25.2
2095,326.5,329.3,276.2,,,310.7,29.9
2096,322.8,326.9,286.1,,,311.9,22.5
2097,321.2,320.6,279.5,,,307.1,23.9
2098,322.1,327.1,282.4,,,310.5,24.5
2099,318.7,325.7,279.6,,,308.0,24.8
2100,326.5,326.1,281.4,,,311.4,25.9
2101,324.9,330.2,280.0,,,311.7,27.6
2102,324.2,331.3,278.3,,,311.3,28.7
2103,323.2,331.0,280.4,,,311.5,27.2
2104,328.1,326.7,283.0,,,312.6,25.7
2105,327.1,338.2,280.9,,,315.4,30.4
2106,325.0,336.6,277.6,,,313.1,31.2
2107,328.8,340.1,273.9,,,314.3,35.4
2108,325.6,335.0,272.9,,,311.2,33.5
2109,323.7,336.2,277.0,,,312.3,31.2
2110,327.3,333.5,273.2,,,311.3,33.2
2111,323.5,336.9,280.6,,,313.7,29.4
2112,320.1,341.1,278.0,,,313.1,32.1
2113,320.0,337.6,278.4,,,312.0,30.4
2114,322.1,339.1,274.3,,,311.8,33.6
2115,329.5,339.9,269.1,,,312.8,38.2
2116,316.4,333.5,274.1,,,308.0,30.6
2117,317.5,339.8,273.9,,,310.4,33.6
2118,319.2,338.6,278.4,,,312.1,30.8
2119,320.3,348.6,274.3,,,314.4,37.5
2120,318.9,344.6,273.9,,,312.4,35.8
2121,326.5,344.9,269.4,,,313.6,39.3
2122,317.4,349.7,272.2,,,313.1,39.0
2123,318.4,348.5,269.5,,,312.1,39.9
2124,315.4,350.4,272.5,,,312.8,39.0
2125,324.2,349.0,270.0,,,314.4,40.4
2126,322.3,350.6,270.7,,,314.6,40.5
2127,312.7,357.8,269.5,,,313.3,44.1
2128,318.7,359.2,266.8,,,314.9,46.3
2129,318.2,360.1,272.0,,,316.8,44.1
2130,310.6,351.7,264.8,,,309.0,43.4
2131,315.5,353.3,271.0,,,313.3,41.2
2132,325.8,366.3,270.2,,,320.8,48.2
2133,321.3,365.1,264.8,,,317.1,50.3
2134,311.9,362.0,269.7,,,314.5,46.2
2135,315.0,372.3,271.5,,,319.6,50.5
2136,302.8,364.3,261.1,,,309.4,51.9
2137,317.2,357.7,263.0,,,312.7,47.5
2138,316.4,362.0,267.0,,,315.1,47.5
2139,316.1,360.6,265.7,,,314.1,47.5
2140,319.9,370.7,264.0,,,318.2,53.3
2141,326.5,358.1,264.2,,,316.2,47.8
2142,318.7,364.7,266.4,,,316.6,49.2
2143,324.5,368.5,257.5,,,316.8,55.9
2144,314.0,376.7,263.5,,,318.1,56.7
2145,313.3,365.2,264.3,,,314.3,50.5
2146,319.5,365.7,269.2,,,318.1,48.3
2147,311.3,372.4,265.4,,,316.4,53.7
2148,316.9,375.2,260.7,,,317.6,57.3
2149,314.9,365.0,260.7,,,313.6,52.1
2150,314.4,361.5,261.8,,,312.6,49.9
2151,320.3,366.3,261.6,,,316.0,52.5
2152,309.8,367.4,268.7,,,315.3,49.6
2153,315.0,364.9,265.1,,,315.0,49.9
2154,310.1,360.7,258.3,,,309.7,51.2
2155,315.8,366.2,259.3,,,313.8,53.5
2156,316.3,364.6,262.7,,,314.5,51.0
2157,318.6,367.1,264.0,,,316.6,51.6
2158,314.1,372.5,265.3,,,317.3,53.7
2159,315.5,369.6,262.1,,,315.7,53.7
2160,306.4,369.8,262.1,,,312.8,54.2
2161,313.0,367.9,263.9,,,314.9,52.0
2162,309.1,368.1,262.0,,,313.1,53.2
2163,309.2,363.8,256.6,,,309.9,53.6
2164,308.1,371.1,260.9,,,313.4,55.3
2165,309.3,371.7,258.2,,,313.1,56.8
2166,302.3,370.5,259.4,,,310.7,56.0
2167,305.3,362.9,259.7,,,309.3,51.7
2168,312.7,359.8,258.2,,,310.2,50.9
2169,301.9,362.1,258.5,,,307.5,52.0
2170,305.5,359.0,261.7,,,308.7,48.8
2171,305.2,364.5,259.6,,,309.8,52.6
2172,304.9,365.9,253.5,,,308.1,56.3
2173,300.0,367.2,258.5,,,308.5,54.9
2174,303.1,366.9,259.7,,,309.9,54.0
2175,300.9,369.1,258.6,,,309.5,55.7
2176,303.9,365.8,253.7,,,307.8,56.2
2177,302.1,365.5,261.8,,,309.8,52.3
2178,302.8,361.8,260.4,,,308.3,50.9
2179,298.3,365.3,259.2,,,307.6,53.7
2180,299.1,363.3,259.8,,,307.4,52.2
2181,300.3,364.4,255.0,,,306.6,55.0
2182,300.2,367.3,262.4,,,310.0,53.1
2183,307.4,373.8,253.6,,,311.6,60.2
2184,305.7,372.1,255.5,,,311.1,58.5
2185,301.6,364.2,254.2,,,306.7,55.2
2186,301.0,367.4,249.6,,,306.0,59.1
2187,300.6,375.9,258.1,,,311.6,59.6
2188,299.4,370.4,258.5,,,309.4,56.6
2189,301.8,373.5,249.8,,,308.4,62.1
2190,303.0,378.3,260.2,,,313.8,59.8
2191,298.4,367.5,254.4,,,306.8,57.0
2192,303.1,369.7,251.2,,,308.0,59.4
2193,301.7,379.4,252.0,,,311.0,64.2
2194,305.0,379.6,255.0,,,313.2,62.7
2195,309.9,376.5,254.3,,,313.6,61.2
2196,308.6,373.9,249.7,,,310.7,62.1
2197,304.9,367.2,251.2,,,307.8,58.0
2198,307.0,377.9,252.3,,,312.4,63.0
2199,313.9,370.8,248.6,,,311.1,61.2
2200,314.9,376.3,251.3,,,314.1,62.5
2201,313.3,397.5,247.0,,,319.2,75.4
2202,319.3,391.0,252.2,,,320.8,69.4
2203,325.5,391.2,247.6,,,321.4,71.8
2204,325.4,395.3,246.0,,,322.2,74.7
2205,330.1,390.0,252.2,,,324.1,69.1
2206,327.8,396.9,255.1,,,326.6,70.9
2207,338.8,396.3,252.3,,,329.1,72.5
2208,341.6,394.5,250.4,,,328.8,72.9
2209,333.8,406.3,250.0,,,330.0,78.2
2210,338.6,412.5,246.3,,,332.5,83.3
2211,349.9,416.4,248.7,,,338.3,84.5
2212,346.6,414.3,251.7,,,337.5,81.7
2213,345.6,431.6,248.4,,,341.9,91.7
2214,357.0,417.8,250.6,,,341.8,84.6
2215,355.1,431.9,252.3,,,346.4,90.1
2216,360.2,434.9,252.1,,,349.1,91.9
2217,366.9,436.3,248.0,,,350.4,95.2
2218,358.8,444.5,247.8,,,350.4,98.6
2219,377.1,457.1,248.4,,,360.8,105.3
2220,376.4,442.8,244.7,,,354.6,100.8
2221,390.0,468.7,247.2,,,368.6,112.3
2222,385.1,463.8,251.4,,,366.8,107.4
2223,389.6,477.3,246.7,,,371.2,116.4
2224,385.3,464.5,250.1,,,366.6,108.4
2225,407.1,483.5,252.0,,,380.9,117.9
2226,406.7,486.3,247.8,,,380.2,121.4
2227,420.4,488.8,251.9,,,387.0,121.9
2228,402.7,504.5,249.1,,,385.4,128.6
2229,418.1,505.1,249.8,,,391.0,129.8
2230,424.6,496.6,245.7,,,389.0,129.2
2231,433.3,507.3,252.4,,,397.7,131.2
2232,436.3,501.0,250.9,,,396.1,129.8
2233,441.9,517.8,248.5,,,402.8,138.8
2234,437.1,515.1,251.6,,,401.3,135.4
2235,452.7,520.3,242.5,,,405.2,144.9
2236,448.5,519.5,248.9,,,405.6,140.3
2237,449.2,527.5,245.8,,,407.5,145.4
2238,462.1,524.3,248.2,,,411.5,144.8
2239,460.6,530.7,247.1,,,412.8,147.7
2240,455.8,532.8,245.9,,,411.5,148.5
2241,466.4,527.8,246.5,,,413.6,147.9
2242,464.6,533.3,246.5,,,414.8,149.7
2243,475.8,539.5,248.6,,,421.3,152.9
2244,476.1,544.8,250.1,,,423.7,154.2
2245,475.2,527.8,252.5,,,418.5,146.1
2246,474.3,538.1,250.6,,,421.0,151.0
2247,477.6,543.6,249.5,,,423.6,154.3
2248,481.1,540.8,253.5,,,425.1,151.6
2249,474.5,544.3,254.6,,,424.5,151.2
2250,478.0,546.4,250.1,,,424.8,155.1
2251,483.3,535.9,250.4,,,423.2,151.9
2252,484.3,542.1,249.5,,,425.3,155.0
2253,483.6,546.8,252.9,,,427.8,154.7
2254,487.0,541.0,249.6,,,425.8,155.0
2255,496.7,538.3,249.7,,,428.3,156.0
2256,503.5,549.4,251.0,,,434.7,160.7
2257,498.2,541.4,253.4,,,431.0,155.3
2258,502.0,540.9,254.5,,,432.5,155.4
2259,504.3,542.6,256.8,,,434.6,155.1
2260,500.5,537.0,252.2,,,429.9,155.0
2261,496.8,550.7,257.2,,,434.9,156.2
2262,491.4,541.2,257.7,,,430.1,151.4
2263,500.5,539.7,254.8,,,431.7,154.4
2264,484.4,536.6,257.6,,,426.2,148.3
2265,488.0,537.2,257.2,,,427.4,149.5
2266,500.9,532.8,261.2,,,431.6,148.5
2267,501.9,534.4,258.8,,,431.7,150.6
2268,506.5,520.8,259.5,,,428.9,146.9
2269,496.4,511.8,263.2,,,423.8,139.3
2270,498.9,518.5,257.2,,,424.9,145.5
2271,501.2,507.0,258.7,,,422.3,141.7
2272,503.7,513.5,256.5,,,424.6,145.6
2273,507.5,518.5,260.0,,,428.7,146.2
2274,501.3,491.8,256.6,,,416.6,138.6
2275,500.5,507.7,254.1,,,420.7,144.4
2276,512.1,489.0,267.7,,,422.9,134.9
2277,501.6,489.8,256.4,,,415.9,138.3
2278,497.6,499.6,264.0,,,420.4,135.5
2279,498.3,489.2,266.1,,,417.8,131.5
2280,500.7,486.0,269.9,,,418.9,129.2
2281,500.2,476.4,260.6,,,412.4,132.0
2282,493.7,485.5,262.5,,,413.9,131.1
2283,497.2,472.2,260.4,,,409.9,130.1
2284,487.3,485.7,265.0,,,412.7,127.9
2285,493.9,478.6,261.1,,,411.2,130.2
2286,487.6,472.0,266.8,,,408.8,123.2
2287,489.5,461.9,262.5,,,404.6,123.9
2288,473.3,461.6,264.9,,,399.9,117.1
2289,473.3,447.8,259.6,,,393.6,116.8
2290,471.8,458.6,267.5,,,399.3,114.4
2291,466.3,452.0,264.0,,,394.1,112.9
2292,465.8,460.7,270.8,,,399.1,111.1
2293,461.3,440.4,267.6,,,389.8,106.3
2294,466.8,447.9,258.4,,,391.1,115.2
2295,453.0,444.4,264.0,,,387.1,106.7
2296,458.9,442.8,266.5,,,389.4,106.8
2297,447.5,439.3,264.2,,,383.7,103.5
2298,450.9,438.0,265.5,,,384.8,103.5
2299,453.2,431.9,269.5,,,384.9,100.5
2300,442.0,429.3,265.2,,,378.8,98.6
2301,435.3,434.5,267.3,,,379.0,96.7
2302,435.4,432.2,269.6,,,379.1,94.8
2303,428.0,428.3,272.5,,,376.3,89.8
2304,432.7,422.9,265.7,,,373.8,93.7
2305,428.4,409.5,269.5,,,369.1,86.8
2306,424.8,427.1,266.8,,,372.9,91.9
2307,422.6,412.8,263.9,,,366.4,89.0
2308,426.7,408.2,262.0,,,365.7,90.2
2309,418.6,406.4,271.2,,,365.4,81.8
2310,414.1,407.6,269.6,,,363.8,81.6
2311,403.7,401.1,270.2,,,358.4,76.3
2312,416.2,398.7,267.4,,,360.8,81.3
2313,412.8,392.2,267.4,,,357.4,78.7
2314,403.3,390.7,270.1,,,354.7,73.5
2315,403.5,393.0,266.7,,,354.4,76.1
2316,400.2,389.2,270.7,,,353.4,71.8
2317,401.9,385.4,265.9,,,351.1,74.2
2318,402.6,379.3,267.1,,,349.7,72.4
2319,397.9,377.5,270.1,,,348.5,68.7
2320,399.6,382.3,272.4,,,351.4,69.0
2321,393.6,374.7,271.1,,,346.4,66.0
2322,399.4,370.9,273.6,,,348.0,65.9
2323,389.7,379.5,269.6,,,346.3,66.6
2324,393.4,371.2,269.2,,,344.6,66.2
2325,394.8,367.9,266.5,,,343.0,67.7
2326,393.8,366.5,271.2,,,343.9,64.4
2327,390.4,364.8,271.1,,,342.1,62.8
2328,381.8,358.9,272.5,,,337.7,57.6
2329,394.1,361.2,271.4,,,342.2,63.5
2330,396.8,354.7,271.8,,,341.1,63.6
2331,392.6,357.2,270.4,,,340.1,62.9
2332,392.3,353.3,275.7,,,340.4,59.4
2333,402.1,355.7,267.6,,,341.8,68.3
2334,391.9,349.7,271.6,,,337.8,61.0
2335,395.0,345.4,275.9,,,338.8,59.9
2336,394.4,345.0,273.3,,,337.6,60.9
2337,398.1,347.8,276.6,,,340.8,61.0
2338,408.0,344.7,265.7,,,339.5,71.3
2339,396.2,337.2,272.4,,,335.2,61.9
2340,400.3,336.5,272.6,,,336.4,63.9
2341,401.2,338.7,267.7,,,335.9,66.8
2342,400.1,340.4,268.9,,,336.5,65.7
2343,400.3,331.0,269.2,,,333.5,65.6
2344,399.9,335.2,271.4,,,335.5,64.2
2345,406.2,330.7,268.7,,,335.2,68.9
2346,402.0,329.6,270.9,,,334.2,65.7
2347,406.1,325.7,269.2,,,333.7,68.8
2348,406.1,328.4,270.6,,,335.1,68.0
2349,411.3,324.2,270.8,,,335.5,70.9
2350,411.4,315.8,269.8,,,332.3,72.3
2351,409.4,321.1,270.0,,,333.5,70.5
2352,404.6,315.8,267.0,,,329.1,69.7
2353,411.7,315.9,268.8,,,332.1,72.8
2354,409.8,312.3,271.3,,,331.1,71.2
2355,415.8,308.1,267.1,,,330.3,76.8
2356,426.4,310.5,264.0,,,333.6,83.6
2357,421.0,306.3,268.5,,,331.9,79.4
2358,421.5,304.7,267.3,,,331.1,80.4
2359,430.7,301.5,269.6,,,333.9,85.3
2360,427.1,303.4,267.6,,,332.7,83.7
2361,423.9,299.8,264.4,,,329.3,83.7
2362,421.4,300.7,271.5,,,331.2,79.5
2363,424.8,296.8,273.3,,,331.6,81.5
2364,442.8,296.2,273.6,,,337.6,91.9
2365,439.0,298.3,270.9,,,336.1,90.2
2366,430.1,288.9,264.9,,,328.0,89.3
2367,426.5,291.3,266.5,,,328.1,86.2
2368,448.0,291.0,264.4,,,334.5,99.2
2369,437.6,291.4,264.1,,,331.0,93.3
2370,438.9,289.4,265.3,,,331.2,94.1
2371,441.9,287.0,262.6,,,330.5,97.2
2372,438.6,285.8,264.2,,,329.6,95.1
2373,447.2,289.9,265.6,,,334.2,98.6
2374,453.1,282.0,259.5,,,331.6,105.9
2375,453.6,278.9,267.7,,,333.4,104.3
2376,450.9,278.0,264.3,,,331.1,104.0
2377,465.8,280.6,263.0,,,336.5,112.4
2378,462.3,276.2,264.3,,,334.3,111.1
2379,467.9,278.5,259.9,,,335.5,115.1
2380,458.9,276.3,261.5,,,332.2,109.9
2381,463.9,275.8,266.0,,,335.2,111.5
2382,470.4,270.7,260.7,,,333.9,118.3
2383,473.1,271.8,260.3,,,335.1,119.7
2384,471.9,272.9,262.8,,,335.9,117.9
2385,481.6,273.6,263.3,,,339.5,123.2
2386,484.7,267.2,258.4,,,336.8,128.2
2387,492.0,272.6,261.0,,,341.9,130.2
2388,480.8,268.3,258.8,,,336.0,125.5
2389,493.4,265.8,257.3,,,338.8,134.0
2390,492.0,267.7,256.4,,,338.7,132.8
2391,493.5,267.1,256.3,,,339.0,133.9
2392,504.9,268.2,255.3,,,342.8,140.5
2393,508.0,267.7,255.6,,,343.8,142.4
2394,506.8,263.9,256.3,,,342.3,142.5
2395,534.0,264.3,260.7,,,353.0,156.7
2396,528.2,264.4,258.3,,,350.3,154.1
2397,531.5,260.6,256.5,,,349.5,157.6
2398,541.0,261.5,252.4,,,351.7,164.1
2399,547.0,262.2,254.9,,,354.7,166.6
2400,548.1,262.6,254.7,,,355.1,167.1
2401,551.6,261.7,249.9,,,354.4,170.9
2402,564.4,262.2,260.9,,,362.5,174.9
2403,557.4,260.5,251.6,,,356.5,174.1
2404,561.5,260.6,255.5,,,359.2,175.2
2405,567.0,254.3,258.5,,,359.9,179.3
2406,566.5,261.3,251.3,,,359.7,179.2
2407,567.6,256.0,250.7,,,358.1,181.5
2408,583.1,258.4,256.5,,,366.0,188.0
2409,587.9,257.1,254.5,,,366.5,191.7
2410,605.0,256.5,255.4,,,372.3,201.5
2411,603.8,254.3,257.2,,,371.8,200.9
2412,604.7,252.8,255.4,,,371.0,202.4
2413,613.4,257.8,251.5,,,374.3,207.1
2414,626.5,251.5,251.3,,,376.4,216.6
2415,643.7,255.5,247.9,,,382.4,226.4
2416,641.8,256.3,254.4,,,384.2,223.1
2417,636.8,249.8,246.6,,,377.7,224.4
2418,645.2,250.6,252.2,,,382.7,227.3
2419,643.0,252.7,251.3,,,382.3,225.8
2420,661.0,250.2,253.9,,,388.4,236.1
2421,646.0,248.5,252.3,,,382.3,228.4
2422,693.7,253.0,253.4,,,400.0,254.4
2423,672.8,248.3,250.6,,,390.6,244.5
2424,665.2,248.5,253.1,,,388.9,239.2
2425,675.3,247.5,246.2,,,389.7,247.4
2426,669.1,249.0,247.6,,,388.6,242.9
2427,699.0,247.9,247.7,,,398.2,260.5
2428,709.9,247.1,243.1,,,400.0,268.4
2429,722.9,247.7,248.1,,,406.3,274.3
2430,692.7,246.2,246.1,,,395.0,257.8
2431,688.3,247.7,245.4,,,393.8,255.1
2432,691.5,248.0,244.0,,,394.5,257.2
2433,704.5,244.7,246.1,,,398.4,265.1
2434,686.2,240.2,249.0,,,391.8,255.0
2435,705.9,242.7,241.6,,,396.8,267.7
2436,710.8,240.7,243.0,,,398.2,270.8
2437,711.0,245.9,242.4,,,399.8,269.6
2438,693.8,240.4,246.3,,,393.5,260.1
2439,706.2,236.5,243.4,,,395.3,269.2
2440,706.0,238.1,241.9,,,395.3,269.0
2441,706.6,238.3,239.0,,,394.7,270.2
2442,695.7,239.3,237.5,,,390.9,264.0
2443,702.9,237.2,244.8,,,395.0,266.7
2444,682.9,237.3,243.1,,,387.8,255.6
2445,693.5,236.4,240.5,,,390.1,262.8
2446,716.2,232.0,243.0,,,397.0,276.4
2447,709.2,230.5,243.6,,,394.4,272.7
2448,679.2,234.4,241.2,,,384.9,254.9
2449,704.1,231.1,239.9,,,391.7,270.6
2450,706.4,228.1,239.0,,,391.2,273.0
2451,697.2,230.8,243.5,,,390.5,265.7
2452,675.1,230.7,241.0,,,382.3,253.7
2453,685.4,228.7,235.5,,,383.2,261.7
2454,683.6,226.9,239.9,,,383.5,260.0
2455,663.9,230.5,242.5,,,378.9,246.8
2456,679.2,226.4,233.6,,,379.7,259.4
2457,684.5,229.1,236.6,,,383.4,260.8
2458,665.8,226.0,238.7,,,376.8,250.3
2459,674.7,226.3,241.6,,,380.9,254.6
2460,679.5,230.1,233.7,,,381.1,258.4
2461,666.6,224.0,241.0,,,377.2,250.8
2462,669.6,224.1,237.9,,,377.2,253.3
2463,679.1,220.6,236.6,,,378.8,260.2
2464,660.4,222.9,232.4,,,371.9,249.9
2465,664.8,223.5,233.8,,,374.0,251.8
2466,649.2,220.9,234.6,,,368.2,243.4
2467,648.6,222.1,237.9,,,369.5,241.8
2468,649.7,224.0,240.2,,,371.3,241.2
2469,631.2,223.8,233.2,,,362.7,232.6
2470,645.6,220.1,237.6,,,367.8,240.8
2471,652.7,223.2,236.0,,,370.6,244.4
2472,629.7,218.3,230.7,,,359.6,234.0
2473,626.8,220.8,235.4,,,361.0,230.3
2474,615.9,213.4,236.8,,,355.4,225.9
2475,620.9,216.4,233.3,,,356.9,228.8
2476,617.1,219.0,238.7,,,358.3,224.4
2477,621.5,215.0,237.8,,,358.1,228.4
2478,601.1,214.4,238.2,,,351.3,216.7
2479,617.6,214.5,238.3,,,356.8,226.2
2480,619.2,213.4,236.3,,,356.3,227.9
2481,618.6,212.6,236.1,,,355.8,227.9
2482,610.7,212.6,236.2,,,353.2,223.4
2483,589.6,214.3,239.9,,,348.0,209.7
2484,594.1,212.0,237.8,,,348.0,213.5
2485,615.4,209.3,238.4,,,354.4,226.5
2486,591.8,211.6,237.1,,,346.8,212.5
2487,601.8,210.8,239.1,,,350.5,218.0
2488,597.1,206.8,227.6,,,343.8,219.6
2489,588.0,209.3,239.1,,,345.5,210.5
2490,607.0,208.9,240.3,,,352.1,221.3
2491,597.5,209.8,234.0,,,347.1,217.2
2492,591.8,209.7,237.2,,,346.2,213.1
2493,600.6,208.2,236.2,,,348.3,218.9
2494,596.1,206.0,238.7,,,346.9,216.4
2495,591.4,207.7,239.7,,,346.3,212.9
2496,588.2,207.7,234.9,,,343.6,212.3
2497,588.9,210.2,238.1,,,345.7,211.1
2498,597.7,207.7,240.6,,,348.7,216.3
2499,592.9,205.5,240.6,,,346.3,214.3
2500,581.6,204.2,242.3,,,342.7,207.7
2501,566.8,207.8,243.6,,,339.4,197.8
2502,577.2,208.6,242.6,,,342.8,203.7
2503,574.3,206.8,237.9,,,339.6,203.8
2504,576.5,210.0,237.5,,,341.3,204.1
