Time after Ignition,Vinyl_Tile_R1,Vinyl_Tile_R2,Vinyl_Tile_R3,Vinyl_Tile_R4,Mean,Std. Dev.
153.25,57.8,61.1,49.4,,56.1,6.0
153.5,57.8,60.2,49.3,,55.7,5.7
153.75,57.2,60.5,49.1,,55.6,5.9
154.0,56.7,60.9,48.0,,55.2,6.6
154.25,57.8,60.8,48.4,,55.7,6.5
154.5,56.6,60.4,48.2,,55.1,6.2
154.75,56.2,59.7,48.6,,54.8,5.7
155.0,56.4,59.4,48.7,,54.9,5.5
155.25,56.4,60.4,48.5,,55.1,6.0
155.5,55.6,60.5,48.1,,54.8,6.2
155.75,55.1,60.2,48.0,,54.4,6.2
156.0,55.7,60.4,48.2,,54.8,6.1
156.25,54.7,59.2,48.0,,54.0,5.7
156.5,54.7,59.1,48.3,,54.0,5.4
156.75,54.5,59.4,48.0,,54.0,5.7
157.0,54.4,58.9,47.3,,53.5,5.8
157.25,54.1,58.9,47.5,,53.5,5.7
157.5,53.6,58.3,48.2,,53.4,5.1
157.75,54.2,58.5,47.5,,53.4,5.6
158.0,53.2,58.0,47.4,,52.9,5.3
158.25,53.3,57.4,47.7,,52.8,4.9
158.5,52.4,58.3,47.6,,52.8,5.4
158.75,52.4,58.0,46.4,,52.3,5.8
159.0,52.8,57.9,46.6,,52.4,5.7
159.25,52.5,57.9,46.8,,52.4,5.5
159.5,51.8,57.9,46.3,,52.0,5.8
159.75,52.8,57.8,47.1,,52.6,5.3
160.0,52.7,57.9,46.9,,52.5,5.5
160.25,51.5,57.3,46.6,,51.8,5.3
160.5,51.2,58.2,46.4,,52.0,5.9
160.75,51.9,58.3,46.5,,52.3,5.9
161.0,50.0,56.6,45.7,,50.8,5.4
161.25,50.8,57.1,45.9,,51.3,5.6
161.5,51.1,57.6,46.4,,51.7,5.6
161.75,50.5,56.6,45.6,,50.9,5.5
162.0,50.4,56.9,45.3,,50.9,5.8
162.25,50.2,57.0,45.5,,50.9,5.7
162.5,50.3,56.9,45.4,,50.9,5.8
162.75,49.3,56.5,45.2,,50.3,5.7
163.0,50.1,56.6,45.3,,50.7,5.7
163.25,49.5,56.7,45.7,,50.6,5.6
163.5,49.5,56.8,44.9,,50.4,6.0
163.75,48.9,56.0,45.3,,50.1,5.4
164.0,49.1,56.2,45.1,,50.1,5.6
164.25,49.3,55.8,45.5,,50.2,5.2
164.5,49.0,56.9,44.9,,50.3,6.1
164.75,48.5,56.3,44.8,,49.9,5.9
165.0,48.2,55.8,44.5,,49.5,5.8
165.25,48.3,55.5,45.3,,49.7,5.3
165.5,49.2,56.0,44.8,,50.0,5.7
165.75,48.6,56.4,44.8,,49.9,5.9
166.0,48.0,55.3,44.5,,49.3,5.5
166.25,48.1,55.5,44.3,,49.3,5.7
166.5,47.9,55.5,45.0,,49.5,5.4
166.75,47.5,55.5,44.5,,49.1,5.7
167.0,47.2,56.2,44.0,,49.1,6.3
167.25,47.1,55.0,44.2,,48.7,5.6
167.5,45.9,55.3,44.1,,48.4,6.0
167.75,46.3,55.0,43.4,,48.2,6.0
168.0,46.4,54.7,43.6,,48.2,5.8
168.25,45.6,55.1,43.7,,48.1,6.1
168.5,45.4,54.3,43.3,,47.7,5.8
168.75,45.4,54.8,43.8,,48.0,5.9
169.0,45.6,54.4,43.9,,47.9,5.6
169.25,45.3,54.8,43.6,,47.9,6.1
169.5,45.0,54.3,43.3,,47.5,5.9
169.75,44.7,54.3,43.4,,47.5,6.0
170.0,44.6,53.9,43.4,,47.3,5.8
170.25,44.4,53.9,43.7,,47.3,5.7
170.5,44.2,52.1,43.3,,46.5,4.9
170.75,44.3,52.9,43.3,,46.8,5.3
171.0,43.2,53.2,43.9,,46.8,5.5
171.25,43.6,52.7,42.2,,46.2,5.7
171.5,43.4,53.2,43.1,,46.5,5.7
171.75,42.6,53.4,43.0,,46.3,6.2
172.0,43.0,52.3,41.7,,45.7,5.8
172.25,42.5,52.5,42.1,,45.7,5.9
172.5,42.8,52.7,41.4,,45.6,6.2
172.75,41.9,52.9,41.8,,45.5,6.4
173.0,43.2,52.3,41.0,,45.5,5.9
173.25,41.8,52.9,42.1,,45.6,6.3
173.5,42.9,52.7,41.1,,45.6,6.2
173.75,41.6,52.4,41.3,,45.1,6.3
174.0,40.8,52.0,40.5,,44.4,6.6
174.25,41.2,51.2,40.5,,44.3,6.0
174.5,41.1,51.1,41.5,,44.6,5.7
174.75,41.2,51.5,40.8,,44.5,6.1
175.0,40.7,51.4,41.6,,44.6,5.9
175.25,40.7,51.2,40.7,,44.2,6.1
175.5,40.3,50.7,40.5,,43.8,6.0
175.75,40.7,51.1,40.8,,44.2,6.0
176.0,40.3,50.4,40.3,,43.7,5.8
176.25,39.9,50.2,40.9,,43.7,5.7
176.5,40.3,50.5,39.9,,43.5,6.0
176.75,39.6,50.5,40.2,,43.5,6.1
177.0,39.4,50.6,39.2,,43.1,6.5
177.25,39.3,49.7,39.4,,42.8,6.0
177.5,39.2,50.2,40.1,,43.2,6.1
177.75,38.6,49.0,39.6,,42.4,5.7
178.0,38.4,49.7,39.2,,42.4,6.3
178.25,38.6,48.8,39.4,,42.3,5.7
178.5,38.7,49.7,38.9,,42.4,6.3
178.75,38.6,49.7,39.0,,42.4,6.3
179.0,38.7,49.4,39.1,,42.4,6.0
179.25,38.4,49.0,39.0,,42.2,6.0
179.5,37.6,48.9,39.6,,42.0,6.1
179.75,37.5,48.5,39.0,,41.7,6.0
180.0,37.6,48.1,39.1,,41.6,5.7
180.25,37.5,48.5,39.4,,41.8,5.9
180.5,37.2,47.9,39.0,,41.4,5.7
180.75,37.0,47.9,39.2,,41.4,5.8
181.0,36.9,47.6,38.8,,41.1,5.7
181.25,36.4,47.5,39.4,,41.1,5.7
181.5,36.1,47.5,38.8,,40.8,5.9
181.75,36.2,47.2,38.9,,40.8,5.7
182.0,36.6,47.6,38.5,,40.9,5.9
182.25,36.2,46.8,38.7,,40.6,5.6
182.5,36.2,47.8,38.5,,40.9,6.1
182.75,36.7,47.9,38.6,,41.1,6.0
183.0,35.5,47.3,38.7,,40.5,6.1
183.25,36.0,47.3,37.8,,40.3,6.1
183.5,35.3,46.9,37.9,,40.0,6.1
183.75,35.9,46.9,37.9,,40.2,5.9
184.0,35.3,47.4,38.7,,40.5,6.3
184.25,35.3,47.0,37.8,,40.0,6.1
184.5,35.1,46.9,37.6,,39.9,6.2
184.75,35.2,46.5,37.8,,39.8,5.9
185.0,35.3,46.2,37.7,,39.7,5.7
185.25,34.9,46.7,37.6,,39.7,6.2
185.5,35.0,47.1,37.5,,39.9,6.4
185.75,34.6,46.4,37.3,,39.4,6.2
186.0,34.7,46.4,37.3,,39.5,6.1
186.25,34.7,46.1,36.9,,39.2,6.0
186.5,34.4,45.5,37.3,,39.1,5.8
186.75,34.8,45.8,36.8,,39.1,5.9
187.0,34.3,45.5,36.8,,38.9,5.9
187.25,34.3,45.1,37.2,,38.8,5.6
187.5,33.9,45.6,36.6,,38.7,6.1
187.75,33.4,45.1,36.5,,38.3,6.0
188.0,33.1,45.4,36.5,,38.3,6.4
188.25,33.1,45.0,36.3,,38.1,6.2
188.5,32.7,45.0,37.1,,38.3,6.3
188.75,32.5,45.1,36.8,,38.2,6.4
189.0,32.6,44.8,36.9,,38.1,6.2
189.25,32.5,44.5,36.5,,37.8,6.1
189.5,32.1,44.9,36.7,,37.9,6.5
189.75,32.3,45.5,36.7,,38.2,6.7
190.0,31.9,44.0,36.8,,37.6,6.1
190.25,32.1,44.8,36.2,,37.7,6.5
190.5,31.6,44.5,36.5,,37.5,6.5
190.75,31.7,44.5,35.8,,37.4,6.5
191.0,31.4,44.5,36.6,,37.5,6.6
191.25,31.3,43.8,36.1,,37.1,6.3
191.5,31.3,43.3,36.4,,37.0,6.0
191.75,31.2,43.7,36.3,,37.1,6.3
192.0,30.9,42.8,35.7,,36.5,6.0
192.25,30.8,43.1,35.8,,36.6,6.2
192.5,30.8,42.8,35.6,,36.4,6.1
192.75,30.2,43.1,35.5,,36.3,6.5
193.0,30.1,42.5,35.7,,36.1,6.2
193.25,30.5,42.5,35.3,,36.1,6.1
193.5,30.5,42.5,35.4,,36.2,6.0
193.75,30.3,43.4,34.9,,36.2,6.7
194.0,30.2,42.7,34.5,,35.8,6.4
194.25,29.9,42.2,34.8,,35.7,6.2
194.5,29.5,42.0,34.5,,35.3,6.3
194.75,29.8,42.6,33.9,,35.4,6.5
195.0,29.7,42.2,34.3,,35.4,6.3
195.25,28.9,41.8,34.2,,35.0,6.5
195.5,29.2,42.0,34.0,,35.1,6.4
195.75,29.3,41.4,33.5,,34.7,6.1
196.0,29.1,41.2,34.0,,34.8,6.1
196.25,29.2,41.1,34.0,,34.8,6.0
196.5,28.9,41.2,33.5,,34.5,6.2
196.75,28.5,40.9,33.2,,34.2,6.3
197.0,28.4,41.6,34.0,,34.7,6.6
197.25,28.6,41.2,33.1,,34.3,6.4
197.5,28.0,40.9,33.4,,34.1,6.4
197.75,28.4,40.9,33.4,,34.3,6.3
198.0,28.1,40.8,32.9,,34.0,6.4
198.25,28.2,40.3,33.4,,34.0,6.0
198.5,28.0,41.0,32.6,,33.9,6.6
198.75,27.7,40.6,33.0,,33.8,6.5
199.0,27.5,40.6,32.9,,33.7,6.5
199.25,27.9,40.1,33.1,,33.7,6.1
199.5,27.5,40.6,32.9,,33.7,6.6
199.75,27.8,40.1,32.6,,33.5,6.2
200.0,27.5,39.7,33.0,,33.4,6.1
200.25,27.4,39.3,32.8,,33.2,5.9
200.5,27.6,39.5,32.3,,33.1,6.0
200.75,27.5,39.8,33.0,,33.4,6.1
201.0,27.3,39.3,33.1,,33.2,6.0
201.25,27.6,39.5,33.2,,33.4,5.9
201.5,27.6,39.2,33.0,,33.2,5.8
201.75,27.7,38.7,32.2,,32.9,5.5
202.0,27.4,39.0,32.8,,33.1,5.8
202.25,27.6,38.5,32.8,,33.0,5.5
202.5,27.3,37.9,32.3,,32.5,5.3
202.75,27.3,39.2,32.9,,33.1,6.0
203.0,27.4,37.7,32.3,,32.5,5.1
203.25,27.3,38.2,32.7,,32.8,5.4
203.5,27.5,38.2,32.4,,32.7,5.4
203.75,27.3,37.7,32.6,,32.6,5.2
204.0,27.0,38.0,31.8,,32.3,5.5
204.25,27.2,37.5,32.3,,32.4,5.1
204.5,27.2,37.4,31.6,,32.1,5.2
204.75,26.9,37.5,32.0,,32.2,5.3
205.0,27.0,37.3,31.4,,31.9,5.2
205.25,26.6,37.5,31.2,,31.8,5.4
205.5,26.4,36.8,31.4,,31.6,5.2
205.75,26.6,37.3,31.1,,31.6,5.3
206.0,26.5,37.7,31.4,,31.9,5.6
206.25,26.7,37.1,31.7,,31.8,5.2
206.5,26.4,37.1,30.7,,31.4,5.4
206.75,26.6,37.0,30.9,,31.5,5.2
207.0,26.6,37.2,31.5,,31.8,5.3
207.25,26.7,36.7,30.7,,31.4,5.0
207.5,26.8,37.0,31.2,,31.7,5.1
207.75,26.3,36.9,30.9,,31.4,5.3
208.0,26.7,36.9,31.1,,31.6,5.1
208.25,26.2,37.3,30.9,,31.5,5.6
208.5,26.0,37.0,31.4,,31.5,5.5
208.75,26.0,37.4,31.0,,31.5,5.7
209.0,26.1,36.5,30.9,,31.2,5.2
209.25,26.5,36.3,30.3,,31.0,5.0
209.5,26.4,36.5,30.9,,31.3,5.0
209.75,26.2,36.7,30.7,,31.2,5.3
210.0,25.9,36.7,30.6,,31.1,5.4
210.25,26.1,36.9,30.5,,31.2,5.5
210.5,25.9,36.6,30.6,,31.1,5.3
210.75,26.2,36.0,31.0,,31.1,4.9
211.0,26.1,37.3,30.7,,31.4,5.6
211.25,25.9,36.8,30.5,,31.1,5.4
211.5,25.7,36.5,30.1,,30.8,5.4
211.75,25.7,36.9,30.1,,30.9,5.6
212.0,25.5,37.2,30.1,,30.9,5.9
212.25,25.4,36.4,29.8,,30.6,5.5
212.5,25.5,36.4,29.9,,30.6,5.5
212.75,25.6,36.2,29.5,,30.5,5.4
213.0,25.6,36.2,29.5,,30.4,5.4
213.25,25.3,36.6,29.6,,30.5,5.7
213.5,25.2,36.2,29.1,,30.2,5.6
213.75,24.9,36.2,29.2,,30.1,5.7
214.0,25.0,35.5,28.6,,29.7,5.4
214.25,25.1,36.1,29.0,,30.1,5.6
214.5,24.5,36.0,28.8,,29.8,5.8
