Time after Ignition,Vinyl_Tile_R1,Vinyl_Tile_R2,Vinyl_Tile_R3,Vinyl_Tile_R4,Mean,Std. Dev.
131.0,94.8,93.0,81.6,,89.8,7.1
131.25,93.6,93.6,80.2,,89.1,7.7
131.5,92.8,92.2,80.3,,88.4,7.1
131.75,91.8,91.9,79.8,,87.8,6.9
132.0,91.0,90.7,78.8,,86.8,7.0
132.25,91.8,91.3,80.0,,87.7,6.6
132.5,90.6,89.8,79.7,,86.7,6.1
132.75,91.0,90.0,79.8,,87.0,6.2
133.0,89.4,87.6,76.9,,84.7,6.8
133.25,90.9,87.7,76.9,,85.2,7.3
133.5,90.2,87.0,75.9,,84.4,7.5
133.75,88.5,87.9,75.9,,84.1,7.1
134.0,87.9,85.9,75.8,,83.2,6.5
134.25,88.6,86.1,76.9,,83.9,6.2
134.5,89.4,87.1,74.5,,83.7,8.0
134.75,88.3,84.2,75.2,,82.6,6.7
135.0,87.4,84.2,73.6,,81.7,7.2
135.25,87.5,83.4,74.1,,81.7,6.8
135.5,86.8,84.0,72.4,,81.0,7.6
135.75,86.4,83.5,72.4,,80.8,7.4
136.0,86.8,84.6,71.5,,81.0,8.2
136.25,85.8,82.5,71.7,,80.0,7.4
136.5,85.1,83.5,71.2,,79.9,7.6
136.75,84.7,82.5,70.8,,79.3,7.4
137.0,84.0,82.0,71.0,,79.0,7.0
137.25,82.5,81.5,70.2,,78.0,6.9
137.5,84.2,81.4,68.7,,78.1,8.3
137.75,83.9,80.7,69.5,,78.0,7.5
138.0,84.5,79.7,69.6,,77.9,7.6
138.25,83.9,79.8,67.8,,77.2,8.4
138.5,83.9,79.4,69.1,,77.5,7.6
138.75,82.5,79.3,68.4,,76.7,7.4
139.0,85.4,78.9,67.1,,77.1,9.3
139.25,81.7,78.3,67.9,,76.0,7.2
139.5,80.7,77.6,68.0,,75.4,6.6
139.75,82.7,77.8,67.3,,75.9,7.9
140.0,81.5,77.9,66.7,,75.4,7.7
140.25,81.6,77.9,66.6,,75.4,7.8
140.5,79.8,77.7,66.5,,74.6,7.2
140.75,81.5,77.0,66.9,,75.1,7.5
141.0,80.3,75.5,66.0,,74.0,7.3
141.25,79.3,77.3,65.1,,73.9,7.7
141.5,79.5,75.6,66.2,,73.8,6.9
141.75,79.1,75.0,65.5,,73.2,7.0
142.0,78.0,74.4,64.4,,72.3,7.0
142.25,77.9,73.5,64.9,,72.1,6.6
142.5,76.9,73.1,65.0,,71.7,6.1
142.75,77.3,73.5,64.1,,71.6,6.8
143.0,76.3,72.0,64.0,,70.8,6.2
143.25,76.2,71.3,63.9,,70.4,6.2
143.5,76.2,70.9,64.1,,70.4,6.1
143.75,75.1,71.9,63.3,,70.1,6.1
144.0,76.2,71.5,63.2,,70.3,6.6
144.25,75.1,71.8,63.0,,70.0,6.2
144.5,74.5,70.5,61.7,,68.9,6.6
144.75,74.0,70.6,62.8,,69.1,5.7
145.0,74.4,70.9,61.5,,68.9,6.7
145.25,73.5,69.8,61.0,,68.1,6.5
145.5,74.3,69.3,61.8,,68.5,6.3
145.75,73.2,69.5,59.9,,67.5,6.9
146.0,73.6,69.9,61.2,,68.2,6.4
146.25,73.3,69.5,60.2,,67.7,6.7
146.5,72.3,68.8,58.7,,66.6,7.0
146.75,72.1,69.0,59.6,,66.9,6.5
147.0,72.6,67.1,58.5,,66.1,7.1
147.25,72.6,67.6,59.5,,66.6,6.6
147.5,71.3,68.6,58.4,,66.1,6.8
147.75,72.3,66.9,57.7,,65.6,7.4
148.0,71.9,66.5,57.2,,65.2,7.4
148.25,71.6,66.9,57.9,,65.4,7.0
148.5,69.5,66.9,56.7,,64.4,6.8
148.75,70.4,66.5,57.2,,64.7,6.8
149.0,69.2,65.4,56.1,,63.5,6.7
149.25,70.0,65.7,56.2,,64.0,7.0
149.5,69.4,65.7,55.7,,63.6,7.1
149.75,69.3,65.2,55.8,,63.5,6.9
150.0,69.2,66.4,55.3,,63.6,7.3
150.25,68.6,64.8,54.6,,62.7,7.3
150.5,68.3,64.4,54.2,,62.3,7.3
150.75,67.7,65.1,53.7,,62.2,7.4
151.0,67.9,65.3,53.2,,62.1,7.8
151.25,67.8,62.9,53.1,,61.3,7.5
151.5,67.8,63.3,52.5,,61.2,7.9
151.75,67.0,64.4,52.8,,61.4,7.6
152.0,66.8,64.0,52.6,,61.1,7.6
152.25,66.4,63.8,53.0,,61.1,7.1
152.5,67.1,62.6,52.5,,60.7,7.5
152.75,66.8,62.0,52.4,,60.4,7.3
153.0,66.3,62.5,53.0,,60.6,6.8
153.25,65.2,62.0,51.5,,59.6,7.1
153.5,66.4,61.7,53.0,,60.4,6.8
153.75,65.1,61.3,52.0,,59.5,6.7
154.0,65.2,61.1,52.0,,59.4,6.8
154.25,65.3,60.9,50.8,,59.0,7.4
154.5,64.4,61.0,50.8,,58.7,7.0
154.75,64.9,61.0,52.3,,59.4,6.4
155.0,63.6,59.9,50.8,,58.1,6.5
155.25,62.9,60.1,50.5,,57.8,6.5
155.5,62.8,60.4,50.2,,57.8,6.7
155.75,63.2,59.9,50.9,,58.0,6.4
156.0,62.0,59.8,50.0,,57.2,6.4
156.25,62.2,59.4,49.7,,57.1,6.5
156.5,61.6,59.0,50.2,,56.9,6.0
156.75,61.4,58.6,49.7,,56.6,6.1
157.0,61.2,59.2,49.5,,56.6,6.2
157.25,61.6,57.9,49.2,,56.2,6.4
157.5,59.8,58.3,49.0,,55.7,5.8
157.75,59.9,58.7,48.7,,55.8,6.2
158.0,59.3,57.5,48.9,,55.2,5.5
158.25,58.8,58.7,49.0,,55.5,5.6
158.5,58.7,58.1,48.4,,55.1,5.8
158.75,57.9,58.2,47.8,,54.6,5.9
159.0,57.1,57.4,48.1,,54.2,5.3
159.25,57.4,57.4,48.7,,54.5,5.1
159.5,57.3,57.5,47.9,,54.2,5.5
159.75,56.8,57.5,47.7,,54.0,5.5
160.0,57.5,57.4,47.5,,54.1,5.7
160.25,57.2,57.2,47.8,,54.0,5.4
160.5,56.7,56.3,48.4,,53.8,4.7
160.75,56.0,57.0,48.2,,53.8,4.8
161.0,56.0,56.7,47.4,,53.4,5.2
161.25,56.8,56.3,47.6,,53.6,5.2
161.5,55.5,56.2,47.6,,53.1,4.8
161.75,55.2,55.0,46.8,,52.4,4.8
162.0,55.0,56.0,47.2,,52.7,4.8
162.25,55.6,55.7,46.8,,52.7,5.1
162.5,54.9,55.4,46.3,,52.2,5.1
162.75,54.9,55.2,46.7,,52.2,4.8
163.0,55.1,55.6,46.3,,52.3,5.2
163.25,54.4,54.4,47.1,,52.0,4.2
163.5,53.8,54.9,45.6,,51.5,5.1
163.75,54.0,54.8,46.0,,51.6,4.9
164.0,54.1,55.0,45.6,,51.6,5.2
164.25,53.6,54.5,45.6,,51.3,4.9
164.5,53.7,54.2,45.6,,51.2,4.8
164.75,54.3,54.8,45.4,,51.5,5.3
165.0,53.0,54.0,45.3,,50.8,4.7
165.25,53.2,53.4,45.0,,50.5,4.8
165.5,53.2,53.8,45.5,,50.8,4.6
165.75,52.1,53.1,45.1,,50.1,4.3
166.0,52.3,53.0,44.7,,50.0,4.6
166.25,51.3,53.2,44.8,,49.8,4.4
166.5,51.9,53.4,44.4,,49.9,4.8
166.75,51.7,52.9,44.9,,49.9,4.3
167.0,52.0,52.8,44.3,,49.7,4.7
167.25,51.3,52.9,43.7,,49.3,5.0
167.5,50.9,54.1,43.7,,49.5,5.3
167.75,51.8,52.5,43.2,,49.2,5.2
168.0,51.5,53.2,43.4,,49.3,5.3
168.25,50.4,52.9,43.4,,48.9,4.9
168.5,50.8,52.9,42.7,,48.8,5.4
168.75,50.5,52.9,43.1,,48.9,5.1
169.0,51.4,53.2,42.8,,49.1,5.5
169.25,50.3,53.0,43.2,,48.8,5.1
169.5,50.5,52.9,42.8,,48.8,5.3
169.75,50.2,52.7,42.8,,48.5,5.1
170.0,50.6,52.7,42.4,,48.6,5.5
170.25,50.0,53.6,42.2,,48.6,5.8
170.5,50.0,52.1,42.1,,48.1,5.3
170.75,49.5,52.2,42.0,,47.9,5.3
171.0,49.2,51.9,41.9,,47.7,5.2
171.25,49.9,52.7,41.9,,48.2,5.6
171.5,49.2,51.9,41.1,,47.4,5.6
171.75,49.3,52.4,41.2,,47.6,5.8
172.0,49.0,52.5,41.6,,47.7,5.6
172.25,49.5,51.6,42.0,,47.7,5.0
172.5,48.6,52.5,41.7,,47.6,5.5
172.75,49.3,51.6,42.4,,47.8,4.8
173.0,49.4,51.3,41.7,,47.5,5.1
173.25,48.5,51.6,41.4,,47.2,5.2
173.5,48.9,52.5,41.0,,47.5,5.8
173.75,48.8,51.7,41.6,,47.4,5.2
174.0,48.0,51.7,41.3,,47.0,5.3
174.25,48.5,52.3,41.4,,47.4,5.5
174.5,48.0,52.0,41.8,,47.3,5.1
174.75,48.4,51.7,41.1,,47.1,5.4
175.0,47.8,52.4,42.0,,47.4,5.2
175.25,48.0,51.9,41.3,,47.1,5.4
175.5,47.8,52.5,41.3,,47.2,5.6
175.75,47.5,52.2,41.1,,46.9,5.6
176.0,47.5,52.4,41.0,,47.0,5.7
176.25,47.9,51.7,41.0,,46.8,5.4
176.5,47.6,51.4,41.2,,46.8,5.2
176.75,48.3,52.0,41.3,,47.2,5.4
177.0,47.4,51.9,40.8,,46.7,5.6
177.25,47.2,52.4,40.4,,46.7,6.0
177.5,47.4,52.3,40.3,,46.7,6.0
177.75,47.6,51.5,40.4,,46.5,5.6
178.0,47.3,50.6,40.5,,46.1,5.1
178.25,47.3,50.3,40.4,,46.0,5.1
178.5,47.6,50.5,40.3,,46.1,5.2
178.75,46.7,50.8,40.3,,45.9,5.3
179.0,47.4,51.1,40.1,,46.2,5.6
179.25,47.3,50.8,40.0,,46.1,5.5
179.5,46.9,51.9,39.9,,46.2,6.0
179.75,47.4,50.9,39.3,,45.8,6.0
180.0,47.2,51.3,39.1,,45.8,6.2
180.25,47.0,51.9,39.0,,46.0,6.5
180.5,47.2,50.8,38.9,,45.6,6.1
180.75,47.1,50.7,38.9,,45.6,6.1
181.0,46.7,51.1,39.3,,45.7,6.0
181.25,47.1,50.8,38.7,,45.5,6.2
181.5,46.8,51.1,38.5,,45.5,6.4
181.75,47.1,51.0,38.6,,45.6,6.3
182.0,47.9,50.8,38.8,,45.8,6.3
182.25,47.1,51.3,38.4,,45.6,6.6
182.5,47.2,51.4,38.1,,45.5,6.8
182.75,46.8,51.8,38.3,,45.7,6.8
183.0,47.2,51.6,38.7,,45.8,6.5
183.25,47.1,50.9,38.4,,45.5,6.4
183.5,46.7,50.2,38.1,,45.0,6.2
183.75,47.1,50.9,38.1,,45.4,6.6
184.0,46.8,50.6,39.0,,45.5,5.9
184.25,47.0,50.4,38.5,,45.3,6.1
184.5,47.8,50.5,38.6,,45.6,6.2
184.75,46.8,50.6,38.4,,45.3,6.2
185.0,47.4,50.3,38.6,,45.4,6.1
185.25,47.0,50.8,38.7,,45.5,6.2
185.5,46.0,51.4,38.3,,45.2,6.6
185.75,46.2,50.8,38.4,,45.1,6.3
186.0,46.1,50.0,38.2,,44.8,6.0
186.25,46.6,49.9,37.8,,44.8,6.2
186.5,46.5,51.2,37.8,,45.2,6.8
186.75,46.1,50.8,37.8,,44.9,6.6
187.0,46.0,50.5,37.8,,44.8,6.4
187.25,45.7,50.0,37.9,,44.5,6.1
187.5,45.5,49.8,37.5,,44.3,6.2
187.75,45.6,50.3,37.1,,44.3,6.7
188.0,45.8,50.4,37.7,,44.7,6.4
188.25,45.2,50.3,37.6,,44.4,6.4
188.5,44.9,50.4,37.8,,44.4,6.3
188.75,45.3,49.9,38.2,,44.5,5.9
189.0,45.8,49.9,37.7,,44.4,6.2
189.25,45.1,50.7,38.1,,44.6,6.3
189.5,45.1,49.8,37.6,,44.2,6.1
189.75,44.9,49.3,37.7,,44.0,5.9
190.0,45.4,50.4,37.7,,44.5,6.4
190.25,45.2,50.4,38.1,,44.6,6.2
190.5,44.5,49.6,37.8,,44.0,5.9
190.75,45.6,48.8,37.5,,44.0,5.8
191.0,44.2,49.5,37.7,,43.8,5.9
191.25,43.9,50.5,36.9,,43.7,6.8
191.5,44.8,50.0,36.9,,43.9,6.6
191.75,43.7,49.9,37.8,,43.8,6.0
192.0,43.9,49.5,37.3,,43.6,6.1
192.25,43.6,49.8,37.1,,43.5,6.3
192.5,44.0,49.9,36.6,,43.5,6.7
192.75,43.5,49.8,37.0,,43.4,6.4
193.0,43.0,49.0,37.1,,43.0,5.9
193.25,42.8,49.0,37.0,,42.9,6.0
193.5,42.8,49.2,36.9,,42.9,6.2
193.75,42.9,48.6,37.0,,42.8,5.8
194.0,42.5,48.3,37.0,,42.6,5.7
194.25,42.8,48.9,36.6,,42.7,6.1
194.5,42.8,48.4,36.5,,42.6,5.9
194.75,42.7,48.8,36.7,,42.7,6.0
195.0,42.4,49.5,36.9,,43.0,6.3
195.25,42.0,48.7,36.7,,42.4,6.0
195.5,42.2,48.7,36.5,,42.5,6.1
195.75,42.8,49.8,36.5,,43.0,6.7
196.0,42.5,48.5,36.8,,42.6,5.9
196.25,42.4,49.3,36.7,,42.8,6.3
196.5,42.5,49.4,36.9,,42.9,6.3
196.75,43.0,49.1,36.6,,42.9,6.3
197.0,42.4,49.3,37.0,,42.9,6.2
197.25,42.5,48.9,36.7,,42.7,6.1
197.5,42.3,49.0,37.2,,42.8,5.9
197.75,42.8,48.7,37.0,,42.8,5.8
198.0,42.8,48.6,36.8,,42.7,5.9
198.25,42.9,48.2,37.0,,42.7,5.6
198.5,43.0,48.1,36.9,,42.7,5.6
198.75,43.1,48.3,36.4,,42.6,6.0
199.0,42.7,48.9,36.7,,42.8,6.1
199.25,42.7,48.8,36.3,,42.6,6.2
199.5,42.3,48.6,36.7,,42.5,6.0
199.75,42.9,48.8,36.1,,42.6,6.4
200.0,41.8,48.5,36.5,,42.2,6.0
200.25,42.1,47.3,36.5,,42.0,5.4
200.5,41.8,48.3,36.2,,42.1,6.1
200.75,41.8,48.1,36.1,,42.0,6.0
201.0,42.0,49.2,36.4,,42.6,6.4
201.25,42.1,48.5,36.0,,42.2,6.3
201.5,42.4,48.1,35.7,,42.1,6.2
201.75,41.6,48.0,36.0,,41.9,6.0
202.0,42.2,48.2,36.5,,42.3,5.9
202.25,41.6,48.5,35.5,,41.9,6.5
202.5,41.5,48.1,36.3,,42.0,5.9
202.75,41.4,47.8,36.2,,41.8,5.8
203.0,41.5,47.9,36.0,,41.8,6.0
203.25,41.7,47.4,36.4,,41.8,5.5
203.5,41.6,48.0,36.2,,41.9,5.9
203.75,42.1,46.6,36.6,,41.8,5.0
204.0,41.4,47.3,36.7,,41.8,5.3
204.25,41.5,47.3,36.6,,41.8,5.4
204.5,41.5,47.5,36.6,,41.8,5.4
204.75,41.5,47.2,37.5,,42.1,4.9
205.0,40.9,46.4,37.1,,41.5,4.7
205.25,41.5,46.9,37.2,,41.9,4.9
205.5,41.4,46.7,37.7,,41.9,4.5
205.75,41.1,47.6,37.6,,42.1,5.1
206.0,41.3,46.5,38.2,,42.0,4.2
206.25,41.4,47.9,38.7,,42.7,4.7
206.5,41.5,47.7,38.1,,42.4,4.9
206.75,40.9,47.7,38.6,,42.4,4.7
207.0,41.1,48.0,38.6,,42.6,4.8
207.25,41.7,48.1,38.9,,42.9,4.7
207.5,41.2,47.7,39.0,,42.6,4.5
207.75,42.8,48.4,39.5,,43.6,4.5
208.0,41.1,47.9,39.3,,42.8,4.5
208.25,40.7,48.7,39.8,,43.0,4.9
208.5,40.8,48.5,39.1,,42.8,5.0
208.75,40.8,47.7,39.5,,42.7,4.4
209.0,40.6,48.5,39.4,,42.8,5.0
209.25,40.1,49.2,40.0,,43.1,5.3
209.5,40.6,48.8,40.1,,43.2,4.8
209.75,40.7,49.0,39.6,,43.1,5.1
210.0,40.1,48.6,39.6,,42.8,5.1
210.25,40.0,48.3,39.9,,42.7,4.8
210.5,40.0,47.9,39.3,,42.4,4.7
210.75,40.1,48.8,40.0,,43.0,5.1
211.0,40.6,49.0,39.5,,43.0,5.2
211.25,39.9,49.5,39.4,,43.0,5.7
211.5,40.0,49.1,39.5,,42.9,5.5
211.75,40.3,48.4,39.1,,42.6,5.1
212.0,39.7,48.8,39.2,,42.6,5.4
212.25,40.1,48.6,39.2,,42.6,5.2
212.5,39.8,48.7,39.9,,42.8,5.1
212.75,39.6,49.3,38.9,,42.6,5.8
213.0,39.2,49.4,38.9,,42.5,6.0
213.25,39.3,48.5,38.9,,42.2,5.5
213.5,39.1,49.5,38.8,,42.4,6.1
213.75,39.0,48.5,38.8,,42.1,5.6
214.0,38.6,49.3,38.3,,42.1,6.2
214.25,39.1,49.4,38.6,,42.4,6.1
214.5,38.6,48.5,37.9,,41.7,5.9
214.75,38.8,48.7,37.9,,41.8,6.0
215.0,38.6,48.3,37.7,,41.5,5.9
215.25,38.7,48.6,38.0,,41.8,5.9
215.5,38.6,49.1,38.1,,41.9,6.2
215.75,38.7,49.6,37.4,,41.9,6.7
216.0,38.9,49.8,37.5,,42.1,6.7
216.25,39.0,49.4,37.0,,41.8,6.7
216.5,38.4,49.1,36.6,,41.4,6.8
216.75,38.5,48.9,37.0,,41.4,6.5
217.0,38.2,48.9,36.9,,41.4,6.6
217.25,38.6,49.2,36.9,,41.6,6.7
217.5,38.2,49.2,36.6,,41.3,6.8
217.75,38.1,48.6,36.8,,41.1,6.5
218.0,37.5,48.8,36.3,,40.9,6.9
218.25,37.7,48.8,36.7,,41.1,6.8
218.5,38.2,48.4,36.4,,41.0,6.5
218.75,38.3,48.1,36.1,,40.8,6.4
219.0,37.7,47.4,36.4,,40.5,6.0
219.25,37.6,48.0,35.5,,40.4,6.7
219.5,38.1,47.8,36.5,,40.8,6.1
219.75,37.4,48.0,36.0,,40.5,6.6
220.0,38.6,48.0,36.2,,40.9,6.2
220.25,37.4,47.3,35.4,,40.1,6.4
220.5,37.9,47.8,35.4,,40.4,6.5
220.75,37.2,47.7,35.8,,40.2,6.5
221.0,37.2,47.4,35.5,,40.1,6.4
221.25,37.4,47.1,35.6,,40.1,6.2
221.5,36.9,47.0,35.1,,39.7,6.4
221.75,37.1,46.8,35.7,,39.9,6.0
222.0,37.7,46.9,35.2,,39.9,6.2
222.25,37.4,46.3,35.3,,39.7,5.8
222.5,37.5,47.1,34.3,,39.6,6.6
222.75,37.4,46.9,35.0,,39.8,6.3
223.0,37.4,47.5,34.7,,39.9,6.7
223.25,37.3,47.2,33.8,,39.4,6.9
223.5,37.3,47.6,34.3,,39.7,7.0
223.75,37.6,47.3,34.5,,39.8,6.7
224.0,37.0,47.2,34.9,,39.7,6.6
224.25,37.1,47.2,34.3,,39.5,6.8
224.5,37.0,47.4,34.4,,39.6,6.9
224.75,36.6,47.3,34.0,,39.3,7.0
225.0,37.0,46.7,34.2,,39.3,6.6
225.25,36.7,46.6,34.0,,39.1,6.7
225.5,36.8,46.8,34.0,,39.2,6.7
225.75,36.3,46.6,34.0,,39.0,6.7
226.0,36.3,46.7,33.9,,39.0,6.8
226.25,36.4,46.5,33.7,,38.9,6.7
226.5,36.6,46.5,34.6,,39.3,6.4
226.75,36.2,46.4,33.8,,38.8,6.7
227.0,35.8,46.8,34.4,,39.0,6.8
227.25,36.1,46.6,33.6,,38.7,6.9
227.5,36.6,47.2,34.2,,39.3,6.9
227.75,37.0,46.3,33.4,,38.9,6.7
228.0,36.1,46.0,33.5,,38.5,6.6
228.25,36.6,47.1,33.5,,39.1,7.1
228.5,36.7,46.8,33.7,,39.1,6.9
228.75,36.9,46.6,33.1,,38.9,7.0
229.0,36.1,46.1,32.9,,38.4,6.9
229.25,36.9,46.6,33.0,,38.8,7.0
229.5,36.6,46.7,33.6,,39.0,6.9
229.75,36.3,45.8,33.4,,38.5,6.5
230.0,36.2,45.7,33.5,,38.5,6.4
230.25,36.0,45.1,33.1,,38.1,6.2
230.5,36.4,45.2,32.8,,38.1,6.4
230.75,35.6,45.5,32.6,,37.9,6.7
231.0,35.6,45.0,32.7,,37.8,6.4
231.25,36.4,44.3,33.3,,38.0,5.7
231.5,36.0,45.2,33.0,,38.1,6.3
231.75,36.2,45.1,32.7,,38.0,6.4
232.0,35.6,44.7,32.6,,37.6,6.3
232.25,35.1,45.1,32.9,,37.7,6.5
232.5,35.2,45.0,32.7,,37.6,6.5
232.75,35.1,45.0,32.4,,37.5,6.6
233.0,35.4,44.3,32.7,,37.5,6.1
233.25,34.9,44.9,33.0,,37.6,6.4
233.5,34.7,44.6,32.9,,37.4,6.3
233.75,35.2,44.1,32.3,,37.2,6.2
234.0,34.7,43.9,32.8,,37.2,6.0
234.25,34.4,44.1,33.1,,37.2,6.0
234.5,34.7,44.0,32.8,,37.2,6.0
234.75,34.4,44.2,32.6,,37.1,6.2
235.0,34.6,43.9,33.1,,37.2,5.8
235.25,34.5,43.7,33.2,,37.2,5.7
235.5,34.5,43.4,32.9,,37.0,5.7
235.75,35.1,44.1,32.7,,37.3,6.0
236.0,34.3,43.4,32.6,,36.8,5.8
236.25,34.7,43.4,32.9,,37.0,5.6
236.5,34.3,44.2,32.5,,37.0,6.3
236.75,34.3,43.7,32.0,,36.6,6.2
237.0,34.0,43.2,32.6,,36.6,5.7
237.25,34.3,43.8,32.4,,36.8,6.1
237.5,34.4,43.5,32.9,,36.9,5.7
237.75,34.4,42.7,32.3,,36.4,5.5
238.0,34.0,43.2,32.6,,36.6,5.8
238.25,34.0,42.9,32.8,,36.5,5.6
238.5,33.6,43.3,32.1,,36.3,6.1
238.75,33.5,43.0,32.3,,36.3,5.9
239.0,33.8,43.4,32.6,,36.6,5.9
239.25,33.4,42.9,32.4,,36.2,5.8
239.5,33.3,42.8,32.1,,36.1,5.9
239.75,33.1,43.2,32.3,,36.2,6.1
240.0,33.5,43.5,32.0,,36.3,6.3
240.25,33.8,43.1,33.1,,36.7,5.6
240.5,33.2,43.0,32.5,,36.3,5.9
240.75,33.3,43.2,32.1,,36.2,6.1
241.0,33.5,44.0,32.9,,36.8,6.2
241.25,33.0,43.0,32.1,,36.1,6.0
241.5,33.2,43.1,32.0,,36.1,6.1
241.75,33.5,42.2,31.9,,35.9,5.6
242.0,33.2,42.9,32.1,,36.1,5.9
242.25,32.9,42.5,32.2,,35.9,5.8
242.5,33.6,42.3,32.4,,36.1,5.4
242.75,33.2,42.5,32.1,,35.9,5.7
243.0,33.6,42.0,32.1,,35.9,5.3
243.25,34.0,42.0,32.3,,36.1,5.2
243.5,33.4,42.4,32.7,,36.1,5.4
243.75,33.4,42.4,31.9,,35.9,5.7
244.0,33.4,41.8,32.3,,35.8,5.2
244.25,33.5,42.0,32.6,,36.0,5.2
244.5,33.2,42.0,32.0,,35.8,5.5
244.75,33.4,42.0,31.9,,35.8,5.5
245.0,33.3,41.9,32.2,,35.8,5.3
245.25,33.5,42.3,32.3,,36.0,5.5
245.5,34.2,42.0,32.2,,36.1,5.2
245.75,34.5,41.6,32.3,,36.1,4.9
246.0,34.9,41.9,31.8,,36.2,5.2
246.25,34.3,41.8,32.5,,36.2,5.0
246.5,34.4,42.1,32.0,,36.2,5.3
246.75,34.2,41.8,33.0,,36.3,4.8
247.0,33.9,42.4,32.1,,36.2,5.5
247.25,34.5,42.3,32.0,,36.3,5.4
247.5,34.0,42.4,32.3,,36.2,5.4
247.75,34.3,42.5,32.5,,36.4,5.3
248.0,34.1,42.0,32.0,,36.1,5.3
248.25,34.6,41.8,32.4,,36.3,4.9
248.5,34.5,41.7,32.0,,36.1,5.0
248.75,33.8,41.8,32.1,,35.9,5.2
249.0,34.8,41.8,31.7,,36.1,5.2
249.25,34.4,41.5,32.3,,36.1,4.8
249.5,34.3,41.0,31.7,,35.6,4.8
249.75,34.2,41.4,31.7,,35.8,5.0
250.0,34.3,41.3,31.8,,35.8,4.9
250.25,34.1,41.4,32.3,,35.9,4.8
250.5,33.8,40.8,32.6,,35.8,4.4
250.75,33.8,41.1,32.1,,35.7,4.8
251.0,34.2,40.9,32.1,,35.8,4.6
251.25,34.2,41.1,31.9,,35.8,4.8
251.5,33.7,40.9,32.0,,35.6,4.7
251.75,34.2,42.2,32.1,,36.2,5.3
252.0,34.1,41.0,32.3,,35.8,4.6
252.25,33.7,41.2,31.9,,35.6,5.0
252.5,33.6,40.8,32.1,,35.5,4.7
252.75,33.8,41.1,32.2,,35.7,4.8
253.0,33.2,41.4,32.0,,35.5,5.1
253.25,33.4,40.5,32.3,,35.4,4.5
253.5,33.6,41.0,32.0,,35.5,4.8
253.75,33.2,41.7,31.8,,35.6,5.3
254.0,33.3,41.8,31.9,,35.7,5.4
254.25,33.0,40.8,31.6,,35.1,4.9
254.5,33.1,40.8,31.5,,35.1,5.0
254.75,32.7,40.7,31.3,,34.9,5.1
255.0,32.3,41.5,31.8,,35.2,5.4
255.25,32.0,40.7,32.1,,34.9,5.0
255.5,32.1,40.5,31.6,,34.7,5.0
255.75,31.9,41.0,31.6,,34.8,5.3
256.0,31.6,39.5,31.5,,34.2,4.6
256.25,31.6,40.2,31.1,,34.3,5.1
256.5,31.4,39.8,31.0,,34.1,5.0
256.75,30.5,39.4,31.4,,33.8,4.9
257.0,30.8,39.6,31.4,,33.9,4.9
257.25,30.6,39.3,31.6,,33.8,4.8
257.5,30.7,39.5,30.9,,33.7,5.0
257.75,30.8,39.2,31.5,,33.8,4.7
258.0,30.8,39.0,31.0,,33.6,4.7
258.25,30.3,38.9,31.3,,33.5,4.7
258.5,30.7,39.0,30.8,,33.5,4.8
258.75,30.6,38.8,31.1,,33.5,4.6
259.0,30.2,38.8,30.8,,33.3,4.9
259.25,30.2,39.0,30.6,,33.3,5.0
259.5,30.4,38.5,30.4,,33.1,4.7
259.75,30.2,38.1,30.1,,32.8,4.6
260.0,30.3,38.9,30.4,,33.2,4.9
260.25,29.7,38.4,30.3,,32.8,4.9
260.5,30.2,38.6,29.8,,32.9,5.0
260.75,30.2,39.0,30.3,,33.2,5.1
261.0,30.2,38.9,30.0,,33.0,5.0
261.25,30.0,38.4,29.8,,32.7,4.9
261.5,29.9,38.7,30.5,,33.0,4.9
261.75,30.0,38.6,29.7,,32.8,5.0
262.0,30.2,38.3,29.7,,32.7,4.8
262.25,30.0,38.6,30.0,,32.9,4.9
262.5,30.1,38.6,29.9,,32.9,5.0
262.75,29.6,38.0,29.4,,32.3,4.9
263.0,30.0,38.3,29.5,,32.6,4.9
263.25,29.9,37.7,29.4,,32.3,4.7
263.5,30.0,37.8,29.0,,32.3,4.8
263.75,29.6,37.8,29.3,,32.2,4.8
264.0,29.7,37.9,29.3,,32.3,4.8
264.25,29.7,37.7,29.1,,32.1,4.8
264.5,29.8,37.0,29.2,,32.0,4.4
264.75,29.8,37.8,29.0,,32.2,4.9
265.0,29.9,37.2,28.5,,31.9,4.6
265.25,29.7,37.4,28.7,,31.9,4.8
265.5,30.1,36.8,29.1,,32.0,4.2
265.75,30.3,36.9,28.2,,31.8,4.5
266.0,30.0,36.5,28.6,,31.7,4.2
266.25,30.2,36.3,28.3,,31.6,4.2
266.5,30.3,35.8,28.3,,31.5,3.9
266.75,30.7,36.6,27.9,,31.7,4.5
267.0,30.7,36.1,28.0,,31.6,4.2
267.25,31.2,36.7,27.9,,32.0,4.5
267.5,31.4,35.6,27.7,,31.6,4.0
267.75,31.1,36.3,28.0,,31.8,4.2
268.0,31.6,36.0,27.5,,31.7,4.2
268.25,31.7,36.2,27.5,,31.8,4.3
268.5,31.7,36.0,27.3,,31.7,4.3
268.75,31.8,35.8,27.6,,31.8,4.1
269.0,31.2,36.0,27.7,,31.6,4.2
269.25,31.7,35.6,27.3,,31.5,4.2
269.5,31.6,35.5,27.3,,31.5,4.1
269.75,32.2,34.9,27.5,,31.5,3.8
270.0,31.8,34.9,27.4,,31.3,3.8
