LABORATORY,FSRI 
TEST IDENT,Part_Board_HF75_R2
OPERATOR,Marino
MATERIAL,Particle Board
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03871383145451546
SPEC HOLDER DIFF,-566
SPECIMEN MASS,135.41000366210938
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,5596
TIME TO IGN,14.5
END OF TEST SCAN,5116
END OF TEST TIME,1279
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.83 x 101.86 x 19.40 mm; with tie wires
POST TEST CMT,"Sample charred and reduced in surface area. Test was ended after the average mass loss rate over 1 minute was less than 150 g/m^2 despite ongoing flaming combustion, in accordance with ASTM 1354."
