##Temp./°C,Time/min,Mass loss(subtr.2)/mg,DSC(subtr.2)/(mW/mg),Integral(DSC (subtr.2), 2, 175.8..427.3°C)/%,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
48.751,10.01,0.00559,0.01328796,            ,0.0,1.08893,,
48.851,10.3203,0.005244637,0.02090587,            ,0.0082115,1.08885,,
48.951,10.384310000000001,0.005346315999999999,0.02907535,            ,-0.004215068,1.08876,,
49.051,10.43282,0.005460156,0.03652295,            ,0.009945239,1.0886799999999999,,
49.151,10.47328,0.005130708,0.04445955,            ,-0.01142921,1.08859,,
49.251,10.503789999999999,0.005444029,0.0535263,            ,-0.01484273,1.08851,,
49.351,10.52951,0.004916276,0.06079325,            ,-0.001432656,1.0884200000000002,,
49.451,10.5529,0.005293268,0.06425129,            ,0.0068565069999999995,1.0883399999999999,,
49.551,10.57414,0.005017295,0.07171547,            ,0.01002088,1.08825,,
49.651,10.59404,0.005325371999999999,0.07727272,            ,0.01046476,1.08817,,
49.751,10.612589999999999,0.005624001,0.08345638,            ,0.0075331,1.08809,,
49.851,10.62991,0.0058125930000000004,0.09065019,            ,0.0066394769999999995,1.088,,
49.951,10.64633,0.006056228,0.09513988,            ,0.0038025209999999997,1.08792,,
50.051,10.66209,0.0056697430000000005,0.10081,            ,-0.002352474,1.0878299999999999,,
50.151,10.67694,0.006096501999999999,0.10715,            ,-0.005150655,1.08775,,
50.251,10.69117,0.004969566,0.11108,            ,-0.0013822770000000001,1.08766,,
50.351,10.7047,0.0059440809999999995,0.11809000000000001,            ,0.005743886,1.08758,,
50.451,10.71762,0.005441016,0.1234,            ,0.01231293,1.0875,,
50.551,10.73043,0.006239604,0.13025,            ,0.01464778,1.08741,,
50.651,10.742510000000001,0.0059407,0.13309,            ,0.01089582,1.08733,,
50.751,10.75437,0.007013418,0.14015999999999998,            ,0.002688711,1.08724,,
50.851,10.76592,0.00605383,0.14501,            ,-0.004614723,1.0871600000000001,,
50.951,10.77704,0.006392681999999999,0.14858,            ,-0.007053286,1.08707,,
51.051,10.788030000000001,0.005454375,0.15298,            ,-0.004551551,1.08699,,
51.151,10.79877,0.0063754269999999995,0.15991,            ,-0.0002225843,1.08691,,
51.251,10.80923,0.005881666999999999,0.16255999999999998,            ,0.0021617620000000002,1.0868200000000001,,
51.351,10.819230000000001,0.005959911,0.16973,            ,0.0011514589999999999,1.08674,,
51.451,10.8291,0.006724464,0.17545999999999998,            ,-0.0037888590000000003,1.08665,,
51.551,10.83869,0.005745565,0.17944000000000002,            ,-0.01123774,1.08657,,
51.651,10.84816,0.006471303,0.18202000000000002,            ,-0.01929102,1.08649,,
51.751,10.857510000000001,0.005920353000000001,0.18634,            ,-0.02516415,1.0864,,
51.851,10.86674,0.0051907509999999995,0.19102,            ,-0.02654824,1.0863200000000002,,
51.951,10.87567,0.005102313,0.19595,            ,-0.02356742,1.08623,,
52.051,10.88441,0.004604003,0.19952999999999999,            ,-0.01739556,1.08615,,
52.151,10.893089999999999,0.0045554029999999995,0.20342000000000002,            ,-0.01010224,1.08607,,
52.251,10.901660000000001,0.005023952,0.20934,            ,-0.004022380999999999,1.08598,,
52.351,10.91015,0.004497857,0.21308000000000002,            ,-1.856888e-05,1.0859,,
52.451,10.91847,0.004955703,0.21656,            ,0.002175968,1.08582,,
52.551,10.92666,0.005084917,0.22301999999999997,            ,0.003092695,1.0857299999999999,,
52.651,10.93471,0.004686371,0.22629000000000002,            ,0.003634693,1.08565,,
52.751,10.94263,0.004744588,0.22794,            ,0.004156832,1.08556,,
52.851,10.950460000000001,0.005157381,0.23278000000000001,            ,0.004537403,1.08548,,
52.951,10.958210000000001,0.004745079,0.23722,            ,0.004894507,1.0854,,
53.051,10.96592,0.005063296,0.2417,            ,0.005709116,1.08531,,
