##Temp./°C,Time/min,DSC(subtr.2)/(mW/mg),Mass loss(subtr.2)/mg,Sensit./(uV/mW)
49.608,10.00917,0.02214633,-0.04004,1.03585
49.708,10.77597,0.02685916,-0.04106779,1.03585
49.808,10.99975,0.03136384,-0.04233485,1.0358399999999999
49.908,11.154860000000001,0.03912261,-0.04110263,1.0358399999999999
50.008,11.26802,0.04298208,-0.04369292,1.03583
50.108,11.36358,0.04704709,-0.04189958,1.03583
50.208,11.44847,0.05365921,-0.03843271,1.03582
50.308,11.52409,0.05969049,-0.03656729,1.03582
50.408,11.59108,0.06203525,-0.03473256,1.0358100000000001
50.508,11.65395,0.06418,-0.03416305,1.0358100000000001
50.608,11.713510000000001,0.06809636,-0.04144706,1.0358
50.708,11.7701,0.07487614,-0.04412524,1.0358
50.808,11.82218,0.07622349,-0.04309695,1.03579
50.908,11.87097,0.08072036,-0.04404473,1.03579
51.008,11.91663,0.08342669,-0.04569554,1.03578
51.108,11.96163,0.08426625,-0.04566358,1.03578
51.208,12.00573,0.08869456,-0.047058,1.03577
51.308,12.04706,0.09162738,-0.04707148,1.03577
51.408,12.0878,0.09261981,-0.04776379,1.03576
51.508,12.12681,0.09735712,-0.04766478,1.03576
51.608,12.164719999999999,0.09843238,-0.04732937,1.03575
51.708,12.201419999999999,0.10001,-0.04620149,1.03575
51.808,12.23703,0.10302,-0.04549967,1.0357399999999999
51.908,12.27259,0.10625,-0.04561839,1.0357399999999999
52.008,12.30697,0.1087,-0.04592773,1.0357299999999998
52.108,12.3409,0.11302000000000001,-0.0470551,1.03572
52.208,12.37374,0.11503,-0.04711106,1.03572
52.308,12.40649,0.11619000000000002,-0.04718932,1.0357100000000001
52.408,12.438189999999999,0.11967,-0.04747081,1.0357100000000001
52.508,12.46946,0.12100999999999999,-0.04739015,1.0357
52.608,12.499889999999999,0.12262,-0.04585051,1.0357
52.708,12.52989,0.12546,-0.04585335,1.03569
52.808,12.559460000000001,0.1252,-0.04759449,1.03568
52.908,12.588410000000001,0.12679,-0.04786026,1.03568
53.008,12.61674,0.13141,-0.04761403,1.03567
53.108,12.64505,0.13051,-0.04651112,1.03567
53.208,12.67267,0.13234,-0.04617334,1.03566
53.308,12.70018,0.13447,-0.04637458,1.03565
53.408,12.72691,0.1378,-0.04653242,1.03565
53.508,12.75357,0.13848,-0.04767723,1.03564
53.608,12.78022,0.1401,-0.04636292,1.0356299999999998
53.708,12.806610000000001,0.14202,-0.04633065,1.0356299999999998
53.808,12.83225,0.14438,-0.04556421,1.03562
53.908,12.85758,0.14661,-0.04651422,1.03562
54.008,12.88293,0.1485,-0.04659745,1.0356100000000001
54.108,12.907969999999999,0.14824,-0.04554963,1.0356
54.208,12.93303,0.15075999999999998,-0.04527304,1.0356
54.308,12.95767,0.15265,-0.04488229,1.03559
54.408,12.981819999999999,0.1533,-0.04477217,1.03558
54.508,13.00565,0.1543,-0.04640978,1.03558
54.608,13.02936,0.15692,-0.04729969,1.03557
54.708,13.053180000000001,0.15815,-0.04639302,1.03556
54.808,13.076830000000001,0.1598,-0.04695499,1.03556
54.908,13.10012,0.16282,-0.04593471,1.03555
55.008,13.12333,0.16302,-0.04614177,1.03554
55.108,13.14608,0.16328,-0.04679783,1.03554
55.208,13.168579999999999,0.16338,-0.04668113,1.0355299999999998
55.308,13.191370000000001,0.16576,-0.04744924,1.03552
55.408,13.2139,0.16765,-0.04779484,1.03551
55.508,13.23652,0.17021,-0.04769356,1.03551
55.608,13.258679999999998,0.16918,-0.04871845,1.0355
55.708,13.28075,0.17056,-0.04780565,1.03549
55.808,13.302629999999999,0.17254,-0.04909955,1.03549
55.908,13.32441,0.17595999999999998,-0.04816467,1.03548
56.008,13.346020000000001,0.17449,-0.04787013,1.0354700000000001
56.108,13.367460000000001,0.17718,-0.04887406,1.03546
56.208,13.38902,0.17793,-0.04760939,1.03546
56.308,13.41009,0.17982,-0.04826873,1.03545
56.408,13.43135,0.18092,-0.04782744,1.03544
56.508,13.451970000000001,0.1813,-0.0490793,1.0354299999999999
56.608,13.47291,0.18136,-0.04906645,1.0354299999999999
56.708,13.49378,0.18433,-0.04882488,1.03542
56.808,13.514560000000001,0.18395999999999998,-0.04902577,1.03541
56.908,13.535020000000001,0.18642999999999998,-0.04792678,1.0354
57.008,13.55561,0.18598,-0.04901133,1.03539
57.108,13.57615,0.18585,-0.04835391,1.03539
57.208,13.59641,0.18873,-0.04931704,1.03538
57.308,13.616629999999999,0.18946,-0.04925994,1.0353700000000001
57.408,13.63655,0.19091,-0.04916063,1.03536
57.508,13.65673,0.19121,-0.04867508,1.03536
57.608,13.67661,0.19205999999999998,-0.04895551,1.03535
