##Temp./°C,Time/min,Mass(subtr.2)/%,DSC(subtr.2)/(mW/mg),Sensit./(uV/mW)
49.805,10.01,99.33844,0.0008915217,1.0751
49.905,10.40893,99.3697,0.006418241,1.07505
50.005,10.5102,99.37456999999999,0.01213553,1.075
50.105,10.57902,99.34005,0.01906208,1.07494
50.205,10.634210000000001,99.33813,0.02527563,1.07489
50.305,10.68167,99.30991999999999,0.03069256,1.07484
50.405,10.72337,99.32191,0.03240901,1.07479
50.505,10.76136,99.30906,0.03814399,1.07474
50.605,10.7962,99.29398,0.04313975,1.0746799999999999
50.705,10.82813,99.3002,0.04652017,1.07463
50.805,10.85817,99.29878000000001,0.05224886,1.0745799999999999
50.905,10.88668,99.29154,0.05534865,1.07453
51.005,10.914010000000001,99.27591,0.05879693,1.0744799999999999
51.105,10.939960000000001,99.28903000000001,0.06244146,1.0744200000000002
51.205,10.964360000000001,99.30611999999999,0.06483647,1.07437
51.305,10.98813,99.31429,0.06839439,1.0743200000000002
51.405,11.011289999999999,99.32126,0.0737939,1.07427
51.505,11.033489999999999,99.31825,0.07705546,1.07421
51.605,11.054969999999999,99.33803,0.07756671,1.07416
51.705,11.07596,99.33102,0.07936573,1.0741100000000001
51.805,11.09613,99.29258,0.08464206,1.07406
51.905,11.11612,99.29828,0.08498262,1.0740100000000001
52.005,11.13573,99.2725,0.08931436,1.07395
52.105,11.15473,99.2863,0.09338491,1.0739
52.205,11.17346,99.26720999999999,0.09615955,1.07385
52.305,11.19183,99.25066,0.09831666,1.0738
52.405,11.2096,99.27847,0.09970567,1.07375
52.505,11.227310000000001,99.27663000000001,0.1043,1.07369
52.605,11.24421,99.28811,0.10243,1.07364
52.705,11.261510000000001,99.30693000000001,0.10638,1.07359
52.805,11.27849,99.29338,0.1112,1.07354
52.905,11.29537,99.31228,0.11198,1.07349
53.005,11.31161,99.32930999999999,0.11445999999999999,1.0734299999999999
53.105,11.32788,99.31191,0.11719,1.07338
53.205,11.3439,99.31761,0.11872,1.07333
53.305,11.3598,99.30821,0.12055,1.07328
53.405,11.37551,99.3113,0.12197999999999999,1.07322
53.505,11.39109,99.31133,0.12345,1.0731700000000002
53.605,11.40644,99.31317,0.12608,1.07312
53.705,11.42169,99.32281,0.12645,1.07307
53.805,11.43666,99.31098,0.13042,1.07302
53.905,11.45209,99.30696999999999,0.13238,1.0729600000000001
54.005,11.46676,99.30261,0.13373,1.07291
54.105,11.48135,99.3035,0.13457,1.0728600000000001
54.205,11.49575,99.28738,0.13701,1.07281
54.305,11.51012,99.30268000000001,0.13652,1.07276
54.405,11.524469999999999,99.28081,0.13840999999999998,1.0727
54.505,11.53866,99.29755,0.14187,1.07265
54.605,11.5525,99.28141,0.14414000000000002,1.0726
54.705,11.56653,99.30381,0.14492,1.07255
54.805,11.58034,99.30587,0.14714000000000002,1.0725
54.905,11.59409,99.33081999999999,0.14762999999999998,1.07244
55.005,11.6078,99.31600999999999,0.15036,1.07239
55.105,11.62138,99.33447,0.15009,1.07234
55.205,11.63481,99.34011,0.15385,1.07229
55.305,11.64828,99.31862,0.15383,1.0722399999999999
55.405,11.66152,99.3486,0.15648,1.07218
55.505,11.67478,99.31205,0.15477,1.07213
55.605,11.68796,99.32381,0.15883,1.07208
55.705,11.70101,99.33143000000001,0.15805,1.0720299999999998
55.805,11.71395,99.3065,0.15916,1.07198
55.905,11.726980000000001,99.32838000000001,0.16065,1.07192
56.005,11.739939999999999,99.33855,0.16399,1.07187
56.105,11.75252,99.31165,0.16217,1.07182
56.205,11.7656,99.31437,0.16514,1.0717700000000001
56.305,11.77825,99.31379,0.16619,1.07172
56.405,11.790980000000001,99.31393,0.16707,1.07166
56.505,11.80365,99.31206999999999,0.16877,1.07161
56.605,11.81625,99.3289,0.16960999999999998,1.07156
56.705,11.82878,99.34636,0.17134000000000002,1.07151
56.805,11.84132,99.34546999999999,0.17113,1.07146
56.905,11.85385,99.32248,0.1728,1.0714
57.005,11.86626,99.33434,0.17355,1.07135
57.105,11.87871,99.34633000000001,0.17557999999999999,1.0713
57.205,11.891060000000001,99.31733,0.17617,1.07125
57.305,11.903410000000001,99.30619,0.17686,1.0712
57.405,11.91578,99.32,0.17812999999999998,1.07114
57.505,11.92813,99.31135,0.18029,1.0710899999999999
57.605,11.94027,99.30827,0.17915,1.07104
57.705,11.95244,99.3129,0.1807,1.0709899999999999
57.805,11.96485,99.33934,0.18311,1.07094
57.905,11.97685,99.31779,0.18194000000000002,1.0708799999999998
