Sample ID:	C:\MCC\MCC Cal\Test\Straw_MCC_30K_220317_R1.txt
Sample Weight (mg):	4.54
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\MCC\MCC Cal\Coeff1 JN10440_30_210304.txt.txt
T Correction Coefficients:	0	1.024463	0
Time Shift (s):	14
*
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	106.432	80.004	19.994	103.576	20.033	0.032	0.013
0.500	106.377	80.002	19.994	103.577	20.032	0.053	-0.007
1.000	106.439	80.003	19.995	103.576	20.033	0.041	-0.008
1.500	106.381	80.003	19.995	103.576	20.029	0.298	0.006
2.000	106.382	80.003	19.995	103.576	20.032	0.101	-0.026
2.500	106.403	80.002	19.995	103.576	20.027	0.456	-0.017
3.000	106.442	80.002	19.995	103.575	20.029	0.312	0.041
3.500	106.392	80.003	19.993	103.575	20.029	0.273	0.025
4.000	106.402	80.001	19.993	103.575	20.029	0.267	-0.026
4.500	106.402	80.001	19.995	103.575	20.029	0.271	-0.015
5.000	106.361	80.001	19.995	103.575	20.031	0.132	-0.016
5.500	106.386	80.003	19.994	103.578	20.028	0.379	-0.028
6.000	106.356	80.002	19.993	103.583	20.030	0.249	-0.010
6.500	106.349	80.003	19.995	103.585	20.029	0.284	-0.021
7.000	106.392	80.002	19.995	103.590	20.028	0.383	-0.001
7.500	106.384	80.002	19.996	103.595	20.029	0.279	0.036
8.000	106.406	79.998	19.996	103.594	20.028	0.391	0.025
8.500	106.384	80.001	19.995	103.593	20.029	0.285	0.007
9.000	106.448	80.001	19.994	103.596	20.028	0.352	0.021
9.500	106.427	80.001	19.995	103.594	20.025	0.585	0.042
10.000	106.453	80.001	19.995	103.590	20.025	0.569	0.024
10.500	106.467	80.000	19.995	103.591	20.024	0.654	0.022
11.001	106.443	80.000	19.995	103.595	20.028	0.378	0.015
11.501	106.435	80.001	19.995	103.594	20.023	0.745	-0.021
12.000	106.466	80.001	19.996	103.597	20.025	0.589	-0.004
12.500	106.474	80.002	19.995	103.604	20.024	0.623	0.031
13.000	106.460	80.001	19.995	103.610	20.027	0.465	0.016
13.500	106.491	80.002	19.995	103.615	20.022	0.801	0.005
14.000	106.459	80.002	19.995	103.624	20.025	0.575	0.008
14.500	106.475	80.001	19.995	103.627	20.025	0.575	-0.008
15.000	106.480	80.002	19.996	103.631	20.025	0.575	0.003
15.500	106.479	80.001	19.995	103.633	20.021	0.850	0.012
16.000	106.518	80.001	19.996	103.636	20.021	0.882	0.021
16.500	106.464	80.001	19.995	103.638	20.019	1.010	0.011
17.000	106.498	80.001	19.995	103.645	20.017	1.133	-0.018
17.500	106.519	80.000	19.995	103.656	20.019	0.997	0.018
18.000	106.534	80.000	19.998	103.667	20.016	1.204	0.046
18.500	106.528	80.002	19.998	103.677	20.019	1.026	0.022
19.000	106.567	80.000	19.996	103.686	20.017	1.133	0.021
19.500	106.600	80.001	19.996	103.693	20.017	1.143	0.052
20.000	106.594	80.001	19.997	103.695	20.015	1.291	0.050
20.500	106.640	80.001	19.996	103.700	20.016	1.218	0.034
21.000	106.717	80.003	19.995	103.702	20.014	1.372	0.082
21.500	106.666	80.001	19.996	103.709	20.011	1.600	0.074
22.000	106.712	80.002	19.996	103.716	20.010	1.639	0.010
22.500	106.747	80.001	19.996	103.722	20.011	1.572	0.038
23.000	106.776	80.003	19.995	103.728	20.006	1.938	0.072
23.500	106.812	80.003	19.995	103.738	20.009	1.691	0.064
24.000	106.839	80.003	19.994	103.745	20.004	2.043	0.064
24.500	106.884	80.002	19.996	103.753	20.008	1.815	0.068
25.000	106.912	80.001	19.996	103.759	20.007	1.853	0.073
25.500	106.941	80.001	19.995	103.767	20.005	2.031	0.065
26.000	107.011	80.001	19.994	103.768	20.003	2.167	0.078
26.500	107.041	80.002	19.994	103.767	20.002	2.199	0.100
27.000	107.100	80.002	19.995	103.766	20.002	2.217	0.094
27.500	107.130	80.001	19.995	103.766	20.000	2.328	0.089
28.000	107.221	80.002	19.994	103.766	20.001	2.267	0.105
28.500	107.268	80.002	19.995	103.765	20.000	2.364	0.130
29.000	107.322	80.001	19.995	103.766	20.001	2.326	0.120
29.500	107.354	80.001	19.995	103.767	20.001	2.311	0.093
30.000	107.399	80.001	19.995	103.768	20.001	2.303	0.081
30.500	107.456	80.002	19.995	103.768	19.999	2.437	0.090
31.000	107.508	80.002	19.994	103.769	20.000	2.378	0.106
31.500	107.615	80.001	19.995	103.774	19.998	2.482	0.134
32.000	107.677	80.001	19.996	103.776	20.000	2.387	0.164
32.500	107.760	80.001	19.996	103.777	19.996	2.617	0.157
33.000	107.808	80.000	19.994	103.777	19.998	2.500	0.138
33.500	107.917	80.001	19.995	103.777	19.993	2.848	0.144
34.000	107.931	80.000	19.995	103.773	19.994	2.801	0.140
34.500	108.059	80.000	19.996	103.772	19.997	2.579	0.132
35.000	108.125	80.002	19.996	103.771	19.996	2.619	0.168
35.500	108.187	80.000	19.995	103.772	19.996	2.628	0.161
36.000	108.282	80.002	19.996	103.775	19.995	2.739	0.142
36.500	108.378	80.000	19.994	103.775	19.993	2.864	0.174
37.000	108.420	80.000	19.996	103.775	19.993	2.850	0.165
37.500	108.515	80.001	19.996	103.778	19.991	3.002	0.138
38.000	108.599	79.999	19.995	103.785	19.991	2.996	0.158
38.500	108.687	80.000	19.995	103.791	19.991	2.983	0.175
39.000	108.826	80.000	19.996	103.798	19.987	3.272	0.200
39.500	108.890	80.001	19.995	103.807	19.989	3.147	0.215
40.000	108.987	80.001	19.996	103.811	19.990	3.044	0.182
40.501	109.061	80.001	19.996	103.812	19.991	3.010	0.166
41.001	109.185	80.002	19.995	103.812	19.989	3.131	0.185
41.500	109.268	80.002	19.996	103.807	19.991	2.975	0.202
42.000	109.416	80.001	19.996	103.801	19.990	3.072	0.219
42.500	109.465	80.001	19.996	103.794	19.991	2.973	0.214
43.000	109.583	80.001	19.996	103.789	19.990	3.084	0.182
43.500	109.714	80.001	19.996	103.783	19.991	3.006	0.208
44.000	109.799	80.002	19.996	103.782	19.991	2.979	0.232
44.500	109.908	80.001	19.996	103.782	19.993	2.880	0.205
45.000	110.047	80.002	19.995	103.786	19.991	2.979	0.221
45.500	110.122	80.002	19.996	103.787	19.990	3.054	0.231
46.000	110.247	80.001	19.996	103.790	19.992	2.963	0.207
46.500	110.314	80.002	19.996	103.786	19.993	2.826	0.196
47.001	110.471	80.003	19.995	103.784	19.990	3.040	0.207
47.501	110.534	80.001	19.995	103.781	19.989	3.116	0.222
48.000	110.659	80.002	19.995	103.779	19.991	2.999	0.204
48.500	110.770	80.003	19.995	103.779	19.991	2.995	0.212
49.000	110.872	80.003	19.995	103.784	19.992	2.908	0.225
49.500	111.029	80.003	19.994	103.789	19.991	2.975	0.236
50.000	111.135	80.001	19.995	103.795	19.992	2.926	0.260
50.500	111.255	80.003	19.994	103.796	19.992	2.938	0.244
51.000	111.327	80.002	19.995	103.793	19.989	3.153	0.209
51.500	111.467	80.001	19.994	103.789	19.993	2.868	0.202
52.000	111.587	80.002	19.994	103.786	19.991	3.003	0.236
52.501	111.735	80.002	19.994	103.785	19.990	3.086	0.264
53.001	111.803	80.002	19.996	103.787	19.989	3.112	0.242
53.501	111.949	80.003	19.995	103.792	19.990	3.074	0.216
54.001	112.091	80.001	19.995	103.795	19.991	3.003	0.251
54.500	112.220	80.002	19.994	103.793	19.989	3.130	0.279
55.000	112.348	80.003	19.993	103.789	19.988	3.197	0.264
55.500	112.456	80.000	19.993	103.789	19.990	3.080	0.247
56.000	112.603	80.002	19.994	103.785	19.987	3.302	0.245
56.500	112.752	80.002	19.995	103.784	19.988	3.252	0.276
57.000	112.869	80.002	19.994	103.789	19.990	3.086	0.282
57.500	112.995	80.002	19.995	103.794	19.987	3.298	0.255
58.000	113.141	80.002	19.994	103.797	19.988	3.232	0.258
58.500	113.303	80.001	19.995	103.804	19.989	3.177	0.290
59.000	113.418	80.000	19.994	103.811	19.991	3.009	0.292
59.500	113.569	80.003	19.994	103.812	19.989	3.167	0.271
60.000	113.701	80.001	19.994	103.812	19.990	3.098	0.274
60.500	113.813	80.002	19.994	103.811	19.989	3.142	0.263
61.000	114.009	80.001	19.995	103.811	19.989	3.114	0.276
61.500	114.094	80.001	19.995	103.812	19.991	3.001	0.294
62.000	114.281	80.001	19.993	103.812	19.988	3.187	0.276
62.500	114.415	80.001	19.992	103.811	19.991	3.003	0.297
63.000	114.560	80.000	19.994	103.810	19.989	3.175	0.300
63.500	114.697	80.001	19.994	103.810	19.987	3.314	0.280
64.000	114.829	80.000	19.994	103.810	19.989	3.130	0.275
64.500	114.967	80.002	19.994	103.809	19.987	3.266	0.270
65.000	115.118	80.001	19.994	103.810	19.987	3.276	0.280
65.501	115.277	80.001	19.994	103.810	19.989	3.116	0.299
66.001	115.393	80.002	19.994	103.810	19.986	3.367	0.292
66.501	115.551	80.001	19.994	103.810	19.985	3.407	0.275
67.001	115.703	80.001	19.994	103.810	19.985	3.458	0.292
67.501	115.853	80.001	19.995	103.810	19.984	3.490	0.306
68.001	116.004	80.002	19.994	103.810	19.984	3.494	0.302
68.500	116.168	80.003	19.994	103.810	19.983	3.605	0.308
69.000	116.321	80.002	19.993	103.810	19.985	3.431	0.316
69.500	116.440	80.002	19.994	103.814	19.985	3.443	0.294
70.000	116.594	80.004	19.993	103.814	19.984	3.486	0.272
70.500	116.765	80.004	19.994	103.814	19.986	3.393	0.299
71.000	116.931	80.004	19.994	103.814	19.986	3.342	0.331
71.500	117.113	80.005	19.993	103.813	19.985	3.419	0.343
72.000	117.284	80.004	19.994	103.809	19.986	3.350	0.351
72.500	117.445	80.004	19.994	103.808	19.983	3.596	0.343
73.000	117.624	80.003	19.994	103.808	19.981	3.720	0.336
73.500	117.778	80.003	19.993	103.808	19.983	3.592	0.336
74.000	117.960	80.004	19.994	103.807	19.983	3.596	0.334
74.500	118.121	80.004	19.993	103.809	19.983	3.600	0.340
75.000	118.298	80.003	19.995	103.809	19.983	3.546	0.340
75.500	118.430	80.004	19.994	103.811	19.980	3.805	0.323
76.000	118.629	80.002	19.995	103.813	19.982	3.633	0.320
76.500	118.792	80.004	19.995	103.813	19.982	3.623	0.347
77.000	118.979	80.002	19.995	103.811	19.981	3.750	0.356
77.500	119.122	80.001	19.994	103.811	19.982	3.667	0.340
78.000	119.288	80.003	19.997	103.810	19.984	3.509	0.320
78.501	119.451	80.003	19.997	103.816	19.983	3.550	0.319
