,Surface Area (mm^2),Pretest,Posttest
HF100-Frame_R1,8836.00, ,Sample removed 10 seconds after ignition
HF50-Frame_R1,8836.00, ,Sample removed 10 seconds after ignition.
HF75-Frame+Grid_R1,8836.00, ,removed and extinguished sample 10 seconds after ignition. Pressed end test button shortly after. 
