##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.)/(mW/mg),Sensit./(uV/mW)
49.591,10.01,-0.03487,0.01447754,1.07521
49.691,10.41578,-0.03405199,0.02122854,1.0751600000000001
49.791,10.514560000000001,-0.03509342,0.02806554,1.07511
49.891,10.584010000000001,-0.03370845,0.03339298,1.0750600000000001
49.991,10.63751,-0.03346948,0.04090416,1.075
50.091,10.68395,-0.03539227,0.04808622,1.07495
50.191,10.72536,-0.03540455,0.0528475,1.0749
50.291,10.76252,-0.03542575,0.05483105,1.07485
50.391,10.79677,-0.03520442,0.0573228,1.0748
50.491,10.829130000000001,-0.03431068,0.06260779,1.07474
50.591,10.85934,-0.03493948,0.06892932,1.07469
50.691,10.88776,-0.03558028,0.07493961,1.07464
50.791,10.91426,-0.03608706,0.07533453,1.07459
50.891,10.93961,-0.03564681,0.07916733,1.07453
50.991,10.964260000000001,-0.0360417,0.08219369,1.0744799999999999
51.091,10.98776,-0.03637634,0.08566162,1.07443
51.191,11.01036,-0.03748716,0.08892392,1.07438
51.291,11.032160000000001,-0.03675978,0.09360748,1.07433
51.391,11.05345,-0.03584478,0.09556716,1.07427
51.491,11.07426,-0.0357377,0.09865678,1.0742200000000002
51.591,11.094489999999999,-0.03473919,0.10485,1.07417
51.691,11.11433,-0.03516401,0.10649000000000002,1.07412
51.791,11.13378,-0.03561476,0.10790999999999999,1.07407
51.891,11.1528,-0.03669619,0.11267,1.0740100000000001
51.991,11.17152,-0.03708815,0.11519000000000001,1.07396
52.091,11.189739999999999,-0.03606125,0.11894,1.0739100000000001
52.191,11.20787,-0.03667678,0.11954000000000001,1.07386
52.291,11.22551,-0.03733776,0.12135,1.07381
52.391,11.24295,-0.03636585,0.12699000000000002,1.07375
52.491,11.26004,-0.03728755,0.12834,1.0737
52.591,11.27684,-0.03796176,0.13037,1.07365
52.691,11.29327,-0.03727845,0.1344,1.0736
52.791,11.30969,-0.03794068,0.13525,1.07354
52.891,11.32594,-0.03638539,0.13944,1.07349
52.991,11.34192,-0.03721006,0.1386,1.07344
53.091,11.35778,-0.03600885,0.14347000000000001,1.07339
53.191,11.37322,-0.03713451,0.14448,1.07334
53.291,11.3885,-0.03629419,0.14634,1.07328
53.391,11.40392,-0.03753493,0.14692,1.07323
53.491,11.419080000000001,-0.0367878,0.15008,1.07318
53.591,11.43401,-0.03754569,0.15204,1.07313
53.691,11.44875,-0.0373006,0.15448,1.07308
53.791,11.46325,-0.03782925,0.1555,1.07302
53.891,11.477889999999999,-0.03783821,0.15718,1.07297
53.991,11.49225,-0.03791742,0.15904000000000001,1.07292
54.091,11.50663,-0.03687037,0.16179000000000002,1.07287
54.191,11.52082,-0.03789645,0.16259,1.07282
54.291,11.53481,-0.03669352,0.16577,1.07276
54.391,11.54878,-0.03725486,0.16652999999999998,1.07271
54.491,11.562510000000001,-0.03688054,0.16775,1.07266
54.591,11.5763,-0.03681898,0.17051,1.07261
54.691,11.590010000000001,-0.0377198,0.17110999999999998,1.07256
54.791,11.60361,-0.03694323,0.17368,1.0725
54.891,11.61696,-0.03756434,0.17593,1.07245
54.991,11.63032,-0.03736633,0.17764000000000002,1.0724
55.091,11.64367,-0.03677695,0.17861,1.07235
55.191,11.656989999999999,-0.03746065,0.17928,1.0723
55.291,11.67013,-0.03619075,0.18159,1.0722399999999999
55.391,11.68323,-0.0374533,0.18429,1.07219
55.491,11.69615,-0.03747213,0.18361,1.0721399999999999
55.591,11.70905,-0.03694561,0.18500999999999998,1.07209
55.691,11.722010000000001,-0.0377203,0.18722,1.0720299999999998
