Time after Ignition,Wool_Rug_R1,Wool_Rug_R2,Wool_Rug_R3,Mean,Std. Dev.
144.5,114.2,133.5,128.3,125.3,9.9
144.75,113.1,132.7,128.3,124.7,10.3
145.0,114.0,132.1,130.8,125.6,10.1
145.25,115.6,133.9,130.8,126.7,9.8
145.5,114.2,134.3,128.8,125.8,10.4
145.75,113.7,132.2,128.9,124.9,9.9
146.0,115.9,132.3,127.3,125.2,8.4
146.25,113.2,132.4,129.5,125.0,10.4
146.5,112.5,130.7,127.5,123.6,9.7
146.75,113.0,132.4,128.9,124.8,10.3
147.0,116.2,130.6,127.2,124.7,7.5
147.25,115.2,129.0,128.4,124.2,7.8
147.5,114.9,132.9,125.7,124.5,9.1
147.75,115.7,132.8,129.4,126.0,9.0
148.0,116.4,132.8,129.5,126.2,8.7
148.25,114.1,131.0,129.0,124.7,9.2
148.5,114.8,130.5,126.9,124.1,8.2
148.75,115.1,131.5,127.6,124.8,8.6
149.0,113.2,130.6,127.5,123.8,9.3
149.25,113.6,130.0,127.6,123.7,8.9
149.5,115.3,129.6,127.6,124.2,7.7
149.75,113.9,130.0,124.4,122.8,8.1
150.0,115.3,131.3,126.6,124.4,8.2
150.25,113.1,129.4,127.2,123.2,8.9
150.5,113.6,131.8,126.5,123.9,9.3
150.75,112.0,131.4,127.1,123.5,10.2
151.0,114.2,129.7,125.4,123.1,8.0
151.25,113.9,130.5,126.8,123.7,8.8
151.5,114.2,126.5,126.7,122.5,7.2
151.75,113.3,128.8,125.5,122.5,8.2
152.0,114.4,127.5,128.7,123.6,7.9
152.25,112.0,130.2,126.9,123.0,9.7
152.5,114.2,130.5,127.4,124.0,8.7
152.75,113.3,130.3,126.1,123.2,8.9
153.0,116.6,129.5,126.1,124.1,6.7
153.25,112.4,129.9,126.2,122.8,9.2
153.5,113.1,129.5,129.1,123.9,9.4
153.75,113.9,128.6,128.2,123.5,8.4
154.0,113.2,128.2,125.1,122.2,7.9
154.25,113.1,129.2,125.0,122.4,8.3
154.5,113.2,127.9,125.5,122.2,7.9
154.75,114.2,127.4,126.5,122.7,7.4
155.0,114.0,127.7,128.1,123.3,8.1
155.25,111.1,128.7,126.1,121.9,9.5
155.5,113.1,128.0,125.8,122.3,8.1
155.75,112.6,128.6,127.1,122.8,8.8
156.0,111.6,127.5,126.2,121.8,8.8
156.25,111.9,129.5,126.9,122.8,9.5
156.5,112.4,126.5,125.6,121.5,7.9
156.75,112.1,128.3,126.5,122.3,8.9
157.0,112.5,129.6,126.1,122.7,9.0
157.25,111.4,130.7,125.5,122.5,10.0
157.5,113.7,128.4,126.4,122.8,8.0
157.75,112.0,128.2,126.4,122.2,8.9
158.0,111.6,129.0,126.7,122.4,9.5
158.25,111.1,130.5,125.2,122.3,10.0
158.5,111.2,128.6,126.6,122.1,9.5
158.75,112.0,129.1,125.9,122.3,9.1
159.0,112.1,129.9,126.3,122.7,9.4
159.25,111.3,128.4,124.1,121.2,8.9
159.5,108.3,129.7,124.5,120.8,11.2
159.75,112.5,127.0,125.8,121.8,8.1
160.0,111.6,128.2,125.9,121.9,9.0
160.25,110.1,128.7,123.3,120.7,9.6
160.5,111.7,128.2,123.7,121.2,8.5
160.75,112.2,128.1,125.0,121.8,8.4
161.0,111.4,130.0,124.3,121.9,9.5
161.25,110.7,131.2,125.0,122.3,10.5
161.5,112.2,129.9,125.2,122.5,9.2
161.75,112.0,128.4,125.9,122.1,8.8
162.0,112.7,127.7,125.0,121.8,8.0
162.25,111.4,129.6,124.8,121.9,9.4
162.5,110.2,128.0,123.2,120.4,9.2
162.75,111.3,129.5,125.3,122.0,9.5
163.0,110.6,130.8,124.8,122.1,10.4
163.25,112.9,131.1,125.9,123.3,9.4
163.5,111.6,130.3,126.0,122.6,9.8
163.75,111.4,128.0,126.6,122.0,9.2
164.0,110.3,128.4,124.0,120.9,9.5
164.25,110.4,128.3,123.2,120.7,9.2
164.5,111.9,128.3,122.5,120.9,8.3
164.75,111.9,130.2,124.0,122.0,9.3
165.0,113.2,127.3,126.1,122.2,7.8
165.25,111.1,128.8,124.7,121.6,9.3
165.5,110.4,130.6,125.6,122.2,10.5
165.75,112.0,128.9,124.1,121.7,8.7
166.0,111.0,128.5,123.0,120.8,8.9
166.25,111.9,129.2,121.6,120.9,8.7
166.5,112.2,130.3,123.4,121.9,9.2
166.75,112.6,128.7,123.3,121.6,8.2
167.0,112.5,129.1,122.0,121.2,8.4
167.25,110.6,131.7,121.6,121.3,10.5
167.5,110.1,128.3,121.8,120.1,9.2
167.75,109.2,129.4,125.8,121.5,10.8
168.0,109.6,129.9,123.7,121.1,10.4
168.25,108.7,130.5,123.4,120.8,11.1
168.5,112.1,129.4,123.5,121.7,8.8
168.75,109.7,128.8,124.6,121.0,10.1
169.0,109.0,130.0,123.7,120.9,10.8
169.25,111.4,128.1,122.3,120.6,8.5
169.5,110.7,126.1,122.2,119.7,8.0
169.75,108.1,129.8,124.4,120.8,11.3
170.0,110.0,128.6,123.1,120.6,9.5
170.25,111.2,127.7,123.4,120.7,8.6
170.5,111.2,129.8,122.5,121.2,9.4
170.75,109.5,128.7,122.1,120.1,9.7
171.0,109.6,127.4,120.9,119.3,9.0
171.25,109.2,129.9,123.2,120.8,10.6
171.5,110.2,129.3,122.0,120.5,9.6
171.75,111.7,129.1,120.8,120.5,8.7
172.0,110.9,129.0,121.9,120.6,9.1
172.25,108.1,130.0,123.3,120.5,11.2
172.5,110.1,129.2,122.6,120.6,9.7
172.75,110.8,127.5,123.6,120.6,8.7
173.0,110.4,129.4,121.9,120.6,9.6
173.25,110.8,129.7,122.6,121.1,9.5
173.5,110.4,126.8,121.3,119.5,8.3
173.75,108.9,129.2,122.3,120.1,10.3
174.0,109.6,128.5,122.0,120.0,9.6
174.25,109.0,128.9,121.6,119.8,10.1
174.5,109.6,126.6,120.6,119.0,8.6
174.75,110.4,128.3,121.5,120.1,9.0
175.0,110.9,127.8,121.5,120.1,8.6
175.25,109.4,127.4,123.9,120.3,9.5
175.5,109.6,129.0,123.5,120.7,10.0
175.75,108.0,129.2,121.4,119.5,10.7
176.0,110.2,129.0,122.3,120.5,9.5
176.25,108.7,129.9,121.4,120.0,10.7
176.5,110.9,127.7,120.0,119.5,8.4
176.75,110.9,129.9,120.7,120.5,9.5
177.0,109.1,130.2,120.9,120.0,10.6
177.25,110.2,130.1,119.7,120.0,10.0
177.5,109.2,131.2,119.1,119.8,11.0
177.75,109.6,130.0,121.9,120.5,10.3
178.0,110.6,130.4,120.5,120.5,9.9
178.25,110.5,128.3,120.5,119.8,8.9
178.5,111.9,132.6,120.1,121.5,10.4
178.75,109.2,130.2,117.5,119.0,10.6
179.0,110.9,127.3,120.8,119.7,8.2
179.25,111.6,128.4,121.0,120.3,8.4
179.5,111.7,131.5,121.1,121.4,9.9
179.75,112.1,130.5,120.6,121.1,9.2
180.0,111.6,130.4,120.0,120.6,9.4
180.25,110.8,130.2,121.0,120.7,9.7
180.5,110.5,128.7,120.6,120.0,9.1
180.75,111.0,130.4,119.9,120.5,9.7
181.0,108.5,129.7,121.3,119.8,10.7
181.25,111.3,130.2,121.5,121.0,9.4
181.5,111.5,129.7,120.5,120.6,9.1
181.75,111.7,131.5,121.6,121.6,9.9
182.0,110.9,129.8,121.8,120.9,9.5
182.25,112.0,129.8,123.5,121.7,9.0
182.5,109.2,131.2,123.1,121.2,11.1
182.75,111.7,130.1,119.8,120.5,9.2
183.0,111.5,130.8,121.0,121.1,9.6
183.25,111.0,129.0,121.3,120.4,9.1
183.5,110.6,130.5,121.3,120.8,10.0
183.75,111.7,130.5,120.4,120.9,9.4
184.0,111.9,130.4,122.9,121.7,9.3
184.25,112.2,129.4,121.7,121.1,8.6
184.5,112.8,130.9,122.0,121.9,9.0
184.75,110.8,130.7,121.7,121.1,9.9
185.0,112.4,129.1,120.6,120.7,8.4
185.25,112.2,132.2,120.0,121.5,10.1
185.5,111.5,132.9,122.1,122.2,10.7
185.75,111.2,131.3,118.4,120.3,10.2
186.0,112.7,129.9,120.9,121.2,8.6
186.25,109.8,132.4,121.0,121.0,11.3
186.5,111.9,132.0,122.1,122.0,10.1
186.75,112.5,131.3,121.4,121.8,9.4
187.0,112.7,131.7,120.2,121.5,9.6
187.25,111.3,131.6,119.7,120.9,10.2
187.5,112.8,131.5,119.6,121.3,9.5
187.75,112.5,131.9,120.5,121.6,9.8
188.0,110.4,131.1,121.6,121.1,10.3
188.25,109.8,130.5,121.1,120.5,10.4
188.5,111.4,130.4,119.8,120.6,9.5
188.75,110.6,129.8,119.6,120.0,9.6
189.0,111.6,131.3,120.9,121.3,9.8
189.25,110.7,130.6,120.8,120.7,9.9
189.5,113.2,131.9,121.4,122.2,9.4
189.75,111.0,131.8,120.1,121.0,10.4
190.0,111.4,131.6,121.6,121.5,10.1
190.25,111.9,131.6,118.8,120.8,10.0
190.5,111.6,129.4,121.0,120.7,9.0
190.75,110.3,132.7,120.9,121.3,11.2
191.0,112.7,132.2,119.9,121.6,9.9
191.25,111.5,132.5,119.9,121.3,10.6
191.5,111.3,131.5,120.4,121.1,10.1
191.75,112.3,133.6,120.9,122.3,10.7
192.0,110.5,132.4,120.4,121.1,11.0
192.25,111.0,131.9,121.2,121.4,10.5
192.5,110.9,132.0,121.5,121.5,10.6
192.75,111.2,133.9,120.0,121.7,11.4
193.0,111.9,134.6,121.4,122.6,11.4
193.25,110.4,134.3,123.2,122.6,11.9
193.5,111.1,133.5,121.4,122.0,11.2
193.75,112.3,131.8,120.5,121.6,9.8
194.0,110.9,132.4,120.3,121.2,10.8
194.25,111.2,132.9,120.8,121.6,10.9
194.5,111.8,133.8,119.4,121.6,11.2
194.75,111.5,132.8,119.2,121.2,10.8
195.0,111.5,133.3,119.1,121.3,11.1
195.25,112.0,133.4,119.5,121.6,10.9
195.5,111.7,133.8,121.0,122.2,11.1
195.75,110.8,133.9,121.1,122.0,11.6
196.0,113.5,132.2,118.2,121.3,9.7
196.25,112.7,131.6,119.0,121.1,9.6
196.5,110.6,132.0,119.4,120.7,10.8
196.75,110.3,133.4,119.8,121.2,11.6
197.0,111.6,134.2,118.7,121.5,11.5
197.25,111.2,130.4,119.1,120.2,9.7
197.5,113.6,133.2,120.7,122.5,9.9
197.75,113.1,130.3,119.8,121.1,8.6
198.0,112.6,132.7,119.1,121.5,10.2
198.25,110.3,130.5,122.3,121.0,10.1
198.5,111.5,134.0,118.6,121.4,11.5
198.75,109.4,131.3,118.7,119.8,11.0
199.0,112.9,132.1,117.9,121.0,10.0
199.25,111.1,131.9,119.6,120.9,10.4
199.5,111.2,132.4,118.2,120.6,10.8
199.75,112.4,132.4,118.5,121.1,10.2
200.0,112.3,134.2,117.8,121.4,11.4
200.25,110.4,131.9,120.3,120.9,10.8
200.5,110.9,133.1,117.6,120.5,11.4
200.75,111.6,132.9,118.7,121.1,10.9
201.0,114.3,132.6,119.9,122.3,9.4
201.25,113.4,134.2,118.6,122.1,10.8
201.5,112.1,131.2,118.9,120.7,9.7
201.75,112.8,132.4,118.4,121.2,10.1
202.0,113.9,132.0,119.2,121.7,9.3
202.25,110.5,133.6,117.9,120.7,11.8
202.5,112.0,132.0,118.5,120.8,10.2
202.75,113.0,133.3,118.4,121.6,10.5
203.0,113.4,133.1,116.6,121.0,10.5
203.25,113.4,134.4,116.7,121.5,11.3
203.5,112.4,133.3,116.5,120.8,11.1
203.75,112.2,134.3,116.4,121.0,11.7
204.0,112.9,133.9,116.0,120.9,11.4
204.25,112.4,133.5,116.8,120.9,11.1
204.5,114.0,134.1,115.8,121.3,11.1
204.75,112.6,133.3,117.9,121.3,10.8
205.0,111.5,134.7,116.7,121.0,12.2
205.25,111.9,133.5,118.1,121.2,11.1
205.5,110.6,134.4,117.5,120.8,12.2
205.75,113.2,133.4,118.4,121.6,10.5
206.0,111.1,134.4,116.9,120.8,12.1
206.25,113.3,133.5,114.8,120.5,11.2
206.5,112.7,134.2,115.1,120.6,11.8
206.75,112.3,134.4,116.8,121.1,11.7
207.0,111.1,135.2,114.1,120.1,13.1
207.25,111.4,135.0,114.3,120.2,12.9
207.5,110.7,134.0,115.1,119.9,12.4
207.75,112.7,134.4,115.6,120.9,11.8
208.0,111.9,133.1,115.3,120.1,11.4
208.25,111.8,134.7,116.8,121.1,12.0
208.5,112.3,134.8,116.8,121.3,11.9
208.75,112.7,134.9,115.3,121.0,12.1
209.0,112.9,133.3,114.3,120.1,11.4
209.25,112.4,133.5,114.8,120.2,11.5
209.5,112.6,134.2,115.3,120.7,11.8
209.75,112.9,135.2,114.8,121.0,12.4
210.0,113.4,133.4,114.3,120.4,11.3
210.25,112.9,135.2,115.1,121.1,12.3
210.5,114.3,133.8,114.9,121.0,11.1
210.75,112.1,132.3,114.3,119.6,11.1
211.0,112.0,134.0,115.7,120.6,11.8
211.25,112.6,134.0,113.6,120.1,12.1
211.5,113.1,133.0,115.3,120.5,10.9
211.75,111.9,132.4,112.5,118.9,11.7
212.0,111.3,133.0,113.6,119.3,11.9
212.25,112.7,134.2,112.2,119.7,12.5
212.5,113.3,135.8,114.5,121.2,12.6
212.75,111.5,133.3,113.9,119.6,11.9
213.0,111.7,134.4,112.7,119.6,12.8
213.25,111.7,131.6,114.8,119.4,10.7
213.5,111.5,132.9,115.8,120.1,11.3
213.75,112.7,133.4,114.5,120.2,11.5
214.0,112.2,132.2,112.1,118.8,11.6
214.25,111.4,131.8,113.1,118.8,11.3
214.5,110.9,134.4,110.3,118.5,13.7
214.75,111.1,132.5,112.9,118.9,11.8
215.0,110.5,134.8,113.9,119.7,13.2
215.25,111.9,130.9,113.3,118.7,10.6
215.5,110.9,132.9,112.4,118.8,12.3
215.75,112.9,134.5,112.5,120.0,12.6
216.0,110.2,132.9,112.4,118.5,12.5
216.25,111.6,135.7,112.9,120.1,13.6
216.5,112.4,133.9,113.4,119.9,12.1
216.75,112.2,133.1,112.8,119.3,11.9
217.0,110.7,133.2,113.5,119.1,12.3
217.25,111.1,133.4,112.7,119.1,12.5
217.5,113.0,135.0,112.6,120.2,12.8
217.75,110.2,134.7,111.9,118.9,13.7
218.0,112.0,133.4,112.8,119.4,12.2
218.25,111.6,133.1,111.6,118.8,12.4
218.5,112.9,132.8,112.8,119.5,11.5
218.75,114.2,132.7,112.4,119.8,11.2
219.0,111.4,131.4,112.7,118.5,11.2
219.25,113.7,137.4,113.1,121.4,13.8
219.5,112.5,134.7,112.4,119.9,12.8
219.75,113.0,133.1,113.5,119.9,11.4
220.0,111.5,132.9,111.9,118.8,12.2
220.25,114.8,133.8,111.8,120.1,11.9
220.5,111.8,132.4,113.7,119.3,11.4
220.75,113.9,137.1,112.9,121.3,13.7
221.0,113.8,133.9,112.9,120.2,11.9
221.25,113.4,135.6,112.3,120.4,13.1
221.5,114.4,134.1,110.8,119.8,12.6
221.75,114.2,134.3,111.6,120.0,12.4
222.0,114.4,135.5,111.5,120.5,13.1
222.25,113.9,135.4,113.6,120.9,12.5
222.5,112.9,132.6,113.7,119.7,11.1
222.75,112.9,133.2,109.7,118.6,12.7
223.0,111.2,133.6,110.9,118.6,13.0
223.25,114.2,132.2,110.9,119.1,11.5
223.5,113.5,134.0,111.0,119.5,12.6
223.75,113.2,130.7,110.8,118.2,10.8
224.0,114.1,132.7,112.4,119.7,11.3
224.25,114.4,133.0,112.2,119.9,11.4
224.5,115.0,133.9,109.9,119.6,12.6
224.75,114.0,133.3,109.6,119.0,12.6
225.0,112.9,132.4,111.1,118.8,11.8
225.25,113.0,131.9,112.3,119.1,11.2
225.5,112.7,135.2,113.3,120.4,12.8
225.75,113.7,134.5,111.7,120.0,12.6
226.0,113.5,134.0,112.1,119.8,12.3
226.25,113.5,133.5,112.7,119.9,11.8
226.5,114.0,136.5,111.0,120.5,13.9
226.75,114.3,131.4,112.5,119.4,10.4
227.0,112.3,134.3,111.9,119.5,12.8
227.25,112.4,134.1,113.1,119.9,12.3
227.5,115.8,132.6,112.2,120.2,10.9
227.75,114.3,133.5,113.6,120.5,11.3
228.0,113.7,132.3,111.4,119.1,11.4
228.25,113.7,132.3,113.2,119.7,10.9
228.5,112.1,132.1,113.5,119.2,11.2
228.75,112.4,130.2,112.1,118.2,10.3
229.0,113.2,133.1,112.6,119.6,11.7
229.25,113.2,132.8,114.5,120.2,10.9
229.5,112.3,128.5,112.2,117.7,9.4
229.75,114.9,130.9,113.6,119.8,9.6
230.0,111.9,131.5,113.0,118.8,11.1
230.25,114.5,130.5,111.6,118.9,10.2
230.5,113.7,131.8,113.6,119.7,10.5
230.75,113.2,129.6,112.7,118.5,9.6
231.0,113.1,130.0,113.5,118.9,9.6
231.25,112.2,132.3,112.5,119.0,11.5
231.5,111.7,130.7,113.9,118.8,10.4
231.75,114.6,128.5,114.0,119.0,8.2
232.0,114.0,131.7,112.9,119.5,10.5
232.25,111.8,130.1,111.9,117.9,10.6
232.5,113.9,128.4,112.9,118.4,8.7
232.75,113.9,130.3,114.7,119.6,9.3
233.0,115.2,130.1,115.1,120.1,8.6
233.25,113.9,129.3,114.0,119.1,8.9
233.5,114.1,129.6,110.8,118.2,10.0
233.75,114.6,129.2,114.4,119.4,8.5
234.0,114.1,129.1,113.3,118.8,8.9
234.25,113.8,131.2,113.4,119.5,10.2
234.5,115.6,128.7,114.3,119.5,8.0
234.75,115.4,128.4,113.7,119.1,8.0
235.0,114.7,128.6,113.1,118.8,8.5
235.25,115.2,128.4,115.6,119.7,7.5
235.5,114.1,128.3,115.0,119.2,8.0
235.75,113.0,128.0,115.7,118.9,8.0
236.0,114.1,128.4,116.5,119.6,7.7
236.25,113.8,128.2,115.8,119.3,7.8
236.5,114.9,128.3,115.1,119.5,7.7
236.75,115.6,128.7,116.6,120.3,7.3
237.0,114.5,128.0,116.7,119.7,7.3
237.25,114.0,129.0,113.7,118.9,8.8
237.5,115.5,128.8,114.6,119.6,8.0
237.75,114.8,127.8,116.4,119.6,7.1
238.0,113.3,126.5,116.1,118.7,7.0
238.25,113.6,126.6,114.8,118.3,7.2
238.5,114.1,126.0,117.0,119.0,6.2
238.75,114.1,126.2,118.0,119.4,6.2
239.0,115.0,125.4,117.1,119.2,5.5
239.25,112.8,126.7,117.0,118.8,7.1
239.5,115.5,126.1,114.9,118.8,6.3
239.75,115.7,126.5,118.3,120.2,5.6
240.0,114.0,126.5,116.3,119.0,6.6
240.25,113.3,124.6,115.7,117.9,6.0
240.5,113.8,127.8,118.7,120.1,7.1
240.75,114.0,127.2,117.4,119.5,6.9
241.0,113.6,123.7,114.8,117.4,5.5
241.25,114.4,125.9,114.7,118.3,6.6
241.5,116.0,125.8,115.5,119.1,5.8
241.75,115.1,124.6,116.6,118.8,5.1
242.0,114.7,125.2,116.4,118.8,5.7
242.25,113.1,125.3,114.4,117.6,6.7
242.5,113.0,125.2,115.9,118.0,6.4
242.75,113.2,124.8,115.6,117.8,6.1
243.0,113.4,124.2,113.9,117.2,6.1
243.25,113.7,123.9,114.8,117.5,5.6
243.5,114.0,123.7,115.9,117.9,5.2
243.75,113.4,122.8,115.0,117.1,5.0
244.0,113.2,123.3,114.5,117.0,5.5
244.25,112.8,124.1,114.2,117.0,6.1
244.5,114.0,124.4,114.0,117.5,6.0
244.75,112.7,121.4,114.6,116.2,4.6
245.0,114.1,122.7,114.7,117.2,4.8
245.25,114.1,123.4,115.4,117.7,5.0
245.5,113.5,121.9,114.7,116.7,4.6
245.75,115.7,123.7,115.3,118.3,4.8
246.0,113.0,122.3,115.0,116.8,4.9
246.25,113.1,123.0,114.4,116.9,5.4
246.5,114.0,122.1,114.2,116.8,4.6
246.75,112.8,122.1,115.2,116.7,4.9
247.0,113.5,121.0,115.8,116.8,3.9
247.25,112.9,121.1,114.5,116.1,4.3
247.5,112.7,121.8,115.2,116.6,4.7
247.75,112.8,121.4,114.8,116.3,4.5
248.0,111.2,122.0,114.6,116.0,5.5
248.25,112.2,121.3,114.5,116.0,4.7
248.5,111.7,121.1,112.9,115.3,5.1
248.75,110.7,119.6,114.8,115.0,4.5
249.0,112.1,121.3,113.6,115.7,4.9
249.25,112.6,121.5,113.2,115.8,5.0
249.5,110.3,120.9,115.4,115.5,5.3
249.75,112.1,120.4,113.6,115.4,4.4
250.0,112.7,119.6,117.2,116.5,3.5
250.25,111.1,121.0,114.8,115.6,5.0
250.5,111.1,120.5,113.7,115.1,4.9
250.75,113.5,119.6,112.8,115.3,3.7
251.0,112.0,119.9,114.6,115.5,4.0
251.25,112.6,120.7,114.3,115.9,4.3
251.5,109.6,120.1,114.2,114.7,5.3
251.75,112.6,116.7,113.2,114.2,2.2
252.0,110.0,119.7,111.9,113.9,5.1
252.25,110.3,119.3,113.8,114.4,4.5
252.5,111.3,118.4,115.3,115.0,3.6
252.75,109.9,118.4,113.8,114.1,4.3
253.0,109.0,119.1,111.8,113.3,5.3
253.25,110.4,117.5,112.3,113.4,3.7
253.5,108.5,118.2,113.2,113.3,4.9
253.75,108.9,117.9,113.9,113.5,4.5
254.0,109.8,117.9,114.1,113.9,4.1
254.25,110.0,119.4,111.5,113.6,5.0
254.5,108.9,117.7,112.2,112.9,4.4
254.75,109.7,117.1,110.7,112.5,4.0
255.0,109.9,116.4,111.4,112.6,3.4
255.25,109.8,117.7,112.5,113.3,4.0
255.5,107.9,117.9,113.1,113.0,5.0
255.75,107.4,116.4,109.7,111.1,4.7
256.0,107.2,116.7,110.8,111.6,4.8
256.25,110.9,117.4,111.2,113.2,3.7
256.5,109.3,117.6,109.5,112.1,4.7
256.75,112.0,115.6,110.2,112.6,2.8
257.0,109.9,115.5,110.8,112.0,3.0
257.25,108.7,114.7,109.8,111.1,3.2
257.5,109.0,116.8,107.1,111.0,5.2
257.75,108.8,116.6,109.0,111.5,4.4
258.0,109.0,114.6,106.9,110.2,4.0
258.25,107.0,115.9,109.8,110.9,4.6
258.5,108.2,115.1,109.7,111.0,3.7
258.75,108.3,115.3,108.4,110.7,4.0
259.0,108.0,115.0,107.8,110.3,4.1
259.25,108.9,116.2,107.6,110.9,4.6
259.5,109.6,115.6,108.8,111.3,3.7
259.75,106.9,114.5,106.7,109.4,4.4
260.0,106.8,114.5,106.3,109.2,4.6
260.25,108.2,115.0,107.0,110.1,4.3
260.5,107.7,114.5,107.8,110.0,3.9
260.75,108.7,116.1,106.5,110.5,5.0
261.0,110.7,112.9,106.5,110.0,3.2
261.25,106.8,114.9,105.4,109.0,5.1
261.5,108.2,114.3,106.3,109.6,4.2
261.75,109.1,115.0,106.7,110.2,4.3
262.0,107.4,114.7,106.2,109.4,4.6
262.25,107.9,115.6,106.1,109.9,5.0
262.5,108.5,116.5,105.7,110.2,5.6
262.75,108.2,115.1,105.9,109.8,4.8
263.0,108.7,116.7,104.8,110.0,6.1
263.25,108.8,116.5,103.2,109.5,6.7
263.5,107.9,115.0,103.3,108.8,5.9
263.75,108.5,114.8,105.2,109.5,4.9
264.0,107.3,115.9,105.6,109.6,5.5
264.25,106.5,113.6,103.8,107.9,5.0
264.5,105.4,114.5,103.5,107.8,5.9
264.75,106.3,117.1,103.9,109.1,7.0
265.0,108.4,114.8,105.2,109.5,4.9
265.25,107.8,115.4,103.8,109.0,5.9
265.5,107.5,115.1,103.7,108.8,5.8
265.75,106.7,114.0,103.2,108.0,5.5
266.0,108.6,114.9,102.7,108.7,6.1
266.25,108.3,114.9,102.5,108.6,6.2
266.5,106.6,114.6,103.1,108.1,5.9
266.75,106.9,113.8,103.6,108.1,5.2
267.0,107.4,115.2,102.1,108.2,6.6
267.25,107.2,116.8,103.5,109.1,6.9
267.5,106.3,115.0,102.7,108.0,6.3
267.75,109.1,114.8,101.7,108.5,6.5
268.0,107.3,114.8,104.2,108.7,5.5
268.25,106.3,117.9,102.5,108.9,8.0
268.5,108.2,116.3,103.6,109.4,6.5
268.75,107.3,114.4,103.4,108.4,5.6
269.0,105.6,115.0,102.1,107.5,6.7
269.25,107.3,114.4,104.4,108.7,5.1
269.5,106.5,113.5,104.1,108.1,4.9
269.75,108.5,116.7,102.6,109.3,7.1
270.0,107.6,116.8,102.9,109.1,7.1
270.25,106.8,114.3,101.7,107.6,6.4
270.5,105.2,114.0,102.0,107.1,6.2
270.75,107.0,115.3,101.5,108.0,7.0
271.0,106.3,115.2,99.7,107.1,7.8
271.25,107.8,115.6,100.7,108.0,7.4
271.5,104.9,116.0,102.5,107.8,7.2
271.75,106.2,113.8,98.7,106.2,7.6
272.0,106.4,116.2,100.6,107.8,7.9
272.25,105.0,117.2,101.6,107.9,8.2
272.5,107.0,115.9,98.6,107.2,8.6
272.75,105.3,116.1,99.2,106.9,8.5
273.0,104.3,116.6,98.6,106.5,9.2
273.25,106.1,116.7,100.1,107.6,8.4
273.5,105.1,115.7,98.8,106.5,8.5
273.75,105.7,115.9,99.2,106.9,8.4
274.0,105.2,117.0,100.1,107.5,8.7
274.25,106.0,113.6,98.9,106.2,7.3
274.5,104.8,117.1,98.3,106.8,9.5
274.75,105.2,117.4,99.4,107.3,9.2
275.0,104.9,116.8,98.9,106.8,9.1
275.25,105.6,114.7,98.6,106.3,8.1
275.5,105.0,117.4,97.2,106.5,10.2
275.75,105.0,116.2,98.5,106.6,9.0
276.0,105.9,117.0,97.1,106.7,10.0
276.25,106.2,116.7,95.6,106.2,10.5
276.5,105.0,116.3,97.8,106.4,9.3
276.75,106.9,116.5,96.1,106.5,10.2
277.0,105.1,116.3,95.2,105.5,10.5
277.25,105.7,117.1,94.6,105.8,11.3
277.5,105.3,115.6,96.3,105.8,9.7
277.75,105.6,116.3,96.3,106.1,10.0
278.0,104.2,118.8,97.1,106.7,11.1
278.25,107.0,115.7,95.3,106.0,10.3
278.5,105.1,115.8,95.4,105.5,10.2
278.75,106.4,117.6,95.1,106.4,11.3
279.0,104.9,116.9,96.4,106.1,10.3
279.25,106.9,115.9,96.3,106.4,9.8
279.5,105.5,114.7,97.5,105.9,8.6
279.75,107.3,115.4,97.3,106.7,9.1
280.0,107.4,116.7,97.4,107.2,9.7
280.25,105.6,115.5,96.3,105.8,9.6
280.5,105.7,115.8,97.5,106.4,9.1
280.75,104.4,116.5,96.2,105.7,10.2
281.0,105.7,114.8,97.5,106.0,8.7
281.25,105.0,113.7,97.0,105.2,8.4
281.5,104.5,113.0,95.7,104.4,8.7
281.75,104.8,112.2,99.4,105.5,6.5
282.0,104.4,111.0,99.5,105.0,5.8
282.25,105.2,114.6,97.7,105.9,8.5
282.5,104.1,112.8,98.5,105.1,7.2
282.75,103.6,112.6,98.2,104.8,7.3
283.0,103.6,111.9,98.9,104.8,6.6
283.25,105.4,112.3,97.9,105.2,7.2
283.5,105.7,113.6,99.0,106.1,7.3
283.75,105.2,111.3,100.0,105.5,5.6
284.0,105.3,112.4,97.1,104.9,7.7
284.25,105.9,111.1,98.5,105.2,6.3
284.5,105.9,110.9,98.7,105.2,6.1
284.75,106.1,110.1,99.4,105.2,5.4
285.0,106.5,111.1,99.3,105.6,6.0
285.25,105.3,109.4,98.2,104.3,5.6
285.5,104.6,108.6,98.5,103.9,5.1
285.75,105.0,110.1,98.8,104.6,5.7
286.0,106.0,109.0,98.7,104.5,5.3
286.25,104.5,108.3,99.7,104.2,4.3
286.5,105.0,108.0,99.6,104.2,4.2
286.75,105.7,107.7,100.4,104.6,3.8
287.0,106.4,106.5,99.4,104.1,4.1
287.25,105.4,106.4,98.5,103.4,4.3
287.5,104.6,106.0,100.5,103.7,2.9
287.75,105.1,106.0,99.6,103.6,3.5
288.0,104.3,105.0,98.3,102.5,3.6
288.25,106.0,105.6,98.9,103.5,4.0
288.5,105.1,104.5,99.7,103.1,3.0
288.75,105.6,106.1,98.0,103.3,4.5
289.0,105.7,103.6,98.7,102.7,3.6
289.25,105.0,104.8,98.7,102.8,3.6
289.5,104.6,102.4,99.4,102.1,2.6
