Names,Wool_Rug_R1,Wool_Rug_R2,Wool_Rug_R3,Wool_Rug_R4,Mean,Std. Dev.
2824,77.1,24.7,22.9,115.7,60.1,44.8
2825,75.8,24.4,22.8,116.5,59.9,45.1
2826,76.3,24.6,22.8,117.2,60.2,45.4
2827,76.2,24.8,22.8,116.4,60.0,45.0
2828,76.3,25.1,22.8,118.4,60.6,45.8
2829,77.1,24.6,22.5,117.1,60.3,45.5
2830,75.8,24.8,22.9,117.8,60.3,45.5
2831,76.5,24.8,23.0,118.1,60.6,45.7
2832,76.6,24.4,23.5,117.6,60.5,45.4
2833,77.2,24.7,23.4,119.4,61.2,46.2
2834,75.9,24.7,23.7,118.5,60.7,45.6
2835,75.4,24.8,23.7,117.7,60.4,45.2
2836,75.7,25.0,24.3,118.3,60.8,45.3
2837,75.8,25.0,24.1,117.7,60.7,45.1
2838,76.9,24.8,23.7,118.7,61.0,45.8
2839,75.6,25.0,24.0,117.9,60.6,45.2
2840,76.8,24.9,24.0,120.7,61.6,46.5
2841,76.1,25.3,24.3,118.3,61.0,45.2
2842,76.2,25.4,24.2,119.8,61.4,45.8
2843,76.0,25.8,24.3,119.0,61.2,45.4
2844,76.1,25.9,24.4,118.9,61.3,45.3
2845,75.0,26.0,24.6,119.7,61.3,45.4
2846,76.0,26.4,24.7,117.8,61.2,44.6
2847,77.1,26.5,24.9,118.2,61.7,44.8
2848,75.5,26.5,24.3,119.6,61.5,45.4
2849,75.1,26.6,24.4,119.3,61.3,45.2
2850,77.0,26.7,24.1,119.6,61.9,45.6
2851,75.5,27.0,23.6,119.7,61.5,45.5
2852,75.4,27.6,24.5,119.4,61.7,44.9
2853,75.6,27.6,24.1,119.6,61.7,45.2
2854,76.6,27.7,23.8,120.8,62.2,45.8
2855,76.4,27.5,23.5,120.3,61.9,45.7
2856,76.5,27.8,23.9,118.7,61.7,44.9
2857,78.2,27.9,23.4,120.4,62.5,45.9
2858,77.6,28.0,23.4,120.8,62.5,46.0
2859,76.4,28.1,23.1,122.2,62.5,46.5
2860,76.4,28.2,22.9,121.0,62.1,46.0
2861,78.0,28.8,23.4,119.6,62.5,45.3
2862,77.7,28.6,23.2,120.5,62.5,45.8
2863,76.9,28.8,22.9,121.9,62.6,46.3
2864,77.0,28.9,23.2,119.0,62.0,45.0
2865,76.5,29.2,22.8,120.3,62.2,45.6
2866,76.6,29.3,22.9,120.7,62.4,45.7
2867,76.8,29.4,22.7,119.6,62.1,45.3
2868,77.3,29.5,22.7,121.1,62.7,45.9
2869,76.7,29.8,22.5,121.4,62.6,46.0
2870,75.5,30.0,22.5,120.2,62.1,45.3
2871,76.9,29.7,22.6,122.5,62.9,46.5
2872,76.5,30.1,22.6,120.6,62.5,45.5
2873,76.7,30.2,22.5,120.3,62.4,45.4
2874,76.7,30.2,22.3,122.6,63.0,46.4
2875,77.2,30.3,22.3,120.6,62.6,45.6
2876,76.3,30.4,22.2,120.8,62.4,45.6
2877,76.9,30.5,22.4,122.4,63.0,46.3
2878,75.7,30.5,22.3,122.0,62.7,46.0
2879,76.6,30.5,22.0,121.8,62.7,46.1
2880,77.4,30.7,22.1,120.9,62.8,45.7
2881,77.2,30.5,22.1,121.6,62.9,46.1
2882,77.7,31.1,22.3,120.9,63.0,45.6
2883,78.3,30.7,21.9,119.5,62.6,45.3
2884,76.8,30.9,21.8,119.5,62.3,45.1
2885,78.6,30.6,21.4,122.2,63.2,46.6
2886,78.1,30.6,21.4,120.5,62.7,45.9
2887,77.3,30.9,21.7,122.3,63.1,46.4
2888,77.2,31.1,21.5,121.6,62.8,46.1
2889,78.3,30.5,21.3,121.5,62.9,46.4
2890,76.9,31.0,21.3,122.7,63.0,46.6
2891,79.0,30.8,21.2,122.1,63.3,46.6
2892,78.4,30.7,21.2,121.5,62.9,46.4
2893,76.7,30.6,21.2,121.8,62.6,46.3
2894,77.9,31.1,20.9,120.2,62.5,45.8
2895,77.2,31.2,21.1,122.2,62.9,46.5
2896,76.9,30.7,21.1,122.1,62.7,46.5
2897,78.0,30.6,21.2,123.4,63.3,47.1
2898,77.9,31.2,22.0,121.4,63.1,45.9
2899,76.8,30.9,22.2,121.8,62.9,46.0
2900,77.2,31.0,22.5,121.9,63.2,46.0
2901,77.8,31.4,23.1,123.0,63.8,46.2
2902,76.3,31.0,23.4,120.1,62.7,44.8
2903,78.4,30.8,24.0,121.2,63.6,45.4
2904,77.6,30.7,24.6,122.3,63.8,45.6
2905,77.8,30.5,25.3,121.8,63.8,45.3
2906,77.7,30.4,25.4,122.3,63.9,45.5
2907,76.7,30.2,26.2,123.3,64.1,45.6
2908,77.0,30.6,26.6,120.9,63.8,44.4
2909,76.5,30.5,27.2,121.6,64.0,44.5
2910,77.3,30.4,27.2,122.6,64.4,45.1
2911,75.8,30.3,27.6,124.9,64.6,45.8
2912,76.3,30.1,28.4,122.3,64.3,44.6
2913,76.3,30.0,28.6,122.7,64.4,44.8
2914,75.1,30.0,28.9,122.0,64.0,44.3
2915,75.8,30.2,29.0,123.6,64.7,44.9
2916,75.7,29.7,29.8,121.7,64.3,44.0
2917,75.3,29.6,29.7,121.9,64.1,44.1
2918,75.0,29.4,29.9,119.9,63.5,43.2
2919,74.8,29.3,29.9,122.1,64.0,44.2
2920,75.5,29.3,30.2,123.2,64.5,44.7
2921,75.4,29.0,30.2,121.1,63.9,43.8
2922,74.1,29.1,30.6,119.8,63.4,43.0
2923,74.2,28.9,31.0,121.0,63.8,43.5
2924,74.0,28.9,31.3,121.7,64.0,43.7
2925,74.1,28.7,31.4,119.1,63.3,42.6
2926,74.3,28.2,31.3,121.6,63.8,43.9
2927,73.3,28.2,31.7,119.1,63.1,42.6
2928,74.0,28.5,31.4,121.4,63.8,43.7
2929,72.9,28.4,31.8,118.2,62.8,42.1
2930,73.2,28.2,31.9,117.6,62.7,41.9
2931,72.5,27.9,32.2,121.2,63.4,43.4
2932,73.1,28.4,32.5,118.9,63.2,42.3
2933,73.6,28.2,31.7,121.8,63.8,43.8
2934,73.1,28.4,32.0,116.9,62.6,41.5
2935,73.0,28.3,32.1,121.0,63.6,43.3
2936,72.5,28.4,32.9,118.5,63.1,41.9
2937,73.1,28.1,32.9,118.1,63.1,41.9
2938,72.8,27.7,32.9,117.6,62.7,41.8
2939,72.5,28.0,33.1,118.8,63.1,42.1
2940,72.7,28.3,33.5,119.5,63.5,42.2
2941,71.9,28.3,32.6,117.9,62.7,41.7
2942,72.9,28.4,33.0,118.0,63.1,41.7
2943,72.7,28.5,33.1,118.6,63.2,41.9
2944,71.7,28.3,33.5,118.0,62.9,41.5
2945,72.6,28.4,33.3,117.0,62.8,41.2
2946,72.8,28.3,33.4,116.2,62.7,40.9
2947,71.7,28.5,33.3,116.1,62.4,40.7
2948,72.2,29.1,33.4,116.1,62.7,40.5
2949,72.3,28.3,33.5,116.5,62.7,40.9
2950,72.3,29.5,33.7,117.5,63.2,41.0
2951,72.2,29.1,33.6,116.2,62.8,40.6
2952,72.5,29.4,33.7,116.4,63.0,40.5
2953,71.8,29.4,33.6,116.7,62.8,40.6
2954,71.6,29.4,33.6,116.4,62.8,40.5
2955,71.1,29.4,33.2,116.2,62.5,40.5
2956,71.0,29.7,33.2,116.1,62.5,40.3
2957,71.7,29.6,34.1,116.6,63.0,40.4
2958,71.0,29.8,33.4,116.0,62.6,40.2
2959,71.4,29.5,33.9,116.3,62.8,40.4
2960,71.6,29.8,33.7,116.2,62.8,40.3
2961,70.2,29.8,33.6,115.2,62.2,39.8
2962,70.7,30.2,34.0,115.1,62.5,39.5
2963,70.9,29.5,34.0,115.3,62.4,39.8
2964,68.8,30.0,33.5,115.0,61.8,39.5
2965,70.5,30.5,33.9,116.1,62.8,39.9
2966,70.2,30.3,34.0,115.3,62.4,39.6
2967,69.5,30.3,34.0,113.1,61.7,38.6
2968,70.1,29.9,34.3,113.8,62.1,38.9
2969,71.3,30.2,33.5,114.9,62.5,39.6
2970,70.7,30.3,33.9,114.1,62.3,39.1
2971,69.5,31.0,34.2,114.0,62.2,38.7
2972,70.5,30.7,34.3,114.0,62.4,38.8
2973,69.4,30.8,34.4,112.7,61.8,38.1
2974,69.9,30.9,34.5,111.2,61.6,37.4
2975,70.2,30.5,34.0,113.8,62.1,38.8
2976,70.6,30.8,34.0,112.1,61.9,38.0
2977,70.0,31.0,33.9,110.8,61.4,37.4
2978,70.0,31.5,34.1,113.1,62.2,38.2
2979,69.4,31.4,34.0,112.3,61.8,37.9
2980,70.0,31.8,34.3,111.0,61.8,37.2
2981,68.8,31.9,34.2,111.6,61.6,37.4
2982,69.0,32.0,34.2,111.1,61.6,37.1
2983,69.3,32.1,34.5,111.7,61.9,37.3
2984,69.1,32.2,34.0,111.2,61.6,37.2
2985,69.0,32.4,34.0,110.3,61.4,36.7
2986,70.7,32.3,34.3,112.4,62.4,37.7
2987,69.7,32.6,34.6,109.7,61.7,36.3
2988,70.1,32.6,34.4,110.4,61.9,36.7
2989,69.6,32.9,34.7,109.7,61.7,36.2
2990,68.8,33.0,34.8,110.2,61.7,36.3
2991,68.4,32.9,35.1,111.1,61.9,36.6
2992,68.2,32.9,35.4,110.0,61.6,36.0
2993,68.2,33.0,35.1,109.8,61.5,36.0
2994,67.8,32.3,35.1,108.4,60.9,35.5
2995,67.3,33.0,35.4,108.7,61.1,35.4
2996,66.8,33.2,35.9,111.3,61.8,36.3
2997,66.9,33.4,36.2,111.3,61.9,36.2
2998,66.4,33.2,36.2,108.4,61.0,35.0
2999,66.3,32.9,36.2,108.7,61.0,35.2
3000,66.8,33.5,36.0,109.9,61.5,35.6
3001,64.5,33.3,36.5,110.3,61.1,35.6
3002,66.1,32.5,36.3,109.3,61.0,35.5
3003,65.3,32.8,36.4,108.7,60.8,35.1
3004,65.2,33.4,36.0,109.8,61.1,35.5
3005,66.2,32.2,36.6,110.2,61.3,36.0
3006,65.9,33.0,36.1,110.7,61.4,36.0
3007,66.2,32.7,36.1,110.5,61.4,36.1
3008,64.7,32.8,36.6,109.1,60.8,35.2
3009,65.1,32.3,35.8,108.8,60.5,35.4
3010,65.3,32.5,36.0,111.6,61.4,36.6
3011,66.0,32.3,36.6,108.6,60.9,35.2
3012,65.1,32.3,36.3,110.6,61.1,36.1
3013,64.7,32.4,36.1,108.8,60.5,35.3
3014,64.3,32.3,36.5,110.5,60.9,36.0
3015,63.5,32.2,35.9,109.1,60.2,35.5
3016,63.7,32.1,36.3,111.7,60.9,36.6
3017,63.2,31.8,35.8,111.7,60.6,36.8
3018,63.8,32.0,35.1,110.9,60.4,36.5
3019,62.6,31.6,35.1,111.4,60.2,36.8
3020,62.8,31.7,34.6,111.2,60.1,36.9
3021,62.4,31.4,34.0,109.8,59.4,36.4
3022,62.6,31.6,34.6,109.3,59.5,36.0
3023,62.2,31.5,33.8,113.9,60.4,38.3
3024,61.8,30.9,34.2,110.2,59.3,36.7
3025,61.1,31.3,33.7,110.6,59.2,36.9
3026,60.3,31.1,33.6,109.9,58.7,36.6
3027,61.4,30.5,33.1,109.8,58.7,36.8
3028,61.7,31.1,32.6,111.2,59.1,37.5
3029,61.4,31.0,32.7,110.8,59.0,37.3
3030,61.0,31.1,32.7,109.6,58.6,36.7
3031,61.4,31.1,31.6,109.5,58.4,36.9
3032,61.5,31.3,31.7,110.2,58.7,37.1
3033,61.1,30.9,31.2,109.9,58.3,37.2
3034,61.0,30.8,31.4,108.9,58.1,36.7
3035,61.8,31.3,30.8,109.4,58.3,37.0
3036,61.1,31.3,30.9,110.1,58.4,37.3
3037,61.1,31.4,30.5,108.3,57.8,36.5
3038,60.8,31.6,30.9,109.8,58.3,37.1
3039,60.5,31.8,30.3,108.8,57.9,36.7
3040,61.8,31.8,30.7,108.9,58.3,36.7
3041,61.0,31.6,29.6,108.4,57.7,36.7
3042,61.7,31.4,29.6,108.1,57.7,36.7
3043,60.8,31.9,29.8,108.1,57.6,36.5
3044,61.9,32.5,29.4,109.1,58.2,36.9
3045,61.0,31.7,29.2,107.7,57.4,36.5
3046,61.3,31.8,28.8,106.6,57.1,36.1
3047,60.8,32.3,28.9,108.5,57.6,36.8
3048,61.7,31.8,28.5,110.3,58.1,37.9
3049,61.3,31.7,28.6,110.1,57.9,37.8
3050,61.6,32.1,28.1,108.6,57.6,37.1
3051,61.9,32.1,28.2,108.2,57.6,36.9
3052,61.7,31.7,27.8,107.9,57.3,37.0
3053,61.9,31.8,27.8,109.7,57.8,37.8
3054,61.5,31.8,27.2,108.0,57.1,37.2
3055,61.3,32.1,26.9,108.6,57.2,37.5
3056,62.0,31.4,26.7,107.6,56.9,37.2
3057,61.4,31.7,26.8,108.2,57.0,37.4
3058,61.3,31.7,26.9,108.6,57.1,37.6
3059,61.7,31.8,26.3,109.3,57.3,38.0
3060,61.5,32.1,25.6,107.8,56.7,37.4
3061,63.2,31.8,25.2,106.7,56.7,37.3
3062,61.1,32.1,25.1,109.1,56.9,38.1
3063,60.2,31.7,24.5,107.5,56.0,37.7
3064,61.7,32.1,23.8,107.7,56.3,37.9
3065,60.2,32.1,23.7,107.3,55.8,37.7
3066,61.0,32.1,23.7,106.8,55.9,37.5
3067,60.7,32.2,23.4,106.4,55.7,37.4
3068,61.6,31.6,23.0,106.3,55.6,37.6
3069,61.0,32.0,22.8,106.2,55.5,37.5
3070,60.7,31.1,22.6,107.1,55.4,38.2
3071,62.1,32.2,22.7,106.1,55.7,37.5
3072,61.0,32.2,22.4,106.8,55.6,37.9
3073,60.8,32.2,22.1,105.7,55.2,37.4
3074,61.8,32.5,21.7,106.1,55.5,37.7
3075,61.4,32.3,21.7,105.7,55.3,37.6
3076,61.3,32.4,21.7,105.0,55.1,37.2
3077,61.8,32.7,21.9,105.5,55.5,37.3
3078,62.0,33.1,21.6,104.8,55.4,37.1
3079,60.9,33.1,21.6,103.3,54.7,36.3
3080,62.0,33.4,21.7,104.7,55.5,36.9
3081,60.9,33.4,21.4,103.6,54.8,36.5
3082,62.1,33.5,21.4,104.4,55.4,36.9
3083,63.0,33.2,21.1,102.1,54.9,36.1
3084,61.9,33.5,21.6,101.2,54.6,35.4
3085,61.3,33.2,21.2,102.3,54.5,36.0
3086,61.6,34.1,21.0,103.1,54.9,36.3
3087,60.6,34.7,20.7,103.1,54.8,36.2
3088,61.0,34.2,20.7,102.1,54.5,35.9
3089,62.0,33.4,20.7,101.9,54.5,36.0
3090,61.1,34.1,20.4,101.7,54.3,35.8
3091,60.6,34.1,20.1,101.2,54.0,35.7
3092,61.1,34.0,20.0,100.8,54.0,35.6
3093,61.4,34.2,20.1,102.2,54.5,36.2
3094,61.5,34.4,19.9,100.9,54.2,35.6
3095,61.8,34.3,19.4,101.4,54.2,36.0
3096,61.3,34.1,19.5,99.4,53.6,35.1
3097,61.8,34.1,19.0,100.2,53.8,35.7
3098,61.5,33.9,18.6,99.4,53.3,35.5
3099,61.0,34.1,18.5,100.2,53.5,35.8
3100,61.1,34.5,18.2,99.8,53.4,35.6
3101,61.6,34.8,17.6,99.0,53.2,35.5
3102,60.4,34.5,17.7,99.7,53.0,35.7
3103,60.3,34.9,17.1,100.2,53.1,36.0
3104,60.2,34.8,16.7,97.9,52.4,35.2
3105,60.4,34.0,16.9,97.9,52.3,35.3
3106,59.6,34.9,16.4,97.9,52.2,35.2
3107,60.3,34.1,16.4,98.5,52.3,35.7
3108,59.7,34.4,16.2,97.6,52.0,35.3
3109,60.1,34.1,16.0,97.9,52.0,35.5
3110,59.8,34.5,16.2,96.1,51.7,34.6
3111,59.0,34.3,15.9,97.0,51.5,35.1
3112,59.9,35.2,16.0,98.5,52.4,35.6
3113,60.1,34.6,16.3,96.3,51.8,34.7
3114,60.2,35.5,15.9,96.5,52.0,34.7
3115,59.7,35.3,16.4,96.0,51.9,34.4
3116,58.8,36.1,16.5,95.9,51.8,34.1
3117,58.9,35.9,16.5,96.7,52.0,34.5
3118,58.4,35.8,16.6,95.8,51.6,34.0
3119,59.1,36.6,16.7,95.6,52.0,33.8
3120,58.4,35.9,16.8,94.5,51.4,33.4
3121,58.5,36.0,16.7,97.0,52.1,34.5
3122,58.4,36.0,17.0,95.8,51.8,33.8
3123,57.8,36.5,17.0,93.5,51.2,32.8
3124,58.3,36.1,16.7,94.0,51.3,33.2
3125,57.7,36.1,17.3,94.3,51.4,33.1
3126,58.1,36.2,17.0,95.3,51.7,33.6
3127,58.2,36.7,17.0,93.1,51.3,32.6
3128,58.0,36.7,17.1,94.1,51.5,33.0
3129,58.0,36.2,17.5,92.9,51.1,32.4
3130,59.0,36.1,17.3,93.9,51.6,33.0
3131,58.9,37.1,17.5,93.0,51.6,32.4
3132,58.3,36.8,17.2,93.0,51.3,32.4
3133,58.0,36.9,17.9,91.8,51.1,31.7
3134,57.6,37.0,18.2,91.8,51.2,31.5
3135,57.7,37.1,18.3,92.3,51.4,31.7
3136,57.7,36.5,18.6,91.8,51.1,31.5
3137,58.1,36.5,18.7,90.9,51.1,31.0
3138,57.3,36.6,19.0,90.7,50.9,30.8
3139,57.8,36.8,19.1,90.5,51.1,30.7
3140,57.6,36.6,19.3,90.4,51.0,30.6
3141,57.5,36.4,19.1,89.0,50.5,30.1
3142,57.9,36.7,19.7,89.0,50.8,29.8
3143,57.5,36.7,19.9,88.8,50.7,29.7
3144,57.5,36.3,20.0,88.8,50.7,29.7
3145,57.1,36.0,20.1,88.2,50.3,29.5
3146,57.1,35.6,20.6,87.9,50.3,29.2
3147,58.2,35.6,21.1,87.7,50.6,29.0
3148,58.4,35.8,21.0,88.3,50.9,29.3
3149,58.6,36.1,21.2,87.3,50.8,28.8
3150,57.9,36.4,21.3,87.0,50.7,28.5
3151,58.0,36.2,21.6,86.9,50.7,28.4
3152,58.1,35.9,22.0,87.9,51.0,28.7
3153,58.7,36.0,22.0,85.3,50.5,27.7
3154,58.2,35.4,22.1,86.4,50.5,28.2
3155,58.5,35.4,22.3,85.2,50.3,27.6
3156,58.0,35.4,22.5,85.5,50.3,27.6
3157,58.2,35.2,22.7,86.1,50.5,27.9
3158,58.9,35.2,23.3,85.5,50.7,27.5
3159,58.5,35.2,23.2,83.5,50.1,26.7
3160,58.9,34.4,23.3,85.4,50.5,27.6
3161,58.8,34.5,23.9,84.4,50.4,27.0
3162,58.4,34.7,23.7,83.9,50.2,26.7
3163,58.9,34.7,23.9,83.0,50.1,26.3
3164,58.7,34.7,24.2,82.9,50.1,26.2
3165,58.8,34.5,23.9,82.6,50.0,26.2
3166,58.7,34.4,24.1,82.9,50.0,26.3
3167,58.3,34.5,24.2,83.1,50.0,26.3
3168,59.1,34.0,24.3,84.5,50.5,27.0
3169,58.6,34.5,24.6,82.7,50.1,26.0
3170,58.9,34.2,24.6,82.6,50.1,26.1
3171,58.6,34.2,25.2,81.8,49.9,25.5
3172,59.6,34.3,24.8,81.2,50.0,25.5
3173,58.8,33.9,24.9,82.3,50.0,25.9
3174,58.6,34.2,25.0,81.1,49.7,25.3
3175,58.3,34.0,25.4,80.7,49.6,25.0
3176,58.5,34.0,25.0,81.6,49.8,25.5
3177,60.0,34.3,25.4,80.0,49.9,24.8
3178,60.1,34.4,25.1,79.7,49.8,24.8
3179,58.7,34.1,25.3,81.1,49.8,25.2
3180,60.0,33.8,25.7,79.9,49.8,24.8
3181,60.0,33.9,25.6,81.2,50.2,25.3
3182,59.5,33.8,25.8,81.1,50.0,25.2
3183,60.3,34.0,25.9,79.9,50.1,24.8
3184,59.9,34.5,26.0,80.6,50.3,24.9
3185,60.2,33.7,26.5,79.8,50.1,24.6
3186,61.2,34.0,26.5,80.5,50.5,24.9
3187,61.1,33.5,27.0,79.4,50.3,24.4
3188,59.8,33.7,26.6,79.9,50.0,24.5
3189,60.9,34.0,26.6,79.3,50.2,24.4
3190,60.1,33.7,26.8,79.7,50.1,24.4
3191,61.1,33.8,26.6,79.1,50.1,24.3
3192,62.1,33.6,26.7,79.6,50.5,24.7
3193,61.9,33.2,27.2,79.2,50.4,24.5
3194,61.1,33.1,27.0,78.0,49.8,24.0
3195,61.7,33.5,27.1,78.9,50.3,24.3
3196,61.2,33.0,27.2,77.5,49.7,23.7
3197,61.7,32.9,27.2,78.5,50.1,24.2
3198,61.3,33.0,27.2,78.1,49.9,24.0
3199,62.1,33.0,27.4,77.1,49.9,23.6
3200,62.0,32.5,27.6,77.7,49.9,24.0
3201,63.0,33.0,27.6,78.2,50.4,24.2
3202,61.0,33.0,27.6,76.0,49.4,23.0
3203,61.6,33.3,27.6,76.3,49.7,23.2
3204,61.5,33.1,28.1,75.7,49.6,22.8
3205,62.3,32.6,28.0,75.5,49.6,23.0
3206,61.2,32.9,27.7,75.1,49.2,22.7
3207,61.1,32.9,28.4,74.5,49.2,22.2
3208,61.9,32.3,28.1,76.2,49.6,23.2
3209,61.4,32.6,28.0,74.0,49.0,22.3
3210,61.0,32.6,27.8,74.9,49.1,22.6
3211,61.2,32.5,28.6,73.0,48.8,21.7
3212,60.8,32.4,28.4,73.4,48.8,21.9
3213,61.5,32.6,28.7,72.8,48.9,21.6
3214,61.4,33.1,28.8,72.1,48.8,21.2
3215,61.3,32.4,28.9,72.8,48.8,21.6
3216,60.9,32.4,28.9,72.0,48.6,21.2
3217,61.8,32.4,28.8,71.2,48.5,21.1
3218,61.4,32.4,29.3,70.9,48.5,20.8
3219,59.9,32.3,29.6,70.4,48.1,20.3
3220,60.6,33.0,29.8,71.3,48.7,20.5
3221,60.2,32.6,29.6,70.3,48.2,20.2
3222,60.2,32.9,29.6,69.8,48.1,19.9
3223,61.2,32.5,29.9,68.7,48.1,19.7
3224,60.5,33.4,29.7,68.1,47.9,19.2
3225,60.8,33.0,30.6,70.2,48.6,19.9
3226,60.8,33.0,30.0,69.6,48.4,19.8
3227,61.3,33.0,30.5,68.4,48.3,19.3
3228,61.0,33.1,30.3,68.5,48.2,19.4
3229,60.8,33.1,30.8,68.8,48.4,19.3
3230,60.5,33.7,30.3,69.1,48.4,19.3
3231,60.5,33.6,31.3,68.3,48.4,18.8
3232,60.1,33.6,31.4,67.9,48.3,18.5
3233,60.7,33.6,31.2,67.5,48.2,18.5
3234,60.5,33.6,30.8,67.9,48.2,18.8
3235,61.0,33.0,31.0,67.4,48.1,18.8
3236,59.5,32.9,31.4,67.2,47.7,18.3
3237,60.3,33.5,31.0,67.5,48.1,18.5
3238,59.9,33.9,31.3,66.9,48.0,18.1
3239,61.0,33.5,31.1,67.1,48.2,18.5
3240,61.3,33.7,31.3,67.0,48.3,18.5
3241,61.0,33.8,31.4,65.9,48.0,17.9
3242,61.5,33.8,31.5,66.8,48.4,18.3
3243,61.2,34.0,31.5,65.5,48.1,17.8
3244,62.6,34.1,31.5,65.6,48.4,18.1
3245,61.6,34.4,31.6,65.6,48.3,17.8
3246,61.1,34.7,31.5,64.3,47.9,17.2
3247,61.8,34.8,32.3,64.7,48.4,17.2
3248,62.8,34.3,31.8,64.6,48.4,17.8
3249,62.7,35.0,32.4,65.1,48.8,17.5
3250,63.7,34.9,31.9,64.0,48.6,17.6
3251,63.2,35.1,32.6,63.5,48.6,17.1
3252,63.6,35.4,32.6,63.8,48.8,17.2
3253,64.1,35.3,32.5,64.2,49.0,17.5
3254,62.3,35.3,32.6,64.7,48.7,17.1
3255,64.3,35.4,32.4,64.5,49.1,17.7
3256,64.0,35.1,32.1,65.2,49.1,17.9
3257,63.8,35.0,32.7,63.6,48.7,17.3
3258,64.2,34.6,32.6,63.3,48.7,17.4
3259,64.4,34.5,32.8,63.8,48.9,17.6
3260,63.2,35.0,32.7,63.1,48.5,16.9
3261,63.5,34.4,32.8,64.4,48.8,17.6
3262,65.6,35.2,32.2,63.0,49.0,17.7
3263,64.4,35.7,32.7,62.5,48.8,16.9
3264,64.7,35.1,32.7,63.8,49.1,17.5
3265,65.0,34.9,32.3,63.1,48.8,17.6
3266,64.5,35.0,32.6,64.2,49.1,17.7
3267,66.3,34.5,32.2,62.9,49.0,18.1
3268,64.8,35.3,32.7,62.6,48.8,17.2
3269,65.0,34.6,32.1,63.5,48.8,17.9
3270,65.1,34.7,32.2,62.2,48.5,17.5
3271,65.0,35.2,32.9,62.0,48.8,17.1
3272,65.7,34.8,32.3,62.2,48.7,17.6
3273,65.1,35.3,32.4,61.6,48.6,17.1
3274,64.6,34.6,32.5,61.5,48.3,17.1
3275,64.7,35.2,32.4,61.4,48.4,17.0
3276,65.3,34.6,32.4,61.3,48.4,17.3
3277,65.5,34.5,32.4,62.6,48.8,17.7
3278,64.7,34.9,32.5,62.2,48.6,17.2
3279,64.2,34.3,32.4,61.6,48.1,17.1
3280,64.8,34.2,32.4,60.8,48.1,17.1
3281,64.3,34.8,31.9,61.3,48.1,17.1
3282,64.0,34.9,32.1,61.2,48.0,16.9
3283,64.6,34.6,32.1,60.7,48.0,17.0
3284,64.2,34.9,32.3,60.8,48.1,16.8
3285,64.2,34.8,31.9,60.5,47.9,16.8
3286,64.8,34.3,32.0,60.6,47.9,17.2
3287,64.5,34.3,32.4,61.1,48.1,17.0
3288,63.6,34.9,32.5,61.1,48.0,16.6
3289,64.8,34.0,32.1,61.0,48.0,17.3
3290,64.4,34.9,32.5,60.9,48.2,16.8
3291,65.6,33.8,32.2,60.7,48.1,17.5
3292,63.6,34.3,32.1,61.4,47.9,17.0
3293,63.7,34.4,32.6,59.7,47.6,16.4
3294,64.7,34.7,32.1,60.7,48.0,17.0
3295,63.4,34.2,31.6,59.9,47.3,16.7
3296,63.8,33.9,32.0,59.6,47.3,16.7
3297,64.4,34.7,31.7,60.6,47.9,17.0
3298,63.2,34.1,31.2,59.8,47.1,16.8
3299,63.1,34.5,31.5,59.6,47.2,16.5
3300,63.2,34.1,31.1,59.9,47.1,16.8
3301,63.3,34.8,30.9,59.4,47.1,16.6
3302,63.6,34.8,30.3,59.6,47.1,17.0
3303,63.4,34.6,30.6,59.5,47.0,16.8
3304,62.1,34.8,30.8,59.5,46.8,16.3
3305,62.5,34.4,30.4,58.9,46.6,16.5
3306,62.5,35.0,30.4,59.3,46.8,16.4
3307,62.1,34.9,30.3,59.5,46.7,16.4
3308,62.5,34.5,30.6,59.1,46.7,16.5
3309,61.7,34.9,29.7,58.9,46.3,16.3
3310,60.6,34.6,30.5,59.8,46.4,16.1
3311,61.4,34.7,30.2,59.1,46.3,16.2
3312,60.9,35.5,30.2,58.9,46.4,15.8
3313,61.1,35.2,30.0,59.2,46.4,16.0
3314,60.7,35.2,30.2,59.5,46.4,16.0
3315,60.6,34.9,29.9,59.6,46.3,16.1
3316,60.7,34.9,29.7,59.0,46.1,16.1
3317,60.9,35.0,29.9,59.4,46.3,16.1
3318,60.5,35.2,30.2,59.4,46.3,15.9
3319,59.6,35.4,30.0,58.9,46.0,15.5
3320,60.1,35.5,29.9,59.5,46.3,15.8
3321,60.0,34.8,29.3,60.1,46.1,16.3
3322,60.3,35.2,29.8,59.9,46.3,16.1
3323,60.0,35.1,29.9,58.8,45.9,15.7
3324,60.6,35.3,29.6,59.5,46.3,16.1
3325,60.7,35.6,30.1,59.4,46.5,15.9
3326,59.7,35.7,29.8,59.5,46.2,15.7
3327,60.1,36.0,29.5,59.8,46.3,15.9
3328,59.1,35.8,29.9,59.9,46.2,15.6
3329,59.8,36.0,29.5,59.5,46.2,15.8
3330,60.0,36.0,29.5,59.5,46.3,15.8
3331,59.5,35.8,29.9,60.1,46.3,15.7
3332,59.7,36.2,29.3,60.2,46.3,16.0
3333,59.8,35.8,29.6,59.5,46.2,15.8
3334,61.0,35.8,29.8,59.1,46.4,16.0
3335,59.6,36.5,30.0,60.1,46.5,15.6
3336,59.6,35.8,29.4,59.3,46.0,15.7
3337,59.7,37.1,29.5,58.8,46.3,15.3
3338,59.0,37.2,29.7,60.4,46.6,15.5
3339,59.4,36.0,29.6,58.9,46.0,15.4
