Time after Ignition,Nylon_R4,Nylon_R2,Nylon_R3,Mean,Std. Dev.
142.5,216.1,516.1,585.8,439.3,196.4
142.75,218.5,522.3,588.9,443.3,197.5
143.0,221.0,518.0,588.5,442.5,195.0
143.25,222.7,540.9,574.8,446.1,194.3
143.5,221.6,537.9,592.1,450.5,200.1
143.75,222.3,522.9,589.5,444.9,195.6
144.0,224.3,553.7,580.3,452.8,198.3
144.25,225.2,563.2,594.1,460.8,204.6
144.5,228.0,536.1,583.6,449.3,193.1
144.75,225.1,539.8,604.1,456.3,202.8
145.0,222.5,542.9,610.4,458.6,207.3
145.25,228.3,545.9,592.8,455.7,198.3
145.5,230.5,542.5,596.0,456.3,197.4
145.75,227.2,566.0,597.0,463.4,205.2
146.0,234.6,555.3,592.1,460.7,196.7
146.25,233.4,572.3,601.2,468.9,204.5
146.5,232.7,547.9,595.5,458.7,197.2
146.75,236.5,559.0,590.1,461.8,195.8
147.0,235.5,564.4,589.7,463.2,197.6
147.25,234.4,560.2,594.9,463.2,198.9
147.5,233.4,570.2,599.8,467.8,203.5
147.75,236.4,577.9,592.7,469.0,201.6
148.0,238.8,567.6,595.7,467.4,198.5
148.25,237.6,562.4,603.5,467.8,200.5
148.5,241.0,558.6,595.2,465.0,194.8
148.75,238.0,572.9,599.7,470.2,201.5
149.0,244.0,579.4,588.3,470.6,196.3
149.25,249.6,570.3,597.0,472.3,193.3
149.5,243.4,564.6,600.9,469.7,196.8
149.75,247.7,595.3,594.3,479.1,200.4
150.0,250.9,562.4,594.9,469.4,189.9
150.25,248.9,570.1,606.9,475.3,196.9
150.5,250.6,580.4,591.2,474.1,193.6
150.75,253.5,582.1,608.3,481.3,197.7
151.0,256.6,575.7,606.7,479.6,193.8
151.25,253.3,571.9,613.2,479.5,197.0
151.5,259.8,561.7,614.0,478.5,191.2
151.75,261.2,586.8,602.7,483.6,192.7
152.0,265.1,572.2,607.6,481.6,188.4
152.25,264.2,593.1,633.2,496.8,202.5
152.5,262.0,573.6,616.0,483.9,193.3
152.75,265.3,576.8,629.7,490.6,196.9
153.0,263.3,596.1,605.3,488.2,194.9
153.25,263.4,575.7,620.9,486.7,194.7
153.5,267.6,596.6,615.6,493.3,195.6
153.75,266.6,563.1,623.4,484.4,191.0
154.0,266.7,561.1,623.8,483.9,190.7
154.25,270.4,578.8,627.8,492.3,193.7
154.5,273.3,595.0,623.1,497.1,194.4
154.75,270.8,584.3,628.9,494.7,195.1
155.0,272.8,588.6,638.8,500.0,198.4
155.25,272.0,592.9,632.6,499.2,197.8
155.5,275.5,590.2,639.0,501.6,197.3
155.75,282.0,578.6,636.5,499.0,190.2
156.0,276.4,580.0,638.6,498.3,194.5
156.25,283.3,579.2,631.4,498.0,187.8
156.5,285.1,599.0,648.3,510.8,197.0
156.75,278.1,579.6,633.7,497.1,191.6
157.0,289.8,579.4,634.5,501.2,185.2
157.25,284.5,573.8,634.7,497.7,187.1
157.5,286.4,578.2,644.0,502.9,190.3
157.75,285.1,585.3,611.9,494.1,181.5
158.0,283.4,584.7,671.7,513.2,203.8
158.25,297.7,595.7,643.8,512.4,187.5
158.5,285.0,611.6,635.6,510.7,195.9
158.75,287.8,584.2,668.8,513.6,200.1
159.0,289.4,581.0,663.4,511.3,196.5
159.25,292.7,590.7,664.4,515.9,196.8
159.5,293.5,582.3,637.4,504.4,184.7
159.75,292.9,591.5,644.9,509.8,189.7
160.0,292.8,576.9,653.7,507.8,190.1
160.25,294.0,601.6,651.0,515.5,193.4
160.5,294.5,577.3,654.5,508.8,189.6
160.75,303.6,592.9,671.9,522.8,193.9
161.0,297.1,584.8,640.3,507.4,184.2
161.25,301.1,576.7,662.6,513.4,188.9
161.5,292.8,583.3,655.8,510.6,192.1
161.75,308.2,598.9,649.1,518.7,184.0
162.0,302.6,604.3,655.0,520.7,190.5
162.25,302.6,613.6,671.9,529.4,198.5
162.5,304.5,599.0,695.3,532.9,203.6
162.75,306.8,593.1,685.4,528.4,197.5
163.0,306.1,610.0,657.3,524.5,190.6
163.25,307.8,617.3,657.9,527.6,191.5
163.5,311.9,595.5,674.3,527.2,190.6
163.75,309.2,587.0,661.6,519.3,185.7
164.0,314.3,625.5,677.7,539.1,196.5
164.25,316.0,595.2,674.8,528.7,188.4
164.5,317.2,623.0,679.6,539.9,195.0
164.75,312.3,594.6,665.8,524.2,187.0
165.0,319.4,617.1,676.0,537.5,191.2
165.25,317.6,586.9,675.8,526.8,186.5
165.5,319.2,613.9,677.2,536.8,191.1
165.75,323.4,616.9,658.6,533.0,182.7
166.0,325.4,611.9,660.1,532.5,180.9
166.25,317.4,610.7,664.2,530.8,186.7
166.5,312.4,614.7,706.4,544.5,206.1
166.75,318.6,595.7,670.0,528.1,185.2
167.0,321.3,620.7,649.3,530.4,181.7
167.25,324.4,621.0,693.5,546.3,195.6
167.5,326.0,610.9,682.5,539.8,188.5
167.75,319.6,615.5,687.5,540.9,194.9
168.0,331.5,595.6,682.0,536.4,182.6
168.25,325.2,610.4,663.5,533.0,181.9
168.5,326.6,612.1,689.1,542.6,191.0
168.75,328.2,605.2,683.9,539.1,186.8
169.0,333.6,623.1,686.1,547.6,188.0
169.25,324.4,607.7,686.6,539.5,190.5
169.5,326.8,621.3,694.1,547.4,194.5
169.75,330.6,622.9,707.6,553.7,197.8
170.0,318.8,613.9,695.0,542.5,198.0
170.25,322.9,626.6,698.4,549.3,199.3
170.5,331.6,624.2,695.8,550.5,192.9
170.75,324.7,622.8,715.1,554.2,204.0
171.0,324.8,596.4,692.9,538.0,190.9
171.25,333.8,608.2,703.4,548.5,191.9
171.5,328.3,623.7,720.2,557.4,204.2
171.75,329.4,607.0,709.0,548.5,196.4
172.0,336.3,604.3,711.6,550.7,193.3
172.25,336.0,619.8,743.6,566.4,209.0
172.5,326.2,619.0,706.0,550.4,199.0
172.75,334.1,619.4,702.6,552.1,193.3
173.0,333.5,616.9,716.9,555.8,198.9
173.25,326.1,609.3,711.8,549.1,199.8
173.5,337.9,627.5,723.6,563.0,200.8
173.75,329.0,618.0,709.1,552.1,198.4
174.0,329.9,619.4,700.5,550.0,194.8
174.25,331.4,601.8,710.6,547.9,195.2
174.5,337.7,628.9,713.9,560.2,197.3
174.75,330.5,614.4,718.1,554.3,200.7
175.0,343.9,630.0,730.3,568.1,200.5
175.25,336.0,620.8,742.5,566.4,208.6
175.5,337.0,610.2,691.4,546.2,185.7
175.75,347.4,619.8,691.0,552.7,181.4
176.0,330.8,622.6,755.7,569.7,217.4
176.25,342.3,622.0,710.7,558.3,192.3
176.5,344.5,611.3,720.2,558.7,193.3
176.75,342.7,627.2,710.4,560.1,192.8
177.0,345.5,618.8,735.6,566.6,200.2
177.25,347.3,604.1,729.0,560.1,194.6
177.5,337.4,624.5,732.9,564.9,204.4
177.75,341.7,627.1,739.0,569.3,204.9
178.0,346.4,628.2,722.1,565.6,195.5
178.25,351.3,625.2,764.4,580.3,210.2
178.5,350.0,622.3,718.9,563.7,191.3
178.75,349.5,619.2,731.7,566.8,196.4
179.0,348.7,619.8,749.1,572.5,204.3
179.25,364.0,607.8,727.7,566.5,185.3
179.5,355.5,622.7,737.1,571.8,195.8
179.75,351.9,615.5,737.0,568.1,196.9
180.0,362.3,639.1,743.0,581.5,196.8
180.25,352.2,614.5,731.1,565.9,194.1
180.5,357.1,622.6,748.3,576.0,199.7
180.75,359.9,618.7,742.6,573.7,195.2
181.0,358.2,631.5,753.1,580.9,202.2
181.25,362.4,614.6,744.8,574.0,194.4
181.5,368.5,599.9,750.4,572.9,192.3
181.75,365.6,632.9,712.9,570.5,181.9
182.0,360.7,626.5,755.6,580.9,201.4
182.25,361.7,615.3,750.0,575.6,197.1
182.5,376.5,632.8,759.1,589.5,195.0
182.75,365.6,619.3,729.6,571.5,186.6
183.0,371.2,622.8,742.5,578.8,189.5
183.25,366.6,631.5,760.7,586.3,200.9
183.5,374.9,631.7,739.9,582.2,187.4
183.75,368.5,631.6,733.7,577.9,188.4
184.0,367.8,606.9,747.2,574.0,191.8
184.25,382.0,596.3,767.7,582.0,193.3
184.5,372.2,623.4,761.3,585.6,197.3
184.75,379.7,628.6,736.3,581.6,182.9
185.0,390.2,627.2,737.8,585.0,177.6
185.25,381.6,641.7,733.6,585.6,182.6
185.5,383.3,642.2,775.3,600.3,199.3
185.75,390.3,614.5,761.9,588.9,187.1
186.0,390.9,608.3,763.2,587.5,187.0
186.25,388.1,645.8,792.3,608.7,204.6
186.5,393.5,629.2,777.9,600.2,193.8
186.75,396.2,647.6,764.4,602.7,188.2
187.0,397.8,662.6,752.8,604.4,184.5
187.25,406.4,627.3,804.5,612.7,199.4
187.5,397.9,624.3,760.9,594.4,183.3
187.75,403.7,610.8,780.7,598.4,188.8
188.0,404.0,630.9,763.1,599.3,181.6
188.25,403.6,629.6,788.5,607.3,193.4
188.5,403.9,651.2,777.7,610.9,190.1
188.75,400.8,633.4,774.5,602.9,188.7
189.0,388.1,641.1,780.0,603.1,198.7
189.25,399.9,647.2,772.1,606.4,189.5
189.5,397.5,646.1,780.7,608.1,194.4
189.75,407.2,644.8,748.2,600.1,174.9
190.0,419.4,624.9,839.6,628.0,210.1
190.25,404.3,646.6,777.7,609.5,189.4
190.5,411.8,630.2,759.1,600.3,175.5
190.75,406.6,634.2,770.5,603.7,183.9
191.0,405.6,635.8,819.9,620.4,207.6
191.25,411.3,622.8,812.2,615.4,200.6
191.5,415.1,627.4,777.5,606.7,182.1
191.75,421.8,626.0,786.2,611.3,182.6
192.0,410.3,636.7,774.4,607.1,183.9
192.25,421.4,649.8,806.7,626.0,193.7
192.5,413.8,636.5,791.5,613.9,189.9
192.75,413.7,645.6,805.1,621.4,196.8
193.0,419.5,657.6,803.4,626.8,193.8
193.25,412.2,634.5,814.4,620.4,201.5
193.5,414.9,655.5,790.0,620.2,190.0
193.75,409.1,633.8,801.1,614.7,196.7
194.0,420.2,637.5,815.1,624.3,197.8
194.25,421.5,630.3,795.8,615.9,187.5
194.5,416.0,665.4,814.1,631.8,201.1
194.75,401.3,646.4,772.2,606.6,188.6
195.0,407.9,636.9,817.8,620.9,205.4
195.25,426.2,642.7,780.3,616.4,178.5
195.5,425.3,655.4,767.8,616.2,174.6
195.75,423.6,631.6,820.1,625.1,198.3
196.0,418.9,667.8,819.1,635.3,202.1
196.25,419.3,660.0,796.1,625.1,190.8
196.5,420.6,656.6,797.1,624.8,190.2
196.75,425.9,644.1,833.5,634.5,203.9
197.0,424.3,640.9,812.6,625.9,194.6
197.25,427.6,667.2,807.6,634.1,192.1
197.5,427.1,667.0,798.7,631.0,188.4
197.75,423.5,666.4,820.7,636.9,200.3
198.0,428.0,640.0,791.1,619.7,182.4
198.25,441.6,660.4,787.6,629.9,175.0
198.5,433.6,657.0,794.7,628.4,182.2
198.75,435.0,654.3,824.2,637.8,195.1
199.0,425.8,649.0,820.7,631.8,198.0
199.25,438.0,649.3,790.0,625.8,177.2
199.5,431.4,674.0,826.1,643.8,199.1
199.75,446.3,659.6,809.5,638.5,182.5
200.0,444.3,666.4,817.7,642.8,187.8
200.25,437.6,662.3,801.0,633.6,183.4
200.5,436.3,688.4,803.8,642.9,187.9
200.75,440.3,656.3,801.4,632.6,181.7
201.0,444.8,675.0,808.2,642.7,183.9
201.25,439.0,661.9,843.5,648.2,202.6
201.5,448.2,648.2,799.1,631.9,176.0
201.75,449.7,657.9,784.0,630.5,168.8
202.0,445.5,665.3,799.0,636.6,178.5
202.25,442.9,647.2,830.4,640.2,193.9
202.5,447.4,661.5,803.7,637.5,179.3
202.75,448.0,691.0,787.0,642.0,174.7
203.0,453.0,676.4,814.1,647.8,182.2
203.25,447.8,690.2,801.4,646.5,180.8
203.5,456.0,662.0,801.2,639.7,173.7
203.75,459.4,690.8,799.6,650.0,173.7
204.0,460.8,682.3,829.4,657.5,185.5
204.25,453.9,683.8,771.0,636.2,163.8
204.5,461.4,676.0,848.6,662.0,194.0
204.75,474.1,669.2,778.2,640.5,154.1
205.0,461.3,688.5,780.5,643.4,164.3
205.25,474.0,704.1,784.8,654.3,161.3
205.5,460.0,691.3,827.0,659.5,185.6
205.75,475.9,685.5,811.1,657.5,169.4
206.0,462.3,710.0,821.5,664.6,183.9
206.25,469.3,686.0,794.9,650.1,165.8
206.5,466.0,711.1,814.8,664.0,179.1
206.75,465.8,705.1,812.0,661.0,177.2
207.0,474.0,680.2,824.3,659.5,176.0
207.25,475.0,693.0,813.0,660.3,171.4
207.5,462.4,678.3,810.9,650.5,175.9
207.75,470.6,691.5,814.6,658.9,174.3
208.0,478.6,704.9,809.3,664.3,169.1
208.25,486.6,696.0,790.8,657.8,155.7
208.5,480.7,704.4,851.4,678.8,186.7
208.75,476.6,685.4,785.5,649.2,157.6
209.0,482.9,698.4,790.0,657.1,157.7
209.25,474.1,707.5,841.5,674.4,185.9
209.5,488.4,668.6,816.2,657.7,164.2
209.75,488.1,717.2,807.1,670.8,164.5
210.0,484.5,698.5,827.1,670.0,173.0
210.25,485.7,717.2,799.1,667.3,162.6
210.5,477.9,690.5,797.4,655.2,162.7
210.75,480.9,727.6,806.1,671.6,169.7
211.0,485.1,730.8,773.8,663.2,155.8
211.25,484.3,723.8,855.1,687.7,188.0
211.5,490.8,694.3,786.9,657.3,151.4
211.75,496.7,700.4,809.2,668.8,158.6
212.0,486.3,692.3,805.2,661.3,161.7
212.25,474.9,695.9,796.0,655.6,164.3
212.5,476.9,673.0,780.2,643.4,153.8
212.75,497.4,691.9,792.3,660.5,149.9
213.0,497.9,716.7,818.3,677.6,163.7
213.25,489.4,677.9,763.5,643.6,140.2
213.5,485.7,734.9,803.8,674.8,167.4
213.75,493.5,707.9,823.6,675.0,167.5
214.0,505.7,702.0,804.8,670.8,152.0
214.25,489.6,703.6,797.5,663.5,157.8
214.5,483.2,674.2,799.1,652.2,159.1
214.75,495.9,694.5,838.7,676.4,172.2
215.0,499.6,696.7,795.8,664.0,150.8
215.25,490.3,698.2,793.3,660.6,155.0
215.5,485.5,690.9,808.8,661.7,163.7
215.75,484.7,717.9,824.0,675.5,173.5
216.0,495.4,723.1,827.5,682.0,169.8
216.25,499.9,679.0,797.2,658.7,149.7
216.5,500.5,682.9,811.4,664.9,156.2
216.75,500.9,697.4,814.6,671.0,158.5
217.0,500.3,704.9,813.4,672.8,159.0
217.25,506.2,691.3,780.4,659.3,139.9
217.5,492.7,691.0,775.6,653.1,145.2
217.75,502.1,714.8,798.2,671.7,152.7
218.0,485.8,717.2,824.4,675.8,173.1
218.25,507.0,699.5,798.5,668.3,148.2
218.5,514.7,705.1,826.2,682.0,157.0
218.75,513.0,701.0,821.3,678.4,155.4
219.0,501.8,716.8,800.0,672.9,153.9
219.25,501.0,687.4,814.7,667.7,157.8
219.5,503.4,659.1,820.1,660.9,158.3
219.75,506.5,681.8,838.1,675.5,165.9
220.0,507.3,696.0,785.0,662.8,141.8
220.25,501.7,689.0,839.7,676.8,169.3
220.5,522.0,688.6,817.2,676.0,148.0
220.75,502.4,698.8,792.5,664.5,148.0
221.0,496.5,690.7,846.5,677.9,175.4
221.25,495.9,671.6,796.6,654.7,151.0
221.5,504.2,684.0,794.5,660.9,146.6
221.75,523.2,699.3,809.2,677.2,144.3
222.0,518.2,672.4,809.8,666.8,145.9
222.25,510.8,697.2,811.4,673.1,151.7
222.5,517.9,703.0,787.3,669.4,137.8
222.75,509.6,682.8,859.9,684.1,175.2
223.0,506.2,646.3,813.6,655.4,153.9
223.25,525.6,698.3,806.7,676.8,141.8
223.5,515.6,657.3,816.0,663.0,150.3
223.75,517.0,672.3,817.8,669.0,150.4
224.0,517.5,668.7,794.1,660.1,138.5
224.25,519.2,658.8,806.0,661.3,143.4
224.5,527.1,654.7,827.2,669.7,150.6
224.75,531.7,675.5,821.9,676.4,145.1
225.0,527.3,677.6,859.6,688.2,166.4
225.25,507.7,663.0,831.2,667.3,161.8
225.5,514.1,674.0,793.7,660.6,140.3
225.75,517.9,649.7,813.7,660.4,148.2
226.0,513.4,654.4,804.9,657.6,145.7
226.25,523.2,662.6,819.5,668.5,148.3
226.5,527.2,678.3,811.8,672.4,142.4
226.75,508.3,655.0,806.0,656.4,148.8
227.0,523.1,675.2,783.5,660.6,130.8
227.25,529.8,646.6,822.0,666.1,147.1
227.5,503.3,633.7,802.8,646.6,150.1
227.75,525.2,646.4,807.9,659.8,141.8
228.0,523.0,635.4,808.2,655.6,143.7
228.25,534.0,627.6,816.2,659.2,143.7
228.5,527.4,633.2,789.1,649.9,131.6
228.75,528.5,660.1,797.6,662.1,134.6
229.0,529.3,637.2,811.5,659.3,142.4
229.25,513.0,618.7,796.6,642.8,143.3
229.5,533.7,638.9,830.3,667.7,150.4
229.75,526.6,651.2,799.6,659.1,136.7
230.0,528.3,650.4,786.7,655.1,129.3
230.25,524.3,627.5,795.1,649.0,136.7
230.5,521.2,633.2,833.1,662.5,158.0
230.75,527.5,645.2,791.0,654.5,132.0
231.0,536.5,613.9,813.3,654.6,142.8
231.25,522.7,616.5,808.4,649.2,145.6
231.5,530.3,642.7,799.0,657.4,134.9
231.75,532.1,609.1,805.4,648.9,140.9
232.0,532.1,607.7,834.8,658.2,157.6
232.25,518.1,638.1,787.4,647.8,134.9
232.5,549.5,624.6,799.5,657.9,128.3
232.75,534.7,611.4,813.3,653.1,143.9
233.0,544.4,621.5,810.4,658.8,136.8
233.25,525.8,640.2,798.7,654.9,137.1
233.5,537.3,636.5,752.8,642.2,107.9
233.75,527.9,621.0,788.5,645.8,132.1
234.0,547.4,608.1,794.2,649.9,128.6
234.25,531.7,590.8,805.1,642.5,143.9
234.5,538.5,603.5,794.5,645.5,133.1
234.75,537.9,621.2,790.6,649.9,128.8
235.0,529.1,603.0,796.1,642.7,137.9
235.25,551.5,608.4,788.7,649.5,123.8
235.5,536.2,601.9,792.7,643.6,133.2
235.75,524.6,601.6,803.6,643.3,144.1
236.0,550.9,616.0,778.6,648.5,117.3
236.25,539.2,588.1,763.4,630.2,117.9
236.5,532.5,606.4,775.6,638.2,124.6
236.75,555.2,589.9,809.4,651.5,137.8
237.0,546.4,591.9,786.3,641.5,127.4
237.25,532.0,594.9,779.8,635.6,128.8
237.5,542.0,597.0,801.9,647.0,137.0
237.75,551.8,605.2,757.3,638.1,106.6
238.0,544.7,627.9,806.3,659.6,133.7
238.25,551.3,586.5,766.4,634.7,115.4
238.5,540.4,589.3,795.3,641.7,135.3
238.75,536.3,585.1,775.3,632.2,126.2
239.0,546.9,591.5,785.4,641.2,126.8
239.25,538.9,600.9,827.0,655.6,151.6
239.5,560.9,592.7,785.4,646.3,121.5
239.75,554.1,600.5,763.2,639.3,109.8
240.0,546.8,593.0,770.2,636.7,117.9
240.25,543.1,576.5,804.4,641.3,142.2
240.5,537.1,574.6,761.5,624.4,120.2
240.75,541.0,596.9,754.8,630.9,110.9
241.0,554.4,569.6,725.8,616.6,94.9
241.25,546.9,589.7,774.6,637.1,121.0
241.5,552.9,574.5,728.0,618.5,95.4
241.75,560.7,584.2,756.3,633.8,106.8
242.0,559.6,579.2,734.0,624.3,95.5
242.25,540.9,570.9,749.7,620.5,112.9
242.5,562.9,564.1,727.0,618.0,94.4
242.75,552.8,592.0,748.1,631.0,103.3
243.0,560.3,565.6,738.0,621.3,101.1
243.25,548.6,586.5,743.3,626.2,103.2
243.5,551.1,583.3,737.1,623.8,99.4
243.75,558.7,564.8,730.0,617.8,97.2
244.0,548.8,574.5,691.8,605.0,76.2
244.25,564.1,583.2,721.1,622.8,85.7
244.5,561.7,580.9,721.1,621.2,87.0
244.75,534.1,555.8,708.0,599.3,94.7
245.0,555.0,558.0,717.7,610.2,93.1
245.25,567.1,567.0,709.1,614.4,82.0
245.5,561.5,565.1,693.2,606.6,75.0
245.75,569.4,576.2,700.5,615.4,73.8
246.0,549.4,574.0,696.0,606.5,78.5
246.25,531.7,559.6,691.5,594.3,85.4
246.5,556.9,554.1,692.2,601.0,78.9
246.75,564.5,545.5,705.9,605.3,87.6
247.0,559.3,553.5,681.2,598.0,72.1
247.25,569.2,564.8,679.2,604.4,64.8
247.5,581.3,554.6,676.0,604.0,63.8
247.75,562.8,562.5,652.9,592.7,52.1
248.0,568.1,564.6,646.6,593.1,46.4
248.25,570.6,555.5,649.0,591.7,50.2
248.5,568.4,556.3,639.7,588.1,45.0
248.75,565.9,549.6,647.3,587.6,52.4
249.0,568.6,549.8,642.4,586.9,48.9
249.25,558.0,557.3,636.5,584.0,45.5
249.5,573.7,548.4,632.5,584.9,43.1
249.75,568.3,558.7,626.3,584.4,36.6
250.0,564.9,568.6,625.9,586.5,34.2
250.25,570.4,565.3,620.7,585.4,30.6
250.5,577.9,547.8,617.9,581.2,35.2
250.75,562.8,573.7,610.0,582.2,24.7
251.0,557.8,560.7,619.9,579.5,35.0
251.25,574.2,560.2,626.0,586.8,34.7
251.5,570.0,552.0,617.2,579.8,33.7
251.75,565.2,553.4,612.0,576.9,31.0
252.0,568.9,546.6,605.5,573.7,29.7
252.25,570.6,549.7,605.1,575.1,28.0
252.5,568.1,565.6,600.2,578.0,19.3
252.75,582.7,544.8,598.4,575.3,27.5
253.0,572.2,556.8,596.6,575.2,20.1
253.25,566.1,555.0,584.9,568.7,15.1
253.5,579.9,558.0,582.5,573.4,13.5
253.75,566.2,554.5,576.3,565.6,10.9
254.0,576.5,548.3,570.6,565.1,14.9
254.25,571.5,556.2,569.0,565.6,8.2
254.5,592.8,539.0,554.5,562.1,27.7
254.75,551.6,536.4,552.8,546.9,9.2
255.0,571.5,536.4,535.0,547.6,20.7
255.25,581.1,539.5,538.3,553.0,24.4
255.5,576.4,526.3,526.6,543.1,28.8
255.75,575.0,534.8,516.8,542.2,29.8
256.0,582.6,532.4,514.6,543.2,35.2
256.25,578.0,523.9,501.8,534.6,39.2
256.5,577.8,534.1,500.3,537.4,38.9
256.75,559.5,516.7,488.8,521.7,35.6
257.0,558.4,519.2,485.6,521.1,36.5
257.25,591.2,525.4,488.6,535.1,52.0
257.5,587.0,521.0,481.0,529.7,53.5
257.75,585.8,516.3,464.8,522.3,60.7
258.0,586.6,521.6,468.9,525.7,58.9
258.25,585.3,517.8,463.0,522.0,61.3
258.5,594.7,540.9,453.1,529.6,71.5
258.75,579.4,514.0,450.9,514.8,64.3
259.0,566.0,514.1,442.6,507.6,61.9
259.25,587.4,520.6,448.9,519.0,69.3
259.5,578.5,501.7,433.5,504.6,72.6
259.75,578.3,502.2,431.8,504.1,73.3
260.0,575.5,507.8,424.9,502.7,75.4
260.25,568.4,495.3,417.5,493.7,75.5
260.5,566.3,515.1,409.6,497.0,79.9
260.75,579.6,494.0,406.0,493.2,86.8
261.0,577.7,494.8,402.1,491.5,87.9
261.25,572.9,491.3,398.6,487.6,87.2
261.5,577.6,477.4,382.7,479.2,97.4
261.75,580.5,479.5,382.3,480.8,99.1
262.0,570.6,471.7,376.6,472.9,97.0
262.25,584.7,474.9,365.1,474.9,109.8
262.5,578.2,471.0,355.6,468.2,111.3
262.75,576.8,468.4,359.1,468.1,108.9
263.0,576.1,470.4,354.2,466.9,111.0
263.25,589.1,473.9,343.3,468.8,123.0
263.5,580.8,467.2,345.2,464.4,117.8
263.75,581.0,466.0,339.8,462.3,120.7
264.0,586.1,469.7,331.3,462.4,127.6
264.25,581.9,463.1,327.4,457.5,127.4
264.5,584.0,465.0,319.7,456.2,132.4
264.75,579.3,467.1,315.0,453.8,132.6
265.0,574.4,458.2,308.6,447.1,133.2
265.25,564.6,456.1,305.0,441.9,130.4
265.5,580.6,461.4,299.1,447.0,141.3
265.75,588.0,452.6,295.2,445.3,146.6
266.0,580.2,446.1,290.6,439.0,145.0
266.25,591.0,432.0,284.1,435.7,153.5
266.5,576.9,449.7,277.9,434.9,150.0
266.75,585.8,451.3,267.6,434.9,159.7
267.0,569.8,437.2,265.4,424.1,152.6
267.25,569.3,438.9,264.5,424.2,152.9
267.5,589.9,434.0,254.6,426.2,167.8
267.75,586.6,442.4,251.2,426.7,168.3
268.0,587.4,429.8,244.7,420.6,171.5
268.25,568.1,427.8,246.7,414.2,161.2
268.5,590.4,424.2,245.0,419.9,172.7
268.75,587.5,412.5,238.7,412.9,174.4
269.0,573.4,418.7,227.7,406.6,173.1
269.25,565.4,411.9,228.5,401.9,168.7
269.5,581.5,407.0,223.6,404.0,179.0
269.75,578.7,398.1,223.6,400.1,177.5
270.0,572.7,396.9,217.0,395.5,177.9
270.25,568.3,402.9,209.3,393.5,179.7
270.5,575.9,403.6,204.8,394.8,185.7
270.75,573.2,388.2,204.0,388.5,184.6
271.0,562.2,396.9,200.3,386.5,181.1
271.25,574.3,392.5,197.7,388.2,188.3
271.5,582.6,388.3,192.5,387.8,195.1
271.75,588.0,382.5,193.4,388.0,197.4
272.0,587.5,383.5,191.7,387.6,197.9
272.25,592.4,386.7,185.7,388.2,203.4
272.5,584.0,387.3,183.8,385.1,200.1
272.75,581.4,376.7,183.3,380.5,199.1
273.0,589.8,381.9,178.1,383.3,205.8
273.25,585.4,371.8,177.4,378.2,204.0
273.5,593.0,370.7,175.6,379.7,208.9
273.75,582.4,376.8,174.0,377.7,204.2
274.0,572.1,372.3,171.6,372.0,200.2
274.25,595.5,365.1,167.3,376.0,214.3
274.5,582.3,374.3,165.4,374.0,208.5
274.75,580.2,363.9,167.7,370.6,206.3
275.0,584.1,358.6,161.9,368.2,211.2
275.25,583.4,359.2,159.5,367.4,212.0
275.5,584.5,347.3,158.2,363.4,213.6
275.75,579.1,346.4,155.4,360.3,212.2
276.0,582.7,358.4,151.7,364.3,215.6
276.25,608.0,344.8,150.9,367.9,229.4
276.5,589.1,343.0,148.7,360.3,220.7
276.75,551.8,336.9,146.0,344.9,203.0
277.0,591.8,336.0,145.7,357.8,223.9
277.25,587.6,328.3,143.9,353.3,222.9
277.5,583.8,330.8,137.7,350.8,223.7
277.75,586.8,329.4,136.5,350.9,225.9
278.0,589.6,327.6,132.6,349.9,229.3
278.25,594.6,324.6,131.7,350.3,232.5
278.5,593.8,318.1,127.8,346.6,234.3
278.75,568.7,321.0,123.6,337.8,223.0
279.0,598.4,309.0,120.0,342.5,241.0
279.25,585.0,309.8,119.1,337.9,234.2
279.5,586.2,308.2,114.9,336.4,236.9
279.75,570.6,304.1,110.8,328.5,230.9
280.0,589.9,300.0,107.4,332.4,242.9
280.25,598.1,303.0,102.9,334.7,249.1
280.5,597.1,294.8,104.0,332.0,248.6
280.75,582.5,295.6,99.4,325.8,242.9
281.0,595.9,292.1,95.7,327.9,252.0
281.25,588.6,287.2,91.5,322.4,250.4
281.5,589.2,285.3,86.8,320.5,253.0
281.75,600.4,286.2,83.8,323.5,260.3
282.0,582.4,273.3,80.7,312.1,253.1
282.25,582.0,272.0,77.8,310.6,254.3
282.5,582.7,274.5,71.3,309.5,257.5
282.75,590.6,269.0,67.5,309.0,263.9
283.0,586.6,264.6,68.6,306.6,261.6
283.25,586.7,265.1,64.4,305.4,263.4
283.5,583.6,263.5,63.1,303.4,262.5
283.75,583.2,259.5,61.9,301.5,263.2
284.0,580.9,255.1,57.6,297.9,264.3
284.25,596.8,255.0,56.1,302.6,273.5
284.5,589.8,247.1,53.7,296.9,271.5
284.75,587.8,244.3,52.5,294.9,271.2
285.0,571.7,246.0,50.0,289.2,263.5
285.25,594.9,243.8,48.2,295.6,277.0
285.5,591.1,241.5,47.7,293.4,275.4
285.75,579.0,237.6,45.5,287.4,270.2
286.0,564.1,234.9,44.4,281.1,262.9
286.25,586.3,230.4,43.0,286.6,276.0
286.5,576.9,228.8,41.4,282.4,271.7
286.75,578.0,227.2,41.1,282.1,272.6
287.0,572.5,224.9,39.9,279.1,270.4
287.25,578.5,215.0,38.5,277.4,275.3
287.5,594.1,216.8,36.8,282.6,284.4
