Time after Ignition,Nylon_R4,Nylon_R2,Nylon_R3,Mean,Std. Dev.
287.75,566.0,211.7,35.9,271.2,270.0
288.0,579.1,208.7,34.9,274.2,278.0
288.25,592.5,205.2,33.6,277.1,286.3
288.5,571.7,203.3,32.5,269.2,275.6
288.75,591.2,197.8,31.2,273.4,287.6
289.0,566.6,199.0,30.8,265.4,274.0
289.25,571.5,195.3,30.5,265.8,277.3
289.5,584.2,191.4,29.3,268.3,285.3
289.75,584.7,185.6,28.5,266.3,286.7
290.0,579.6,183.5,27.2,263.4,284.7
290.25,574.4,176.2,26.7,259.1,283.1
290.5,582.8,174.9,26.2,261.3,288.2
290.75,567.6,172.9,25.6,255.4,280.3
291.0,566.3,172.3,24.3,254.3,280.2
291.25,566.9,168.2,23.8,252.9,281.3
291.5,574.1,160.8,23.3,252.7,286.6
291.75,554.9,162.1,22.6,246.5,276.0
292.0,570.1,157.2,22.0,249.8,285.5
292.25,564.4,153.6,21.5,246.5,283.1
292.5,580.7,152.2,21.0,251.3,292.7
292.75,565.9,148.4,20.4,244.9,285.3
293.0,546.1,147.9,19.9,238.0,274.4
293.25,571.6,145.0,19.5,245.4,289.5
293.5,563.4,140.9,18.5,241.0,285.9
293.75,565.7,138.0,18.3,240.7,287.8
294.0,560.4,137.8,17.5,238.6,285.2
294.25,571.6,134.7,17.2,241.1,292.2
294.5,542.3,133.6,16.5,230.8,276.1
294.75,553.3,129.7,,341.5,299.6
295.0,563.0,126.1,,344.5,308.9
295.25,551.3,125.6,,338.4,301.0
295.5,558.5,125.3,,341.9,306.3
295.75,540.0,120.9,,330.5,296.3
296.0,565.0,117.7,,341.3,316.2
296.25,553.0,119.0,,336.0,306.9
296.5,551.4,115.4,,333.4,308.3
296.75,543.4,114.8,,329.1,303.1
297.0,548.4,112.2,,330.3,308.5
297.25,535.5,110.5,,323.0,300.5
297.5,545.1,109.7,,327.4,307.9
297.75,537.7,108.0,,322.8,303.9
298.0,546.2,108.3,,327.2,309.7
298.25,519.6,105.1,,312.3,293.0
298.5,521.4,104.3,,312.9,294.9
298.75,539.1,103.0,,321.0,308.4
299.0,528.0,101.7,,314.9,301.5
299.25,535.7,101.4,,318.5,307.1
299.5,532.6,99.8,,316.2,306.0
299.75,535.1,97.3,,316.2,309.5
300.0,541.9,95.4,,318.7,315.7
300.25,539.0,95.1,,317.1,313.9
300.5,528.3,90.5,,309.4,309.5
300.75,525.9,92.7,,309.3,306.3
301.0,521.9,91.3,,306.6,304.5
301.25,528.5,89.0,,308.8,310.8
301.5,508.1,85.2,,296.7,299.0
301.75,526.5,84.1,,305.3,312.9
302.0,524.4,81.5,,302.9,313.2
302.25,514.7,79.3,,297.0,307.8
302.5,519.0,78.5,,298.8,311.5
302.75,518.5,74.4,,296.5,314.0
303.0,518.7,74.0,,296.3,314.5
303.25,518.3,70.2,,294.3,316.9
303.5,531.4,69.0,,300.2,327.0
303.75,510.6,66.4,,288.5,314.1
304.0,522.9,64.9,,293.9,323.9
304.25,513.6,63.0,,288.3,318.6
304.5,528.0,62.1,,295.1,329.5
304.75,525.7,60.5,,293.1,329.0
305.0,524.5,58.4,,291.4,329.6
305.25,522.0,57.3,,289.6,328.6
305.5,512.3,55.2,,283.8,323.2
305.75,490.9,54.4,,272.6,308.7
306.0,506.2,52.5,,279.3,320.8
306.25,511.5,49.7,,280.6,326.6
306.5,507.3,48.8,,278.0,324.3
306.75,510.5,46.6,,278.5,328.0
307.0,521.4,43.7,,282.6,337.7
307.25,510.4,41.5,,276.0,331.5
307.5,511.7,39.0,,275.4,334.3
307.75,504.3,38.0,,271.1,329.8
308.0,501.5,33.2,,267.3,331.2
308.25,501.7,29.9,,265.8,333.7
308.5,492.8,27.3,,260.1,329.1
308.75,504.9,24.7,,264.8,339.6
309.0,509.7,22.6,,266.1,344.5
309.25,501.2,20.4,,260.8,340.0
309.5,483.5,18.8,,251.2,328.5
309.75,502.6,17.2,,259.9,343.3
310.0,502.7,13.8,,258.3,345.7
310.25,501.9,11.4,,256.6,346.8
310.5,486.3,9.1,,247.7,337.5
310.75,481.3,6.9,,244.1,335.5
311.0,484.5,4.9,,244.7,339.1
311.25,488.6,2.4,,245.5,343.8
311.5,485.3,0.1,,242.7,343.1
311.75,496.5,-1.9,,247.3,352.4
312.0,485.3,-3.8,,240.8,345.9
312.25,485.8,-5.4,,240.2,347.3
312.5,496.7,-7.7,,244.5,356.7
312.75,479.5,-9.8,,234.8,346.0
313.0,477.6,-11.6,,233.0,345.9
313.25,493.5,-13.3,,240.1,358.4
313.5,476.3,-14.7,,230.8,347.2
313.75,489.6,-17.0,,236.3,358.2
314.0,480.5,-19.0,,230.7,353.2
314.25,488.2,-20.7,,233.8,359.8
314.5,478.5,-22.3,,228.1,354.2
314.75,481.9,-23.8,,229.0,357.5
315.0,468.5,-25.8,,221.4,349.5
315.25,482.1,-27.9,,227.1,360.6
315.5,483.2,,,483.2,
315.75,478.4,,,478.4,
316.0,482.3,,,482.3,
316.25,471.4,,,471.4,
316.5,476.4,,,476.4,
316.75,474.0,,,474.0,
317.0,488.5,,,488.5,
317.25,471.0,,,471.0,
317.5,480.1,,,480.1,
317.75,479.4,,,479.4,
318.0,468.9,,,468.9,
318.25,471.2,,,471.2,
318.5,472.4,,,472.4,
318.75,465.1,,,465.1,
319.0,457.8,,,457.8,
319.25,458.2,,,458.2,
319.5,468.8,,,468.8,
319.75,465.7,,,465.7,
320.0,469.0,,,469.0,
320.25,460.0,,,460.0,
320.5,455.9,,,455.9,
320.75,463.0,,,463.0,
321.0,463.3,,,463.3,
321.25,475.0,,,475.0,
321.5,457.6,,,457.6,
321.75,454.0,,,454.0,
322.0,460.1,,,460.1,
322.25,469.3,,,469.3,
322.5,455.2,,,455.2,
322.75,453.1,,,453.1,
323.0,450.4,,,450.4,
323.25,459.2,,,459.2,
323.5,451.7,,,451.7,
323.75,449.7,,,449.7,
324.0,444.2,,,444.2,
324.25,442.3,,,442.3,
324.5,446.2,,,446.2,
324.75,446.8,,,446.8,
325.0,456.4,,,456.4,
325.25,452.0,,,452.0,
325.5,440.7,,,440.7,
325.75,444.7,,,444.7,
326.0,442.8,,,442.8,
326.25,447.1,,,447.1,
326.5,448.7,,,448.7,
326.75,438.8,,,438.8,
327.0,434.3,,,434.3,
327.25,446.4,,,446.4,
327.5,454.7,,,454.7,
327.75,441.2,,,441.2,
328.0,444.8,,,444.8,
328.25,440.8,,,440.8,
328.5,438.4,,,438.4,
328.75,443.5,,,443.5,
329.0,439.7,,,439.7,
329.25,437.5,,,437.5,
329.5,428.4,,,428.4,
329.75,446.4,,,446.4,
330.0,437.8,,,437.8,
330.25,427.5,,,427.5,
330.5,426.9,,,426.9,
330.75,421.7,,,421.7,
331.0,425.3,,,425.3,
331.25,429.7,,,429.7,
331.5,428.4,,,428.4,
331.75,425.1,,,425.1,
332.0,430.1,,,430.1,
332.25,417.3,,,417.3,
332.5,435.4,,,435.4,
332.75,423.6,,,423.6,
333.0,415.5,,,415.5,
333.25,424.3,,,424.3,
333.5,419.2,,,419.2,
333.75,423.0,,,423.0,
334.0,416.9,,,416.9,
334.25,417.6,,,417.6,
334.5,419.1,,,419.1,
334.75,412.7,,,412.7,
335.0,408.0,,,408.0,
335.25,402.3,,,402.3,
335.5,405.4,,,405.4,
335.75,399.7,,,399.7,
336.0,406.3,,,406.3,
336.25,400.7,,,400.7,
336.5,402.0,,,402.0,
336.75,403.8,,,403.8,
337.0,401.0,,,401.0,
337.25,395.2,,,395.2,
337.5,389.4,,,389.4,
337.75,403.2,,,403.2,
338.0,387.8,,,387.8,
338.25,393.7,,,393.7,
338.5,396.2,,,396.2,
338.75,390.3,,,390.3,
339.0,393.4,,,393.4,
339.25,383.0,,,383.0,
339.5,381.8,,,381.8,
339.75,383.1,,,383.1,
340.0,388.3,,,388.3,
340.25,388.0,,,388.0,
340.5,384.4,,,384.4,
340.75,378.4,,,378.4,
341.0,373.0,,,373.0,
341.25,375.3,,,375.3,
341.5,378.0,,,378.0,
341.75,380.5,,,380.5,
342.0,383.7,,,383.7,
342.25,371.2,,,371.2,
342.5,369.3,,,369.3,
342.75,373.4,,,373.4,
343.0,368.5,,,368.5,
343.25,363.5,,,363.5,
343.5,364.9,,,364.9,
343.75,366.5,,,366.5,
344.0,355.2,,,355.2,
344.25,365.3,,,365.3,
344.5,365.1,,,365.1,
344.75,361.5,,,361.5,
345.0,358.1,,,358.1,
345.25,347.1,,,347.1,
345.5,355.9,,,355.9,
345.75,352.0,,,352.0,
346.0,347.9,,,347.9,
346.25,341.0,,,341.0,
346.5,345.1,,,345.1,
346.75,347.4,,,347.4,
347.0,347.0,,,347.0,
347.25,340.6,,,340.6,
347.5,341.1,,,341.1,
347.75,338.6,,,338.6,
348.0,332.0,,,332.0,
348.25,331.8,,,331.8,
348.5,328.2,,,328.2,
348.75,329.8,,,329.8,
349.0,325.6,,,325.6,
349.25,325.2,,,325.2,
349.5,327.8,,,327.8,
349.75,334.7,,,334.7,
350.0,319.5,,,319.5,
350.25,320.6,,,320.6,
350.5,317.1,,,317.1,
350.75,320.0,,,320.0,
351.0,318.7,,,318.7,
351.25,309.0,,,309.0,
351.5,310.2,,,310.2,
351.75,315.0,,,315.0,
352.0,310.6,,,310.6,
352.25,314.8,,,314.8,
352.5,311.6,,,311.6,
352.75,315.5,,,315.5,
353.0,312.7,,,312.7,
353.25,305.8,,,305.8,
353.5,304.0,,,304.0,
353.75,308.6,,,308.6,
354.0,301.0,,,301.0,
354.25,304.9,,,304.9,
354.5,304.3,,,304.3,
354.75,301.1,,,301.1,
355.0,297.1,,,297.1,
355.25,295.4,,,295.4,
355.5,295.1,,,295.1,
355.75,294.8,,,294.8,
356.0,294.2,,,294.2,
356.25,291.6,,,291.6,
356.5,293.9,,,293.9,
356.75,287.6,,,287.6,
357.0,288.8,,,288.8,
357.25,287.9,,,287.9,
357.5,288.0,,,288.0,
357.75,284.8,,,284.8,
358.0,281.5,,,281.5,
358.25,284.7,,,284.7,
358.5,285.8,,,285.8,
358.75,286.9,,,286.9,
359.0,278.1,,,278.1,
359.25,276.8,,,276.8,
359.5,281.9,,,281.9,
359.75,277.1,,,277.1,
360.0,275.7,,,275.7,
360.25,274.4,,,274.4,
360.5,276.3,,,276.3,
360.75,275.3,,,275.3,
361.0,274.4,,,274.4,
361.25,269.2,,,269.2,
361.5,271.4,,,271.4,
361.75,269.4,,,269.4,
362.0,266.5,,,266.5,
362.25,268.9,,,268.9,
362.5,267.5,,,267.5,
362.75,267.9,,,267.9,
363.0,268.3,,,268.3,
363.25,265.3,,,265.3,
363.5,266.3,,,266.3,
363.75,273.1,,,273.1,
364.0,268.6,,,268.6,
364.25,264.0,,,264.0,
364.5,260.4,,,260.4,
364.75,263.0,,,263.0,
365.0,263.2,,,263.2,
365.25,261.9,,,261.9,
365.5,263.0,,,263.0,
365.75,266.6,,,266.6,
366.0,261.3,,,261.3,
366.25,260.1,,,260.1,
366.5,263.2,,,263.2,
366.75,258.6,,,258.6,
367.0,262.3,,,262.3,
367.25,259.0,,,259.0,
367.5,261.4,,,261.4,
367.75,260.6,,,260.6,
368.0,255.5,,,255.5,
368.25,258.7,,,258.7,
368.5,255.2,,,255.2,
368.75,256.0,,,256.0,
369.0,253.4,,,253.4,
369.25,247.5,,,247.5,
369.5,249.6,,,249.6,
369.75,252.1,,,252.1,
370.0,249.9,,,249.9,
370.25,250.4,,,250.4,
370.5,245.8,,,245.8,
370.75,246.4,,,246.4,
371.0,248.7,,,248.7,
371.25,247.1,,,247.1,
371.5,245.8,,,245.8,
371.75,243.8,,,243.8,
372.0,245.4,,,245.4,
372.25,245.5,,,245.5,
372.5,242.0,,,242.0,
372.75,244.5,,,244.5,
373.0,245.0,,,245.0,
373.25,244.5,,,244.5,
373.5,239.9,,,239.9,
373.75,241.3,,,241.3,
374.0,239.2,,,239.2,
374.25,240.7,,,240.7,
374.5,240.7,,,240.7,
374.75,238.0,,,238.0,
375.0,240.9,,,240.9,
375.25,240.7,,,240.7,
375.5,239.9,,,239.9,
375.75,240.5,,,240.5,
376.0,239.5,,,239.5,
376.25,236.7,,,236.7,
376.5,235.8,,,235.8,
376.75,239.6,,,239.6,
377.0,231.9,,,231.9,
377.25,237.0,,,237.0,
377.5,235.9,,,235.9,
377.75,235.6,,,235.6,
378.0,234.7,,,234.7,
378.25,236.7,,,236.7,
378.5,233.4,,,233.4,
378.75,228.0,,,228.0,
379.0,225.7,,,225.7,
379.25,231.1,,,231.1,
379.5,233.3,,,233.3,
379.75,228.0,,,228.0,
380.0,228.3,,,228.3,
380.25,229.2,,,229.2,
380.5,225.9,,,225.9,
380.75,230.5,,,230.5,
381.0,227.8,,,227.8,
381.25,223.6,,,223.6,
381.5,223.8,,,223.8,
381.75,227.5,,,227.5,
382.0,228.4,,,228.4,
382.25,226.4,,,226.4,
382.5,223.6,,,223.6,
382.75,222.6,,,222.6,
383.0,226.6,,,226.6,
383.25,220.7,,,220.7,
383.5,222.2,,,222.2,
383.75,219.8,,,219.8,
384.0,220.3,,,220.3,
384.25,218.2,,,218.2,
384.5,218.1,,,218.1,
384.75,214.8,,,214.8,
385.0,215.2,,,215.2,
385.25,216.0,,,216.0,
385.5,215.2,,,215.2,
385.75,215.9,,,215.9,
386.0,216.4,,,216.4,
386.25,217.2,,,217.2,
386.5,218.3,,,218.3,
386.75,215.1,,,215.1,
387.0,217.0,,,217.0,
387.25,216.3,,,216.3,
387.5,211.9,,,211.9,
387.75,215.0,,,215.0,
388.0,209.3,,,209.3,
388.25,210.4,,,210.4,
388.5,209.9,,,209.9,
388.75,208.9,,,208.9,
389.0,210.2,,,210.2,
389.25,208.2,,,208.2,
389.5,207.9,,,207.9,
389.75,208.8,,,208.8,
390.0,207.1,,,207.1,
390.25,206.8,,,206.8,
390.5,204.3,,,204.3,
390.75,207.7,,,207.7,
391.0,205.9,,,205.9,
391.25,204.7,,,204.7,
391.5,204.4,,,204.4,
391.75,204.4,,,204.4,
392.0,200.0,,,200.0,
392.25,202.4,,,202.4,
392.5,203.3,,,203.3,
392.75,198.6,,,198.6,
393.0,198.4,,,198.4,
393.25,197.7,,,197.7,
393.5,197.9,,,197.9,
393.75,197.1,,,197.1,
394.0,202.1,,,202.1,
394.25,196.8,,,196.8,
394.5,195.7,,,195.7,
394.75,195.5,,,195.5,
395.0,195.8,,,195.8,
395.25,196.7,,,196.7,
395.5,194.4,,,194.4,
395.75,191.2,,,191.2,
396.0,190.1,,,190.1,
396.25,194.0,,,194.0,
396.5,190.7,,,190.7,
396.75,188.2,,,188.2,
397.0,189.7,,,189.7,
397.25,187.4,,,187.4,
397.5,189.3,,,189.3,
397.75,188.3,,,188.3,
398.0,189.7,,,189.7,
398.25,187.3,,,187.3,
398.5,190.5,,,190.5,
398.75,188.1,,,188.1,
399.0,186.9,,,186.9,
399.25,185.0,,,185.0,
399.5,190.4,,,190.4,
399.75,185.9,,,185.9,
400.0,186.8,,,186.8,
400.25,185.6,,,185.6,
400.5,181.2,,,181.2,
400.75,183.9,,,183.9,
401.0,186.7,,,186.7,
401.25,185.9,,,185.9,
401.5,182.6,,,182.6,
401.75,186.0,,,186.0,
402.0,183.0,,,183.0,
402.25,181.1,,,181.1,
402.5,182.2,,,182.2,
402.75,181.8,,,181.8,
403.0,183.4,,,183.4,
403.25,180.2,,,180.2,
403.5,179.4,,,179.4,
403.75,178.1,,,178.1,
404.0,176.8,,,176.8,
404.25,179.9,,,179.9,
404.5,177.4,,,177.4,
404.75,175.1,,,175.1,
405.0,174.4,,,174.4,
405.25,175.1,,,175.1,
405.5,175.6,,,175.6,
405.75,176.0,,,176.0,
406.0,170.9,,,170.9,
406.25,174.2,,,174.2,
406.5,171.2,,,171.2,
406.75,171.4,,,171.4,
407.0,173.1,,,173.1,
407.25,170.5,,,170.5,
407.5,171.3,,,171.3,
407.75,172.9,,,172.9,
408.0,169.1,,,169.1,
408.25,169.8,,,169.8,
408.5,168.4,,,168.4,
408.75,167.4,,,167.4,
409.0,166.7,,,166.7,
409.25,167.7,,,167.7,
409.5,167.1,,,167.1,
409.75,166.2,,,166.2,
410.0,167.5,,,167.5,
410.25,166.9,,,166.9,
410.5,168.6,,,168.6,
410.75,162.3,,,162.3,
411.0,164.0,,,164.0,
411.25,163.2,,,163.2,
411.5,162.2,,,162.2,
411.75,162.1,,,162.1,
412.0,163.3,,,163.3,
412.25,160.6,,,160.6,
412.5,159.5,,,159.5,
412.75,158.1,,,158.1,
413.0,160.6,,,160.6,
413.25,157.7,,,157.7,
413.5,157.2,,,157.2,
413.75,155.4,,,155.4,
414.0,155.9,,,155.9,
414.25,156.4,,,156.4,
414.5,155.4,,,155.4,
414.75,155.6,,,155.6,
415.0,155.9,,,155.9,
415.25,155.7,,,155.7,
415.5,154.4,,,154.4,
415.75,155.8,,,155.8,
416.0,154.6,,,154.6,
416.25,151.3,,,151.3,
416.5,153.4,,,153.4,
416.75,151.5,,,151.5,
417.0,151.3,,,151.3,
417.25,149.5,,,149.5,
417.5,151.4,,,151.4,
417.75,152.8,,,152.8,
418.0,152.9,,,152.9,
418.25,150.7,,,150.7,
418.5,150.1,,,150.1,
418.75,150.8,,,150.8,
419.0,150.1,,,150.1,
419.25,150.0,,,150.0,
419.5,148.9,,,148.9,
419.75,148.4,,,148.4,
420.0,147.7,,,147.7,
420.25,149.4,,,149.4,
420.5,149.2,,,149.2,
420.75,148.3,,,148.3,
421.0,148.9,,,148.9,
421.25,144.6,,,144.6,
421.5,148.8,,,148.8,
421.75,150.4,,,150.4,
422.0,147.5,,,147.5,
422.25,146.3,,,146.3,
422.5,146.2,,,146.2,
422.75,144.0,,,144.0,
423.0,145.7,,,145.7,
423.25,144.6,,,144.6,
423.5,144.6,,,144.6,
423.75,142.5,,,142.5,
424.0,143.9,,,143.9,
424.25,146.4,,,146.4,
424.5,145.3,,,145.3,
424.75,144.6,,,144.6,
425.0,144.9,,,144.9,
425.25,145.0,,,145.0,
425.5,145.8,,,145.8,
425.75,143.4,,,143.4,
426.0,141.3,,,141.3,
426.25,143.2,,,143.2,
426.5,142.1,,,142.1,
426.75,141.8,,,141.8,
427.0,141.2,,,141.2,
427.25,142.0,,,142.0,
427.5,141.2,,,141.2,
427.75,143.0,,,143.0,
428.0,137.9,,,137.9,
428.25,138.2,,,138.2,
428.5,138.9,,,138.9,
428.75,141.6,,,141.6,
429.0,139.8,,,139.8,
429.25,138.4,,,138.4,
429.5,141.2,,,141.2,
429.75,140.6,,,140.6,
430.0,138.8,,,138.8,
430.25,138.4,,,138.4,
430.5,137.9,,,137.9,
430.75,140.4,,,140.4,
431.0,138.5,,,138.5,
431.25,134.7,,,134.7,
431.5,137.3,,,137.3,
431.75,136.9,,,136.9,
432.0,139.0,,,139.0,
432.25,137.1,,,137.1,
432.5,136.6,,,136.6,
432.75,137.3,,,137.3,
433.0,134.7,,,134.7,
433.25,136.1,,,136.1,
433.5,137.2,,,137.2,
433.75,138.3,,,138.3,
434.0,135.6,,,135.6,
434.25,134.3,,,134.3,
434.5,134.2,,,134.2,
434.75,133.1,,,133.1,
435.0,134.5,,,134.5,
435.25,134.3,,,134.3,
435.5,134.1,,,134.1,
435.75,133.9,,,133.9,
436.0,132.0,,,132.0,
436.25,132.1,,,132.1,
436.5,133.9,,,133.9,
436.75,131.0,,,131.0,
437.0,134.4,,,134.4,
437.25,131.9,,,131.9,
437.5,128.9,,,128.9,
437.75,129.1,,,129.1,
438.0,129.9,,,129.9,
438.25,131.1,,,131.1,
438.5,129.7,,,129.7,
438.75,130.9,,,130.9,
439.0,128.0,,,128.0,
439.25,129.2,,,129.2,
439.5,128.1,,,128.1,
439.75,129.3,,,129.3,
440.0,128.4,,,128.4,
440.25,127.9,,,127.9,
440.5,128.1,,,128.1,
440.75,127.6,,,127.6,
441.0,128.0,,,128.0,
441.25,125.1,,,125.1,
441.5,126.0,,,126.0,
441.75,126.8,,,126.8,
442.0,125.6,,,125.6,
442.25,126.0,,,126.0,
442.5,125.7,,,125.7,
442.75,126.6,,,126.6,
443.0,125.3,,,125.3,
443.25,125.0,,,125.0,
443.5,125.8,,,125.8,
443.75,125.6,,,125.6,
444.0,125.7,,,125.7,
444.25,124.6,,,124.6,
444.5,122.2,,,122.2,
444.75,123.0,,,123.0,
445.0,120.4,,,120.4,
445.25,123.1,,,123.1,
445.5,122.5,,,122.5,
445.75,122.4,,,122.4,
446.0,123.2,,,123.2,
446.25,124.1,,,124.1,
446.5,122.6,,,122.6,
446.75,124.4,,,124.4,
447.0,123.7,,,123.7,
447.25,120.1,,,120.1,
447.5,121.2,,,121.2,
447.75,121.2,,,121.2,
448.0,123.4,,,123.4,
448.25,119.2,,,119.2,
448.5,120.3,,,120.3,
448.75,121.5,,,121.5,
449.0,117.5,,,117.5,
449.25,120.3,,,120.3,
449.5,120.5,,,120.5,
449.75,119.4,,,119.4,
450.0,118.8,,,118.8,
450.25,119.5,,,119.5,
450.5,118.7,,,118.7,
450.75,116.8,,,116.8,
451.0,116.6,,,116.6,
451.25,116.5,,,116.5,
451.5,113.2,,,113.2,
451.75,115.4,,,115.4,
452.0,113.1,,,113.1,
452.25,117.8,,,117.8,
452.5,115.9,,,115.9,
452.75,113.9,,,113.9,
453.0,113.0,,,113.0,
453.25,115.3,,,115.3,
453.5,113.8,,,113.8,
453.75,114.1,,,114.1,
454.0,112.7,,,112.7,
454.25,113.4,,,113.4,
454.5,113.1,,,113.1,
454.75,113.1,,,113.1,
455.0,112.6,,,112.6,
455.25,111.2,,,111.2,
455.5,110.7,,,110.7,
455.75,105.2,,,105.2,
456.0,110.6,,,110.6,
456.25,107.9,,,107.9,
456.5,109.7,,,109.7,
456.75,108.5,,,108.5,
457.0,109.7,,,109.7,
457.25,110.1,,,110.1,
457.5,107.5,,,107.5,
457.75,107.9,,,107.9,
458.0,107.5,,,107.5,
458.25,108.9,,,108.9,
458.5,108.4,,,108.4,
458.75,107.7,,,107.7,
459.0,105.6,,,105.6,
459.25,106.1,,,106.1,
459.5,106.7,,,106.7,
459.75,106.1,,,106.1,
460.0,103.4,,,103.4,
460.25,108.3,,,108.3,
460.5,106.3,,,106.3,
460.75,104.5,,,104.5,
461.0,107.1,,,107.1,
461.25,104.9,,,104.9,
461.5,105.1,,,105.1,
461.75,105.2,,,105.2,
462.0,103.2,,,103.2,
462.25,103.7,,,103.7,
462.5,102.8,,,102.8,
462.75,102.5,,,102.5,
463.0,102.1,,,102.1,
463.25,101.4,,,101.4,
463.5,101.4,,,101.4,
463.75,102.2,,,102.2,
464.0,100.7,,,100.7,
464.25,100.9,,,100.9,
464.5,99.7,,,99.7,
464.75,98.1,,,98.1,
465.0,99.7,,,99.7,
465.25,100.1,,,100.1,
465.5,98.2,,,98.2,
465.75,99.8,,,99.8,
466.0,97.2,,,97.2,
466.25,98.6,,,98.6,
466.5,99.1,,,99.1,
466.75,98.2,,,98.2,
467.0,99.7,,,99.7,
467.25,97.8,,,97.8,
467.5,96.6,,,96.6,
467.75,96.0,,,96.0,
468.0,96.4,,,96.4,
468.25,94.4,,,94.4,
468.5,94.2,,,94.2,
468.75,93.1,,,93.1,
469.0,95.1,,,95.1,
469.25,94.7,,,94.7,
469.5,94.1,,,94.1,
469.75,92.9,,,92.9,
470.0,92.9,,,92.9,
470.25,93.0,,,93.0,
470.5,92.9,,,92.9,
470.75,92.7,,,92.7,
471.0,92.3,,,92.3,
471.25,92.4,,,92.4,
471.5,91.7,,,91.7,
471.75,90.7,,,90.7,
472.0,89.9,,,89.9,
472.25,89.9,,,89.9,
472.5,90.1,,,90.1,
472.75,89.9,,,89.9,
473.0,89.0,,,89.0,
473.25,89.5,,,89.5,
473.5,89.0,,,89.0,
473.75,89.5,,,89.5,
474.0,88.8,,,88.8,
474.25,87.3,,,87.3,
474.5,88.1,,,88.1,
474.75,88.8,,,88.8,
475.0,86.8,,,86.8,
475.25,87.1,,,87.1,
475.5,86.2,,,86.2,
475.75,86.6,,,86.6,
476.0,84.6,,,84.6,
476.25,86.2,,,86.2,
476.5,85.8,,,85.8,
476.75,85.4,,,85.4,
477.0,84.7,,,84.7,
477.25,84.4,,,84.4,
477.5,84.7,,,84.7,
477.75,82.9,,,82.9,
478.0,83.3,,,83.3,
478.25,82.9,,,82.9,
478.5,81.1,,,81.1,
478.75,82.6,,,82.6,
479.0,81.8,,,81.8,
479.25,80.5,,,80.5,
479.5,80.4,,,80.4,
479.75,79.5,,,79.5,
480.0,79.2,,,79.2,
480.25,79.7,,,79.7,
480.5,78.8,,,78.8,
480.75,79.4,,,79.4,
481.0,78.6,,,78.6,
481.25,77.5,,,77.5,
481.5,77.9,,,77.9,
481.75,78.1,,,78.1,
482.0,76.5,,,76.5,
482.25,76.1,,,76.1,
482.5,76.5,,,76.5,
482.75,77.1,,,77.1,
483.0,76.4,,,76.4,
483.25,77.0,,,77.0,
483.5,76.2,,,76.2,
483.75,76.9,,,76.9,
484.0,75.2,,,75.2,
484.25,76.0,,,76.0,
484.5,75.7,,,75.7,
484.75,74.6,,,74.6,
485.0,73.8,,,73.8,
485.25,74.4,,,74.4,
485.5,73.7,,,73.7,
485.75,73.5,,,73.5,
486.0,72.3,,,72.3,
486.25,72.4,,,72.4,
486.5,72.5,,,72.5,
486.75,71.5,,,71.5,
487.0,72.0,,,72.0,
487.25,70.7,,,70.7,
487.5,71.7,,,71.7,
487.75,70.5,,,70.5,
488.0,70.9,,,70.9,
488.25,69.5,,,69.5,
488.5,70.1,,,70.1,
488.75,69.9,,,69.9,
489.0,68.4,,,68.4,
489.25,69.1,,,69.1,
489.5,68.3,,,68.3,
489.75,68.5,,,68.5,
490.0,66.9,,,66.9,
490.25,67.0,,,67.0,
490.5,68.1,,,68.1,
490.75,67.2,,,67.2,
491.0,66.9,,,66.9,
491.25,67.0,,,67.0,
491.5,67.2,,,67.2,
491.75,66.4,,,66.4,
492.0,66.7,,,66.7,
492.25,66.0,,,66.0,
492.5,65.7,,,65.7,
492.75,65.3,,,65.3,
493.0,65.4,,,65.4,
493.25,65.4,,,65.4,
493.5,65.1,,,65.1,
493.75,65.6,,,65.6,
494.0,65.2,,,65.2,
494.25,65.5,,,65.5,
494.5,63.9,,,63.9,
494.75,65.3,,,65.3,
495.0,64.2,,,64.2,
495.25,63.5,,,63.5,
495.5,62.9,,,62.9,
495.75,64.0,,,64.0,
496.0,62.6,,,62.6,
496.25,62.5,,,62.5,
496.5,62.0,,,62.0,
496.75,62.7,,,62.7,
497.0,61.7,,,61.7,
497.25,61.0,,,61.0,
497.5,60.9,,,60.9,
497.75,61.8,,,61.8,
498.0,60.8,,,60.8,
498.25,60.5,,,60.5,
498.5,60.1,,,60.1,
498.75,59.9,,,59.9,
499.0,59.5,,,59.5,
499.25,58.9,,,58.9,
499.5,58.5,,,58.5,
499.75,58.0,,,58.0,
500.0,58.4,,,58.4,
500.25,58.3,,,58.3,
500.5,57.6,,,57.6,
500.75,56.6,,,56.6,
501.0,57.9,,,57.9,
501.25,56.0,,,56.0,
501.5,56.9,,,56.9,
501.75,56.7,,,56.7,
502.0,55.5,,,55.5,
502.25,56.9,,,56.9,
502.5,55.7,,,55.7,
502.75,55.6,,,55.6,
503.0,56.2,,,56.2,
503.25,55.1,,,55.1,
503.5,54.7,,,54.7,
503.75,55.7,,,55.7,
504.0,54.9,,,54.9,
504.25,54.7,,,54.7,
504.5,54.9,,,54.9,
504.75,54.8,,,54.8,
505.0,55.0,,,55.0,
505.25,54.3,,,54.3,
505.5,54.3,,,54.3,
505.75,54.8,,,54.8,
506.0,54.4,,,54.4,
506.25,53.4,,,53.4,
506.5,54.2,,,54.2,
506.75,54.1,,,54.1,
507.0,53.2,,,53.2,
507.25,53.3,,,53.3,
