##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
49.383,10.01,0.10712999999999999,-0.02973,0.01310461,1.0540100000000001
49.483,10.58,0.1245,-0.03115001,0.01096097,1.0540100000000001
49.583,10.7219,0.14157,-0.03186926,-0.02210973,1.0540100000000001
49.683,10.826369999999999,0.16414,-0.03305342,-0.0018333079999999999,1.0540200000000002
49.783,10.89911,0.18194000000000002,-0.03403579,-0.003603438,1.0540200000000002
49.883,10.96585,0.18846,-0.0324481,0.04681183,1.0540200000000002
49.983,11.02086,0.21378000000000003,-0.03238047,-0.02264113,1.0540200000000002
50.083,11.0723,0.23421999999999998,-0.03230279,0.02426534,1.0540200000000002
50.183,11.1157,0.25201999999999997,-0.03023126,0.01551059,1.05403
50.283,11.15417,0.26374000000000003,-0.03099832,-0.01342437,1.05403
50.383,11.18748,0.28406,-0.03124273,-0.0041509929999999995,1.05403
50.483,11.22003,0.29028000000000004,-0.03082215,-0.02440966,1.05403
50.583,11.24964,0.31223,-0.03300002,-0.04155457,1.05403
50.683,11.27749,0.3245,-0.03369386,-0.0375557,1.05403
50.783,11.30349,0.33626999999999996,-0.03476509,0.0005962212,1.0540399999999999
50.883,11.32969,0.34059,-0.03334635,0.03511026,1.0540399999999999
50.983,11.35507,0.3571,-0.03239416,0.04226297,1.0540399999999999
51.083,11.379660000000001,0.3791,-0.03159629,0.02592787,1.0540399999999999
51.183,11.40237,0.38061999999999996,-0.0310313,-0.00558021,1.0540399999999999
51.283,11.423680000000001,0.40597,-0.03206193,-0.02143163,1.0540399999999999
51.383,11.44411,0.40452,-0.03172297,-0.02708711,1.0540399999999999
51.483,11.46391,0.41211000000000003,-0.0326783,-0.03558636,1.05405
51.583,11.483139999999999,0.42823,-0.03400615,-0.03297182,1.05405
51.683,11.50199,0.44838999999999996,-0.03446047,-0.01338574,1.05405
51.783,11.52065,0.44992,-0.03411067,0.008969363000000001,1.05405
51.883,11.53861,0.45214,-0.03363035,0.01633589,1.05405
51.983,11.55583,0.48173,-0.03328183,0.009225126,1.05405
52.083,11.57278,0.49056000000000005,-0.0336187,0.002173307,1.05405
52.183,11.58958,0.50393,-0.03356689,0.004025547,1.05405
52.283,11.60561,0.50895,-0.03342689,0.009366611,1.05405
52.383,11.62149,0.5210899999999999,-0.03315221,0.01034251,1.05406
52.483,11.6373,0.53178,-0.03313897,0.008000395,1.05406
52.583,11.65294,0.54551,-0.03289979,0.0075138719999999996,1.05406
52.683,11.667819999999999,0.56257,-0.03258489,0.007812707,1.05406
52.783,11.68266,0.566,-0.03283713,0.002745221,1.05406
52.883,11.69709,0.58524,-0.03252432,-0.009662673,1.05406
52.983,11.71097,0.57797,-0.03242383,-0.02242311,1.05406
53.083,11.724689999999999,0.59608,-0.03349701,-0.02649426,1.05406
53.183,11.738389999999999,0.6026,-0.03413984,-0.0182277,1.05406
53.283,11.75221,0.6157100000000001,-0.03397002,-0.002430602,1.05406
53.383,11.7653,0.61516,-0.03397755,0.0117688,1.05406
53.483,11.77823,0.6349600000000001,-0.03364605,0.02000692,1.05406
53.583,11.79119,0.63893,-0.03315004,0.01886677,1.05406
53.683,11.80425,0.6552899999999999,-0.03273202,0.006001404,1.05406
53.783,11.81697,0.6672,-0.03273195,-0.01589071,1.05406
53.883,11.8292,0.6725899999999999,-0.03280633,-0.0381278,1.05406
53.983,11.84096,0.6854600000000001,-0.03379503,-0.0507984,1.05406
54.083,11.85305,0.69271,-0.03508852,-0.04917824,1.05406
54.183,11.86473,0.70129,-0.03553499,-0.03503515,1.05406
54.283,11.876430000000001,0.70375,-0.03594904,-0.0153414,1.05406
54.383,11.887880000000001,0.71113,-0.0356654,0.002457196,1.05406
54.483,11.8992,0.72921,-0.03553066,0.01560752,1.05406
54.583,11.91052,0.73444,-0.03541488,0.02249591,1.05406
54.683,11.92175,0.73233,-0.03487656,0.02191099,1.05406
54.783,11.933019999999999,0.7477600000000001,-0.03421317,0.01440695,1.05406
54.883,11.943769999999999,0.76535,-0.0344111,0.0026524829999999998,1.05406
54.983,11.95463,0.77276,-0.03426887,-0.009418223,1.05406
55.083,11.96538,0.77157,-0.03478546,-0.01842651,1.05406
55.183,11.97588,0.7831600000000001,-0.03505074,-0.02305481,1.05406
55.283,11.986419999999999,0.78235,-0.03511085,-0.02320881,1.05406
55.383,11.996789999999999,0.7915399999999999,-0.03570491,-0.01901878,1.05406
55.483,12.0071,0.79911,-0.0359235,-0.01154235,1.05406
55.583,12.01747,0.81313,-0.03600912,-0.002123553,1.05406
55.683,12.02758,0.82516,-0.03581215,0.007295991,1.05406
55.783,12.0377,0.8391700000000001,-0.03566674,0.01591922,1.05406
55.883,12.0476,0.83436,-0.03558318,0.02341917,1.05405
55.983,12.0573,0.8453799999999999,-0.03535152,0.02971978,1.05405
56.083,12.06702,0.8557899999999999,-0.03474438,0.03405022,1.05405
56.183,12.07669,0.8539700000000001,-0.03479322,0.03508035,1.05405
56.283,12.086269999999999,0.8617,-0.03374363,0.03221076,1.05405
56.383,12.0958,0.87069,-0.03364241,0.02590291,1.05405
56.483,12.10513,0.87371,-0.03352118,0.01751369,1.05405
56.583,12.11454,0.8790399999999999,-0.0332958,0.008327901,1.05405
56.683,12.12398,0.88936,-0.03336484,-3.0509440000000006e-05,1.05405
56.783,12.13314,0.89669,-0.03320534,-0.006027443,1.0540399999999999
56.883,12.14236,0.9009799999999999,-0.03373672,-0.009212683000000001,1.0540399999999999
56.983,12.1516,0.9126,-0.03359031,-0.009657192,1.0540399999999999
57.083,12.16058,0.91933,-0.03442219,-0.008439478,1.0540399999999999
57.183,12.16962,0.9165,-0.03323463,-0.00692091,1.0540399999999999
57.283,12.178510000000001,0.9182,-0.03435777,-0.006073467,1.0540399999999999
57.383,12.18747,0.93335,-0.03363816,-0.006075975999999999,1.0540399999999999
57.483,12.19634,0.9375899999999999,-0.03413122,-0.005671818,1.05403
57.583,12.205110000000001,0.94091,-0.03394121,-0.003508704,1.05403
57.683,12.21389,0.9491299999999999,-0.0340996,0.001052932,1.05403
57.783,12.2227,0.95249,-0.03480546,0.007669426,1.05403
57.883,12.23145,0.9567,-0.03365623,0.0144527,1.05403
57.983,12.239980000000001,0.9677399999999999,-0.0344398,0.01852537,1.05403
58.083,12.24848,0.9773700000000001,-0.03344001,0.01806975,1.0540200000000002
58.183,12.25711,0.9765,-0.03296152,0.0121274,1.0540200000000002
58.283,12.26562,0.98474,-0.03313596,0.002218747,1.0540200000000002
58.383,12.27397,0.99735,-0.03302045,-0.009177083,1.0540200000000002
58.483,12.28226,1.00585,-0.03315885,-0.01982498,1.0540100000000001
58.583,12.29048,1.01356,-0.03393107,-0.02805274,1.0540100000000001
58.683,12.298689999999999,1.01416,-0.03402583,-0.03291496,1.0540100000000001
58.783,12.30687,1.0225600000000001,-0.03395997,-0.03391137,1.0540100000000001
58.883,12.31493,1.0236299999999998,-0.03468458,-0.03061292,1.0540100000000001
58.983,12.323,1.02242,-0.0352886,-0.02293781,1.054
59.083,12.33125,1.03057,-0.03523145,-0.01119347,1.054
59.183,12.33943,1.03754,-0.03554228,0.003478358,1.054
59.283,12.34733,1.04464,-0.03533601,0.01840891,1.054
59.383,12.355360000000001,1.0532299999999999,-0.03508808,0.03146977,1.05399
59.483,12.36341,1.0578299999999998,-0.03485432,0.04054853,1.05399
59.583,12.37133,1.06079,-0.03401012,0.04425908,1.05399
59.683,12.37931,1.06933,-0.03292434,0.04266249,1.05399
59.783,12.38715,1.07202,-0.03349043,0.03680623,1.05398
59.883,12.39498,1.0761100000000001,-0.03292505,0.02804356,1.05398
59.983,12.40279,1.08314,-0.03229914,0.01809242,1.05398
60.083,12.41049,1.0890600000000001,-0.0329119,0.008416976999999999,1.05397
60.183,12.41814,1.09466,-0.03232249,-0.00027497169999999996,1.05397
60.283,12.42578,1.09971,-0.03265398,-0.007504088000000001,1.05397
60.383,12.43346,1.10489,-0.0330364,-0.01261252,1.05397
60.483,12.44111,1.11155,-0.03279716,-0.01534137,1.05396
60.583,12.4486,1.11982,-0.03314684,-0.01600863,1.05396
60.683,12.45603,1.12628,-0.03353865,-0.01498855,1.05396
60.783,12.46344,1.12785,-0.0334648,-0.01307812,1.05395
60.883,12.470880000000001,1.12906,-0.03338278,-0.01128748,1.05395
60.983,12.47837,1.1364299999999998,-0.03385932,-0.01066154,1.05395
61.083,12.48584,1.14105,-0.03358371,-0.01218545,1.0539399999999999
61.183,12.4933,1.1415899999999999,-0.03337946,-0.01625889,1.0539399999999999
61.283,12.50073,1.1453,-0.03369752,-0.02239077,1.0539399999999999
61.383,12.50803,1.15583,-0.03367681,-0.02931246,1.05393
61.483,12.51527,1.15656,-0.03386003,-0.03553999,1.05393
61.583,12.5224,1.15226,-0.03446034,-0.03935606,1.05393
61.683,12.52951,1.15487,-0.03507745,-0.03943749,1.05392
61.783,12.536769999999999,1.1647,-0.03520047,-0.035281,1.05392
61.883,12.544089999999999,1.17565,-0.03573148,-0.02670165,1.0539100000000001
61.983,12.55136,1.18103,-0.03618984,-0.01449206,1.0539100000000001
62.083,12.558539999999999,1.1796,-0.03577548,-0.000392715,1.0539100000000001
62.183,12.5657,1.18,-0.03616358,0.01352796,1.0539
62.283,12.57281,1.1876,-0.03627916,0.0257096,1.0539
62.383,12.579880000000001,1.19658,-0.03523063,0.03506794,1.05389
62.483,12.58705,1.1958,-0.03426679,0.04091025,1.05389
62.583,12.59422,1.1998,-0.0346135,0.04299282,1.05389
62.683,12.60135,1.21001,-0.03488101,0.04152835,1.05388
62.783,12.60848,1.2171,-0.03357031,0.03707432,1.05388
62.883,12.615689999999999,1.22289,-0.03318755,0.03039718,1.05387
62.983,12.6228,1.22505,-0.03337923,0.02262362,1.05387
63.083,12.62975,1.22284,-0.03313461,0.01469633,1.05386
63.183,12.6367,1.22164,-0.03281599,0.007215946,1.05386
63.283,12.64363,1.22807,-0.03330197,0.001192662,1.05386
63.383,12.65055,1.2377799999999999,-0.03376776,-0.0030182720000000002,1.05385
63.483,12.65751,1.2421799999999998,-0.03293639,-0.005742801999999999,1.05385
63.583,12.66442,1.25134,-0.03321343,-0.007170443,1.0538399999999999
63.683,12.67127,1.25958,-0.03389891,-0.00771049,1.0538399999999999
63.783,12.6781,1.25752,-0.03333102,-0.007976144000000001,1.0538299999999998
63.883,12.68497,1.25726,-0.03350981,-0.008609027,1.0538299999999998
63.983,12.69183,1.2606899999999999,-0.03390897,-0.009899834,1.05382
64.083,12.69861,1.26458,-0.03352643,-0.01201077,1.05382
64.183,12.70536,1.26987,-0.03347276,-0.01515524,1.0538100000000001
64.283,12.7121,1.27765,-0.03378131,-0.01896958,1.0538100000000001
64.383,12.71884,1.28566,-0.03399374,-0.02269363,1.0538
64.483,12.725539999999999,1.28829,-0.03393929,-0.02538408,1.0538
64.583,12.73226,1.29233,-0.03416124,-0.02627769,1.05379
64.683,12.73901,1.29921,-0.03480334,-0.02488657,1.05379
64.783,12.74565,1.2973,-0.03509161,-0.02104982,1.05378
64.883,12.75226,1.29578,-0.03509422,-0.01481155,1.05378
64.983,12.75889,1.30149,-0.03509509,-0.006614745,1.05377
65.083,12.76551,1.30582,-0.03516929,0.002582462,1.05377
65.183,12.77207,1.3069600000000001,-0.0354446,0.01170931,1.05376
65.283,12.7786,1.30818,-0.03554651,0.01999356,1.05376
65.383,12.785169999999999,1.31439,-0.03455049,0.02719438,1.05375
65.483,12.791730000000001,1.32135,-0.03387833,0.03310257,1.05375
65.583,12.79824,1.32485,-0.03444703,0.03743403,1.05374
65.683,12.804739999999999,1.3285,-0.03437287,0.03980705,1.0537299999999998
65.783,12.81127,1.33206,-0.03382232,0.04008792,1.0537299999999998
65.883,12.81781,1.33428,-0.03353422,0.03833599,1.05372
65.983,12.82432,1.3375700000000001,-0.03274663,0.03472173,1.05372
66.083,12.8308,1.34416,-0.03213141,0.02937778,1.0537100000000001
66.183,12.8373,1.35335,-0.03259824,0.02258686,1.0537100000000001
66.283,12.84378,1.35794,-0.03282471,0.01513536,1.0537
66.383,12.85023,1.35915,-0.03245476,0.007748009,1.05369
66.483,12.8567,1.36301,-0.03214562,0.0009750195,1.05369
66.583,12.86314,1.36579,-0.03226112,-0.0048389309999999994,1.05368
66.683,12.869539999999999,1.36753,-0.03257062,-0.009571079,1.05368
66.783,12.87597,1.37285,-0.03253537,-0.01325631,1.05367
66.883,12.88241,1.37804,-0.03273069,-0.0158184,1.05366
66.983,12.888810000000001,1.38049,-0.03320382,-0.01750908,1.05366
67.083,12.89519,1.38275,-0.03302808,-0.01907209,1.05365
67.183,12.901539999999999,1.38737,-0.03299387,-0.02115588,1.05365
67.283,12.90788,1.3945299999999998,-0.03354895,-0.02408034,1.05364
67.383,12.91423,1.40038,-0.03314779,-0.02762581,1.0536299999999998
67.483,12.92057,1.40438,-0.03271982,-0.03151969,1.0536299999999998
67.583,12.92689,1.4075600000000001,-0.03380534,-0.03543912,1.05362
67.683,12.93326,1.40857,-0.03451504,-0.03888723,1.05361
67.783,12.93957,1.40838,-0.03433813,-0.04135823,1.05361
67.883,12.94561,1.41026,-0.0344657,-0.04243937,1.0536
67.983,12.95167,1.4151200000000002,-0.0347178,-0.04206018,1.05359
68.083,12.957939999999999,1.42208,-0.03493393,-0.04018123,1.05359
68.183,12.96418,1.42859,-0.03568401,-0.03663732,1.05358
68.283,12.97035,1.43329,-0.03619348,-0.03136365,1.0535700000000001
68.383,12.976519999999999,1.43595,-0.03562194,-0.02445613,1.0535700000000001
68.483,12.98269,1.43703,-0.03589464,-0.01631684,1.05356
68.583,12.98885,1.43689,-0.03701354,-0.007689941,1.05355
68.683,12.99504,1.4360600000000001,-0.03653858,0.00035511989999999997,1.05354
68.783,13.00121,1.43844,-0.0357137,0.00676979,1.05354
68.883,13.00736,1.44469,-0.03606105,0.01070186,1.0535299999999999
68.983,13.01349,1.44565,-0.03608648,0.0117138,1.05352
69.083,13.01957,1.4439,-0.03547184,0.009599488,1.05352
69.183,13.02561,1.44985,-0.03511273,0.004381512,1.05351
69.283,13.03181,1.45862,-0.03534115,-0.003500263,1.0535
69.383,13.03819,1.46371,-0.0357766,-0.01289053,1.05349
69.483,13.04438,1.4646,-0.03532653,-0.02167387,1.05349
69.583,13.050419999999999,1.4652399999999999,-0.03490517,-0.02835791,1.05348
69.683,13.05648,1.4697,-0.03583251,-0.0319425,1.0534700000000001
69.783,13.06254,1.4753,-0.03688734,-0.03169917,1.05346
69.883,13.068589999999999,1.47912,-0.03727057,-0.02750725,1.05346
69.983,13.074689999999999,1.48003,-0.037328,-0.02003643,1.05345
70.083,13.08078,1.47957,-0.03729599,-0.0108525,1.05344
70.183,13.08675,1.4807,-0.03728738,-0.001802293,1.0534299999999999
70.283,13.09268,1.48672,-0.03731118,0.005654431,1.0534299999999999
70.383,13.09864,1.49505,-0.03710554,0.01052579,1.05342
70.483,13.10464,1.49766,-0.03629451,0.01235573,1.05341
70.583,13.11065,1.4970700000000001,-0.03589831,0.01134259,1.0534
70.683,13.116610000000001,1.49885,-0.03669043,0.008041149000000001,1.05339
70.783,13.12256,1.5022,-0.03681641,0.0031597120000000003,1.05339
70.883,13.128520000000002,1.5057,-0.03598128,-0.0024835910000000003,1.05338
70.983,13.13446,1.50864,-0.03606446,-0.007980378,1.0533700000000001
71.083,13.14037,1.51101,-0.03666118,-0.01249786,1.05336
71.183,13.146270000000001,1.5127899999999999,-0.03663482,-0.01538276,1.05335
71.283,13.15218,1.5127899999999999,-0.03654157,-0.01644195,1.05335
71.383,13.158079999999998,1.5127700000000002,-0.03688436,-0.01569011,1.05334
71.483,13.16397,1.51826,-0.03754559,-0.01331176,1.0533299999999999
71.583,13.169839999999999,1.52598,-0.03785592,-0.009621768000000001,1.05332
