##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
49.403,10.01,0.007238453000000001,-0.02435,-0.04966694,1.0540100000000001
49.503,10.57048,0.02461897,-0.02470948,-0.01136102,1.0540100000000001
49.603,10.746360000000001,0.04303209,-0.02599487,0.0002325128,1.0540100000000001
49.703,10.83862,0.06059344,-0.02665272,0.006538876999999999,1.0540200000000002
49.803,10.91639,0.08487753,-0.0250738,0.005379605,1.0540200000000002
49.903,10.974839999999999,0.09048981,-0.02508999,0.0008664811,1.0540200000000002
50.003,11.02693,0.10832,-0.02628356,-0.0017684810000000001,1.0540200000000002
50.103,11.07232,0.11919,-0.02541648,-0.002471444,1.0540200000000002
50.203,11.112860000000001,0.13914,-0.02509534,-0.0023432270000000002,1.05403
50.303,11.15063,0.14955,-0.02608698,-0.00159498,1.05403
50.403,11.18344,0.16423,-0.02609599,-0.000584279,1.05403
50.503,11.21671,0.17276,-0.02720647,0.00020752830000000003,1.05403
50.603,11.24733,0.19409,-0.0255047,0.00020924099999999998,1.05403
50.703,11.27595,0.19938,-0.02392413,-0.0004081808,1.05403
50.803,11.30296,0.21570999999999999,-0.02446947,-0.0010558310000000001,1.0540399999999999
50.903,11.32953,0.22428,-0.02639198,-0.001224237,1.0540399999999999
51.003,11.35478,0.24644000000000002,-0.02695493,-0.0008188078,1.0540399999999999
51.103,11.37857,0.25153000000000003,-0.02669785,-0.00020274450000000002,1.0540399999999999
51.203,11.40115,0.27403,-0.02654493,0.0001557167,1.0540399999999999
51.303,11.42267,0.26454,-0.02568999,-5.4968950000000005e-05,1.0540399999999999
51.403,11.44365,0.28949,-0.0252447,-0.0009152858,1.0540399999999999
51.503,11.4636,0.30308,-0.02492279,-0.002254511,1.05405
51.603,11.48311,0.31208,-0.02450573,-0.0038300240000000004,1.05405
51.703,11.501439999999999,0.31524,-0.02447029,-0.005290026999999999,1.05405
51.803,11.519860000000001,0.33369,-0.02608559,-0.006497749000000001,1.05405
51.903,11.53783,0.34031999999999996,-0.02676918,-0.007266981,1.05405
52.003,11.55529,0.35064,-0.02818477,-0.007571525,1.05405
52.103,11.572389999999999,0.35978000000000004,-0.02762792,-0.007467217,1.05405
52.203,11.58945,0.37309000000000003,-0.02644498,-0.007034109,1.05405
52.303,11.60544,0.38008000000000003,-0.02576467,-0.006401716,1.05405
52.403,11.62112,0.39484,-0.02651778,-0.0056253959999999995,1.05406
52.503,11.63635,0.39534,-0.02680412,-0.004758875,1.05406
52.603,11.6514,0.40176,-0.02624855,-0.003817462,1.05406
52.703,11.66587,0.41467,-0.0281206,-0.002850669,1.05406
52.803,11.68018,0.41984,-0.02852941,-0.001852799,1.05406
52.903,11.69485,0.43026000000000003,-0.02819461,-0.0008076982000000001,1.05406
53.003,11.709060000000001,0.44083999999999995,-0.02756523,0.00019979419999999998,1.05406
53.103,11.72297,0.45195,-0.02682488,0.001151853,1.05406
53.203,11.73662,0.46418000000000004,-0.02669584,0.002023513,1.05406
53.303,11.75032,0.4734,-0.02654476,0.002806795,1.05406
53.403,11.763869999999999,0.47973999999999994,-0.02705439,0.003465486,1.05406
53.503,11.77667,0.48868,-0.0273783,0.003956473,1.05406
53.603,11.78924,0.49616000000000005,-0.02706633,0.00429439,1.05406
53.703,11.801919999999999,0.5030100000000001,-0.02774388,0.004468441,1.05406
53.803,11.81428,0.51462,-0.02715969,0.004460343,1.05406
53.903,11.82663,0.52072,-0.02659226,0.004267502,1.05406
54.003,11.83869,0.5264300000000001,-0.02685464,0.0038986940000000003,1.05406
54.103,11.850480000000001,0.54487,-0.02577328,0.003370244,1.05406
54.203,11.86241,0.5505399999999999,-0.02628696,0.002677739,1.05406
54.303,11.874239999999999,0.5604100000000001,-0.025645,0.0018530729999999998,1.05406
54.403,11.88592,0.56174,-0.02656544,0.0009293255999999999,1.05406
54.503,11.89735,0.57629,-0.02600198,-4.978862e-05,1.05406
54.603,11.908719999999999,0.58311,-0.0265548,-0.001060074,1.05406
54.703,11.91967,0.58983,-0.02555403,-0.002027115,1.05406
54.803,11.93068,0.5878800000000001,-0.02644968,-0.0029531059999999996,1.05406
