##Temp./°C,Time/min,DSC(subtr.)/(mW/mg),Mass loss(subtr.2)/mg,Sensit./(uV/mW)
48.509,10.00667,0.03053888,-0.04902,1.07505
48.609,10.32732,0.03552801,-0.04854253,1.07501
48.709,10.39503,0.04453125,-0.048655,1.0749600000000001
48.809,10.43954,0.04992952,-0.04844446,1.07492
48.909,10.47423,0.05539956,-0.04700217,1.0748799999999998
49.009,10.505189999999999,0.06350199,-0.04816473,1.07483
49.109,10.53169,0.07050459,-0.04829779,1.07479
49.209,10.55591,0.07625571,-0.04945038,1.07474
49.309,10.57848,0.08418525,-0.05071203,1.0747
49.409,10.59906,0.08822849,-0.05147862,1.07466
49.509,10.61825,0.09424805,-0.05120973,1.07461
49.609,10.63575,0.10102,-0.05151739,1.07457
49.709,10.652389999999999,0.10613,-0.0513095,1.0745200000000001
49.809,10.66797,0.11245999999999999,-0.05160279,1.0744799999999999
49.909,10.68275,0.11873,-0.05202188,1.07444
50.009,10.697280000000001,0.12666,-0.05239291,1.07439
50.109,10.71112,0.12986,-0.05242837,1.07435
50.209,10.724260000000001,0.13539,-0.05216831,1.0743
50.309,10.737,0.14117000000000002,-0.05185775,1.07426
50.409,10.74917,0.14598,-0.05150202,1.0742200000000002
50.509,10.76108,0.15063,-0.05072069,1.07417
50.609,10.772680000000001,0.15575,-0.05007827,1.07413
50.709,10.78408,0.16165,-0.05024342,1.07408
50.809,10.79508,0.16499,-0.04854688,1.0740399999999999
50.909,10.80578,0.17003,-0.04870195,1.07399
51.009,10.8165,0.17493,-0.04865976,1.07395
51.109,10.82653,0.17991,-0.0473785,1.0739100000000001
51.209,10.83615,0.18417,-0.04803263,1.07386
51.309,10.84572,0.18899000000000002,-0.04738281,1.07382
51.409,10.85523,0.19321,-0.04766335,1.0737700000000001
51.509,10.8646,0.19757,-0.04731998,1.0737299999999999
51.609,10.87394,0.20221,-0.04734001,1.07368
51.709,10.88299,0.20794,-0.04838414,1.07364
51.809,10.8918,0.2137,-0.04775111,1.0736
51.909,10.900830000000001,0.21719000000000002,-0.04887924,1.07355
52.009,10.9098,0.22133000000000003,-0.04837991,1.07351
52.109,10.91836,0.22369,-0.04947835,1.07346
52.209,10.92665,0.22938000000000003,-0.04814068,1.07342
52.309,10.93491,0.23340999999999998,-0.04920806,1.0733700000000002
52.409,10.943010000000001,0.23890999999999998,-0.04869141,1.07333
52.509,10.95081,0.24424,-0.04950105,1.07328
52.609,10.9586,0.24606,-0.04868623,1.07324
52.709,10.96627,0.24891,-0.04952704,1.0732
52.809,10.97392,0.25206999999999996,-0.04920695,1.07315
52.909,10.98141,0.25809,-0.04983272,1.07311
53.009,10.9889,0.26165,-0.05011615,1.0730600000000001
53.109,10.99628,0.26464,-0.04970964,1.07302
53.209,11.00358,0.26859,-0.0504424,1.07297
53.309,11.01084,0.27244,-0.0499348,1.07293
53.409,11.0181,0.27794,-0.05085989,1.0728799999999998
53.509,11.025210000000001,0.28086,-0.04976308,1.07284
53.609,11.0321,0.28455,-0.05030515,1.0728
53.709,11.03922,0.28819,-0.0499892,1.07275
53.809,11.04605,0.29091999999999996,-0.04993023,1.07271
53.909,11.05275,0.29575,-0.0507994,1.07266
54.009,11.059439999999999,0.29938000000000003,-0.04981243,1.0726200000000001
54.109,11.066130000000001,0.30272,-0.05092293,1.07257
54.209,11.07283,0.30566,-0.05081361,1.07253
54.309,11.07935,0.30963,-0.05101366,1.0724799999999999
54.409,11.08583,0.31198000000000004,-0.05190759,1.07244
54.509,11.09217,0.31675,-0.05068174,1.07239
54.609,11.09862,0.32206,-0.05127046,1.07235
54.709,11.10506,0.32633,-0.05108588,1.0723
54.809,11.111310000000001,0.33047,-0.05073457,1.07226
54.909,11.117560000000001,0.33215,-0.05136949,1.0722200000000002
55.009,11.12382,0.33299,-0.0504859,1.07217
55.109,11.12996,0.33657,-0.05037877,1.07213
55.209,11.13598,0.3406,-0.05100761,1.07208
55.309,11.14194,0.3442,-0.05041939,1.0720399999999999
55.409,11.1479,0.34797,-0.05070949,1.07199
55.509,11.15386,0.34968,-0.0510479,1.07195
55.609,11.15976,0.35444000000000003,-0.05002172,1.0719
55.709,11.165569999999999,0.3596,-0.05066478,1.07186
55.809,11.17131,0.36329,-0.05055072,1.07181
55.909,11.17705,0.36658,-0.0502265,1.0717700000000001
56.009,11.182780000000001,0.36762,-0.05083804,1.07172
56.109,11.188460000000001,0.36972,-0.05090942,1.07168
56.209,11.19409,0.37482,-0.05024941,1.0716299999999999
56.309,11.199760000000001,0.37561,-0.05108632,1.07159
56.409,11.20544,0.37855,-0.05096503,1.07154
56.509,11.211089999999999,0.38306999999999997,-0.05087441,1.0715
56.609,11.21665,0.38604,-0.05169729,1.07145
56.709,11.22215,0.38814,-0.05174425,1.07141
56.809,11.22764,0.39161999999999997,-0.05114762,1.07136
56.909,11.2331,0.3958,-0.05206309,1.07132
57.009,11.23859,0.39847,-0.05199609,1.0712700000000002
57.109,11.24404,0.40237,-0.05173217,1.07123
57.209,11.24944,0.40525,-0.05225243,1.07118
57.309,11.25479,0.40786999999999995,-0.05238282,1.07114
57.409,11.260110000000001,0.41229,-0.0516493,1.0710899999999999
57.509,11.26543,0.41405,-0.05237066,1.07105
57.609,11.270710000000001,0.41717,-0.05250832,1.071
57.709,11.275960000000001,0.42105,-0.05223976,1.0709600000000001
57.809,11.2812,0.42382,-0.05254305,1.07091
57.909,11.286430000000001,0.42582,-0.05287321,1.07087
