##Temp./°C,Time/min,DSC(subtr.)/(mW/mg),Mass loss(subtr.2)/mg,Sensit./(uV/mW)
48.632,10.00583,0.01090548,0.0023,1.075
48.732,10.318019999999999,0.01683839,0.0028050090000000002,1.07495
48.832,10.389380000000001,0.02359132,0.0023125629999999997,1.07491
48.932,10.4367,0.0307374,0.002322405,1.07487
49.032,10.47478,0.03630176,0.002459799,1.07482
49.132,10.50637,0.04290892,0.002212411,1.0747799999999998
49.232,10.53305,0.05035021,0.0029983,1.07473
49.332,10.556560000000001,0.05614964,0.003200674,1.07469
49.432,10.57884,0.06266138,0.003274252,1.07465
49.532,10.59857,0.06704717,0.0035804290000000004,1.0746
49.632,10.61762,0.07129846,0.002790956,1.07456
49.732,10.63467,0.07863375,0.0023769810000000002,1.07451
49.832,10.65081,0.08367442,0.002080098,1.07447
49.932,10.666269999999999,0.09009174,0.002370671,1.07443
50.032,10.68113,0.09216684,0.0023972489999999997,1.07438
50.132,10.69536,0.09871823,0.002584841,1.07434
50.232,10.70924,0.10295,0.00180753,1.07429
50.332,10.72255,0.10637,0.001794923,1.07425
50.432,10.735560000000001,0.11252000000000001,0.001943954,1.07421
50.532,10.747710000000001,0.11784000000000001,0.002364362,1.07416
50.632,10.75976,0.12186,0.0021621,1.07412
50.732,10.77133,0.12569,0.002039479,1.07407
50.832,10.782589999999999,0.13188,0.0029339059999999996,1.0740299999999998
50.932,10.793439999999999,0.13596,0.00287732,1.07398
51.032,10.8042,0.13989000000000001,0.002296181,1.07394
51.132,10.814739999999999,0.14385,0.002936498,1.0739
51.232,10.82505,0.14901,0.002513251,1.07385
51.332,10.83501,0.15311,0.0027452709999999996,1.07381
51.432,10.84486,0.15677,0.0028816,1.07376
51.532,10.85447,0.1622,0.002916742,1.07372
51.632,10.86387,0.16543,0.004017337,1.0736700000000001
51.732,10.87319,0.17075,0.002951221,1.0736299999999999
51.832,10.88214,0.17207,0.0037970670000000003,1.07359
51.932,10.89096,0.17823,0.00335134,1.07354
52.032,10.89965,0.18217,0.003988399,1.0735
52.132,10.90824,0.18623,0.0029165009999999997,1.07345
52.232,10.916730000000001,0.19039,0.003385666,1.07341
52.332,10.92497,0.19278,0.0029827340000000003,1.07336
52.432,10.93322,0.19674,0.00352372,1.07332
52.532,10.94127,0.20038,0.002423259,1.0732700000000002
52.632,10.94923,0.20559000000000002,0.003052897,1.07323
52.732,10.95698,0.20967,0.002495317,1.0731899999999999
52.832,10.96471,0.21041999999999997,0.003713427,1.07314
52.932,10.972380000000001,0.21633000000000002,0.0025253479999999997,1.0731
53.032,10.98006,0.21903000000000003,0.003583613,1.07305
53.132,10.98756,0.22324000000000002,0.003193289,1.07301
53.232,10.99498,0.22653,0.003742079,1.0729600000000001
53.332,11.002289999999999,0.2298,0.00330968,1.07292
53.432,11.00951,0.23239,0.002965268,1.07287
53.532,11.01662,0.23615999999999998,0.0031673770000000003,1.07283
53.632,11.0237,0.23926,0.002705153,1.07279
53.732,11.03082,0.24291,0.00334138,1.07274
53.832,11.03773,0.24643,0.002146721,1.0727
53.932,11.04458,0.25049,0.002600379,1.07265
54.032,11.05132,0.25176,0.002342378,1.07261
54.132,11.058060000000001,0.25411,0.001987403,1.07256
54.232,11.064680000000001,0.25934,0.0027611420000000003,1.0725200000000001
54.332,11.07131,0.26166999999999996,0.0017430470000000002,1.07247
54.432,11.07785,0.26311,0.00236661,1.07243
54.532,11.08435,0.26766999999999996,0.002143777,1.0723799999999999
54.632,11.09079,0.27259,0.0019672920000000003,1.07234
54.732,11.09713,0.27385,0.003014605,1.07229
54.832,11.10339,0.27623000000000003,0.0022095879999999997,1.07225
54.932,11.109739999999999,0.2787,0.002439275,1.0722
55.032,11.116010000000001,0.28094,0.0029009409999999998,1.07216
55.132,11.12219,0.28575,0.0023438079999999997,1.07212
55.232,11.12834,0.29024,0.002856212,1.07207
55.332,11.13441,0.2917,0.002729465,1.0720299999999998
55.432,11.14048,0.29263,0.001750356,1.07198
55.532,11.146469999999999,0.29464,0.00286607,1.07194
55.632,11.152460000000001,0.29753,0.003076412,1.07189
55.732,11.158439999999999,0.3026,0.001539507,1.07185
55.832,11.16439,0.30554000000000003,0.0017542570000000002,1.0718
55.932,11.1703,0.3082,0.002327167,1.07176
56.032,11.17613,0.31069,0.002025089,1.07171
56.132,11.18192,0.31414000000000003,0.001940426,1.0716700000000001
56.232,11.187660000000001,0.31778,0.00175424,1.07162
56.332,11.19334,0.31964000000000004,0.001077644,1.07158
56.432,11.19899,0.32206,0.001724705,1.0715299999999999
56.532,11.20463,0.32450999999999997,0.00220694,1.07149
56.632,11.210189999999999,0.32761,0.001878629,1.07144
56.732,11.215760000000001,0.33065,0.002275113,1.0714
56.832,11.22132,0.33366999999999997,0.002766073,1.07135
56.932,11.22679,0.33623000000000003,0.0023422960000000002,1.07131
57.032,11.23223,0.33773000000000003,0.002481492,1.07126
57.132,11.23765,0.34112,0.00343308,1.07122
57.232,11.243030000000001,0.34360999999999997,0.002872693,1.0711700000000002
57.332,11.24843,0.34549,0.002143721,1.07113
57.432,11.253789999999999,0.34786,0.002728064,1.07108
57.532,11.259039999999999,0.35036999999999996,0.003179548,1.07104
57.632,11.26437,0.35336999999999996,0.0021713179999999998,1.0709899999999999
57.732,11.26965,0.35561,0.002162039,1.07095
57.832,11.27484,0.35834,0.002945662,1.0709
57.932,11.28003,0.36099000000000003,0.00300289,1.0708600000000001
58.032,11.28528,0.36234,0.002432175,1.07081
58.132,11.29038,0.36714,0.0027498929999999998,1.07077
58.232,11.29543,0.36985,0.003415449,1.0707200000000001
58.332,11.30052,0.37064,0.003400782,1.0706799999999999
58.432,11.305589999999999,0.37339,0.0028582290000000003,1.07063
58.532,11.31065,0.37534,0.003177754,1.07059
58.632,11.315710000000001,0.37811999999999996,0.00365828,1.07054
58.732,11.32076,0.38184,0.003440077,1.0705
58.832,11.32576,0.38466999999999996,0.0028434859999999997,1.07045
58.932,11.330810000000001,0.38593,0.003043389,1.07041
59.032,11.33582,0.38823,0.00331498,1.07036
59.132,11.340760000000001,0.3915,0.003004003,1.0703200000000002
59.232,11.34571,0.39394,0.002417792,1.07027
59.332,11.3507,0.39523,0.002435445,1.07023
59.432,11.35559,0.39779000000000003,0.002570709,1.07018
59.532,11.3605,0.40043,0.002471763,1.0701399999999999
59.632,11.3655,0.40189,0.0022092789999999998,1.07009
59.732,11.37045,0.40518000000000004,0.002013804,1.07005
59.832,11.37533,0.40794,0.002372838,1.07
59.932,11.380180000000001,0.40959,0.002737689,1.06996
60.032,11.385,0.41153,0.0023720489999999998,1.0699100000000001
60.132,11.38981,0.41331,0.002041108,1.06987
60.232,11.39461,0.41566000000000003,0.002252304,1.06982
60.332,11.39937,0.41825,0.002634402,1.06977
60.432,11.404069999999999,0.41976,0.002376029,1.0697299999999998
60.532,11.40878,0.42217,0.001909853,1.06968
60.632,11.41351,0.42523999999999995,0.00176415,1.06964
60.732,11.41823,0.42744,0.0019569170000000003,1.06959
60.832,11.42292,0.4292,0.0018082839999999998,1.06955
60.932,11.42762,0.43095,0.001340074,1.0695
61.032,11.432319999999999,0.43299,0.001085559,1.06946
61.132,11.43698,0.43543000000000004,0.0014777,1.06941
61.232,11.44161,0.4378,0.001620701,1.0693700000000002
61.332,11.44623,0.44014,0.001279957,1.06932
61.432,11.45085,0.44261000000000006,0.00112157,1.06928
61.532,11.45544,0.44391,0.0015405010000000001,1.06923
61.632,11.46,0.44497,0.002010641,1.06918
61.732,11.46457,0.44738999999999995,0.0019162620000000002,1.06914
61.832,11.46916,0.45025,0.0017737629999999998,1.0690899999999999
61.932,11.47373,0.45287,0.0017477120000000002,1.06905
62.032,11.47825,0.455,0.001749063,1.069
62.132,11.48276,0.45668000000000003,0.0017518229999999998,1.0689600000000001
62.232,11.48727,0.45846000000000003,0.001747955,1.06891
62.332,11.49175,0.46051000000000003,0.00174755,1.06887
62.432,11.496210000000001,0.46229,0.001766484,1.06882
62.532,11.50065,0.46448999999999996,0.0017200779999999999,1.0687799999999998
62.632,11.50507,0.46725,0.001562778,1.06873
62.732,11.50948,0.46924,0.001380804,1.0686799999999999
62.832,11.51388,0.4705,0.0013056110000000001,1.06864
62.932,11.51828,0.47186999999999996,0.001320591,1.06859
63.032,11.522639999999999,0.47422,0.001180021,1.06855
63.132,11.52702,0.47641999999999995,0.0009000391000000001,1.0685
63.232,11.53145,0.47793,0.0007336695,1.06846
63.332,11.535810000000001,0.48053999999999997,0.00102018,1.06841
63.432,11.54013,0.48276,0.001168593,1.06836
63.532,11.54445,0.48338000000000003,0.0006524408000000001,1.0683200000000002
63.632,11.548810000000001,0.48517,7.732274e-05,1.06827
63.732,11.55315,0.48821000000000003,0.00020238150000000002,1.06823
63.832,11.55744,0.49108999999999997,0.001101093,1.06818
63.932,11.56178,0.49359,0.0011912189999999999,1.0681399999999999
