##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge1)/(ml/min),Gas Flow(protective)/(ml/min),Sensit./(uV/mW)
53.182,14.51,0.03998432,99.8431,50.0,20.0,1.05274
53.374,14.61,0.04198455,99.83740999999999,50.0,20.0,1.05272
53.555,14.71,0.04348498,99.81466,50.0,20.0,1.05269
53.756,14.81,0.04486063,99.81466,50.0,20.0,1.05267
53.956,14.91,0.04398702,99.80328,50.0,20.0,1.05264
54.147,15.01,0.0449878,99.84879000000001,50.0,20.0,1.0526200000000001
54.364,15.11,0.04398928,99.86017,50.0,20.0,1.05259
54.551,15.21,0.04586491,99.84879000000001,50.0,20.0,1.05256
54.752,15.31,0.04649096,99.84879000000001,50.0,20.0,1.05254
54.96,15.41,0.04624223,99.84879000000001,50.0,20.0,1.05251
55.177,15.51,0.04911811,99.87155,50.0,20.0,1.0524799999999999
55.385,15.61,0.04849448,99.87155,50.0,20.0,1.05245
55.605,15.71,0.04962076,99.84293000000001,50.0,20.0,1.0524200000000001
55.823,15.81,0.05024711,99.84862,50.0,20.0,1.05239
56.032,15.91,0.05137343,99.84879000000001,50.0,20.0,1.05236
56.259,16.01,0.05124994,99.84879000000001,50.0,20.0,1.05233
56.494,16.11,0.0512515,99.82621,50.0,20.0,1.0523
56.713,16.21,0.05050292,99.80345,50.0,20.0,1.05227
56.922,16.31,0.05350456,99.80328,50.0,20.0,1.05224
57.152,16.41,0.05275608,99.78069,50.0,20.0,1.05221
57.391,16.51,0.0538829,99.78069,50.0,20.0,1.05218
57.622,16.61,0.05438463,99.82603,50.0,20.0,1.0521399999999999
57.844,16.71,0.05588653,99.84862,50.0,20.0,1.05211
58.09,16.81,0.05601338,99.83171999999999,50.0,20.0,1.05208
58.367,16.91,0.05676565,99.85431,50.0,20.0,1.0520399999999999
58.573,17.01,0.05714232,99.85448000000001,50.0,20.0,1.0520100000000001
58.818,17.11,0.05639394,99.83171999999999,50.0,20.0,1.05198
59.049,17.21,0.05714596,99.83171999999999,50.0,20.0,1.0519399999999999
59.301,17.31,0.05777315,99.83171999999999,50.0,20.0,1.0519100000000001
59.551,17.41,0.05890058,99.83171999999999,50.0,20.0,1.05187
59.786,17.51,0.05977786,99.82034,50.0,20.0,1.0518399999999999
60.029,17.61,0.0605302,99.80897,50.0,20.0,1.0518100000000001
60.297,17.71,0.05990708,99.78638000000001,50.0,20.0,1.05177
60.54,17.81,0.06128484,99.80914,50.0,20.0,1.0517299999999998
60.789,17.91,0.06141201,99.84879000000001,50.0,20.0,1.0517
61.039,18.01,0.06116396,99.82621,50.0,20.0,1.05166
61.291,18.11,0.06191658,99.82621,50.0,20.0,1.05162
61.56,18.21,0.06204397,99.80897,50.0,20.0,1.05158
61.804,18.31,0.06229625,99.8431,50.0,20.0,1.05155
62.061,18.41,0.06329926,99.85448000000001,50.0,20.0,1.05151
62.327,18.51,0.06380201,99.85448000000001,50.0,20.0,1.0514700000000001
62.587,18.61,0.06405454,99.80914,50.0,20.0,1.0514299999999999
62.85,18.71,0.06543313,99.80914,50.0,20.0,1.0514
63.112,18.81,0.06581089,99.80897,50.0,20.0,1.05136
63.369,18.91,0.06493743,99.80897,50.0,20.0,1.05132
63.636,19.01,0.06581576,99.80897,50.0,20.0,1.05128
63.899,19.11,0.06694439,99.83171999999999,50.0,20.0,1.05124
64.179,19.21,0.06794813,99.82034,50.0,20.0,1.0512
64.425,19.31,0.0682008,99.80897,50.0,20.0,1.05116
64.717,19.41,0.06782822,99.83171999999999,50.0,20.0,1.05112
64.978,19.51,0.06808106,99.83171999999999,50.0,20.0,1.05108
65.226,19.61,0.06908473,99.87706999999999,50.0,20.0,1.05104
65.521,19.71,0.06958831,99.85431,50.0,20.0,1.051
65.79,19.81,0.07059233,99.85448000000001,50.0,20.0,1.05095
66.057,19.91,0.07034474,99.80914,50.0,20.0,1.05091
66.334,20.01,0.06909585,99.85431,50.0,20.0,1.05087
66.611,20.11,0.07035044,99.83171999999999,50.0,20.0,1.05083
66.885,20.21,0.06985254,99.83171999999999,50.0,20.0,1.05079
67.168,20.31,0.07010583,99.80897,50.0,20.0,1.05074
67.426,20.41,0.07073447,99.80897,50.0,20.0,1.0507
67.724,20.51,0.07173919,99.79207,50.0,20.0,1.05066
67.997,20.61,0.07274374,99.81483,50.0,20.0,1.05061
68.281,20.71,0.07312245,99.81483,50.0,20.0,1.05057
68.536,20.81,0.07400174,99.83171999999999,50.0,20.0,1.05053
68.831,20.91,0.07362936,99.80897,50.0,20.0,1.0504799999999999
69.101,21.01,0.07551073,99.78621,50.0,20.0,1.05044
69.383,21.11,0.07513825,99.79759,50.0,20.0,1.05039
69.672,21.21,0.07551725,99.80897,50.0,20.0,1.05035
69.957,21.31,0.07602149,99.80914,50.0,20.0,1.0503
70.23,21.41,0.07740237,99.79776,50.0,20.0,1.05026
70.504,21.51,0.07702985,99.79776,50.0,20.0,1.0502200000000002
70.788,21.61,0.0767827,99.80328,50.0,20.0,1.05017
71.079,21.71,0.07678613,99.775,50.0,20.0,1.0501200000000002
71.369,21.81,0.07766645,99.78069,50.0,20.0,1.05008
71.661,21.91,0.07641722,99.82034,50.0,20.0,1.05003
71.931,22.01,0.07804905,99.82034,50.0,20.0,1.04998
72.215,22.11,0.07755137,99.82034,50.0,20.0,1.0499399999999999
72.497,22.21,0.07818124,99.83740999999999,50.0,20.0,1.04989
72.769,22.31,0.07818457,99.86017,50.0,20.0,1.04985
73.07,22.41,0.07894008,99.8431,50.0,20.0,1.0498
73.391,22.51,0.07844284,99.8431,50.0,20.0,1.04974
73.644,22.61,0.07957379,99.8431,50.0,20.0,1.0497
73.941,22.71,0.07970286,99.86569,50.0,20.0,1.04965
74.213,22.81,0.07807709,99.88845,50.0,20.0,1.04961
74.506,22.91,0.07933405,99.88845,50.0,20.0,1.04956
74.8,23.01,0.08034047,99.87724,50.0,20.0,1.04951
75.066,23.11,0.0803439,99.86017,50.0,20.0,1.04946
75.37,23.21,0.08172665,99.88293,50.0,20.0,1.04941
75.647,23.31,0.08198101,99.88293,50.0,20.0,1.0493700000000001
75.947,23.41,0.08173428,99.90552,50.0,20.0,1.04931
76.222,23.51,0.08311694,99.88845,50.0,20.0,1.0492700000000001
76.525,23.61,0.08349716,99.86569,50.0,20.0,1.04922
76.804,23.71,0.08312483,99.8431,50.0,20.0,1.0491700000000002
77.106,23.81,0.08262741,99.8431,50.0,20.0,1.04912
77.4,23.91,0.08413608,99.8431,50.0,20.0,1.0490700000000002
77.682,24.01,0.08564472,99.82034,50.0,20.0,1.04902
77.964,24.11,0.08452011,99.82034,50.0,20.0,1.0489700000000002
78.264,24.21,0.08577838,99.82603,50.0,20.0,1.04892
78.558,24.31,0.08515551,99.8431,50.0,20.0,1.0488600000000001
78.889,24.41,0.08553647,99.94516999999999,50.0,20.0,1.04881
79.14,24.51,0.08566549,99.86017,50.0,20.0,1.0487600000000001
79.444,24.61,0.08730047,99.86017,50.0,20.0,1.04871
79.738,24.71,0.08730479,99.88276,50.0,20.0,1.04866
80.023,24.81,0.08755987,99.86586,50.0,20.0,1.04861
80.312,24.91,0.08756415,99.86569,50.0,20.0,1.04856
80.598,25.01,0.08781932,99.8431,50.0,20.0,1.0485
80.909,25.11,0.08845128,99.86569,50.0,20.0,1.04845
81.203,25.21,0.08795384,99.86569,50.0,20.0,1.0484
81.495,25.31,0.08783276,99.88845,50.0,20.0,1.04834
81.788,25.41,0.08859007,99.86586,50.0,20.0,1.04829
82.108,25.51,0.08834397,99.86586,50.0,20.0,1.04823
82.389,25.61,0.08872474,99.86017,50.0,20.0,1.04818
82.688,25.71,0.08860383,99.87155,50.0,20.0,1.04813
82.971,25.81,0.08873369,99.86569,50.0,20.0,1.04808
83.303,25.91,0.08986845,99.88845,50.0,20.0,1.0480200000000002
83.566,26.01,0.08798978,99.88845,50.0,20.0,1.04797
83.867,26.11,0.08874758,99.85431,50.0,20.0,1.0479100000000001
84.169,26.21,0.08925442,99.87706999999999,50.0,20.0,1.04786
84.465,26.31,0.08863137,99.87706999999999,50.0,20.0,1.0478
84.755,26.41,0.09064465,99.88845,50.0,20.0,1.04775
85.047,26.51,0.09127711,99.86586,50.0,20.0,1.04769
85.332,26.61,0.09103061,99.8431,50.0,20.0,1.04764
85.647,26.71,0.09166354,99.83171999999999,50.0,20.0,1.04758
85.956,26.81,0.09191975,99.81483,50.0,20.0,1.0475299999999999
86.238,26.91,0.09217555,99.81483,50.0,20.0,1.0474700000000001
86.538,27.01,0.09331079,99.86,50.0,20.0,1.04742
86.848,27.11,0.09268803,99.88276,50.0,20.0,1.04736
87.131,27.21,0.09369757,99.86017,50.0,20.0,1.0473
87.427,27.31,0.0939538,99.83740999999999,50.0,20.0,1.04725
87.733,27.41,0.09320534,99.86017,50.0,20.0,1.04719
88.038,27.51,0.09484358,99.88276,50.0,20.0,1.04713
88.33,27.61,0.09472301,99.88293,50.0,20.0,1.04708
88.631,27.71,0.09410006,99.88276,50.0,20.0,1.04702
88.941,27.81,0.09473362,99.88845,50.0,20.0,1.0469600000000001
89.24,27.91,0.09574402,99.87706999999999,50.0,20.0,1.0469
89.53,28.01,0.09486956,99.85448000000001,50.0,20.0,1.04684
89.848,28.11,0.09676008,99.85448000000001,50.0,20.0,1.0467799999999998
90.127,28.21,0.09462871,99.85448000000001,50.0,20.0,1.04673
90.44,28.31,0.09639369,99.90552,50.0,20.0,1.04667
90.74,28.41,0.09740455,99.90552,50.0,20.0,1.04661
91.045,28.51,0.0975358,99.85828000000001,50.0,20.0,1.04655
91.335,28.61,0.09816959,99.85259,50.0,20.0,1.04649
91.662,28.71,0.09905556,99.82983,50.0,20.0,1.04643
91.977,28.81,0.09881002,99.85828000000001,50.0,20.0,1.04637
92.26,28.91,0.09969535,99.90361999999999,50.0,20.0,1.04631
92.55,29.01,0.10032999999999999,99.90361999999999,50.0,20.0,1.04625
92.86,29.11,0.10046000000000001,99.88086,50.0,20.0,1.04619
93.159,29.21,0.1021,99.88086,50.0,20.0,1.04613
93.459,29.31,0.1011,99.85828000000001,50.0,20.0,1.04607
93.767,29.41,0.10148,99.88086,50.0,20.0,1.04601
94.078,29.51,0.10099,99.90361999999999,50.0,20.0,1.04595
94.378,29.61,0.102,99.90361999999999,50.0,20.0,1.04589
94.689,29.71,0.10238,99.86397,50.0,20.0,1.04582
95.002,29.81,0.10264000000000001,99.92621,50.0,20.0,1.04576
95.286,29.91,0.1039,99.90361999999999,50.0,20.0,1.0457
95.587,30.01,0.10265,99.90361999999999,50.0,20.0,1.04564
95.889,30.11,0.10354000000000001,99.88086,50.0,20.0,1.04558
96.196,30.21,0.1043,99.89224,50.0,20.0,1.04552
96.505,30.31,0.10455999999999999,99.92638000000001,50.0,20.0,1.04545
96.811,30.41,0.10532000000000001,99.88086,50.0,20.0,1.04539
97.12,30.51,0.10457000000000001,99.88086,50.0,20.0,1.0453299999999999
97.423,30.61,0.10533,99.88086,50.0,20.0,1.04526
97.702,30.71,0.10520999999999998,99.85828000000001,50.0,20.0,1.04521
98.036,30.81,0.10547000000000001,99.85828000000001,50.0,20.0,1.04514
98.322,30.91,0.10535,99.85828000000001,50.0,20.0,1.04508
98.646,31.01,0.10611,99.86379000000001,50.0,20.0,1.04501
98.945,31.11,0.10625,99.93379,50.0,20.0,1.04495
99.263,31.21,0.10814000000000001,99.93379,50.0,20.0,1.04488
99.56,31.31,0.10764000000000001,99.9169,50.0,20.0,1.04482
99.859,31.41,0.10752,99.88845,50.0,20.0,1.0447600000000001
100.167,31.51,0.1074,99.88845,50.0,20.0,1.04469
100.474,31.61,0.10892,99.86569,50.0,20.0,1.04463
100.784,31.71,0.10980999999999999,99.88845,50.0,20.0,1.04456
101.09,31.81,0.1107,99.88845,50.0,20.0,1.04449
101.386,31.91,0.11234000000000001,99.91121,50.0,20.0,1.04443
101.701,32.01,0.11147,99.91121,50.0,20.0,1.04436
102.003,32.11,0.11135,99.91121,50.0,20.0,1.0443
102.317,32.21,0.10997,99.91121,50.0,20.0,1.04423
102.612,32.31,0.11135999999999999,99.88845,50.0,20.0,1.04417
102.925,32.41,0.11263,99.86,50.0,20.0,1.0441
103.257,32.51,0.11377000000000001,99.86569,50.0,20.0,1.04403
103.558,32.61,0.11377999999999999,99.88845,50.0,20.0,1.04396
103.865,32.71,0.11467000000000001,99.91103000000001,50.0,20.0,1.0439
104.163,32.81,0.11505,99.91103000000001,50.0,20.0,1.04383
104.475,32.91,0.11494000000000001,99.93379,50.0,20.0,1.04376
104.805,33.01,0.11482,99.88845,50.0,20.0,1.04369
105.108,33.11,0.11609000000000001,99.88845,50.0,20.0,1.04362
105.405,33.21,0.11647,99.88845,50.0,20.0,1.04356
105.72,33.31,0.11698,99.91121,50.0,20.0,1.04349
106.025,33.41,0.11674000000000001,99.88861999999999,50.0,20.0,1.04342
106.336,33.51,0.11612,99.86586,50.0,20.0,1.04335
106.653,33.61,0.11700999999999999,99.91121,50.0,20.0,1.04328
106.953,33.71,0.11714000000000001,99.93379,50.0,20.0,1.04322
107.274,33.81,0.11803,99.9281,50.0,20.0,1.04314
107.573,33.91,0.11815999999999999,99.90930999999999,50.0,20.0,1.04308
107.924,34.01,0.1183,99.89793,50.0,20.0,1.043
108.194,34.11,0.11855999999999998,99.90930999999999,50.0,20.0,1.04294
108.506,34.21,0.11882000000000001,99.915,50.0,20.0,1.04287
108.813,34.31,0.11744,99.915,50.0,20.0,1.0428
109.111,34.41,0.11984000000000002,99.915,50.0,20.0,1.04273
109.431,34.51,0.12061,99.93776,50.0,20.0,1.0426600000000001
109.76,34.61,0.12087,99.915,50.0,20.0,1.0425799999999998
110.06,34.71,0.12125999999999999,99.92069000000001,50.0,20.0,1.04251
110.358,34.81,0.12177,99.915,50.0,20.0,1.04245
110.668,34.91,0.12152,99.92052,50.0,20.0,1.04237
110.975,35.01,0.12254000000000001,99.89224,50.0,20.0,1.0423
111.3,35.11,0.12318,99.90914000000001,50.0,20.0,1.04223
111.603,35.21,0.12344000000000001,99.88655,50.0,20.0,1.04216
111.913,35.31,0.12420999999999999,99.88655,50.0,20.0,1.04209
112.222,35.41,0.12497,99.89224,50.0,20.0,1.0420200000000002
112.534,35.51,0.12574000000000002,99.91483000000001,50.0,20.0,1.0419399999999999
112.874,35.61,0.12625999999999998,99.92621,50.0,20.0,1.04186
113.158,35.71,0.12614,99.90345,50.0,20.0,1.0418
113.458,35.81,0.12804000000000001,99.88086,50.0,20.0,1.0417299999999998
113.775,35.91,0.12603,99.89224,50.0,20.0,1.04165
114.076,36.01,0.1297,99.89224,50.0,20.0,1.04158
114.377,36.11,0.12845,99.89224,50.0,20.0,1.04151
114.7,36.21,0.12921,99.89224,50.0,20.0,1.04144
115.007,36.31,0.12935,99.915,50.0,20.0,1.04136
115.32,36.41,0.13037,99.90361999999999,50.0,20.0,1.04129
115.637,36.51,0.12987,99.89793,50.0,20.0,1.04121
115.948,36.61,0.13165,99.89224,50.0,20.0,1.04114
116.265,36.71,0.13242,99.86966,50.0,20.0,1.04106
116.569,36.81,0.13041,99.90345,50.0,20.0,1.0409899999999999
116.88,36.91,0.13205999999999998,99.90914000000001,50.0,20.0,1.04092
117.181,37.01,0.13180999999999998,99.88655,50.0,20.0,1.04084
117.501,37.11,0.13233,99.88655,50.0,20.0,1.04077
117.827,37.21,0.13234,99.88655,50.0,20.0,1.04069
118.133,37.31,0.13335999999999998,99.89224,50.0,20.0,1.04061
118.433,37.41,0.13312000000000002,99.89224,50.0,20.0,1.04054
118.744,37.51,0.13388,99.88086,50.0,20.0,1.04047
119.063,37.61,0.13516,99.90361999999999,50.0,20.0,1.04039
119.371,37.71,0.13605,99.93759,50.0,20.0,1.04031
119.68,37.81,0.13594,99.92069000000001,50.0,20.0,1.04024
119.988,37.91,0.13658,99.92069000000001,50.0,20.0,1.04016
120.3,38.01,0.13735,99.92069000000001,50.0,20.0,1.04009
120.602,38.11,0.1385,99.92069000000001,50.0,20.0,1.04001
120.917,38.21,0.13787,99.89793,50.0,20.0,1.03993
121.231,38.31,0.13826,99.89793,50.0,20.0,1.03986
121.545,38.41,0.13967000000000002,99.93776,50.0,20.0,1.03978
121.864,38.51,0.1398,99.915,50.0,20.0,1.0397
122.174,38.61,0.14007,99.915,50.0,20.0,1.03962
122.479,38.71,0.1397,99.9319,50.0,20.0,1.03955
122.79,38.81,0.14085,99.93759,50.0,20.0,1.0394700000000001
123.095,38.91,0.14098,99.94896999999999,50.0,20.0,1.03939
123.403,39.01,0.14378,99.92638000000001,50.0,20.0,1.03932
123.716,39.11,0.14315999999999998,99.90361999999999,50.0,20.0,1.03924
124.026,39.21,0.14405,99.92638000000001,50.0,20.0,1.03916
124.349,39.31,0.14457,99.92638000000001,50.0,20.0,1.03908
124.654,39.41,0.14445,99.9319,50.0,20.0,1.039
124.971,39.51,0.1451,99.94896999999999,50.0,20.0,1.03892
125.277,39.61,0.14701,99.94896999999999,50.0,20.0,1.03884
125.608,39.71,0.14664000000000002,99.92638000000001,50.0,20.0,1.0387600000000001
125.923,39.81,0.14740999999999999,99.95466,50.0,20.0,1.0386799999999998
126.229,39.91,0.14882,99.95466,50.0,20.0,1.0386
126.538,40.01,0.14945999999999998,99.93207,50.0,20.0,1.03852
126.858,40.11,0.14935,99.93207,50.0,20.0,1.03844
127.164,40.21,0.15138,99.93207,50.0,20.0,1.03836
127.515,40.31,0.15267,99.90930999999999,50.0,20.0,1.03827
127.789,40.41,0.15255,99.90930999999999,50.0,20.0,1.0382
128.106,40.51,0.15242999999999998,99.92069000000001,50.0,20.0,1.0381200000000002
128.409,40.61,0.15485,99.915,50.0,20.0,1.03804
128.717,40.71,0.15334,99.915,50.0,20.0,1.03796
129.034,40.81,0.15462,99.90361999999999,50.0,20.0,1.03787
129.355,40.91,0.15413,99.90361999999999,50.0,20.0,1.03779
129.66,41.01,0.15350999999999998,99.90914000000001,50.0,20.0,1.0377100000000001
130.008,41.11,0.15238,99.9319,50.0,20.0,1.03762
130.299,41.21,0.15353,99.90914000000001,50.0,20.0,1.03754
130.617,41.31,0.1538,99.90361999999999,50.0,20.0,1.03746
130.91701,41.41,0.15267,99.90361999999999,50.0,20.0,1.03738
131.24001,41.51,0.15306,99.92621,50.0,20.0,1.0373
131.563,41.61,0.15206,99.92621,50.0,20.0,1.03721
131.871,41.71,0.15156,99.90361999999999,50.0,20.0,1.0371299999999999
132.168,41.81,0.15195999999999998,99.90361999999999,50.0,20.0,1.03705
132.49001,41.91,0.15057,99.88655,50.0,20.0,1.03696
132.813,42.01,0.15045999999999998,99.88655,50.0,20.0,1.03688
133.12399,42.11,0.1506,99.90361999999999,50.0,20.0,1.0368
133.438,42.21,0.14920999999999998,99.88672,50.0,20.0,1.03671
133.75301000000002,42.31,0.14923,99.90930999999999,50.0,20.0,1.03663
134.05499,42.41,0.14962,99.92069000000001,50.0,20.0,1.03655
134.383,42.51,0.14937999999999999,99.92069000000001,50.0,20.0,1.03646
134.694,42.61,0.14964,99.89793,50.0,20.0,1.03637
134.991,42.71,0.14953,99.88103000000001,50.0,20.0,1.03629
135.32201,42.81,0.14954,99.87534000000001,50.0,20.0,1.0362
135.634,42.91,0.15006,99.87534000000001,50.0,20.0,1.0361200000000002
135.955,43.01,0.14906,99.89793,50.0,20.0,1.03603
136.25999,43.11,0.14932,99.90914000000001,50.0,20.0,1.03595
136.573,43.21,0.15111,99.89224,50.0,20.0,1.03586
136.905,43.31,0.14973,99.89224,50.0,20.0,1.03577
137.202,43.41,0.1505,99.91483000000001,50.0,20.0,1.03569
137.522,43.51,0.15026,99.92621,50.0,20.0,1.0356
137.841,43.61,0.15129,99.92052,50.0,20.0,1.03552
138.142,43.71,0.15143,99.92638000000001,50.0,20.0,1.0354299999999999
138.49899,43.81,0.15297,99.90361999999999,50.0,20.0,1.0353299999999999
138.783,43.91,0.15247,99.92621,50.0,20.0,1.03525
139.10201,44.01,0.15375999999999998,99.94896999999999,50.0,20.0,1.0351700000000001
139.407,44.11,0.15288,99.92638000000001,50.0,20.0,1.03508
139.713,44.21,0.15315,99.92638000000001,50.0,20.0,1.035
140.041,44.31,0.15316,99.94328,50.0,20.0,1.03491
140.34599,44.41,0.15367999999999998,99.94328,50.0,20.0,1.03482
140.679,44.51,0.15319000000000002,99.92069000000001,50.0,20.0,1.03473
140.989,44.61,0.15358,99.94328,50.0,20.0,1.03464
141.29401000000001,44.71,0.1541,99.93207,50.0,20.0,1.03455
141.617,44.81,0.15525999999999998,99.94328,50.0,20.0,1.03446
141.931,44.91,0.1568,99.92052,50.0,20.0,1.03437
142.245,45.01,0.15605,99.92052,50.0,20.0,1.03429
142.56,45.11,0.15784,99.87517,50.0,20.0,1.0342
142.88499,45.21,0.15646,99.89775999999999,50.0,20.0,1.0341
143.19701,45.31,0.15825,99.92052,50.0,20.0,1.0340200000000002
143.53101,45.41,0.1598,99.92052,50.0,20.0,1.0339200000000002
143.817,45.51,0.15879000000000001,99.92052,50.0,20.0,1.0338399999999999
144.133,45.61,0.15905999999999998,99.92052,50.0,20.0,1.03375
144.438,45.71,0.15984,99.94328,50.0,20.0,1.03366
144.774,45.81,0.15883,99.96603,50.0,20.0,1.03357
145.084,45.91,0.16063,99.96603,50.0,20.0,1.03348
145.40401,46.01,0.16064,99.94328,50.0,20.0,1.03338
145.713,46.11,0.16142,99.96603,50.0,20.0,1.0333
146.037,46.21,0.16093,99.96603,50.0,20.0,1.0332
146.343,46.31,0.16119,99.97171999999999,50.0,20.0,1.03311
146.673,46.41,0.16222999999999999,99.91483000000001,50.0,20.0,1.03302
146.98599,46.51,0.16275,99.91483000000001,50.0,20.0,1.03293
147.31,46.61,0.16175,99.93759,50.0,20.0,1.03283
147.617,46.71,0.16291,99.91483000000001,50.0,20.0,1.03274
147.94298999999998,46.81,0.16343,99.93759,50.0,20.0,1.03265
148.25301000000002,46.91,0.16305999999999998,99.93759,50.0,20.0,1.0325600000000001
148.56798999999998,47.01,0.16460999999999998,99.93759,50.0,20.0,1.03247
148.88699,47.11,0.16564,99.915,50.0,20.0,1.03237
149.224,47.21,0.16617,99.93759,50.0,20.0,1.03227
149.52698999999998,47.31,0.16655999999999999,99.93759,50.0,20.0,1.0321799999999999
149.83299,47.41,0.16734000000000002,99.93759,50.0,20.0,1.03209
150.15198999999998,47.51,0.16723,99.96016999999999,50.0,20.0,1.032
150.478,47.61,0.16776,99.915,50.0,20.0,1.0319
150.80299,47.71,0.1679,99.915,50.0,20.0,1.0318100000000001
151.117,47.81,0.16842000000000001,99.93759,50.0,20.0,1.0317100000000001
151.438,47.91,0.16933,99.93759,50.0,20.0,1.03162
151.75,48.01,0.17010999999999998,99.915,50.0,20.0,1.03152
152.061,48.11,0.16935999999999998,99.93759,50.0,20.0,1.0314299999999998
152.388,48.21,0.16976,99.93759,50.0,20.0,1.0313299999999999
152.69901000000002,48.31,0.17105,99.9319,50.0,20.0,1.03124
153.01199,48.41,0.17132,99.915,50.0,20.0,1.03115
153.332,48.51,0.17057,99.915,50.0,20.0,1.03105
153.679,48.61,0.1711,99.93759,50.0,20.0,1.03094
153.974,48.71,0.17265,99.93759,50.0,20.0,1.03086
154.302,48.81,0.17254,99.92069000000001,50.0,20.0,1.0307600000000001
154.62601,48.91,0.17332,99.9319,50.0,20.0,1.0306600000000001
154.933,49.01,0.17397,99.96034,50.0,20.0,1.0305600000000001
155.25301000000002,49.11,0.17437,99.96034,50.0,20.0,1.03047
155.571,49.21,0.17413,99.93759,50.0,20.0,1.03037
155.875,49.31,0.17543,99.91483000000001,50.0,20.0,1.0302799999999999
156.205,49.41,0.17608,99.91483000000001,50.0,20.0,1.0301799999999999
156.52499,49.51,0.17686,99.93759,50.0,20.0,1.0300799999999999
156.836,49.61,0.1765,99.91483000000001,50.0,20.0,1.02998
157.151,49.71,0.17677,99.91483000000001,50.0,20.0,1.02989
157.46201000000002,49.81,0.17857,99.91483000000001,50.0,20.0,1.02979
157.79401000000001,49.91,0.17795,99.95466,50.0,20.0,1.02969
158.091,50.01,0.17912,99.95466,50.0,20.0,1.0296
158.44901000000002,50.11,0.17991,99.95466,50.0,20.0,1.02949
158.745,50.21,0.1803,99.9319,50.0,20.0,1.02939
159.064,50.31,0.18032,99.9319,50.0,20.0,1.02929
159.37399,50.41,0.18072,99.9319,50.0,20.0,1.0292
159.69,50.51,0.18112,99.9319,50.0,20.0,1.0291
160.02299,50.61,0.18076,99.9319,50.0,20.0,1.029
