##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.)/(mW/mg),Sensit./(uV/mW)
50.166,10.01667,-0.03115,0.02850336,1.04799
50.266,10.52445,-0.03105757,0.03113312,1.04795
50.366,10.70219,-0.03211538,0.03503691,1.0479
50.466,10.823780000000001,-0.03510727,0.03978627,1.04786
50.566,10.919260000000001,-0.0336902,0.04272406,1.0478100000000001
50.666,11.00136,-0.03383048,0.04846599,1.04777
50.766,11.07377,-0.03392989,0.0510459,1.0477299999999998
50.866,11.14207,-0.03280719,0.05118393,1.04768
50.966,11.20651,-0.03284446,0.05539554,1.04764
51.066,11.26712,-0.03377609,0.05977077,1.04759
51.166,11.32474,-0.03314285,0.06159396,1.04755
51.266,11.38095,-0.03120929,0.06312303,1.0475
51.366,11.43448,-0.0317809,0.06286729,1.04746
51.466,11.48588,-0.03245573,0.06726653,1.04742
51.566,11.53622,-0.0326034,0.06854219,1.0473700000000001
51.666,11.58579,-0.03509128,0.06953641,1.0473299999999999
51.766,11.63468,-0.03607062,0.07053518,1.04728
51.866,11.682910000000001,-0.0343615,0.07152731,1.04724
51.966,11.72974,-0.03486205,0.07304826,1.04719
52.066,11.776760000000001,-0.03372467,0.07447219,1.04715
52.166,11.82155,-0.03422668,0.0770588,1.04711
52.266,11.865839999999999,-0.0336782,0.07702957,1.04706
52.366,11.909289999999999,-0.0326226,0.0773857,1.04702
52.466,11.95233,-0.03374031,0.07697125,1.0469700000000002
52.566,11.99496,-0.03295878,0.07786567,1.04693
52.666,12.0371,-0.03440601,0.08051116,1.0468899999999999
52.766,12.07845,-0.03361356,0.0798472,1.04684
52.866,12.12012,-0.03292946,0.08336786,1.0468
52.966,12.16123,-0.03386006,0.08158003,1.04675
53.066,12.201989999999999,-0.03237965,0.08558343,1.04671
53.166,12.24227,-0.03227039,0.08319106,1.0466600000000001
53.266,12.2823,-0.03367808,0.08335827,1.04662
53.366,12.32225,-0.0335347,0.08429134,1.0465799999999998
53.466,12.36175,-0.03274357,0.08744704,1.04653
53.566,12.40121,-0.03368892,0.0865553,1.04649
53.666,12.44009,-0.03495899,0.08754107,1.04644
53.766,12.47963,-0.03629762,0.08754993,1.0464
53.866,12.51849,-0.03631059,0.0888457,1.04636
53.966,12.557139999999999,-0.03630706,0.08926709,1.04631
54.066,12.59567,-0.03374208,0.09065221,1.04627
54.166,12.63412,-0.03399823,0.0914503,1.0462200000000001
54.266,12.67272,-0.03369215,0.08993463,1.0461799999999999
54.366,12.71075,-0.03368757,0.09119968,1.04614
54.466,12.74883,-0.03371552,0.09372438,1.04609
54.566,12.78685,-0.03236507,0.09358401,1.04605
54.666,12.82474,-0.03279396,0.09329068,1.046
54.766,12.862630000000001,-0.03355702,0.09477655,1.04596
54.866,12.90047,-0.03499389,0.09439683,1.0459100000000001
54.966,12.93823,-0.03499143,0.09392317,1.04587
55.066,12.97582,-0.03486127,0.0940806,1.04583
55.166,13.01315,-0.03633635,0.09480238,1.04578
55.266,13.050469999999999,-0.03496751,0.09390868,1.04574
55.366,13.08794,-0.03497661,0.09386667,1.04569
55.466,13.12539,-0.03490178,0.09449584,1.04565
55.566,13.162420000000001,-0.03649156,0.09592516,1.04561
55.666,13.19966,-0.03762589,0.0953712,1.04556
55.766,13.23671,-0.03680227,0.09478134,1.04552
55.866,13.273670000000001,-0.03629314,0.09895167,1.0454700000000001
55.966,13.31064,-0.03544665,0.09694287,1.0454299999999999
56.066,13.347220000000002,-0.03501199,0.09835923,1.04539
56.166,13.38406,-0.03499997,0.10022,1.04534
56.266,13.420960000000001,-0.03501335,0.09983077,1.0453
56.366,13.45761,-0.03541548,0.09890635,1.04525
56.466,13.4945,-0.0363141,0.09973077,1.04521
