Sample ID:	C:\MCC\MCC Cal\Test\Ext_Plywood_MCC_30K_min_211007_R3.txt
Sample Weight (mg):	4.4
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\MCC\MCC Cal\Coeff1 JN10440_30_210304.txt.txt
T Correction Coefficients:	0	1.024463	0
Time Shift (s):	14
*
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	106.181	79.997	19.995	100.694	19.985	-0.165	0.013
0.500	106.145	79.996	19.997	100.689	19.982	0.025	0.002
1.000	106.143	79.996	19.996	100.684	19.982	0.065	-0.035
1.500	106.187	79.996	19.997	100.682	19.979	0.274	0.002
2.000	106.170	79.997	19.997	100.685	19.982	0.084	0.035
2.500	106.164	79.997	19.997	100.686	19.983	0.017	0.002
3.000	106.188	79.997	19.996	100.686	19.982	0.048	-0.003
3.500	106.164	79.997	19.996	100.687	19.983	0.008	0.009
4.000	106.169	79.996	19.995	100.686	19.983	-0.034	-0.010
4.500	106.166	79.997	19.996	100.681	19.985	-0.130	-0.009
5.000	106.181	79.998	19.996	100.676	19.979	0.266	0.007
5.500	106.169	79.997	19.996	100.674	19.983	-0.006	0.008
6.000	106.155	79.996	19.996	100.672	19.982	0.059	-0.011
6.500	106.172	79.998	19.996	100.668	19.981	0.155	-0.011
7.000	106.173	79.995	19.995	100.668	19.982	0.092	0.010
7.500	106.137	79.997	19.996	100.668	19.981	0.155	-0.009
8.001	106.186	79.996	19.996	100.671	19.983	-0.025	-0.011
8.502	106.146	79.997	19.996	100.675	19.982	0.067	0.011
9.001	106.177	79.997	19.997	100.681	19.980	0.170	0.000
9.500	106.186	79.996	19.996	100.686	19.981	0.123	0.016
10.000	106.170	79.997	19.996	100.689	19.980	0.167	0.016
10.500	106.153	79.996	19.996	100.687	19.979	0.301	-0.020
11.000	106.154	79.998	19.995	100.687	19.981	0.165	-0.024
11.500	106.133	79.998	19.997	100.687	19.981	0.140	-0.018
12.000	106.184	79.997	19.995	100.687	19.979	0.251	0.005
12.500	106.167	79.997	19.995	100.691	19.980	0.167	0.032
13.000	106.123	79.996	19.995	100.691	19.983	0.000	-0.013
13.501	106.144	79.999	19.995	100.690	19.983	-0.017	-0.042
14.001	106.152	79.997	19.996	100.691	19.983	-0.036	0.003
14.500	106.141	79.997	19.995	100.694	19.981	0.132	0.013
15.000	106.143	79.997	19.995	100.696	19.981	0.149	-0.006
15.501	106.164	79.997	19.996	100.702	19.982	0.034	0.007
16.001	106.155	79.997	19.996	100.703	19.980	0.218	0.018
16.500	106.138	79.996	19.996	100.700	19.981	0.117	-0.007
17.001	106.157	79.999	19.995	100.698	19.980	0.197	-0.012
17.501	106.143	79.998	19.995	100.697	19.979	0.289	0.004
18.000	106.151	79.998	19.995	100.696	19.977	0.389	-0.000
18.500	106.185	79.997	19.996	100.701	19.979	0.299	0.018
19.000	106.151	79.998	19.995	100.705	19.978	0.330	0.021
19.500	106.143	79.998	19.996	100.708	19.976	0.483	-0.021
20.000	106.186	79.998	19.996	100.708	19.977	0.397	-0.004
20.500	106.142	79.999	19.995	100.710	19.977	0.418	0.017
21.000	106.200	79.996	19.996	100.708	19.974	0.617	0.007
21.500	106.116	79.997	19.996	100.712	19.976	0.479	-0.006
22.000	106.154	79.997	19.996	100.713	19.973	0.669	-0.036
22.500	106.204	79.997	19.994	100.714	19.974	0.612	0.021
23.000	106.169	79.997	19.995	100.717	19.975	0.585	0.051
23.500	106.192	79.997	19.996	100.738	19.973	0.681	0.001
24.000	106.156	79.996	19.995	100.736	19.973	0.690	-0.012
24.500	106.238	79.998	19.996	100.734	19.975	0.594	0.016
25.000	106.210	79.996	19.995	100.735	19.969	0.987	0.050
25.500	106.224	79.997	19.996	100.739	19.971	0.834	0.020
26.001	106.239	79.996	19.995	100.726	19.970	0.884	0.008
26.501	106.242	79.997	19.995	100.732	19.972	0.767	0.023
27.000	106.258	79.998	19.996	100.741	19.968	1.064	0.018
27.500	106.289	79.997	19.997	100.747	19.968	1.095	0.033
28.000	106.308	79.998	19.997	100.749	19.972	0.775	0.048
28.500	106.339	79.997	19.996	100.753	19.967	1.139	0.050
29.000	106.319	79.997	19.996	100.754	19.967	1.101	0.031
29.501	106.376	79.998	19.996	100.764	19.966	1.185	0.024
30.001	106.365	79.996	19.996	100.757	19.963	1.411	0.041
30.500	106.419	79.996	19.996	100.744	19.964	1.333	0.044
31.000	106.387	79.996	19.997	100.730	19.965	1.281	0.033
31.500	106.400	79.996	19.996	100.725	19.968	1.039	0.002
32.000	106.406	79.996	19.997	100.715	19.965	1.254	0.000
32.500	106.472	79.997	19.996	100.728	19.967	1.156	0.045
33.000	106.448	79.998	19.997	100.769	19.965	1.256	0.057
33.500	106.477	79.996	19.997	100.805	19.964	1.377	0.024
34.000	106.496	79.996	19.996	100.825	19.964	1.331	0.027
34.500	106.500	79.998	19.997	100.833	19.965	1.268	0.035
35.000	106.544	79.996	19.996	100.835	19.964	1.325	0.035
35.500	106.585	79.998	19.996	100.812	19.962	1.508	0.067
36.000	106.594	79.996	19.995	100.792	19.965	1.281	0.068
36.500	106.604	79.997	19.995	100.784	19.964	1.379	0.034
37.000	106.656	79.996	19.995	100.784	19.961	1.558	0.041
37.501	106.708	79.996	19.996	100.786	19.959	1.713	0.083
38.001	106.731	79.998	19.996	100.790	19.959	1.711	0.089
38.500	106.785	79.997	19.996	100.798	19.962	1.512	0.076
39.000	106.827	79.998	19.997	100.806	19.958	1.782	0.086
39.500	106.863	79.997	19.997	100.814	19.957	1.821	0.087
40.000	106.848	79.997	19.996	100.821	19.955	1.968	0.050
40.500	106.914	79.998	19.996	100.826	19.956	1.944	0.036
41.000	106.936	79.999	19.996	100.827	19.955	1.955	0.069
41.500	106.954	79.997	19.996	100.828	19.956	1.934	0.064
42.000	107.029	79.999	19.996	100.832	19.954	2.084	0.067
42.500	107.090	79.999	19.995	100.835	19.956	1.884	0.114
43.000	107.118	79.999	19.996	100.839	19.955	2.022	0.112
43.500	107.170	80.000	19.996	100.838	19.955	1.994	0.084
44.000	107.226	79.998	19.996	100.841	19.953	2.103	0.094
44.500	107.256	79.999	19.996	100.843	19.953	2.163	0.097
45.001	107.331	80.000	19.996	100.843	19.951	2.243	0.096
45.501	107.369	79.998	19.995	100.845	19.951	2.303	0.109
46.001	107.442	79.999	19.996	100.852	19.955	2.003	0.112
46.501	107.508	79.999	19.996	100.855	19.950	2.381	0.125
47.000	107.547	79.999	19.996	100.857	19.947	2.550	0.122
47.500	107.597	79.997	19.995	100.862	19.950	2.326	0.097
48.000	107.660	79.997	19.996	100.864	19.948	2.458	0.101
48.500	107.715	79.998	19.996	100.866	19.947	2.564	0.115
49.000	107.791	79.998	19.997	100.866	19.948	2.520	0.124
49.500	107.833	79.997	19.997	100.869	19.945	2.721	0.125
50.001	107.918	79.998	19.996	100.872	19.946	2.667	0.123
50.501	107.972	79.998	19.996	100.877	19.949	2.389	0.133
51.001	108.032	79.997	19.996	100.877	19.942	2.907	0.127
51.501	108.138	79.997	19.996	100.878	19.945	2.704	0.140
52.000	108.178	79.997	19.997	100.877	19.943	2.854	0.155
52.500	108.268	79.997	19.995	100.876	19.943	2.854	0.138
53.000	108.389	79.997	19.995	100.876	19.941	2.992	0.171
53.500	108.424	79.997	19.996	100.879	19.945	2.715	0.183
54.000	108.539	79.996	19.996	100.884	19.943	2.827	0.153
54.500	108.588	79.997	19.995	100.890	19.941	3.003	0.157
55.001	108.664	79.996	19.996	100.891	19.939	3.140	0.144
55.501	108.761	79.997	19.996	100.890	19.942	2.930	0.148
56.000	108.843	79.998	19.997	100.890	19.941	2.969	0.176
