##Temp./°C,Time/min,Mass loss(subtr.2)/mg,DSC(subtr.2)/(mW/mg)
56.695,11.19553,-0.08992758,0.27411
56.795,11.20107,-0.08995209,0.27678
56.895,11.20661,-0.09062684,0.279
56.995,11.21213,-0.09079821,0.28105
57.095,11.21763,-0.09030444,0.28348
57.195,11.22308,-0.08993081,0.28687
57.295,11.2285,-0.08991995,0.29042
57.395,11.23387,-0.09012894,0.29285
57.495,11.23921,-0.09005629,0.29468
57.595,11.24454,-0.0893936,0.29677
57.695,11.24988,-0.08908292,0.29898
57.795,11.25524,-0.08972768,0.30113
57.895,11.26055,-0.09020341,0.30362
57.995,11.26578,-0.08987745,0.3064
58.095,11.27095,-0.08957449,0.30832
58.195,11.2761,-0.08971256,0.30942
58.295,11.28125,-0.08986389,0.3116
58.395,11.2864,-0.08980505,0.31516
58.495,11.29152,-0.08966486,0.31816
58.595,11.29659,-0.08958913,0.32014
58.695,11.30165,-0.08970875,0.32237
58.795,11.30671,-0.08995947,0.32507
58.895,11.3118,-0.09009063,0.32734
58.995,11.31689,-0.0901177,0.32905
59.095,11.3219,-0.09030299,0.33078
59.195,11.32685,-0.09061042,0.33281
59.295,11.33178,-0.09074415,0.33506
59.395,11.3367,-0.0906612,0.33742
59.495,11.34158,-0.09055968,0.33974
59.595,11.34641,-0.0905962,0.34202
59.695,11.35124,-0.09086843,0.34436
59.795,11.35608,-0.09121514,0.34665
59.895,11.36092,-0.09117508,0.34856
59.995,11.36573,-0.09075234,0.35025
60.095,11.37052,-0.0906395,0.3526
60.195,11.3753,-0.09104811,0.35574
60.295,11.38009,-0.09124333,0.35837
60.395,11.38487,-0.09084091,0.35975
60.495,11.38963,-0.09047782,0.36075
60.595,11.39434,-0.0906082,0.36218
60.695,11.399,-0.0907155,0.3641
60.795,11.40362,-0.0903149,0.36636
60.895,11.40825,-0.08987003,0.36855
60.995,11.41291,-0.08998405,0.37032
61.095,11.4176,-0.09034166,0.372
61.195,11.42224,-0.09028436,0.3742
61.295,11.42686,-0.08992745,0.37682
61.395,11.43148,-0.08986535,0.37933
61.495,11.43611,-0.0901099,0.38153
61.595,11.44071,-0.09009127,0.38357
61.695,11.44527,-0.08966752,0.38534
61.795,11.44981,-0.08939273,0.38635
61.895,11.45436,-0.0895758,0.38661
61.995,11.4589,-0.08972541,0.38761
62.095,11.46342,-0.08939807,0.39054
62.195,11.46792,-0.08899653,0.39422
62.295,11.47241,-0.08909056,0.39691
62.395,11.47689,-0.08944624,0.39853
62.495,11.48138,-0.08941237,0.39986
62.595,11.48587,-0.08899832,0.4015
62.695,11.49035,-0.08888802,0.40378
62.795,11.4948,-0.08933327,0.40657
62.895,11.49923,-0.08972188,0.40895
62.995,11.50363,-0.08959682,0.41027
63.095,11.50801,-0.08945759,0.41138
63.195,11.51239,-0.08992507,0.41329
63.295,11.51677,-0.09064032,0.41545
63.395,11.52112,-0.09074997,0.41648
63.495,11.52545,-0.09024533,0.41656
63.595,11.52976,-0.09008497,0.41761
63.695,11.53408,-0.090796,0.4207
63.795,11.53839,-0.09161634,0.42435
63.895,11.54271,-0.0917323,0.42694
63.995,11.54702,-0.09144015,0.42845
64.095,11.5513,-0.09147583,0.42955
64.195,11.55556,-0.09190803,0.43077
64.295,11.5598,-0.09213718,0.43255
64.395,11.56403,-0.09184314,0.43499
64.495,11.56826,-0.09150156,0.43732
64.595,11.57249,-0.09161883,0.43881
64.695,11.57671,-0.09195942,0.43971
64.795,11.58092,-0.09195578,0.44074
64.895,11.58511,-0.09154035,0.4422
64.995,11.58929,-0.09126967,0.44387
65.095,11.59348,-0.09152188,0.44557
65.195,11.59767,-0.09188023,0.44739
65.295,11.60185,-0.09179923,0.44949
65.395,11.60601,-0.09140572,0.45186
65.495,11.61018,-0.09128666,0.45441
65.595,11.61435,-0.09166346,0.4569
65.695,11.61852,-0.09201642,0.45887
65.795,11.62268,-0.09185841,0.45994
65.895,11.62684,-0.0914702,0.46039
65.995,11.63099,-0.09142004,0.46079
66.095,11.63512,-0.09177799,0.46159
66.195,11.63925,-0.09203052,0.46316
66.295,11.64339,-0.09180532,0.46559
66.395,11.64752,-0.09138474,0.46805
66.495,11.65166,-0.09118097,0.46956
66.595,11.65579,-0.09125294,0.47027
66.695,11.65989,-0.09138943,0.47122
66.795,11.66395,-0.09142497,0.47302
66.895,11.66801,-0.09131908,0.4752
66.995,11.67209,-0.09106391,0.4772
67.095,11.67619,-0.09079363,0.47902
67.195,11.68028,-0.09072102,0.48101
67.295,11.68434,-0.0908908,0.48317
67.395,11.68838,-0.09103894,0.48499
67.495,11.69242,-0.09091762,0.48599
67.595,11.69646,-0.09063598,0.4865
67.695,11.70049,-0.09045788,0.48722
67.795,11.70451,-0.09047357,0.4885
67.895,11.70852,-0.09049907,0.49021
67.995,11.71252,-0.0903689,0.49215
68.095,11.71651,-0.09019664,0.49405
68.195,11.72049,-0.09020511,0.49565
68.295,11.72446,-0.0904265,0.49701
68.395,11.72843,-0.09059709,0.49871
68.495,11.73241,-0.09048284,0.50122
68.595,11.73638,-0.09023777,0.5038
68.695,11.74035,-0.09017985,0.50523
68.795,11.7443,-0.09042765,0.50523
68.895,11.74825,-0.09075871,0.50514
68.995,11.75221,-0.09094959,0.50628
69.095,11.75617,-0.09104162,0.50853
69.195,11.76012,-0.09120458,0.51102
69.295,11.76406,-0.09148587,0.51316
69.395,11.76798,-0.09168841,0.51485
69.495,11.77189,-0.09162232,0.51608
69.595,11.7758,-0.09147301,0.51703
69.695,11.77971,-0.0916482,0.51797
69.795,11.78362,-0.09230467,0.51911
69.895,11.78754,-0.09292332,0.52046
69.995,11.79145,-0.09291617,0.522
70.095,11.79537,-0.0923702,0.52376
70.195,11.79928,-0.09191376,0.52581
70.295,11.8032,-0.09200703,0.52813
70.395,11.80712,-0.09243969,0.53026
70.495,11.81102,-0.09285591,0.53166
70.595,11.8149,-0.09309843,0.53239
70.695,11.81878,-0.09322166,0.53306
70.795,11.82264,-0.09328555,0.53422
70.895,11.82649,-0.09332435,0.53585
70.995,11.83035,-0.09336341,0.53768
71.095,11.83421,-0.09341201,0.53951
71.195,11.83807,-0.09345267,0.54118
71.295,11.84192,-0.09346781,0.54255
71.395,11.84576,-0.09346374,0.54375
71.495,11.8496,-0.09346026,0.54502
71.595,11.85343,-0.0934754,0.5465
71.695,11.85725,-0.09352159,0.54791
71.795,11.86107,-0.09360806,0.54894
71.895,11.86489,-0.09369275,0.54972
71.995,11.86871,-0.09368211,0.55087
72.095,11.87254,-0.0935123,0.55286
72.195,11.87637,-0.09330252,0.55529
72.295,11.88019,-0.09323584,0.55749
72.395,11.884,-0.09337146,0.55904
72.495,11.8878,-0.0935392,0.5601
72.595,11.89158,-0.0935576,0.56091
72.695,11.89534,-0.09342023,0.56175
72.795,11.8991,-0.09324263,0.56296
72.895,11.90287,-0.09312494,0.56472
72.995,11.90664,-0.0930921,0.56655
73.095,11.91043,-0.09314914,0.56782
73.195,11.91423,-0.0932899,0.56843
73.295,11.91802,-0.09349091,0.56916
73.395,11.92179,-0.09372753,0.57076
73.495,11.92553,-0.0939789,0.57289
73.595,11.92927,-0.09422638,0.57461
73.695,11.93302,-0.09443519,0.57529
73.795,11.93678,-0.09451065,0.57562
73.895,11.94054,-0.09434774,0.57658
73.995,11.94428,-0.09400726,0.57842
74.095,11.94803,-0.09378592,0.58033
74.195,11.9518,-0.0939645,0.58153
74.295,11.95557,-0.09447045,0.58219
74.395,11.95933,-0.09502149,0.58307
74.495,11.96306,-0.09538947,0.58461
74.595,11.96677,-0.09554539,0.58626
74.695,11.97046,-0.09550492,0.58723
74.795,11.97416,-0.0953417,0.58741
74.895,11.97787,-0.095215,0.5877
74.995,11.98159,-0.09527516,0.589
75.095,11.98532,-0.09547776,0.59123
75.195,11.98906,-0.09564738,0.59369
75.295,11.99279,-0.09565899,0.59576
75.395,11.99652,-0.09561809,0.59725
75.495,12.00022,-0.09569164,0.5981
75.595,12.0039,-0.0959255,0.59853
75.695,12.00758,-0.09615204,0.59914
75.795,12.01128,-0.09619269,0.60059
75.895,12.01499,-0.0960498,0.60278
75.995,12.0187,-0.095876,0.60498
76.095,12.02241,-0.09580381,0.60661
76.195,12.0261,-0.09582187,0.60778
76.295,12.02979,-0.09586685,0.60889
76.395,12.03348,-0.09589126,0.61014
76.495,12.03716,-0.09588624,0.61139
76.595,12.04084,-0.09584926,0.61241
76.695,12.04451,-0.09579576,0.6132
76.795,12.04818,-0.09576129,0.61399
76.895,12.05185,-0.09577524,0.61499
76.995,12.05552,-0.09579946,0.61621
77.095,12.0592,-0.09575914,0.61753
77.195,12.06288,-0.09559784,0.61885
77.295,12.06657,-0.09533223,0.62013
77.395,12.07024,-0.09499735,0.62136
77.495,12.07389,-0.09467359,0.62255
77.595,12.07754,-0.09451991,0.62375
77.695,12.08119,-0.09469121,0.62501
77.795,12.08484,-0.09512798,0.62631
77.895,12.0885,-0.09558471,0.62757
77.995,12.09217,-0.0958358,0.6287
78.095,12.09583,-0.09583719,0.62966
78.195,12.09951,-0.09562201,0.63045
78.295,12.10317,-0.09526308,0.63112
78.395,12.10683,-0.09495315,0.63205
78.495,12.11044,-0.09490441,0.63364
78.595,12.11401,-0.09516069,0.63589
78.695,12.11759,-0.09551836,0.63823
78.795,12.1212,-0.0957616,0.64004
78.895,12.12484,-0.09580777,0.64122
78.995,12.12849,-0.09568778,0.64209
79.095,12.13212,-0.09544364,0.64296
79.195,12.13573,-0.09517016,0.64394
79.295,12.13934,-0.0949849,0.64509
79.395,12.14296,-0.09497014,0.64642
79.495,12.14659,-0.09508569,0.64786
79.595,12.15022,-0.09526487,0.64927
79.695,12.15384,-0.0954505,0.65063
79.795,12.15746,-0.0956017,0.65203
79.895,12.16107,-0.09568111,0.65356
79.995,12.16468,-0.09568861,0.6551
80.095,12.16829,-0.09565885,0.65634
80.195,12.17189,-0.09562663,0.65701
80.295,12.17548,-0.09561667,0.65733
80.395,12.17908,-0.0956486,0.65775
80.495,12.18269,-0.09573035,0.65865
80.595,12.18629,-0.09581992,0.66003
80.695,12.18988,-0.09586212,0.66181
80.795,12.19345,-0.09584109,0.66374
80.895,12.19703,-0.09582876,0.66522
80.995,12.20063,-0.0959076,0.66565
81.095,12.20426,-0.09610976,0.66524
81.195,12.2079,-0.09640277,0.66525
81.295,12.21151,-0.09674857,0.66688
81.395,12.21508,-0.0970925,0.66981
81.495,12.21864,-0.09736871,0.67265
81.595,12.22218,-0.09751816,0.67425
81.695,12.22572,-0.09752599,0.67481
81.795,12.22927,-0.09739449,0.67508
81.895,12.23282,-0.09714724,0.67567
81.995,12.23639,-0.09688606,0.67672
82.095,12.23996,-0.09673044,0.67825
82.195,12.24353,-0.09674372,0.68017
82.295,12.24711,-0.09687149,0.68221
82.395,12.25068,-0.09704511,0.68407
82.495,12.25426,-0.09721567,0.68562
82.595,12.25782,-0.09735825,0.68692
82.695,12.26137,-0.09744993,0.68805
82.795,12.2649,-0.09747476,0.68901
82.895,12.26843,-0.09742187,0.68971
82.995,12.27196,-0.09728915,0.69013
83.095,12.2755,-0.09714044,0.69049
83.195,12.27903,-0.09706988,0.69115
83.295,12.28257,-0.09714231,0.69238
83.395,12.2861,-0.09729061,0.69387
83.495,12.28964,-0.09741081,0.6952
83.595,12.2932,-0.09743838,0.69614
83.695,12.29676,-0.09741489,0.69698
83.795,12.30032,-0.09739896,0.69809
83.895,12.30387,-0.09741176,0.69957
83.995,12.30742,-0.09741506,0.70109
84.095,12.31098,-0.0973688,0.70228
84.195,12.31455,-0.0973101,0.70312
84.295,12.3181,-0.09735119,0.70391
84.395,12.32165,-0.09759209,0.70492
84.495,12.32518,-0.09797505,0.70614
84.595,12.32871,-0.09834952,0.70737
84.695,12.33222,-0.09858642,0.70844
84.795,12.33573,-0.0986915,0.70935
84.895,12.33923,-0.09872017,0.71016
84.995,12.34275,-0.09872101,0.71093
85.095,12.34626,-0.09871641,0.71183
85.195,12.34979,-0.09872255,0.71301
85.295,12.35331,-0.09874973,0.71453
85.395,12.35684,-0.09879412,0.71617
85.495,12.36036,-0.09884975,0.71768
85.595,12.36388,-0.09890473,0.71898
85.695,12.3674,-0.09893816,0.72022
85.795,12.37091,-0.09893013,0.7216
85.895,12.37442,-0.09890137,0.72309
85.995,12.37792,-0.09891362,0.7245
86.095,12.38141,-0.09902607,0.72564
86.195,12.3849,-0.0992425,0.72654
86.295,12.38838,-0.09952868,0.72738
86.395,12.39184,-0.09984745,0.72831
86.495,12.39531,-0.10014,0.7292
86.595,12.39879,-0.10035,0.72983
86.695,12.40229,-0.10043,0.73003
86.795,12.4058,-0.10041,0.73012
86.895,12.4093,-0.10037,0.73058
86.995,12.41279,-0.10035,0.73174
87.095,12.41626,-0.10035,0.73336
87.195,12.41973,-0.10037,0.73507
87.295,12.42321,-0.10042,0.73664
87.395,12.42669,-0.10053,0.73814
87.495,12.43017,-0.10079,0.73967
87.595,12.43364,-0.10117,0.74124
87.695,12.43711,-0.10154,0.74271
87.795,12.44059,-0.10173,0.74392
87.895,12.44408,-0.10169,0.74483
87.995,12.44757,-0.10148,0.74559
88.095,12.45105,-0.10118,0.74635
88.195,12.45453,-0.10088,0.74718
88.295,12.45802,-0.1007,0.74809
88.395,12.46151,-0.10075,0.74907
88.495,12.46501,-0.10098,0.75012
88.595,12.4685,-0.10129,0.7512
88.695,12.47198,-0.10157,0.75227
88.795,12.47545,-0.10177,0.75333
88.895,12.47893,-0.10189,0.75434
88.995,12.48241,-0.10194,0.75529
89.095,12.48589,-0.10194,0.75611
89.195,12.48937,-0.1019,0.75673
89.295,12.49284,-0.10185,0.75712
89.395,12.49631,-0.10185,0.75742
89.495,12.49976,-0.10192,0.75783
89.595,12.5032,-0.1021,0.75851
89.695,12.50663,-0.10235,0.75954
89.795,12.51006,-0.10263,0.761
89.895,12.51348,-0.1029,0.76279
89.995,12.51689,-0.10312,0.76444
90.095,12.5203,-0.10325,0.76542
90.195,12.5237,-0.10328,0.76568
90.295,12.52712,-0.10325,0.7658
90.395,12.53055,-0.1032,0.76641
90.495,12.534,-0.10315,0.76769
90.595,12.53746,-0.10301,0.76924
90.695,12.5409,-0.10273,0.77063
90.795,12.54434,-0.10234,0.77168
90.895,12.54776,-0.102,0.77242
90.995,12.55118,-0.10183,0.77291
91.095,12.55459,-0.10184,0.77327
91.195,12.55801,-0.10189,0.77369
91.295,12.56145,-0.10188,0.77436
91.395,12.56489,-0.10183,0.77529
91.495,12.56834,-0.10186,0.77643
91.595,12.57177,-0.1021,0.77768
91.695,12.5752,-0.10247,0.77888
91.795,12.57862,-0.10283,0.77979
91.895,12.58204,-0.10307,0.78026
91.995,12.58546,-0.10318,0.78055
92.095,12.58889,-0.10321,0.78107
92.195,12.59234,-0.10321,0.78215
92.295,12.5958,-0.1032,0.78356
92.395,12.59926,-0.10321,0.7849
92.495,12.60273,-0.10324,0.78589
92.595,12.60621,-0.10326,0.78662
92.695,12.6097,-0.10319,0.78728
92.795,12.61319,-0.10302,0.78797
92.895,12.61667,-0.10277,0.78854
92.995,12.62012,-0.10248,0.78881
93.095,12.62355,-0.10218,0.78879
93.195,12.62695,-0.10192,0.78877
93.295,12.63037,-0.10173,0.78912
93.395,12.63379,-0.10164,0.78998
93.495,12.63723,-0.10169,0.79119
93.595,12.64067,-0.1019,0.79259
93.695,12.64411,-0.10225,0.79404
93.795,12.64754,-0.10262,0.79544
93.895,12.65097,-0.10292,0.7967
93.995,12.65439,-0.10311,0.79769
94.095,12.6578,-0.1032,0.79828
94.195,12.66123,-0.10323,0.79835
94.295,12.66466,-0.10323,0.79823
94.395,12.66809,-0.10322,0.79858
94.495,12.67151,-0.10323,0.8
94.595,12.67492,-0.1033,0.80211
94.695,12.67833,-0.10348,0.80395
94.795,12.68174,-0.1038,0.80467
94.895,12.68516,-0.10418,0.8045
94.995,12.68858,-0.10449,0.80424
95.095,12.69199,-0.10462,0.80456
95.195,12.69539,-0.1046,0.80538
95.295,12.69879,-0.10454,0.80629
95.395,12.70219,-0.10451,0.80695
95.495,12.70559,-0.10451,0.80735
95.595,12.709,-0.10453,0.80761
95.695,12.71243,-0.10453,0.80787
95.795,12.71586,-0.10453,0.80834
95.895,12.71929,-0.10453,0.80927
95.995,12.7227,-0.10456,0.81078
96.095,12.7261,-0.10466,0.8124
96.195,12.72951,-0.10489,0.8136
96.295,12.73292,-0.10524,0.81402
96.395,12.73633,-0.10562,0.81397
96.495,12.73974,-0.10587,0.81386
96.595,12.74314,-0.10593,0.81397
96.695,12.74653,-0.10588,0.81421
96.795,12.74991,-0.10583,0.81444
96.895,12.7533,-0.10586,0.81462
96.995,12.75669,-0.10599,0.81484
97.095,12.76008,-0.10626,0.81523
97.195,12.76348,-0.10663,0.81584
97.295,12.76689,-0.10699,0.81657
97.395,12.7703,-0.10721,0.81731
97.495,12.7737,-0.10725,0.81804
97.595,12.77711,-0.1072,0.81891
97.695,12.78051,-0.10714,0.82007
97.795,12.7839,-0.10714,0.82142
97.895,12.78729,-0.10715,0.82249
97.995,12.79068,-0.10716,0.82283
98.095,12.79407,-0.10716,0.8224
98.195,12.79745,-0.10716,0.82168
98.295,12.80082,-0.10716,0.82115
98.395,12.80418,-0.10717,0.82102
98.495,12.80753,-0.10717,0.82119
98.595,12.81091,-0.10714,0.82156
98.695,12.8143,-0.10711,0.82204
98.795,12.81769,-0.10713,0.82256
98.895,12.82105,-0.10723,0.82305
98.995,12.82439,-0.10744,0.82352
99.095,12.82773,-0.1077,0.824
99.195,12.83109,-0.10798,0.82453
99.295,12.83446,-0.10824,0.8251
99.395,12.83785,-0.10843,0.82564
99.495,12.84124,-0.10852,0.82608
99.595,12.84462,-0.10851,0.82649
99.695,12.848,-0.10848,0.82702
99.795,12.85137,-0.10849,0.82781
99.895,12.85474,-0.10851,0.82871
99.995,12.85811,-0.1085,0.82944
100.095,12.86148,-0.10841,0.82971
100.195,12.86484,-0.10833,0.82964
100.295,12.86822,-0.10841,0.82957
100.395,12.8716,-0.10879,0.8298
100.495,12.87498,-0.10939,0.83025
100.595,12.87836,-0.11,0.83062
100.695,12.88173,-0.11044,0.83066
100.795,12.88511,-0.11067,0.83046
100.895,12.88849,-0.11077,0.8303
100.995,12.89187,-0.1108,0.83042
101.095,12.89525,-0.11079,0.8308
101.195,12.89863,-0.11078,0.8313
101.295,12.902,-0.11079,0.83178
101.395,12.90536,-0.1108,0.83225
101.495,12.90873,-0.11079,0.83274
101.595,12.91212,-0.11072,0.83326
101.695,12.91552,-0.11069,0.83366
101.795,12.91891,-0.11077,0.83372
101.895,12.92228,-0.11104,0.83332
101.995,12.92564,-0.11141,0.83276
102.095,12.929,-0.11176,0.83245
102.195,12.93235,-0.11197,0.83269
102.295,12.93572,-0.11207,0.8332
102.395,12.93909,-0.1121,0.83352
102.495,12.94247,-0.11211,0.83333
102.595,12.94585,-0.1121,0.83289
102.695,12.94924,-0.1121,0.83262
102.795,12.95262,-0.1121,0.83284
102.895,12.956,-0.1121,0.83355
102.995,12.95937,-0.1121,0.83468
103.095,12.96274,-0.1121,0.83606
103.195,12.96611,-0.1121,0.83723
103.295,12.96948,-0.1121,0.83765
103.395,12.97286,-0.1121,0.83708
103.495,12.97623,-0.1121,0.83615
103.595,12.97961,-0.1121,0.83567
103.695,12.983,-0.1121,0.83606
103.795,12.98638,-0.1121,0.83678
103.895,12.98977,-0.1121,0.8371
103.995,12.99315,-0.1121,0.83665
104.095,12.99652,-0.1121,0.8359
104.195,12.99989,-0.1121,0.83544
104.295,13.00326,-0.1121,0.83561
104.395,13.00662,-0.1121,0.83626
104.495,13.00999,-0.1121,0.83716
104.595,13.01337,-0.1121,0.83803
104.695,13.01675,-0.1121,0.83855
104.795,13.02013,-0.1121,0.83842
104.895,13.0235,-0.11209,0.83762
104.995,13.02687,-0.11209,0.83679
105.095,13.03023,-0.11211,0.8366
105.195,13.03358,-0.11217,0.83721
105.295,13.03693,-0.1123,0.83796
105.395,13.04027,-0.11251,0.83813
105.495,13.04362,-0.11278,0.83751
105.595,13.04697,-0.11301,0.8367
105.695,13.05033,-0.1131,0.83635
105.795,13.0537,-0.113,0.83668
105.895,13.05707,-0.11284,0.83723
105.995,13.06043,-0.11273,0.8375
106.095,13.06377,-0.11271,0.8373
106.195,13.06711,-0.11274,0.83693
106.295,13.07045,-0.11277,0.83668
106.395,13.0738,-0.11279,0.8367
106.495,13.07715,-0.11278,0.83692
106.595,13.0805,-0.11274,0.83723
106.695,13.08384,-0.11271,0.83759
106.795,13.08719,-0.11272,0.83803
106.895,13.09055,-0.11281,0.83861
106.995,13.09393,-0.113,0.83924
107.095,13.09732,-0.11326,0.8397
107.195,13.10069,-0.11354,0.83976
107.295,13.10406,-0.1138,0.83937
107.395,13.10742,-0.114,0.83864
107.495,13.11078,-0.11411,0.83771
107.595,13.11416,-0.11412,0.83677
107.695,13.11754,-0.11409,0.83604
107.795,13.12092,-0.11406,0.83572
107.895,13.1243,-0.11406,0.83575
107.995,13.12768,-0.11407,0.83575
108.095,13.13106,-0.11407,0.83536
108.195,13.13444,-0.11408,0.83462
108.295,13.1378,-0.11407,0.83387
108.395,13.14113,-0.11407,0.83345
108.495,13.14445,-0.11406,0.83336
108.595,13.14775,-0.11407,0.83334
108.695,13.15107,-0.11408,0.83314
108.795,13.15439,-0.11409,0.83279
108.895,13.15772,-0.11409,0.83256
108.995,13.16105,-0.11404,0.83269
109.095,13.16437,-0.11398,0.83306
109.195,13.1677,-0.11401,0.83322
109.295,13.17103,-0.1142,0.83272
109.395,13.17437,-0.11455,0.83165
109.495,13.1777,-0.11492,0.83056
109.595,13.181,-0.1152,0.82996
109.695,13.18429,-0.11535,0.82994
109.795,13.18756,-0.1154,0.83014
109.895,13.19085,-0.11536,0.83024
109.995,13.19416,-0.1153,0.83004
110.095,13.19748,-0.11532,0.82952
110.195,13.2008,-0.11551,0.82868
110.295,13.20412,-0.11585,0.82759
110.395,13.20745,-0.11622,0.82643
110.495,13.21077,-0.1165,0.8254
110.595,13.2141,-0.11664,0.82466
110.695,13.21742,-0.1167,0.82436
110.795,13.22074,-0.11672,0.82463
110.895,13.22407,-0.11672,0.82536
110.995,13.2274,-0.11671,0.82622
111.095,13.23076,-0.11671,0.82684
111.195,13.23415,-0.1167,0.82701
111.295,13.23754,-0.1167,0.82672
111.395,13.24093,-0.11672,0.82595
111.495,13.24431,-0.11678,0.82479
111.595,13.24768,-0.11693,0.82341
111.695,13.25105,-0.11722,0.82198
111.795,13.25443,-0.11759,0.82077
111.895,13.25781,-0.11793,0.82009
111.995,13.26118,-0.1181,0.82025
112.095,13.26455,-0.11811,0.82106
112.195,13.26792,-0.11804,0.82197
112.295,13.27131,-0.118,0.82245
112.395,13.27472,-0.118,0.8225
112.495,13.27813,-0.11802,0.82251
112.595,13.28153,-0.11803,0.82281
112.695,13.28493,-0.11803,0.82318
112.795,13.28831,-0.11802,0.82309
112.895,13.29169,-0.11802,0.82206
112.995,13.29505,-0.11802,0.82041
113.095,13.29842,-0.11802,0.81883
113.195,13.30178,-0.11802,0.81797
113.295,13.30515,-0.11802,0.81772
113.395,13.30852,-0.11802,0.81767
113.495,13.31189,-0.11802,0.81746
113.595,13.31526,-0.11802,0.81699
113.695,13.31862,-0.11802,0.81632
113.795,13.32196,-0.11802,0.81552
113.895,13.3253,-0.11802,0.81479
113.995,13.32865,-0.11802,0.81439
114.095,13.332,-0.11802,0.81452
114.195,13.33536,-0.11802,0.81482
114.295,13.33872,-0.11802,0.81479
114.395,13.34207,-0.11802,0.81399
114.495,13.34542,-0.11803,0.81269
114.595,13.34876,-0.11802,0.8114
114.695,13.3521,-0.118,0.81056
114.795,13.35544,-0.11799,0.81007
114.895,13.35879,-0.11801,0.80968
114.995,13.36213,-0.11808,0.80919
115.095,13.36547,-0.11812,0.80864
115.195,13.36881,-0.11804,0.80821
115.295,13.37214,-0.11778,0.80802
115.395,13.37548,-0.11741,0.80791
115.495,13.37882,-0.11706,0.80766
115.595,13.38215,-0.11684,0.8071
115.695,13.38549,-0.11673,0.80635
115.795,13.38883,-0.1167,0.80567
115.895,13.39216,-0.1167,0.80526
115.995,13.39549,-0.11671,0.80497
116.095,13.39881,-0.1167,0.80458
116.195,13.40213,-0.11667,0.80389
116.295,13.40545,-0.11665,0.80311
