Time after Ignition,Luan_Panel_R1,Luan_Panel_R2,Luan_Panel_R3,Mean,Std. Dev.
11.5,379.8880328328669,371.5972242983601,369.42513161205045,373.63679624775915,5.521590875075954
11.75,376.82752134699416,372.9382203293293,377.92344863942,375.89639677191445,2.6198034385561098
12.0,379.0930855025692,373.33916352232995,374.8369897234514,375.75641291611686,2.9851145361741787
12.25,371.4631435001403,377.2648661305045,351.64755834896386,366.7918559932029,13.432323318134433
12.5,365.89943482802335,373.18715641165505,361.38675507291373,366.8244487708641,5.9543350623456925
12.75,365.84935236482505,367.687602551439,352.02306033332746,361.8533384165305,8.562742921048901
13.0,358.02391661380267,363.43305899442555,352.3821077394352,357.94636111588784,5.525883825370011
13.25,363.49419053438226,377.58459102893363,349.9043690847356,363.6610502160172,13.840865339097551
13.5,357.5818927314502,368.56231880330665,350.9232859243709,359.0224991530426,8.907321728358884
13.75,353.63814760618874,364.95169391355734,339.8357797829856,352.80854043424387,12.57849242550037
14.0,357.3003636773009,361.92340730224987,334.5590072163673,351.260926065306,14.647822466733608
14.25,352.1561359656673,368.31058476699883,334.8826966264681,351.7831391197114,16.717065273823597
14.5,353.6733227190109,361.2220010740263,339.9625678160264,351.61929720302123,10.777529458465446
14.75,340.3323233722701,359.1628291142124,326.8313343459381,342.1088289441402,16.23879205861388
15.0,337.12977660654417,356.0123638603421,325.62090578788775,339.58768208492467,15.344091874331532
15.25,332.83053192189914,358.0159981047432,328.8919142347035,339.91281475378196,15.80101619834505
15.5,330.24446921270555,346.2558802247996,319.9469038853064,332.1490844409372,13.257497063311467
15.75,327.96828058164755,342.1400096951904,311.05377399879853,327.05402142521217,15.563271339816415
16.0,319.28319191233527,338.0012270753074,320.4561258858289,325.91351495782385,10.484680810731081
16.25,321.4777042702206,346.54776180956907,309.7450118400155,325.9234926399351,18.799850451575015
16.5,316.91604506751065,331.76499760522887,308.02002761392646,318.900356762222,11.9962085530508
16.75,312.6893873967935,329.6791821754204,300.8330587219964,314.40054276473677,14.498991312931928
17.0,311.66195613098444,330.70190207176734,297.36969749073864,313.2445185644968,16.722360582461466
17.25,304.3804555646304,324.29279292739517,293.71479157903497,307.4626800236868,15.520264892297554
17.5,291.61970963783506,322.23629651691965,292.2849535318076,302.04698656218744,17.487618897259964
17.75,295.14509095938087,324.58239797912535,284.48339556198897,301.40362816683177,20.769195090209017
18.0,280.90707123211644,314.4929238298037,294.67085386814983,296.69028297669,16.88374792875411
18.25,279.70184468307406,313.37333528707853,279.739270030442,290.9381500001982,19.429449408221664
18.5,280.0242920570483,307.2418469218327,280.22682772913083,289.1643222360039,15.655923136298206
18.75,275.94906421007965,307.33947541414534,279.5347019865491,287.6077472035914,17.181967966370724
19.0,268.0764513537805,300.7199669230358,277.021313798851,281.9392440252224,16.868292903066603
19.25,265.804308998101,296.18556135086465,272.27802062627677,278.0892969917475,16.002603643703896
19.5,258.265598518731,295.3750932424376,269.98960190677496,274.5434312226478,18.969229576890545
19.75,252.4290409176974,293.3098564917819,268.8095613554472,271.5161529216421,20.574365091788994
20.0,249.8586475497385,286.63080835974154,270.01673206106557,268.8353959901819,18.41452195533349
20.25,248.83529767886338,285.2312963524878,268.18966451680046,267.4187528493839,18.21024185621478
20.5,249.59379392871259,279.3918903568641,262.22978640648756,263.73849023068806,14.956228739465779
20.75,244.09931661389965,279.48642033302104,266.3025144542176,263.2960838003794,17.884091991605757
21.0,240.76955478819988,270.58674461058206,264.2525954047073,258.53629826782975,15.709017854207135
21.25,235.339208836522,274.24147739605536,259.3371222256778,256.3059361527517,19.627472876711355
21.5,241.10057681602254,272.7025329842394,258.5292730970815,257.4441276324478,15.828899643501313
21.75,231.36675180405206,265.21081426603894,255.62726818677726,250.7349447522894,17.44437624059532
22.0,228.0616013805686,262.4663892888331,261.0875257081525,250.53850545918473,19.477775255737374
22.25,227.79629621985035,259.17361233995547,248.75090846157522,245.24027234046036,15.980532413108442
22.5,224.8000921207056,254.50879924569588,252.80325014323495,244.03738050321215,16.68179165044981
22.75,221.89513694830998,252.48079365350452,257.9658714576097,244.11393401980808,19.43650501267089
23.0,221.6726933189787,251.6866257806272,253.0695050658608,242.1429413884889,17.74123391424189
23.25,217.91271321544212,248.88774717517322,248.3095180537947,238.36999281480334,17.718882687236043
23.5,220.17223988921674,249.2176868266114,252.103767877,240.4978981976094,17.661586995779885
23.75,214.92748586865216,243.20055529822605,253.8828071524376,237.33694943977196,20.12872746420424
24.0,211.00626806469722,240.34259844925882,253.67433770387942,235.00773473927848,21.82857347117704
24.25,210.57429131762692,241.7627690756073,245.76195748795524,232.69967262706314,19.265195315784563
24.5,208.85918030442733,236.81121842461076,248.1371682479269,231.26918899232166,20.21696445794208
24.75,210.83940578931367,232.8152855402149,248.2930971840938,230.6492628378741,18.820560314032853
25.0,202.50137497383034,234.61257059743406,245.27843331911083,227.46412629679173,22.26644049030788
25.25,206.58351909658725,235.20021169683434,243.2849670132308,228.35623260221746,19.28416726696254
25.5,205.2690772305807,232.07046714747116,245.42239128805622,227.58731188870271,20.44862264934322
25.75,203.2014758348277,230.59878883533108,244.6955506192417,226.16527176313346,21.099327377329725
26.0,201.9802365542095,228.1658527856748,240.37823693135545,223.5081087570799,19.61816869174486
26.25,201.56487760592947,226.76517670001354,243.31389464574454,223.8813163172292,21.02338207754017
26.5,202.30913637003152,224.27496744678612,240.1180473560634,222.23405039096033,18.986901914451213
26.75,200.25331703985654,226.19483674376332,238.1354817044525,221.5278784960241,19.36749788649779
27.0,197.18254644174857,222.1964985847814,241.3172064827328,220.2320838364209,22.13280931583233
27.25,198.57433052046878,220.4626529676628,238.88877202730478,219.3085851718121,20.181983372802836
27.5,196.81422885076321,220.0419740895691,235.7317207752458,217.5293079051927,19.58003863475819
27.75,200.99519262603008,225.37588702090488,237.4583992391737,221.2764929620362,18.574044601691256
28.0,198.4259012043526,223.45048857498603,233.41841608418693,218.43160195450852,18.02805983975432
28.25,195.9479161291241,221.49771906583396,238.65914786218698,218.70159435238168,21.492465286670424
28.5,195.60159774784364,217.73341031369668,234.72762404180162,216.02087736778063,19.6191503436568
28.75,199.98499370135454,215.6687436398246,231.21100775697505,215.62158169938473,15.613060450690696
29.0,196.8285494052263,216.40469112853458,233.958344434883,215.73052832288127,18.574075787302966
29.25,196.43641189709916,223.53687164117167,228.48624498159842,216.15317617328978,17.253613223260825
29.5,202.4403222968561,217.17130349901973,230.39559207953857,216.66907262513814,13.98440038198456
29.75,203.06639657912257,218.3250922550339,229.46035469359077,216.95061450924905,13.250552744784603
30.0,201.77009678800601,217.39038084446022,229.46776844804296,216.20941536016974,13.88654973177706
30.25,207.18815665396548,218.08325764390338,224.84920918344528,216.70687449377138,8.910612607685103
30.5,204.77141674743126,218.47789672009682,224.7585727191687,216.0026287288989,10.220900874229564
30.75,209.6658389837525,220.2985398612454,220.0147361098016,216.65970498493314,6.0585276572931805
31.0,208.05461068432695,224.4472269725705,224.85478925189514,219.1188756362642,9.584101207097214
31.25,210.88385419357212,221.60005219729047,220.74079202220616,217.74156613768957,5.954472423606475
31.5,214.91558659167882,221.2360104235128,217.26664639320606,217.80608113613255,3.1945550135990546
31.75,212.90366918789215,224.34745045314912,215.52490864058697,217.5920094272094,5.995390867850316
32.0,215.98431320772846,225.1120594381424,215.84602750843982,218.9808000514369,5.31027654496028
32.25,220.1951406215606,232.56221824454758,216.5108400649892,223.08939964369912,8.407986490903959
32.5,223.10152140431381,226.5436970050339,216.83083197561604,222.1586834616546,4.924595852403576
32.75,224.19081950485187,227.4358131376132,216.78866349151042,222.80509871132517,5.457161852541652
33.0,221.06594902866632,228.61068032453676,216.8717633784431,222.1827975772154,5.9486179720266446
33.25,223.8742235400371,229.1219691794407,211.90954123640552,221.6352446519611,8.821943593646589
33.5,229.55633849088818,232.91133712428478,214.1323053890402,225.5333270014044,10.015062371833725
33.75,228.81016550841943,229.06477183749527,212.4450602751313,223.43999920701535,9.5227473810133
34.0,232.0174328631845,232.66272567538905,215.16545482959202,226.61520445605518,9.921021902248318
34.25,232.11060629188532,230.78715263125054,214.73103525022478,225.87626472445353,9.674708647958093
34.5,235.26235073315172,234.9053883298772,214.04910535354375,228.0722814721909,12.145738218827399
34.75,241.15522549922508,231.933259494237,211.60056369613613,228.22968289653272,15.121404309290796
35.0,239.90779212341684,228.5991051356211,214.63834295737306,227.715080072137,12.657898345439056
35.25,233.65568381830053,231.68102409539046,211.7240190553614,225.68690898968416,12.132458190483458
35.5,237.5731536170329,228.8706866868443,215.96797449913748,227.47060493433824,10.870423766549363
35.75,241.96007132446834,237.32903840394448,213.16528465016344,230.8181314595254,15.462175359044569
36.0,245.4099607628059,239.48412308385008,215.3537830130297,233.41595561989524,15.920441184511365
36.25,240.20536723804216,234.81705759434075,216.24165169405654,230.42135884214647,12.572053981283094
36.5,243.68769860021325,235.3090709089372,218.27970728228445,232.42549226381163,12.947114545525366
36.75,245.1015416926098,236.06445401775812,214.72442332579598,231.96347301205466,15.59826477447764
37.0,242.38164758513958,239.4611629740731,211.46555960821317,231.10279005580864,17.06891684700134
37.25,244.78109691151812,239.77524435418528,212.783409011043,232.44658342558213,17.211768096243876
37.5,251.43346928564196,235.58326954020635,212.65172291324473,233.22282057969767,19.498326912702314
37.75,252.12702388974688,235.7178684555313,216.16729387997256,234.67072874175025,18.00271984393189
38.0,251.64496607334354,239.19149202359046,216.21373472358667,235.68339760684023,17.97423387985213
38.25,248.9812029480111,238.34168224953845,214.3477071750389,233.89019745752947,17.740674874542854
38.5,252.5498404833672,241.09171990971257,216.9267973097693,236.85611923428303,18.185310996743475
38.75,247.89276362917536,238.82638178409414,218.87107600542063,235.19674047289672,14.847400788308466
39.0,256.288112775242,240.01095047996424,220.45482087598407,238.91796137706342,17.941632338464935
39.25,256.2455806483242,243.77693692886902,220.50334107140463,240.1752862161993,18.141274442153588
39.5,258.0264575489718,243.58278352093762,221.46628538232724,241.0251754840789,18.41378739874896
39.75,259.3500009268792,240.35940558519724,225.5702993623181,241.7599019581315,16.933342907283677
40.0,262.63933154347114,240.03677775261121,223.67580161991074,242.11730363866437,19.564907538701778
40.25,256.7757148009863,242.59355098337846,221.8719531802385,240.41373965486775,17.55368414010074
40.5,258.8700516786465,244.5203151297831,231.33742898046756,244.90926526296573,13.770431722159143
40.75,259.49224616735194,241.5058929208857,224.0547439923863,241.68429436020799,17.71942466349677
41.0,259.6948688558856,242.24271489369846,229.67817626392454,243.87192000450287,15.074521236506182
41.25,263.41771406314393,249.8142571799391,230.0640615868137,247.76534427663228,16.770959019744684
41.5,263.93937156721057,246.6111011496164,233.23402817629844,247.92816696437512,15.394983759613469
41.75,267.43327777450224,246.255658406897,233.35848828736076,249.0158081562533,17.20426225176209
42.0,264.087887486879,241.18212272497198,231.55312566218828,245.60771195801308,16.712781390063284
42.25,267.95493117700056,249.9620204426573,231.75523796043984,249.89072986003256,18.099951906114455
42.5,266.2210975788272,246.2181473249631,237.97588793365298,250.1383776124811,14.52494823072842
42.75,268.5761069173735,248.86405169060836,243.3133560621938,253.58450489005858,13.276432276740262
43.0,268.7494168110573,245.6830138747195,239.76996679427816,251.40079916001832,15.312476359013093
43.25,276.9162443284082,249.5779258216157,241.9120857209921,256.135418623672,18.400361785575047
43.5,276.7588400372831,254.90834654569582,242.1087268247681,257.92530446924906,17.520962095284453
43.75,271.46102165059483,255.2352204251254,248.21395261597038,258.3033982305635,11.9233737238873
44.0,274.36146205268363,253.08168088692338,244.6159441627495,257.35302903411883,15.32586930262066
44.25,273.0296894557019,248.13526430009446,249.72240320611942,256.9624523206386,13.937246296974243
44.5,275.7256539389494,256.8933214664915,252.12950549853548,261.5828269679921,12.477505828167962
44.75,279.17314047306155,257.89560985235767,258.14296069059606,265.07057033867176,12.213810171516156
45.0,282.33574126300493,260.3962517458898,257.88286987490534,266.8716209612667,13.451153654513169
45.25,273.0669193319112,258.5870503683995,258.49718232782686,263.3837173427125,8.38601929635838
45.5,281.98821713706525,255.06510966352934,263.9641561803846,267.00582766032636,13.716860174683191
45.75,287.88240867559944,268.2308648943421,259.20498145053534,271.77275167349234,14.663131641278099
46.0,278.0688285228007,267.11627965330615,268.6380115726971,271.2743732496013,5.933159685467211
46.25,285.8342099167016,266.81848792148133,269.7516141004711,274.134770646218,10.237600633364671
46.5,287.51346575189564,267.1399336195576,266.6940902914007,273.78249655428465,11.89345746188306
46.75,288.4019492102787,268.86525261242605,266.2660591162936,274.5110869796661,12.099834372419265
47.0,290.40881943653164,266.67270953155855,276.921091972062,278.00087364671737,11.904838289701026
47.25,289.9593690676053,270.340794059204,275.6583772766415,278.65284680115025,10.146292778151825
47.5,299.47837680693067,270.52271756367344,273.8092342133836,281.2701095279959,15.854212244638658
47.75,295.36466512275837,271.66334195731264,277.73000675267616,281.5860046109157,12.312177693661045
48.0,295.47850162276217,277.5124671572875,274.92130115296254,282.63742331100406,11.195914633115974
48.25,300.8141355967862,273.8457700214879,283.57076270532644,286.07688944120014,13.65773366495807
48.5,289.57655695243596,278.37843062715774,280.7106265258282,282.8885380351407,5.908213114472001
48.75,294.0358036366952,272.7661332357898,279.64860435051423,282.1501804076664,10.853254434411626
49.0,298.1712252387585,279.2760897707434,279.4232742693032,285.6235297596017,10.866872236176935
49.25,297.2930785714905,282.2230122898993,283.7445991563098,287.75356333923315,8.296419094878237
49.5,298.18017502247847,283.8039999701613,282.8952800318147,288.29315167481815,8.57446009900752
49.75,306.7293905001574,284.82989242365727,287.15505409056254,292.9047790047924,12.028778260598424
50.0,299.7796462342843,281.81941414044957,282.57731122259725,288.0587905324437,10.157629929482027
50.25,302.08955173077163,287.30261729540547,286.20990114701704,291.867356724398,8.869524237888074
50.5,291.11910156459305,288.65859188977987,288.4027529163795,289.39348212358414,1.4998950751531206
50.75,306.04178685826685,288.88673044863106,288.24247047211986,294.39032925967257,10.09559883603808
51.0,300.8012558597219,293.1345716951107,296.71497585126184,296.8836011353648,3.83612270200056
51.25,302.5799512000346,295.49476776344164,290.12022889981984,296.0649826210987,6.249402266420118
51.5,298.93813301941856,294.27963801710496,282.2963055905971,291.83802554237354,8.585377606735856
51.75,296.904678732303,288.68964451021975,284.7208638283471,290.1050623569566,6.214007737693165
52.0,295.76247531531135,288.45589227901297,285.9145427886188,290.044303460981,5.1125073422757215
52.25,297.41862309896084,292.9699986751042,284.395031677482,291.59455115051566,6.619847075127704
52.5,291.49652377758713,291.8369860973146,283.1252331173792,288.81958099742695,4.9343871941753825
52.75,291.2027937698551,288.87498053544886,282.1317038815553,287.40315939561975,4.711248352734059
53.0,295.1907428061427,291.05197106654055,283.91447325484063,290.0523957091746,5.704202566502644
53.25,292.08443103064945,295.8620549810536,282.7881217008971,290.24486923753335,6.728292766112013
53.5,289.2132350590872,291.35970610785233,279.6861689545411,286.75303670716016,6.213477236262543
53.75,283.4082620185509,296.28090258859163,278.61816631892,286.10244364202083,9.13438690324512
54.0,287.447713105923,291.65739238523935,278.2777305276674,285.7942786729432,6.841361116317689
54.25,283.4729064875297,290.405455662403,274.41367192038643,282.7640113567731,8.019425543183528
54.5,285.7749307528547,293.32628440715195,271.60761601077104,283.56961039025924,11.02600188891002
54.75,279.6272013329078,294.27285660039274,273.0109078011364,282.3036552448123,10.880724738842595
55.0,280.79811716779363,298.03359228245716,274.8360186116969,284.5559093539826,12.046684508134366
55.25,277.92391917412925,287.9157914340854,271.3448390831385,279.0615165637844,8.343842719038452
55.5,280.06258078921485,290.51473844870577,271.28063096786644,280.6193167352624,9.629132298983947
55.75,278.567831731473,294.1428293887458,268.2611010146482,280.32392071162235,13.029921422913237
56.0,278.15488010811816,292.7108618427747,271.1143689817295,280.6600369775408,11.014035780748378
56.25,272.85602177117255,287.3574245129607,268.567763311803,276.2604031986454,9.846583249603093
56.5,269.8676833938604,290.63156177740655,263.0616128633858,274.5202860115509,14.361774058904915
56.75,265.7386223843908,291.1122555242293,260.40577898959197,272.41888563273733,16.407052236567825
57.0,268.20844733182236,289.8120949246661,263.71467223002077,273.91173816216974,13.952222494907064
57.25,264.6398356074554,291.1720754154009,265.13786844258743,273.64992648848124,15.176669148369859
57.5,264.6369477849154,285.70343907598334,260.2519777941136,270.1974548850041,13.606382684359259
57.75,265.5142117357677,284.8245647191557,256.91037190657175,269.08304945383173,14.295208710891071
58.0,265.4696278280443,281.625366997621,256.94360473335763,268.01286651967433,12.535884268744523
58.25,260.94512760263393,275.8089701929916,252.52896580618875,263.0943545339381,11.78787654177257
58.5,258.8408516487417,282.27330967330295,257.5791154248202,266.23109224895495,13.907284044421822
58.75,257.7847321621786,278.0694652113288,252.4783895763679,262.7775289832918,13.506361579317378
59.0,255.85751888055785,282.10535837442893,247.0444947086208,261.66912398786917,18.238615783293202
59.25,249.67073442174566,273.87257828131555,251.9275225700189,258.49027842436004,13.369167320873684
59.5,249.561481030504,268.88009630198883,252.4586396938731,256.9667390087887,10.418466469532266
59.75,247.9881574160985,272.51997947970744,247.77985282154341,256.0959965724498,14.223967751807056
60.0,247.2663512237231,274.30533740553346,243.20721855495736,254.92630239473797,16.905010735515322
60.25,243.4404671853473,272.01617708704043,242.69380269543245,252.71681565594008,16.717906289404436
60.5,246.39710022982715,272.43598201343895,245.20384859063796,254.67897694463468,15.389586873232242
60.75,244.64854314126143,276.27913387379886,240.4814486835834,253.80304189954788,19.576061960492563
61.0,245.04345630194777,269.0768178911772,242.83679102918225,252.31902174076905,14.554557422693499
61.25,243.81038148844308,268.5431528952617,243.43447838701613,251.9293375902403,14.389213669531701
61.5,241.94942420584144,267.133959427576,240.85438252260664,249.97925538534136,14.866495288214406
61.75,244.4558108765879,263.85479718217596,242.17198642254618,250.16086482710332,11.914142900066214
62.0,238.94138671509236,267.99266043693484,237.0298290929268,247.987958748318,17.350924481814417
62.25,239.1568999538825,262.4763224416109,238.04609029993597,246.55977089847644,13.79532291360976
62.5,239.17699529436157,260.7823019280617,236.2738097671401,245.4110356631878,13.390817431755433
62.75,234.7170750717253,259.21999582179757,236.57084927443503,243.502640055986,13.643151171942511
63.0,232.21489793305014,263.76409289864574,238.48829975265502,244.82243019478366,16.701162596888757
63.25,230.17410197095631,258.84264689698904,236.77319390824533,241.92998092539688,15.013850482111055
63.5,237.06084441190444,255.0534770193374,234.4457992010795,242.18670687744043,11.219400419673635
63.75,236.4524860046639,263.7101106162141,234.6936918306958,244.95209615052462,16.26870213808889
64.0,234.1314525108122,256.25460138862286,228.8256519008819,239.73723526677233,14.54838196262822
64.25,229.69278584654157,262.03799675124156,228.25394253187193,239.9949083765517,19.10342577502353
64.5,227.13201250323195,260.2228312520269,230.1844451290094,239.17976296142274,18.28762911221681
64.75,229.02993705167995,264.49697276220036,230.73923378648192,241.42204786678744,20.00173850015574
65.0,227.22523952834064,249.38715348771933,228.89243770075507,235.168276905605,12.342091633089375
65.25,226.52000130576798,254.06544981449142,226.7302784742826,235.77190986484734,15.843019189498497
65.5,231.82329177627727,255.08032468930858,232.5797773468926,239.82779793749282,13.214490033322473
65.75,228.53283305649796,255.7610990542365,228.82306865407696,237.70566692160378,15.637136288259569
66.0,230.53513784428534,251.52673632063863,231.44478909069053,237.83555441853818,11.865631578421102
66.25,229.60038150746462,251.76451460191004,229.39681825143117,236.92057145360195,12.85563478177775
66.5,226.68536188626211,250.63402257830637,230.39377527422857,235.904386579599,12.890295378881893
66.75,226.71838785051244,252.26544344571616,227.1501986084494,235.378009968226,14.626539994994001
67.0,225.811076142683,250.15560764797414,227.18629938142539,234.3843277240275,13.675626587791356
67.25,225.93558112766186,252.45611031459083,226.51511515056148,234.96893553093807,15.147109504999314
67.5,228.21570352616968,248.6770572006781,228.0571710585354,234.9833105951277,11.859397337495285
67.75,221.88058138511326,248.77609241564733,227.58022066546874,232.74563148874313,14.172269759226815
68.0,221.867294291633,253.08300135962762,227.5179729130795,234.1560895214467,16.632905218825208
68.25,227.02218647273062,253.59619226759207,224.53591416433397,235.05143096821885,16.10827477528
68.5,222.06939971002114,249.8009096402883,223.41756558779173,231.76262497936705,15.636149556070897
68.75,227.29413443070212,252.03572268943083,223.8140347693351,234.38129729648935,15.387879170940494
69.0,226.26210895857977,253.74063641833496,224.08401240321749,234.69558592671072,16.529412794243697
69.25,221.4761937522114,252.01367028449877,222.87848677371738,232.12278360347582,17.240276568185102
69.5,226.45270988931475,253.75334222189556,230.62343356212483,236.94316189111169,14.706643262615668
69.75,227.45071066334998,247.11586000993202,227.55452663488614,234.04036576938938,11.323829152050745
70.0,223.37371923101483,255.01126180867186,223.45667128864923,233.94721744277865,18.242044678357875
70.25,228.99038914637788,252.73905533235904,225.08603963576914,235.60516137150202,14.966252970321838
70.5,223.72858499601608,253.27444188705746,222.51383501555662,233.1722872995434,17.419568555908366
70.75,222.81466241017188,247.93882784555268,223.86555604169408,231.53968209913955,14.211793703303904
71.0,225.54809887626996,254.64615591107847,225.61936736089456,235.27120738274766,16.779235461004358
71.25,226.27353898119324,252.5800618657327,225.62159765416988,234.8250661670319,15.379732152060773
71.5,222.07261167462954,252.53943076244673,224.35515669320995,232.98906637676205,16.96953339518346
71.75,225.80653558873158,251.90678104342584,223.33851872544452,233.68394511920064,15.829611133893705
72.0,225.5177043929671,249.52330335218096,227.67707647917294,234.239361408107,13.280244085258328
72.25,223.5380430001221,250.34430303140923,223.95564860868478,232.612664880072,15.357468614929457
72.5,225.01479752007918,249.8544691695083,222.04037269160364,232.30321312706369,15.272417695494342
72.75,225.2000431601674,252.32729679944006,223.71104652174444,233.7461288271173,16.108976694969286
73.0,221.71001506389982,250.918928179801,219.3841828746534,230.6710420394514,17.573703187079108
73.25,229.22543362684476,249.44729246468734,223.1724502010855,233.94839209753923,13.759418102929267
73.5,223.49333052522707,255.62222133471528,219.41996680918328,232.84517288970855,19.830368753264104
73.75,223.06925726485144,250.34566932613384,219.81903583045397,231.07798747381307,16.765251498705357
74.0,224.74073473480388,249.3117369321594,220.80303176906244,231.61850114534187,15.448764371869405
74.25,223.2703737923445,252.19865997588178,221.10744923926725,232.19216100249784,17.35985488230203
74.5,221.62577226936727,254.28155346100445,222.58783953080797,232.83172175372655,18.582326376339207
74.75,223.25562757083557,251.37752659038063,223.71684149759972,232.78333188627198,16.10469611921588
75.0,225.23140431824717,248.84499780474536,220.4723241795077,231.5162421008334,15.194622128441758
75.25,222.98089169090986,246.92376959000038,218.1216076199699,229.34208963362667,15.418811983638246
75.5,223.82901247199686,246.81679531905394,222.04837247573073,230.8980600889272,13.814748213204425
75.75,220.15553215248602,248.8783173567904,218.90785522705767,229.313901578778,16.954761808376023
76.0,223.7802479570865,251.52066416634622,217.92132794143478,231.0740800216225,17.947948025551604
76.25,214.81101673372547,253.80292863878262,220.94914064084796,229.854362004452,20.965913387067758
76.5,222.75703686692978,249.30816978927416,218.8011995069134,230.28880205437244,16.589587821320052
76.75,219.69835924134324,250.25508277573124,215.05963702986074,228.33769301564507,19.122196954337458
77.0,220.6285617549851,250.42322249890424,214.59417797143325,228.54865407510752,19.182700662506345
77.25,225.80552525733842,256.82058997806257,215.0773376807948,232.56781763873195,21.677666543632576
77.5,218.09189252367014,252.3376582752709,220.40412401325983,230.27789160406692,19.13926808439479
77.75,218.65640689834302,247.77290046759992,213.48098800908247,226.63676512500845,18.486438355862017
78.0,216.81233821043313,251.70946673213126,214.9321287658695,227.8179779028113,20.711982661010442
78.25,216.9924038183925,255.73726486156323,215.94338621967975,229.55768496654514,22.678247553334632
78.5,216.13449938144976,245.74571020370976,213.9985600415649,225.29292320890815,17.744800114595876
78.75,220.15428290529502,247.1644979789291,214.07645312558728,227.13174466993712,17.613018127566093
