Time after Ignition,PVC_R1,PVC_R2,PVC_R3,Mean,Std. Dev.
0.0,28.806928665977303,2.5059057364961834,7.16712901194872,12.826654471474066,14.034194779342869
0.25,31.975496836440467,3.348652423958265,8.23101782745627,14.518389029285002,15.314122003115452
0.5,34.9514657835981,4.07915815166689,9.256725550294968,16.09578316185332,16.533432081416436
0.75,37.19847863506561,4.786508983267272,10.074260424770488,17.353082681034454,17.38878616396173
1.0,39.64434022028726,5.352888166438506,12.086903049692308,19.02804381213936,18.168943208217424
1.25,41.3502912326975,5.974815826230944,14.056640928839908,20.46058266258945,18.53682597844961
1.5,44.71836097689939,7.25993732591432,15.579325469296693,22.519207924036802,19.669897101113076
1.75,47.16221569178939,8.650821238276585,18.57198618410148,24.795007704722483,19.99565886194047
2.0,49.41211929230783,9.645418829900535,21.353227464333962,26.803588528847442,20.43593509524043
2.25,52.22357657318464,10.772734174605295,23.280876486426422,28.759062411405452,21.261490414819097
2.5,54.515810284433066,12.806337677683807,25.473379323672713,30.93184242859653,21.38378219315172
2.75,55.83247335324196,14.683243324523442,28.53392301224505,33.01654656333682,20.937650737718865
3.0,57.46540637675225,16.21963594122975,31.32883587642193,35.00462606480131,20.867126535215505
3.25,60.18202491984904,19.30646055535251,33.887193711404,37.791893062201844,20.715645012746176
3.5,61.32632857453152,22.200207324610933,36.095857930861214,39.87413127666789,19.83481416909664
3.75,62.509170183093765,24.94911088798432,38.135351230590224,41.86454410055611,19.05569923039004
4.0,65.14514910517182,26.89905876064235,41.05914517917168,44.36778434832862,19.336524416870713
4.25,65.98622778663685,30.638054601286754,42.60013255308515,46.40813831366958,17.97912728109624
4.5,68.78049791817871,34.01871633764364,45.09336236571405,49.29752554051213,17.758141954141855
4.75,68.60680971139602,36.759441145609266,47.92650130965522,51.09758405555351,16.158760641746817
5.0,72.01018025468137,39.503238564266425,49.33343473484035,53.61561785126272,16.671176734050267
5.25,71.81115769066102,42.26201166252327,50.67843856883935,54.91720264067454,15.22377575999341
5.5,74.67707438167282,45.6837250971673,54.072801836975394,58.144533771938505,14.919377547202938
5.75,76.42889125774487,48.039836563061606,55.13897050865947,59.869232776488644,14.773833031961129
6.0,78.47112918302749,50.231393341502,57.44747662274432,62.049999715757934,14.671676257881291
6.25,79.89204651656648,51.89609804654471,58.62094905889267,63.46969787400129,14.614241563900658
6.5,81.54991444816532,53.97336419269411,61.0371467619487,65.52014180093605,14.324435918660853
6.75,82.04239285040863,55.60014527032446,63.18526048621264,66.94259953564858,13.615664207850049
7.0,84.10160009279335,58.225237659245195,65.74811089284493,69.35831621496116,13.310586765765166
7.25,85.49976785137922,60.7237612228418,67.01942305863714,71.08098404428604,12.877687461048335
7.5,86.77544648174872,62.80754631970546,68.26358045728145,72.61552441957853,12.562627978757027
7.75,87.83407630152806,64.3479043536781,71.05127642273408,74.41108569264675,12.098194366872969
8.0,89.51268818239231,67.7854138001937,71.37961690970693,76.22590629743097,11.646179787467267
8.25,91.21983658718929,68.3434574040599,73.16676277547013,77.57668558890644,12.058928043069518
8.5,94.24593655613062,71.349168980691,74.21613517694284,79.93708023792148,12.474469954430035
8.75,93.97823016137428,71.28987933037142,74.81035843684661,80.02615597619744,12.210394090130372
9.0,96.8150040983693,73.162627818102,77.75552823711993,82.57772005119708,12.54188488005899
9.25,97.75688951638682,75.18783448969909,77.78399920073562,83.5762410689405,12.349214978866227
9.5,99.0768745030851,76.92815009090911,78.48407269563548,84.82969909654322,12.362917498978677
9.75,100.98203806533603,78.26683063285114,80.45683333215023,86.56856734344579,12.530368376222004
10.0,101.7682418908232,81.44472691249268,81.2446774179744,88.1525487404301,11.791960393603372
10.25,103.32564440378827,81.71681593484338,81.22879147487419,88.75708393783528,12.619102880394408
10.5,105.4825854879984,81.89541047752053,83.45814070621036,90.27871222390978,13.190104363300819
10.75,104.54928773034811,84.71624095454239,82.59063679976462,90.61872182821838,12.110947445220251
11.0,106.01666616873854,86.04533792854096,83.47386858188386,91.84529089305447,12.339936043327043
11.25,107.23492595855714,86.33311819479385,84.96883293519141,92.84562569618079,12.4801558523125
11.5,108.10696086365506,86.90458768292204,85.23533586976087,93.41562813877933,12.750413457166358
11.75,107.10374589465643,87.49945277145444,84.28173430810074,92.96164432473721,12.352639622274491
12.0,108.104908446559,89.63540261897637,85.18093876035866,94.30708327529801,12.155062593810257
12.25,108.32138084437223,89.7682701743367,87.4973041509082,95.1956517232057,11.423786385939238
12.5,109.11245797379009,90.50587074541599,87.01406345115556,95.54413072345388,11.879512103795536
12.75,109.34658283625808,89.73514359522085,87.93589928059383,95.67254190402424,11.876189059973491
13.0,108.73958386948657,91.58595710147249,88.14325028382935,96.15626375159614,11.032588837169687
13.25,111.74124771082667,91.03776650599168,87.08260242743918,96.62053888141918,13.243402408363918
13.5,110.63488960463502,91.76689838365108,88.68865668664117,97.03014822497578,11.882156117130528
13.75,109.31125426400446,92.34079519418486,88.92081393250905,96.85762113023277,10.919881026388754
14.0,109.66471670450065,93.11809311482916,89.0122534900887,97.26502110313952,10.932923580215562
14.25,110.94848044949313,93.10009157116015,89.03729664089424,97.69528955384918,11.65598032550817
14.5,112.29728657633002,93.72585630794191,90.66665728851518,98.8966000575957,11.70570262906743
14.75,111.00546012540981,94.27008045824402,92.25490590641914,99.17681549669099,10.29334044093411
15.0,112.27557821661554,92.39750625240075,91.04128811663703,98.57145752855111,11.887473439832382
15.25,110.39563138027799,93.55450522115414,92.40540282196038,98.78517980779749,10.071347892345102
15.5,110.13451019040532,94.00844127177153,92.90182705026798,99.01492617081495,9.645724977178011
15.75,110.08812960014981,94.67122109969274,92.0022377121347,98.9205294706591,9.763059846683118
16.0,112.2124636752924,94.68191082747182,92.06668526582364,99.65368658952929,10.954543012010632
16.25,111.81810228618765,94.36391183548952,90.96421075767276,99.04874162644997,11.188472666028607
16.5,109.11419334080684,93.95307074803443,92.3840028169166,98.48375563525263,9.239596739136784
16.75,111.27220476919899,94.5811472665089,93.55309599179475,99.80214934250087,9.946650238874664
17.0,109.45839727279208,94.70708030937178,93.11288139276556,99.09278632497649,9.012202022121633
17.25,108.09917274857904,94.12811134006233,92.80086105811802,98.34271504891979,8.475361258475086
17.5,108.03129752823159,94.40602995303124,93.10386236657689,98.51372994927992,8.268130355209529
17.75,107.82885610784217,94.43883331854175,94.48097185391293,98.91622042676562,7.71859767067438
18.0,107.39497341608963,94.13800676870449,94.9250159164043,98.8193320337328,7.437140894774948
18.25,105.76284169592735,95.59990006731232,94.23659883075295,98.53311353133087,6.2981246864341065
18.5,107.9488600272154,94.47241865110179,94.1865566217495,98.86927843335557,7.864447260591498
18.75,105.43320672989265,95.3821137911723,93.25157736814961,98.02229929640487,6.505840307235496
19.0,103.4195254405994,95.60736324531098,93.89759251518713,97.64149373369916,5.0764226372373065
19.25,104.13438662419114,95.129055763268,94.35500852070183,97.87281696938699,5.436472035236103
19.5,102.53102076836056,95.01317073377672,93.97105897373856,97.17175015862529,4.670421322684039
19.75,103.47236242512137,93.41397347115637,94.42631684739298,97.10421758122357,5.538155048614939
20.0,101.16180639136947,94.0106991188116,93.07234242683259,96.08161597900455,4.424520232721141
20.25,101.3118941003846,93.60528503690111,92.82989548876034,95.91569154201534,4.689302589517405
20.5,100.18951159516189,93.0009427467722,93.82646400663593,95.67230611619,3.9337298257584945
