##Temp./°C,Time/min,DSC(subtr.2)/(mW/mg),Mass loss(subtr.2)/mg,Sensit./(uV/mW)
50.026,10.01667,0.02756891,-0.02961,1.04805
50.126,10.512839999999999,0.02995843,-0.0316363,1.04801
50.226,10.68985,0.03626235,-0.0297818,1.04796
50.326,10.80765,0.04090151,-0.02645553,1.04792
50.426,10.90435,0.04199988,-0.02956855,1.04788
50.526,10.988539999999999,0.04703188,-0.03016228,1.0478299999999998
50.626,11.062660000000001,0.05025889,-0.02967526,1.04779
50.726,11.1316,0.05128033,-0.03119861,1.04774
50.826,11.195160000000001,0.05413281,-0.03172243,1.0477
50.926,11.255419999999999,0.05510484,-0.0313237,1.04765
51.026,11.31312,0.05824928,-0.03131123,1.04761
51.126,11.36834,0.05968579,-0.03245593,1.0475700000000001
51.226,11.421660000000001,0.06269104,-0.03251676,1.04752
51.326,11.473310000000001,0.06371826,-0.03128644,1.04748
51.426,11.52369,0.06519934,-0.03244413,1.0474299999999999
51.526,11.57147,0.06708795,-0.03241914,1.04739
51.626,11.61903,0.06778132,-0.03368549,1.04734
51.726,11.6656,0.06895782,-0.03245965,1.0473
51.826,11.711730000000001,0.07183604,-0.03358473,1.04726
51.926,11.756839999999999,0.06979448,-0.03245627,1.04721
52.026,11.80115,0.07391688,-0.03382988,1.0471700000000002
52.126,11.845289999999999,0.07467117,-0.03363339,1.04712
52.226,11.888539999999999,0.07309257,-0.03271681,1.04708
52.326,11.931410000000001,0.07756097,-0.03244059,1.04704
52.426,11.97371,0.07804039,-0.03251932,1.0469899999999999
52.526,12.01561,0.07878814,-0.03383698,1.04695
52.626,12.05723,0.08007525,-0.032555,1.0469
52.726,12.09848,0.07778052,-0.03377881,1.0468600000000001
52.826,12.13952,0.07768539,-0.03231399,1.04681
52.926,12.18032,0.07866417,-0.0324512,1.04677
53.026,12.2209,0.07960354,-0.03386667,1.04673
53.126,12.26176,0.07944156,-0.03378323,1.0466799999999998
53.226,12.30193,0.08183084,-0.03379101,1.04664
53.326,12.34175,0.08403369,-0.03272561,1.04659
53.426,12.3811,0.08247681,-0.03247394,1.04655
53.526,12.42034,0.08311593,-0.03186732,1.04651
53.626,12.45921,0.0820836,-0.03260364,1.04646
53.726,12.49831,0.08419222,-0.03240138,1.0464200000000001
53.826,12.53717,0.08316404,-0.03374754,1.04637
53.926,12.57602,0.08564364,-0.03380222,1.04633
54.026,12.61435,0.08241457,-0.03463974,1.04629
54.126,12.65265,0.08400811,-0.03461997,1.04624
54.226,12.6908,0.08577282,-0.03380458,1.0462
54.326,12.72893,0.08587525,-0.033775,1.04615
54.426,12.76685,0.08666112,-0.03509572,1.04611
54.526,12.8047,0.08678303,-0.03369622,1.04606
54.626,12.84282,0.08646267,-0.03377453,1.0460200000000002
54.726,12.88058,0.08684011,-0.03377967,1.04598
54.826,12.91796,0.08748898,-0.03378188,1.04593
54.926,12.95531,0.08659633,-0.03392497,1.04589
55.026,12.9925,0.08758156,-0.03514318,1.0458399999999999
55.126,13.029819999999999,0.0889356,-0.03507084,1.0458
55.226,13.06682,0.08937254,-0.0337723,1.04576
55.326,13.10363,0.08999246,-0.03371115,1.0457100000000001
55.426,13.1406,0.08653937,-0.03523883,1.04567
55.526,13.17746,0.08713908,-0.03510303,1.04562
55.626,13.21408,0.08981858,-0.03506021,1.04558
55.726,13.250929999999999,0.09121583,-0.03606609,1.04554
55.826,13.28744,0.09405206,-0.03471358,1.04549
55.926,13.32412,0.09304755,-0.03472554,1.04545
56.026,13.3607,0.09321927,-0.03510821,1.0454
56.126,13.39722,0.09198429,-0.03628993,1.04536
56.226,13.43377,0.09033987,-0.03641225,1.04532
56.326,13.470360000000001,0.09243431,-0.03659756,1.0452700000000001
56.426,13.506670000000002,0.09393847,-0.03663794,1.0452299999999999
56.526,13.542779999999999,0.09304117,-0.03611094,1.04518
56.626,13.578479999999999,0.09452427,-0.036091,1.04514
56.726,13.61495,0.09303509,-0.03609002,1.0451
56.826,13.65125,0.09430879,-0.03609009,1.04505
56.926,13.6872,0.09410201,-0.03609441,1.04501
57.026,13.723279999999999,0.0933337,-0.0362152,1.04496
57.126,13.759739999999999,0.09180224,-0.03640968,1.04492
57.226,13.79602,0.09313495,-0.03638619,1.04488
57.326,13.832139999999999,0.09345087,-0.03516767,1.04483
57.426,13.868089999999999,0.09275768,-0.03509949,1.0447899999999999
57.526,13.90414,0.09425716,-0.0352911,1.04475
57.626,13.940079999999998,0.0947083,-0.03641927,1.0447
57.726,13.97605,0.09328983,-0.03644777,1.0446600000000001
57.826,14.011989999999999,0.09411872,-0.0374008,1.04461
57.926,14.047770000000002,0.09290067,-0.03772299,1.04457
58.026,14.08339,0.09618053,-0.03772896,1.04453
58.126,14.11894,0.09376166,-0.03806646,1.0444799999999999
58.226,14.154420000000002,0.09430629,-0.03772514,1.04444
58.326,14.189720000000001,0.09554434,-0.03630158,1.04439
58.426,14.225179999999998,0.09393843,-0.03590246,1.04435
58.526,14.260929999999998,0.09583905,-0.03544385,1.04431
58.626,14.29611,0.09549326,-0.0353537,1.04426
58.726,14.33125,0.09550387,-0.03702717,1.0442200000000001
58.826,14.36653,0.09530408,-0.03706307,1.04417
58.926,14.401760000000001,0.09711654,-0.03836551,1.04413
59.026,14.436910000000001,0.0966853,-0.038225,1.04409
59.126,14.472129999999998,0.09660989,-0.03706352,1.0440399999999999
59.226,14.507129999999998,0.0956156,-0.03709109,1.044
59.326,14.54225,0.09834386,-0.0375714,1.04396
59.426,14.57719,0.09622786,-0.0383951,1.0439100000000001
59.526,14.612,0.09695249,-0.03839031,1.04387
59.626,14.646889999999999,0.09783427,-0.0383904,1.04382
59.726,14.681820000000002,0.09858778,-0.03839314,1.04378
59.826,14.716829999999998,0.0982376,-0.03838436,1.04374
59.926,14.75176,0.09885444,-0.03706631,1.04369
60.026,14.78669,0.09984593,-0.03706958,1.04365
60.126,14.821489999999999,0.09899649,-0.03706996,1.04361
60.226,14.8562,0.09923822,-0.03706996,1.04356
60.326,14.891070000000001,0.09937001,-0.03706943,1.04352
60.426,14.925629999999998,0.10286,-0.03706132,1.0434700000000001
60.526,14.9605,0.10171000000000001,-0.03694457,1.0434299999999999
60.626,14.995120000000002,0.10207999999999999,-0.03764519,1.04339
60.726,15.02989,0.10219,-0.03770818,1.04334
60.826,15.06465,0.10124,-0.03711201,1.0433
60.926,15.09929,0.10106,-0.03834263,1.04326
61.026,15.13393,0.10424000000000001,-0.03838194,1.04321
61.126,15.16836,0.10192000000000001,-0.03837911,1.0431700000000002
61.226,15.20307,0.10207000000000001,-0.03888566,1.04312
61.326,15.237860000000001,0.10246,-0.0396758,1.04308
61.426,15.272520000000002,0.10172,-0.03969797,1.04304
61.526,15.30701,0.10107999999999999,-0.03969765,1.0429899999999999
61.626,15.3416,0.10064,-0.03966551,1.04295
61.726,15.37602,0.10332999999999999,-0.03894798,1.04291
61.826,15.41073,0.1025,-0.03845533,1.0428600000000001
61.926,15.445260000000001,0.10507000000000001,-0.03937751,1.04282
62.026,15.47985,0.10484,-0.03969453,1.04277
62.126,15.514439999999999,0.10500999999999999,-0.03970933,1.04273
62.226,15.548910000000001,0.105,-0.03970998,1.04269
62.326,15.58341,0.10578,-0.03971,1.04264
62.426,15.618039999999999,0.10324000000000001,-0.03971001,1.0426
62.526,15.65255,0.10293,-0.03971038,1.04256
62.626,15.686979999999998,0.10404000000000001,-0.03971791,1.04251
62.726,15.721379999999998,0.10305,-0.03987107,1.04247
62.826,15.75559,0.10424000000000001,-0.04032205,1.04243
62.926,15.78984,0.10314000000000001,-0.03999337,1.0423799999999999
63.026,15.824129999999998,0.10543,-0.0394303,1.04234
63.126,15.858379999999999,0.10453,-0.0390256,1.0423
63.226,15.892579999999999,0.10419,-0.03939954,1.04225
63.326,15.92668,0.10359000000000002,-0.03954087,1.04221
63.426,15.961139999999999,0.10490999999999999,-0.04111366,1.04216
63.526,15.995510000000001,0.10482000000000001,-0.04102549,1.0421200000000002
63.626,16.02978,0.10422000000000001,-0.04102031,1.04208
63.726,16.06423,0.10324000000000001,-0.04102005,1.04203
