,Time/min,DSC/mW,Mass loss/mg,Sensit./(uV/mW)
50.0,10.714077719095766,0.3658792593658582,-0.04356823530956773,1.0694996619611108
50.1,10.727353948351173,0.37687231749082883,-0.043729081036121706,1.0694983876071007
50.2,10.739785275019548,0.3988283188008359,-0.043308787345395304,1.0694871353704851
50.300000000000004,10.751974552530632,0.42134679669583086,-0.042493679005227186,1.0694774709109591
50.400000000000006,10.763770767497927,0.43135586916584145,-0.04296111347192624,1.069467380985679
50.50000000000001,10.77551648883768,0.4345073928607994,-0.043498365293227884,1.0694574051463264
50.60000000000001,10.78716356587137,0.46018170436097217,-0.04363050868951195,1.0694473984290165
50.70000000000001,10.797954477036843,0.47252624138532573,-0.0435697684084741,1.0694374011376075
50.80000000000001,10.808533438941257,0.4794943635377251,-0.04434716463388232,1.0694273970205534
50.90000000000001,10.818815313678135,0.4962131872837756,-0.04412054297440684,1.0694174107801788
51.000000000000014,10.82904147858621,0.512337521757182,-0.045118584413130755,1.0694073598587315
51.100000000000016,10.839132079817029,0.5327840046375201,-0.04502981966960025,1.0693975497848949
51.20000000000002,10.848912195345683,0.5374332134727537,-0.04466075238293779,1.0693868410016878
51.30000000000002,10.858483949680256,0.5473392061314715,-0.04548287940879937,1.0693796619683544
51.40000000000002,10.86809455337331,0.5643308886613707,-0.044758003902104784,1.0693783876048948
51.50000000000002,10.877420892106509,0.5798134744130667,-0.044856551624461186,1.0693671353720662
51.60000000000002,10.886591775080667,0.5902988158263862,-0.04465363601509012,1.0693574709068412
51.700000000000024,10.895646268370838,0.6071204523714133,-0.04405110917229735,1.0693473810005691
51.800000000000026,10.904400094716001,0.627587723897987,-0.0439718870777204,1.069337405090882
51.90000000000003,10.912934210365176,0.6373468972666578,-0.04328905673850027,1.0693273986359022
52.00000000000003,10.921330619583314,0.6487736632054002,-0.04382044183387866,1.0693174003655088
52.10000000000003,10.929576343541587,0.6624666594617699,-0.043623407008224924,1.069307399902062
52.20000000000003,10.937701271130342,0.6736584908075505,-0.0434520558975416,1.0692974000262423
52.30000000000003,10.94581696441705,0.6841625854680449,-0.043605795819448595,1.0692873999929684
52.400000000000034,10.953877353121467,0.7041417495503,-0.04451731231298582,1.069277400001884
52.500000000000036,10.961778905257102,0.7155598353907868,-0.0441899789234884,1.0692673999994955
52.60000000000004,10.969511753050151,0.7190566370965743,-0.044475501994180475,1.0692574000001354
52.70000000000004,10.977242848462309,0.7299995432829354,-0.044690892595870224,1.0692473999999639
52.80000000000004,10.984852098060628,0.746090327181715,-0.04476737101337923,1.0692374000000098
52.90000000000004,10.992366928655192,0.7570392330402296,-0.0450096244091734,1.0692273999999975
53.00000000000004,10.999828391878635,0.770447584317393,-0.0455625438899281,1.069217400000001
53.100000000000044,11.007064170390302,0.7845424007502357,-0.04553657584327489,1.0692073999999996
53.200000000000045,11.014192015680177,0.7951750292116999,-0.0447991102288907,1.0691974000000002
53.30000000000005,11.021285804089011,0.8004277693729855,-0.04540237905444279,1.0691873999999997
53.40000000000005,11.028298447003795,0.8039023881863627,-0.04518572172797845,1.0691774
53.50000000000005,11.035288071655824,0.8162413376415838,-0.04509093910652322,1.0691674000000002
53.60000000000005,11.04221260053293,0.8315123579273496,-0.044593664464887356,1.0691574000000004
53.70000000000005,11.049064529652478,0.8407937088790574,-0.044821530386166694,1.0691473999999985
53.800000000000054,11.055954434377174,0.8514348622764534,-0.04541477548180782,1.0691374000000051
53.900000000000055,11.062660963638848,0.8601415823051572,-0.04469725011004129,1.0691273999999795
54.00000000000006,11.069295360667457,0.8715110036429545,-0.04507229042530682,1.0691174000000765
54.10000000000006,11.075915462651354,0.8782235597530561,-0.04525625940625215,1.0691073999997143
54.20000000000006,11.082486448727154,0.8895865068248578,-0.045475870602884855,1.0690974000010662
54.30000000000006,11.088982996360052,0.9032311309675551,-0.046345679750930846,1.0690873999960198
54.40000000000006,11.095373062472662,0.9212254170749798,-0.0463232719138731,1.0690774000148535
54.500000000000064,11.101788054469328,0.9297445949525713,-0.04659630888389729,1.069067399944566
54.600000000000065,11.108153081810052,0.9364520492947703,-0.046939277416939096,1.069057400206883
54.70000000000007,11.114410789090476,0.9456941769783842,-0.04672582867330638,1.069047399227902
54.80000000000007,11.120621945348063,0.9574355167617332,-0.04726495056943636,1.0690374028815082
54.90000000000007,11.1267847902373,0.9646720318347168,-0.04739048480038975,1.069027389246064
55.00000000000007,11.132881600742772,0.9753372352094307,-0.046847711028923336,1.0690174401342356
55.10000000000007,11.138961450071648,0.991051926247625,-0.04700224086079628,1.0690072502169943
55.200000000000074,11.145037047450664,0.9967796264501194,-0.047081162974292115,1.068997958997787
55.300000000000075,11.151095855645721,1.004368940711925,-0.04712752330803552,1.0689851380318574
55.40000000000008,11.157152426926476,1.0148719474922203,-0.047064680827725885,1.0689664123947835
55.50000000000008,11.163147670088414,1.0179740417092182,-0.04620994974105841,1.0689576646290104
55.60000000000008,11.169050867279902,1.0279122150109379,-0.045884085678037076,1.0689473290891762
55.70000000000008,11.174925100312002,1.0450431393171,-0.04637828036679427,1.068937419014285
55.80000000000008,11.180781875472121,1.0579108126907348,-0.045864832684785306,1.068927394853683
55.900000000000084,11.186608638759544,1.0660198992100098,-0.045653467454063,1.0689174015709815
56.000000000000085,11.192375177249735,1.0751867468592688,-0.045577627258962,1.0689073988623918
56.10000000000009,11.198087784961547,1.0843536665929654,-0.04542867735008807,1.0688974029794518
56.20000000000009,11.203714210424096,1.0919305490389142,-0.04564980130068608,1.0688873892198008
56.30000000000009,11.209312338702103,1.1020863474514209,-0.04555738241716817,1.0688774401413448
56.40000000000009,11.214954744447521,1.1132688969054574,-0.044949752320638886,1.068867250214819
56.50000000000009,11.22056707598784,1.1188852717867928,-0.045146404880275506,1.0688579589993787
56.600000000000094,11.226123785041143,1.1248888502174057,-0.045226683678259716,1.0688451380276662
56.700000000000095,11.23158553416761,1.134120875033631,-0.044760405346684407,1.068826412409957
56.8000000000001,11.237044448848433,1.141277468348115,-0.04487172433500182,1.0688176645725054
56.9000000000001,11.242516572598673,1.1486623744939455,-0.04558635200331099,1.0688073293000213
57.0000000000001,11.247919444276908,1.1599154996761596,-0.04567377349175625,1.0687974182274094
57.1000000000001,11.253302592853723,1.1699204451314835,-0.04550958073966328,1.0687873977903404
57.2000000000001,11.258701761508222,1.1785909794079692,-0.04564778173959082,1.0687773906112272
57.300000000000104,11.26405417407342,1.1844188586266828,-0.045659933341973755,1.0687674397647482
57.400000000000105,11.269341176518132,1.1907438207853354,-0.04577439419251439,1.0687572503297789
57.50000000000011,11.274670877454088,1.203676498492037,-0.04623759117797058,1.0687479589161368
57.60000000000011,11.280057902705547,1.216976260446609,-0.046224614785604495,1.0687351382456747
57.70000000000011,11.28532463404375,1.2213686316715848,-0.04563296481960949,1.0687164116211636
57.80000000000011,11.290577176399482,1.2296857348770933,-0.04553490095595539,1.0687076675096714
57.90000000000011,11.295795602038357,1.2423221887101104,-0.045819689516569936,1.0686973183401514
58.000000000000114,11.300958476327136,1.2474586799425214,-0.045719853417765396,1.0686874591297233
