Temp/C,Time/min,DSC/mW,Mass loss/mg,Sensit./(uV/mW)
50,10.68486792,0.390409698,-0.018510406,1.069498317
50.1,10.69917134,0.412128296,-0.018518338,1.069489683
50.2,10.712727,0.439256197,-0.018581123,1.069489285
50.3,10.72588794,0.466005356,-0.018590415,1.069478416
50.4,10.73869535,0.483556029,-0.018411509,1.069468649
50.5,10.75094746,0.502803005,-0.018367235,1.069458587
50.6,10.76279233,0.521546635,-0.017931309,1.069448604
50.7,10.77392076,0.545057182,-0.018004646,1.069438599
50.8,10.78479398,0.557318304,-0.017364556,1.0694286
50.9,10.79567689,0.571567552,-0.017648016,1.0694186
51,10.80638405,0.592533515,-0.017434316,1.069408599
51.1,10.81688348,0.613398236,-0.017566261,1.069398605
51.2,10.8272759,0.633110505,-0.01823771,1.06938858
51.3,10.83744134,0.655937746,-0.018170086,1.069378676
51.4,10.84736183,0.679676332,-0.01881553,1.069368317
51.5,10.8572568,0.701983392,-0.018864498,1.069359683
51.6,10.86675131,0.719982202,-0.018368731,1.069359285
51.7,10.87587753,0.730133905,-0.019390579,1.069348416
51.8,10.88487114,0.75164481,-0.019036478,1.069338649
51.9,10.89370433,0.772131275,-0.019235387,1.069328587
52,10.90232355,0.787577914,-0.018853617,1.069318604
52.1,10.91081137,0.80270167,-0.018429562,1.069308599
52.2,10.9193117,0.819492656,-0.017950989,1.0692986
52.3,10.92766334,0.841521649,-0.017988753,1.0692886
52.4,10.93593253,0.856610223,-0.017309094,1.0692786
52.5,10.94404929,0.871041384,-0.017883049,1.0692686
52.6,10.95200118,0.881178735,-0.018107862,1.0692586
52.7,10.95994733,0.90180883,-0.0177969,1.0692486
52.8,10.96755629,0.916990568,-0.017372101,1.0692386
52.9,10.97528026,0.929608802,-0.018405153,1.0692286
53,10.98304836,0.953266884,-0.018207161,1.0692186
53.1,10.99065981,0.970057504,-0.018478825,1.0692086
53.2,10.99815871,0.980863583,-0.018665619,1.0691986
53.3,11.00546136,0.994489815,-0.019317077,1.0691886
53.4,11.01267605,1.00917237,-0.018890033,1.0691786
53.5,11.01992424,1.036863718,-0.019192845,1.0691686
53.6,11.02702392,1.052300159,-0.019416491,1.0691586
53.7,11.03410264,1.066896703,-0.018794839,1.0691486
53.8,11.04107878,1.074367182,-0.01903245,1.0691386
53.9,11.04805985,1.09093193,-0.018473881,1.0691286
54,11.0549012,1.106389231,-0.018645695,1.0691186
54.1,11.06162031,1.121129916,-0.017688587,1.0691086
54.2,11.06824223,1.133126297,-0.017023389,1.0690986
54.3,11.07493466,1.150136965,-0.017596578,1.0690886
54.4,11.08152024,1.15959419,-0.017179731,1.0690786
54.5,11.08799024,1.182029605,-0.017216382,1.069068601
54.6,11.09449229,1.198816837,-0.017199151,1.069058595
54.7,11.10085701,1.204899628,-0.01758276,1.06904862
54.8,11.10719986,1.214462302,-0.018408186,1.069038524
54.9,11.1135437,1.227983278,-0.017648433,1.069028883
55,11.11980102,1.237870477,-0.017216346,1.069017517
55.1,11.12596597,1.245083706,-0.018311405,1.068997915
55.2,11.13208315,1.261318666,-0.018343803,1.068988784
55.3,11.13825683,1.279458659,-0.01748091,1.068978551
55.4,11.14430355,1.294412573,-0.017583613,1.068968613
55.5,11.15034994,1.307703863,-0.017837004,1.068958596
55.6,11.15641433,1.318698363,-0.017756755,1.068948601
55.7,11.16237852,1.334119658,-0.017783377,1.0689386
55.8,11.16829156,1.351158819,-0.017675019,1.0689286
55.9,11.17422366,1.359300795,-0.017640821,1.0689186
56,11.18007056,1.365648075,-0.017897662,1.068908601
56.1,11.1859077,1.372162713,-0.017176846,1.068898595
56.2,11.19159113,1.387967627,-0.017179677,1.06888862
56.3,11.19725688,1.403978481,-0.017753198,1.068878524
56.4,11.20296948,1.413283677,-0.017783022,1.068868883
56.5,11.2086371,1.425630027,-0.017411406,1.068857517
56.6,11.21423522,1.441372342,-0.01758509,1.068837915
56.7,11.21982576,1.452601148,-0.017845898,1.068828784
56.8,11.22533298,1.464595347,-0.017475281,1.068818551
56.9,11.2308749,1.478638987,-0.017502583,1.068808613
57,11.23637658,1.492236523,-0.017448249,1.068798598
57.1,11.24183328,1.501224829,-0.017412029,1.068788596
57.2,11.24725219,1.509584255,-0.017716996,1.06877862
57.3,11.25260121,1.521792657,-0.017604746,1.068768524
57.4,11.25801089,1.532203785,-0.01686577,1.068758883
57.5,11.26345015,1.549080993,-0.01696641,1.068747517
57.6,11.26883881,1.56653067,-0.017499243,1.068727915
57.7,11.27413766,1.577999474,-0.017686004,1.068718785
57.8,11.279412,1.586812499,-0.01777758,1.068708545
57.9,11.28472003,1.595197828,-0.017503324,1.068698633
58,11.28997446,1.603024979,-0.017023054,1.068688521
58.1,11.29524057,1.607782758,-0.017318982,1.068678884
58.2,11.30051094,1.616402317,-0.018163042,1.068667517
58.3,11.30569807,1.633541876,-0.017974573,1.068647915
58.4,11.31090572,1.644121186,-0.017273297,1.068638785
58.5,11.31603197,1.65333738,-0.017636979,1.068628545
58.6,11.32111555,1.664612618,-0.018574514,1.068618633
58.7,11.32623189,1.675857729,-0.018438338,1.068608521
58.8,11.33127436,1.687762792,-0.017695236,1.068598884
58.9,11.33631798,1.697043238,-0.017811692,1.068587517
59,11.3413768,1.708196408,-0.018285998,1.068567916
59.1,11.34641568,1.722518527,-0.018021945,1.068558778
59.2,11.35143914,1.732207565,-0.017608519,1.068548571
59.3,11.35640438,1.734691486,-0.017772343,1.068538537
59.4,11.36137814,1.739587295,-0.017869114,1.068528879
59.5,11.36633757,1.752825302,-0.017671487,1.068517518
59.6,11.37119873,1.765565785,-0.018032145,1.068497916
59.7,11.37606362,1.77703115,-0.0185284,1.068488778
59.8,11.38095341,1.783310429,-0.018403677,1.068478571
59.9,11.38582079,1.789122068,-0.017871185,1.068468538
60,11.39067943,1.804404168,-0.018020414,1.068458879
60.1,11.39552914,1.820921461,-0.018465029,1.06844752
60.2,11.40037795,1.831071314,-0.018453743,1.068427909
60.3,11.40520343,1.837599436,-0.018000302,1.068418804
60.4,11.40998636,1.848233866,-0.018053287,1.068408475
60.5,11.41472084,1.857677659,-0.018498545,1.068398896
60.6,11.41942755,1.864487301,-0.018656446,1.068387515
60.7,11.42411582,1.875788581,-0.018288209,1.06836791
60.8,11.42879399,1.887932111,-0.018157828,1.068358804
60.9,11.43346468,1.8986278,-0.01845307,1.068348475
61,11.43814483,1.907503941,-0.018670612,1.068338897
61.1,11.44281243,1.912754961,-0.018335531,1.068327508
61.2,11.4474735,1.916984719,-0.017975659,1.068307936
61.3,11.4521278,1.923975068,-0.018151209,1.068298707
61.4,11.45672112,1.935458407,-0.018622914,1.068288835
61.5,11.46131707,1.949251763,-0.018827232,1.068277525
61.6,11.4659451,1.959057242,-0.018598146,1.068257932
61.7,11.47051783,1.962924914,-0.018463311,1.068248709
61.8,11.47506648,1.968934536,-0.018734824,1.068238833
61.9,11.47960346,1.979703695,-0.019196825,1.068227532
62,11.48412383,1.990141664,-0.019163506,1.068207906
62.1,11.48866756,1.999959787,-0.018758928,1.068198804
62.2,11.49321419,2.009796078,-0.018480623,1.068188476
62.3,11.49771856,2.020820691,-0.018698304,1.068178891
62.4,11.50219566,2.0342373,-0.018892917,1.068167534
62.5,11.50666731,2.045219651,-0.01858563,1.06814784
62.6,11.51115942,2.050233207,-0.01808117,1.068139068
62.7,11.51564652,2.055596678,-0.017879021,1.068127463
62.8,11.52010172,2.063664178,-0.018075524,1.068107948
62.9,11.52452869,2.072418274,-0.018147364,1.068098704
63,11.52894997,2.083279835,-0.018024379,1.068088836
63.1,11.53336409,2.092052254,-0.017992651,1.068077525
63.2,11.53773277,2.095365058,-0.018273959,1.068057931
63.3,11.54214002,2.101283431,-0.018444091,1.06804871
63.4,11.54656734,2.109547419,-0.018307663,1.068038828
63.5,11.55095274,2.115980073,-0.018166972,1.068027551
63.6,11.55533459,2.126626733,-0.018393801,1.068007835
63.7,11.55973761,2.136934129,-0.018856901,1.067999069
63.8,11.56413078,2.142160229,-0.019206719,1.067987463
63.9,11.56845188,2.154255708,-0.019355662,1.067967948
64,11.57276958,2.170269989,-0.019267835,1.067958706
64.1,11.57715343,2.177700399,-0.018978169,1.067948829
64.2,11.58149138,2.181738235,-0.018984575,1.06793755
64.3,11.58575695,2.186166949,-0.019399273,1.067917837
64.4,11.59002761,2.190175069,-0.019750499,1.067909062
64.5,11.59428464,2.197925543,-0.019778857,1.067897488
64.6,11.59853758,2.209904922,-0.019504536,1.067877854
64.7,11.60283413,2.219584952,-0.019283524,1.067869057
