Temp/C,Time/min,DSC/mW,Mass loss/mg,Sensit./(uV/mW)
50,10.70700032,0.420647488,-0.037970708,1.069501598
50.1,10.72054029,0.440430324,-0.038188801,1.069491614
50.2,10.73344742,0.453247212,-0.037902882,1.069481546
50.3,10.74579244,0.477375406,-0.038255128,1.069471802
50.4,10.75782678,0.49109361,-0.038227964,1.069460848
50.5,10.76927373,0.499125337,-0.037735191,1.069460335
50.6,10.78056002,0.522865867,-0.037545154,1.069451928
50.7,10.79149681,0.539434999,-0.037823473,1.069441512
50.8,10.80230569,0.555447963,-0.038464859,1.069431624
50.9,10.81267401,0.577855977,-0.038024002,1.069421594
51,10.82299736,0.588450402,-0.038841847,1.069411602
51.1,10.83288399,0.599096204,-0.038244408,1.0694016
51.2,10.8426479,0.624654396,-0.038585243,1.0693916
51.3,10.8523161,0.639048066,-0.039191218,1.0693816
51.4,10.86163631,0.64519853,-0.038220286,1.0693716
51.5,10.87096856,0.658009141,-0.038862964,1.0693616
51.6,10.88023583,0.685086929,-0.038732028,1.0693516
51.7,10.8894945,0.696417814,-0.03882518,1.0693416
51.8,10.89829032,0.703464996,-0.038972391,1.069331601
51.9,10.90706149,0.72456505,-0.039332575,1.069321596
52,10.91578624,0.739250919,-0.039080144,1.069311614
52.1,10.92427442,0.750491184,-0.039836613,1.069301546
52.2,10.93267207,0.766174331,-0.03977526,1.069291802
52.3,10.94097743,0.784618511,-0.040186399,1.069280848
52.4,10.94908451,0.802784725,-0.040723358,1.069280335
52.5,10.95697794,0.812761407,-0.040764592,1.069271928
52.6,10.96479213,0.826551914,-0.039715944,1.069261512
52.7,10.9725779,0.845973963,-0.040141286,1.069251624
52.8,10.98030586,0.861347134,-0.039608262,1.069241594
52.9,10.987876,0.870855855,-0.039336317,1.069231602
53,10.99527027,0.884779109,-0.039080134,1.0692216
53.1,11.00254775,0.899524927,-0.039154546,1.0692116
53.2,11.0098132,0.90907338,-0.038644983,1.0692016
53.3,11.01699054,0.930289068,-0.038142054,1.0691916
53.4,11.02409507,0.942300073,-0.038569504,1.0691816
53.5,11.03118701,0.9452542,-0.03786783,1.0691716
53.6,11.03824675,0.956305008,-0.037898731,1.0691616
53.7,11.04522447,0.969211823,-0.038350863,1.069151599
53.8,11.0520467,0.982879779,-0.038979598,1.069141604
53.9,11.05857323,0.992837763,-0.039163286,1.069131586
54,11.06510887,1.005296607,-0.038792198,1.069121654
54.1,11.07167535,1.015185513,-0.038971749,1.069111398
54.2,11.0782804,1.031057918,-0.03971843,1.069102352
54.3,11.0847879,1.041427003,-0.03941943,1.069082865
54.4,11.09134315,1.052920841,-0.039407488,1.069071272
54.5,11.09781695,1.068877527,-0.040310445,1.069061688
54.6,11.10418327,1.082042792,-0.040114242,1.069051576
54.7,11.11052622,1.09333356,-0.040109178,1.069041606
54.8,11.11673786,1.114315925,-0.040384687,1.069031598
54.9,11.12300907,1.128950391,-0.040589105,1.0690216
55,11.12944125,1.134688099,-0.040965306,1.0690116
55.1,11.13581076,1.144726302,-0.040598593,1.0690016
55.2,11.14209191,1.158960188,-0.040700372,1.0689916
55.3,11.14828281,1.171372496,-0.041454322,1.0689816
55.4,11.15433618,1.181003333,-0.040962188,1.0689716
55.5,11.16036167,1.192346819,-0.040464348,1.0689616
55.6,11.16629267,1.201056813,-0.040836736,1.068951599
55.7,11.1721321,1.209176786,-0.040881367,1.068941604
55.8,11.17801593,1.219728034,-0.041253466,1.068931586
55.9,11.18378841,1.233946249,-0.041393896,1.068921654
56,11.18958998,1.252808266,-0.040868569,1.068911398
56.1,11.1953528,1.263850555,-0.040886272,1.068902352
56.2,11.20096516,1.269367102,-0.041312803,1.068882865
56.3,11.20658777,1.282459865,-0.040919719,1.068871272
56.4,11.21222502,1.293737477,-0.040999957,1.068861688
56.5,11.21789557,1.301425689,-0.041595399,1.068851576
56.6,11.22350221,1.309004028,-0.041230199,1.068841607
56.7,11.22902736,1.322594137,-0.040872509,1.068831597
56.8,11.2345607,1.332869877,-0.040965029,1.068821604
56.9,11.24011746,1.336096572,-0.040625913,1.068811585
57,11.24558225,1.349691671,-0.04048148,1.068801654
57.1,11.2510093,1.364398869,-0.040710365,1.068791398
57.2,11.25645361,1.372381177,-0.040688127,1.068782352
57.3,11.26182647,1.377754506,-0.040498505,1.068762865
57.4,11.26716865,1.38797534,-0.040513094,1.068751272
57.5,11.27257844,1.402744573,-0.040695825,1.068741687
57.6,11.2779109,1.413496618,-0.040491171,1.06873158
57.7,11.28323041,1.420346308,-0.040489012,1.068721592
57.8,11.28850472,1.428913562,-0.040769332,1.068711652
57.9,11.29369346,1.441260982,-0.040628217,1.068701399
58,11.29886833,1.455393229,-0.039897881,1.068692352
58.1,11.3040723,1.463520479,-0.040195414,1.068672866
58.2,11.30919723,1.465659125,-0.040615728,1.068661271
58.3,11.3142869,1.471294798,-0.040333747,1.068651692
58.4,11.31947247,1.485155368,-0.039999174,1.068641562
58.5,11.32458192,1.498481724,-0.03984264,1.06863166
58.6,11.32962342,1.508752991,-0.039364219,1.068621397
58.7,11.33467767,1.514236735,-0.039281814,1.068612353
58.8,11.33975432,1.517738331,-0.039801809,1.068592864
58.9,11.34474456,1.526515393,-0.039430503,1.068581276
59,11.3497322,1.539766176,-0.039029235,1.068571673
59.1,11.35469257,1.5512362,-0.039389549,1.06856163
59.2,11.35960165,1.559127858,-0.039810211,1.068551405
59.3,11.3645567,1.565372778,-0.039348316,1.068542351
59.4,11.36949238,1.574658206,-0.039264147,1.068522865
