##Temp./°C,Time/min,Mass loss(subtr.2)/mg,DSC(subtr.2)/(mW/mg),Integral(DSC (subtr.2), 2, 175.8..427.3°C)/%,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
62.595,11.48587,-0.08899832,0.4015,            ,-0.01008146,1.0774,,
62.695,11.49035,-0.08888802,0.40378000000000003,            ,-0.01502029,1.07732,,
62.795,11.4948,-0.08933327,0.40657,            ,-0.01978057,1.07723,,
62.895,11.49923,-0.08972188,0.40895,            ,-0.02422217,1.07715,,
62.995,11.503630000000001,-0.08959682,0.41026999999999997,            ,-0.02821767,1.07707,,
63.095,11.50801,-0.08945759,0.41138,            ,-0.03165789,1.07699,,
63.195,11.51239,-0.08992507,0.41329,            ,-0.0344383,1.07691,,
63.295,11.51677,-0.09064032,0.41545,            ,-0.03645666,1.07682,,
63.395,11.52112,-0.09074997,0.41648,            ,-0.03761357,1.07674,,
63.495,11.52545,-0.09024533,0.41656000000000004,            ,-0.03785639,1.07666,,
63.595,11.529760000000001,-0.09008497,0.41761000000000004,            ,-0.03718576,1.0765799999999999,,
63.695,11.53408,-0.090796,0.4207,            ,-0.03562317,1.0765,,
63.795,11.53839,-0.09161634,0.42435,            ,-0.03323795,1.07641,,
63.895,11.542710000000001,-0.0917323,0.42694,            ,-0.03011821,1.07633,,
63.995,11.54702,-0.09144015,0.42845,            ,-0.02642747,1.07625,,
64.095,11.5513,-0.09147583,0.42955,            ,-0.02236149,1.07617,,
64.195,11.55556,-0.09190803,0.43077,            ,-0.01812623,1.07609,,
64.295,11.5598,-0.09213718,0.43255,            ,-0.01393771,1.076,,
64.395,11.56403,-0.09184314,0.43499,            ,-0.01000623,1.07592,,
64.495,11.56826,-0.09150156,0.43732,            ,-0.0065262309999999995,1.07584,,
64.595,11.57249,-0.09161883,0.43881000000000003,            ,-0.003673568,1.07576,,
64.695,11.57671,-0.09195942,0.43971000000000005,            ,-0.001499666,1.07568,,
64.795,11.580919999999999,-0.09195578,0.44073999999999997,            ,3.644003e-06,1.0756,,
64.895,11.58511,-0.09154035,0.4422,            ,0.0008987875,1.07551,,
64.995,11.58929,-0.09126967,0.44387,            ,0.001315252,1.0754299999999999,,
65.095,11.59348,-0.09152188,0.44556999999999997,            ,0.001384512,1.07535,,
65.195,11.597669999999999,-0.09188023,0.44738999999999995,            ,0.001229986,1.0752700000000002,,
65.295,11.60185,-0.09179923,0.44948999999999995,            ,0.0009746861,1.0751899999999999,,
65.395,11.606010000000001,-0.09140572,0.45186000000000004,            ,0.0007598708,1.07511,,
65.495,11.61018,-0.09128666,0.45441000000000004,            ,0.0007390313,1.07502,,
65.595,11.61435,-0.09166346,0.4569,            ,0.001023043,1.07494,,
65.695,11.61852,-0.09201642,0.45887,            ,0.001637991,1.07486,,
65.795,11.62268,-0.09185841,0.45993999999999996,            ,0.0025907770000000003,1.0747799999999998,,
65.895,11.62684,-0.0914702,0.46038999999999997,            ,0.0038291059999999997,1.0747,,
65.995,11.630989999999999,-0.09142004,0.46079,            ,0.00527745,1.0746200000000001,,
66.095,11.63512,-0.09177799,0.46158999999999994,            ,0.00686549,1.07454,,
66.195,11.63925,-0.09203052,0.46316,            ,0.008529065,1.07445,,
66.295,11.64339,-0.09180532,0.46558999999999995,            ,0.01019781,1.07437,,
66.395,11.64752,-0.09138474,0.46805,            ,0.01177675,1.07429,,
66.495,11.651660000000001,-0.09118097,0.46956000000000003,            ,0.01316853,1.07421,,
66.595,11.65579,-0.09125294,0.47026999999999997,            ,0.01432634,1.07413,,
66.695,11.659889999999999,-0.09138943,0.47121999999999997,            ,0.01524206,1.07405,,
66.795,11.66395,-0.09142497,0.47302,            ,0.01591568,1.07397,,
66.895,11.66801,-0.09131908,0.4752,            ,0.01636419,1.07388,,
66.995,11.672089999999999,-0.09106391,0.4772,            ,0.01660663,1.0738,,
67.095,11.67619,-0.09079363,0.47902,            ,0.01665836,1.07372,,
67.195,11.68028,-0.09072102,0.48101000000000005,            ,0.01653241,1.07364,,
67.295,11.684339999999999,-0.0908908,0.48317,            ,0.01621882,1.07356,,
67.395,11.68838,-0.09103894,0.48499,            ,0.01566574,1.07348,,
67.495,11.69242,-0.09091762,0.48599,            ,0.0148204,1.0734,,
67.595,11.69646,-0.09063598,0.4865,            ,0.01365616,1.07331,,
67.695,11.70049,-0.09045788,0.48722,            ,0.01215797,1.07323,,
67.795,11.70451,-0.09047357,0.4885,            ,0.01031591,1.07315,,
67.895,11.70852,-0.09049907,0.49021000000000003,            ,0.0081281,1.07307,,
67.995,11.71252,-0.0903689,0.49215,            ,0.00559171,1.0729899999999999,,
68.095,11.716510000000001,-0.09019664,0.49405,            ,0.0026930829999999998,1.07291,,
68.195,11.72049,-0.09020511,0.49565,            ,-0.0005848548,1.07283,,
68.295,11.72446,-0.0904265,0.49701000000000006,            ,-0.004202982,1.07275,,
68.395,11.72843,-0.09059709,0.49871000000000004,            ,-0.008035054,1.07267,,
68.495,11.73241,-0.09048284,0.50122,            ,-0.01194769,1.0725799999999999,,
68.595,11.73638,-0.09023777,0.5038,            ,-0.01581009,1.0725,,
68.695,11.74035,-0.09017985,0.5052300000000001,            ,-0.01949288,1.0724200000000002,,
68.795,11.7443,-0.09042765,0.5052300000000001,            ,-0.02289437,1.07234,,
68.895,11.74825,-0.09075871,0.5051399999999999,            ,-0.02596006,1.07226,,
68.995,11.75221,-0.09094959,0.5062800000000001,            ,-0.02863499,1.07218,,
69.095,11.75617,-0.09104162,0.50853,            ,-0.03082284,1.0721,,
69.195,11.76012,-0.09120458,0.51102,            ,-0.03240749,1.07202,,
69.295,11.76406,-0.09148587,0.5131600000000001,            ,-0.03332954,1.07194,,
69.395,11.76798,-0.09168841,0.51485,            ,-0.03364238,1.07186,,
69.495,11.771889999999999,-0.09162232,0.51608,            ,-0.03341844,1.0717700000000001,,
69.595,11.7758,-0.09147301,0.51703,            ,-0.03278968,1.07169,,
69.695,11.779710000000001,-0.0916482,0.5179699999999999,            ,-0.03192337,1.07161,,
69.795,11.783619999999999,-0.09230467,0.5191100000000001,            ,-0.0309625,1.0715299999999999,,
69.895,11.78754,-0.09292332,0.52046,            ,-0.02998419,1.07145,,
69.995,11.79145,-0.09291617,0.522,            ,-0.02905183,1.0713700000000002,,
70.095,11.79537,-0.0923702,0.52376,            ,-0.02818258,1.0712899999999999,,
70.195,11.79928,-0.09191376,0.52581,            ,-0.02735655,1.07121,,
70.295,11.8032,-0.09200703,0.52813,            ,-0.02654661,1.07113,,
70.395,11.80712,-0.09243969,0.5302600000000001,            ,-0.02570286,1.07105,,
70.495,11.81102,-0.09285591,0.53166,            ,-0.02477049,1.07097,,
70.595,11.8149,-0.09309843,0.5323899999999999,            ,-0.02370202,1.07089,,
70.695,11.81878,-0.09322166,0.5330600000000001,            ,-0.02245772,1.0708,,
70.795,11.82264,-0.09328555,0.53422,            ,-0.02100087,1.0707200000000001,,
70.895,11.82649,-0.09332435,0.53585,            ,-0.01930915,1.07064,,
70.995,11.83035,-0.09336341,0.53768,            ,-0.01736568,1.07056,,
71.095,11.83421,-0.09341201,0.53951,            ,-0.01519856,1.0704799999999999,,
71.195,11.83807,-0.09345267,0.54118,            ,-0.01291081,1.0704,,
71.295,11.84192,-0.09346781,0.54255,            ,-0.01060974,1.0703200000000002,,
71.395,11.84576,-0.09346374,0.54375,            ,-0.008375157,1.0702399999999999,,
71.495,11.8496,-0.09346026,0.54502,            ,-0.006271353,1.07016,,
71.595,11.85343,-0.0934754,0.5465,            ,-0.004349058,1.07008,,
71.695,11.85725,-0.09352159,0.54791,            ,-0.00262067,1.07,,
71.795,11.86107,-0.09360806,0.54894,            ,-0.001092981,1.06992,,
71.895,11.864889999999999,-0.09369275,0.54972,            ,0.00019908380000000002,1.06984,,
71.995,11.86871,-0.09368211,0.55087,            ,0.001192375,1.06976,,
72.095,11.872539999999999,-0.0935123,0.55286,            ,0.001825234,1.06968,,
72.195,11.87637,-0.09330252,0.55529,            ,0.002051602,1.0696,,
72.295,11.880189999999999,-0.09323584,0.5574899999999999,            ,0.0018310520000000001,1.06952,,
72.395,11.884,-0.09337146,0.55904,            ,0.0011314460000000001,1.06944,,
72.495,11.8878,-0.0935392,0.5601,            ,-6.402457e-05,1.06935,,
72.595,11.891580000000001,-0.0935576,0.56091,            ,-0.0017653789999999999,1.0692700000000002,,
72.695,11.89534,-0.09342023,0.56175,            ,-0.003916244,1.0691899999999999,,
72.795,11.8991,-0.09324263,0.56296,            ,-0.006413991,1.06911,,
72.895,11.90287,-0.09312494,0.56472,            ,-0.009144588,1.06903,,
72.995,11.90664,-0.0930921,0.56655,            ,-0.01194999,1.06895,,
73.095,11.91043,-0.09314914,0.56782,            ,-0.01466151,1.06887,,
73.195,11.91423,-0.0932899,0.56843,            ,-0.01716517,1.06879,,
73.295,11.91802,-0.09349091,0.56916,            ,-0.01943211,1.06871,,
73.395,11.92179,-0.09372753,0.57076,            ,-0.02144285,1.06863,,
73.495,11.92553,-0.0939789,0.57289,            ,-0.02319896,1.06855,,
73.595,11.929269999999999,-0.09422638,0.5746100000000001,            ,-0.0247146,1.06847,,
73.695,11.933019999999999,-0.09443519,0.57529,            ,-0.02600149,1.06839,,
73.795,11.93678,-0.09451065,0.57562,            ,-0.02706182,1.06831,,
73.895,11.940539999999999,-0.09434774,0.57658,            ,-0.02789568,1.06823,,
73.995,11.944280000000001,-0.09400726,0.5784199999999999,            ,-0.02850838,1.06815,,
74.095,11.948030000000001,-0.09378592,0.58033,            ,-0.02891267,1.06807,,
74.195,11.9518,-0.0939645,0.58153,            ,-0.02911922,1.06799,,
74.295,11.95557,-0.09447045,0.58219,            ,-0.02911137,1.0679100000000001,,
74.395,11.95933,-0.09502149,0.58307,            ,-0.02885623,1.0678299999999998,,
74.495,11.96306,-0.09538947,0.5846100000000001,            ,-0.02832787,1.06775,,
74.595,11.96677,-0.09554539,0.58626,            ,-0.02752541,1.0676700000000001,,
74.695,11.970460000000001,-0.09550492,0.58723,            ,-0.02645368,1.06759,,
74.795,11.974160000000001,-0.0953417,0.58741,            ,-0.02512785,1.06751,,
74.895,11.97787,-0.095215,0.5877,            ,-0.02357845,1.0674299999999999,,
74.995,11.981589999999999,-0.09527516,0.589,            ,-0.02183922,1.06735,,
75.095,11.98532,-0.09547776,0.59123,            ,-0.01996835,1.0672700000000002,,
75.195,11.98906,-0.09564738,0.5936899999999999,            ,-0.01804048,1.0671899999999999,,
75.295,11.99279,-0.09565899,0.5957600000000001,            ,-0.016116,1.06711,,
75.395,11.99652,-0.09561809,0.59725,            ,-0.01419174,1.06703,,
75.495,12.00022,-0.09569164,0.5981,            ,-0.01224724,1.06695,,
75.595,12.0039,-0.0959255,0.59853,            ,-0.01026081,1.06687,,
75.695,12.00758,-0.09615204,0.59914,            ,-0.008208611999999999,1.06679,,
75.795,12.011280000000001,-0.09619269,0.60059,            ,-0.006069336999999999,1.06671,,
75.895,12.01499,-0.0960498,0.60278,            ,-0.003867175,1.06663,,
75.995,12.0187,-0.095876,0.6049800000000001,            ,-0.001664123,1.06655,,
76.095,12.02241,-0.09580381,0.60661,            ,0.00048431160000000006,1.06647,,
76.195,12.0261,-0.09582187,0.60778,            ,0.002567148,1.06639,,
76.295,12.02979,-0.09586685,0.6088899999999999,            ,0.0045894609999999995,1.06631,,
76.395,12.03348,-0.09589126,0.61014,            ,0.006544109,1.06623,,
76.495,12.03716,-0.09588624,0.61139,            ,0.008394241,1.06615,,
76.595,12.04084,-0.09584926,0.61241,            ,0.01009735,1.06607,,
76.695,12.04451,-0.09579576,0.6132,            ,0.0115757,1.06599,,
76.795,12.04818,-0.09576129,0.6139899999999999,            ,0.01271201,1.0659100000000001,,
76.895,12.05185,-0.09577524,0.6149899999999999,            ,0.01339215,1.0658299999999998,,
76.995,12.05552,-0.09579946,0.61621,            ,0.0135512,1.06575,,
77.095,12.0592,-0.09575914,0.61753,            ,0.01315097,1.0656700000000001,,
77.195,12.06288,-0.09559784,0.61885,            ,0.01218318,1.0656,,
77.295,12.06657,-0.09533223,0.6201300000000001,            ,0.01075507,1.06552,,
77.395,12.07024,-0.09499735,0.62136,            ,0.00900191,1.06544,,
77.495,12.073889999999999,-0.09467359,0.62255,            ,0.007052926,1.06536,,
77.595,12.077539999999999,-0.09451991,0.62375,            ,0.005026900999999999,1.06528,,
77.695,12.08119,-0.09469121,0.6250100000000001,            ,0.0030409559999999996,1.0652,,
77.795,12.08484,-0.09512798,0.62631,            ,0.0012010480000000001,1.06512,,
77.895,12.0885,-0.09558471,0.62757,            ,-0.0003965533,1.06504,,
77.995,12.09217,-0.0958358,0.6287,            ,-0.001660501,1.0649600000000001,,
78.095,12.09583,-0.09583719,0.62966,            ,-0.002531466,1.0648799999999998,,
78.195,12.09951,-0.09562201,0.63045,            ,-0.002963755,1.0648,,
78.295,12.10317,-0.09526308,0.63112,            ,-0.0029519740000000004,1.06472,,
78.395,12.10683,-0.09495315,0.63205,            ,-0.002613099,1.06464,,
78.495,12.110439999999999,-0.09490441,0.63364,            ,-0.002087237,1.06456,,
78.595,12.11401,-0.09516069,0.63589,            ,-0.0015127720000000001,1.0644799999999999,,
78.695,12.11759,-0.09551836,0.63823,            ,-0.00102555,1.0644,,
78.795,12.1212,-0.0957616,0.6400399999999999,            ,-0.000756555,1.0643200000000002,,
78.895,12.124839999999999,-0.09580777,0.64122,            ,-0.000755026,1.0642399999999999,,
78.995,12.12849,-0.09568778,0.6420899999999999,            ,-0.0010005110000000002,1.06417,,
79.095,12.13212,-0.09544364,0.6429600000000001,            ,-0.001469964,1.06409,,
79.195,12.13573,-0.09517016,0.64394,            ,-0.002137767,1.0640100000000001,,
79.295,12.139339999999999,-0.0949849,0.6450899999999999,            ,-0.0029771990000000003,1.0639299999999998,,
79.395,12.14296,-0.09497014,0.64642,            ,-0.003965074,1.06385,,
79.495,12.14659,-0.09508569,0.64786,            ,-0.005090481,1.06377,,
79.595,12.15022,-0.09526487,0.64927,            ,-0.006344961,1.06369,,
79.695,12.153839999999999,-0.0954505,0.65063,            ,-0.00770276,1.06361,,
79.795,12.15746,-0.0956017,0.65203,            ,-0.0091081,1.0635299999999999,,
79.895,12.16107,-0.09568111,0.65356,            ,-0.01050455,1.06345,,
79.995,12.16468,-0.09568861,0.6551,            ,-0.01188336,1.0633700000000001,,
80.095,12.168289999999999,-0.09565885,0.6563399999999999,            ,-0.0132803,1.06329,,
80.195,12.17189,-0.09562663,0.65701,            ,-0.01473363,1.06322,,
80.295,12.17548,-0.09561667,0.65733,            ,-0.01628843,1.06314,,
80.395,12.17908,-0.0956486,0.65775,            ,-0.01799326,1.0630600000000001,,
80.495,12.18269,-0.09573035,0.65865,            ,-0.01986848,1.06298,,
80.595,12.18629,-0.09581992,0.66003,            ,-0.02181347,1.0629,,
80.695,12.18988,-0.09586212,0.66181,            ,-0.02369506,1.06282,,
80.795,12.19345,-0.09584109,0.66374,            ,-0.02536994,1.06274,,
80.895,12.19703,-0.09582876,0.66522,            ,-0.02667203,1.06266,,
80.995,12.20063,-0.0959076,0.66565,            ,-0.02743396,1.0625799999999999,,
81.095,12.204260000000001,-0.09610976,0.6652399999999999,            ,-0.02755554,1.0625,,
81.195,12.2079,-0.09640277,0.66525,            ,-0.02702279,1.06243,,
81.295,12.21151,-0.09674857,0.66688,            ,-0.02583496,1.06235,,
81.395,12.21508,-0.0970925,0.66981,            ,-0.02408434,1.06227,,
81.495,12.218639999999999,-0.09736871,0.67265,            ,-0.02192599,1.06219,,
81.595,12.22218,-0.09751816,0.67425,            ,-0.01951514,1.06211,,
81.695,12.225719999999999,-0.09752599,0.67481,            ,-0.01700078,1.06203,,
81.795,12.22927,-0.09739449,0.67508,            ,-0.01452945,1.06195,,
81.895,12.23282,-0.09714724,0.67567,            ,-0.01223586,1.06187,,
81.995,12.23639,-0.09688606,0.67672,            ,-0.01021112,1.06179,,
82.095,12.23996,-0.09673044,0.67825,            ,-0.008536110999999999,1.06172,,
82.195,12.24353,-0.09674372,0.6801699999999999,            ,-0.007254915,1.06164,,
82.295,12.247110000000001,-0.09687149,0.68221,            ,-0.006334482,1.06156,,
82.395,12.250680000000001,-0.09704511,0.68407,            ,-0.005731508000000001,1.06148,,
82.495,12.25426,-0.09721567,0.68562,            ,-0.005384545,1.0614,,
82.595,12.257819999999999,-0.09735825,0.68692,            ,-0.0052100409999999995,1.06132,,
82.695,12.26137,-0.09744993,0.68805,            ,-0.005126503,1.06124,,
82.795,12.2649,-0.09747476,0.68901,            ,-0.005099096,1.0611700000000002,,
