LABORATORY,FSRI 
TEST IDENT,Cotton_Sheet_HF_50_3
OPERATOR,Dow
MATERIAL,Cotton Sheet
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.00884
C FACTOR,0.041547633707523346
SPEC HOLDER DIFF,-566
SPECIMEN MASS,1.0700000524520874
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,543
TIME TO IGN,3.25
END OF TEST SCAN,63
END OF TEST TIME,15.75
TEST STATUS,1
PRE TEST CMT,Thickness: 0.19 mm; with frame; with calcium silicate substrate
