LABORATORY,FSRI 
TEST IDENT,Masonite_HF50_1
OPERATOR,Dow
MATERIAL,masonite
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.03810223191976547
SPEC HOLDER DIFF,-566
SPECIMEN MASS,34.91999816894531
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1044
TIME TO IGN,45.25
END OF TEST SCAN,564
END OF TEST TIME,141
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.49 x 101.48 x 2.92 mm
POST TEST CMT,"Significant warping during test, beginging with corners lifting upwards prior to igntion then becoming more dramatic after ignition. Test pictures available."
