LABORATORY,FSRI 
TEST IDENT,Masonite_HF15_R3
OPERATOR,Marino
MATERIAL,Masonite
ORIENTATION,Horizontal
HEAT FLUX,15
SURF AREA,0.009999999776482582
C FACTOR,0.04114474728703499
SPEC HOLDER DIFF,-566
SPECIMEN MASS,34.810001373291016
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2724
TIME TO IGN,398
END OF TEST SCAN,2244
END OF TEST TIME,561
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.63 x 101.06 x 2.97 mm; with calcium silicate substrate; with tie wires
POST TEST CMT,"After ignition the sample warped, charred, and fractured."
