##Temp./°C,Time/min,DSC(subtr.2)/(mW/mg),Mass loss(subtr.2)/mg,Sensit./(uV/mW)
49.771,10.00917,0.01202057,-0.02237,1.0605
49.871,10.41207,0.015152,-0.02232513,1.0604799999999999
49.971,10.51452,0.01877023,-0.02112612,1.06046
50.071,10.584769999999999,0.02492547,-0.02202914,1.06044
50.171,10.6419,0.02693239,-0.02289523,1.0604200000000001
50.271,10.6909,0.03218219,-0.02226767,1.0604
50.371,10.733310000000001,0.03866677,-0.02145916,1.0603799999999999
50.471,10.771939999999999,0.03997751,-0.02192472,1.06036
50.571,10.80665,0.04423271,-0.02252158,1.06034
50.671,10.83875,0.04990043,-0.02279778,1.0603200000000002
50.771,10.8688,0.05169451,-0.0229347,1.0603
50.871,10.89759,0.05482295,-0.02272789,1.06028
50.971,10.92477,0.05937805,-0.02290626,1.06026
51.071,10.95063,0.06124863,-0.02302177,1.06024
51.171,10.97531,0.0661918,-0.02346062,1.06021
51.271,10.99893,0.06878655,-0.02324145,1.06019
51.371,11.02165,0.07182427,-0.02299521,1.06017
51.471,11.043389999999999,0.07457079,-0.0218858,1.06015
51.571,11.06511,0.07949329,-0.02205126,1.06013
51.671,11.086,0.08027033,-0.02178077,1.06011
51.771,11.10625,0.0797324,-0.02147042,1.06009
51.871,11.12612,0.08418994,-0.02206548,1.06007
51.971,11.14532,0.08873085,-0.02255385,1.06005
52.071,11.16445,0.08951032,-0.02263915,1.06003
52.171,11.183010000000001,0.09232878,-0.02217198,1.0600100000000001
52.271,11.20153,0.09506519,-0.02287703,1.05999
52.371,11.21957,0.0959465,-0.02280789,1.05996
52.471,11.237589999999999,0.09968506,-0.02309542,1.0599399999999999
52.571,11.25517,0.10151,-0.0223732,1.05992
52.671,11.272089999999999,0.10364000000000001,-0.02214273,1.0599
52.771,11.288839999999999,0.10709,-0.02236236,1.05988
52.871,11.30536,0.10875,-0.02279169,1.05986
52.971,11.3219,0.10855999999999999,-0.02267107,1.05984
53.071,11.33812,0.11037999999999999,-0.02262213,1.05982
53.171,11.3542,0.11437,-0.02301483,1.0598
53.271,11.37004,0.11360999999999999,-0.0224642,1.05977
53.371,11.38567,0.11805999999999998,-0.02316399,1.05975
53.471,11.40122,0.12063,-0.0229934,1.0597299999999998
53.571,11.41638,0.1204,-0.02317563,1.05971
53.671,11.43149,0.12205,-0.02338092,1.05969
53.771,11.44641,0.12377,-0.0227764,1.0596700000000001
53.871,11.4612,0.12491,-0.02291506,1.05965
53.971,11.47583,0.12638,-0.02261209,1.0596299999999998
54.071,11.49058,0.12854000000000002,-0.0225029,1.05961
54.171,11.50504,0.1304,-0.02255012,1.05958
54.271,11.51939,0.1322,-0.02327098,1.05956
54.371,11.5336,0.13524,-0.02344474,1.05954
54.471,11.54771,0.13635999999999998,-0.02272739,1.05952
54.571,11.56173,0.13787,-0.02398204,1.0595
54.671,11.57545,0.14022,-0.02382836,1.05948
54.771,11.58913,0.1422,-0.02258963,1.05946
54.871,11.60265,0.14268,-0.02382637,1.0594299999999999
54.971,11.6162,0.14657,-0.02282215,1.05941
55.071,11.62985,0.14654,-0.02255072,1.05939
55.171,11.64327,0.14748,-0.02350403,1.0593700000000001
55.271,11.65673,0.14826,-0.02252491,1.05935
55.371,11.67022,0.14824,-0.02245467,1.0593299999999999
55.471,11.683639999999999,0.15089,-0.02288762,1.05931
55.571,11.69683,0.15139,-0.02247932,1.05928
55.671,11.71007,0.1516,-0.02354066,1.05926
55.771,11.72309,0.15384,-0.02239641,1.05924
55.871,11.73599,0.15538,-0.02362346,1.05922
55.971,11.74893,0.15722,-0.02238942,1.0592
56.071,11.76167,0.15484,-0.02299771,1.05918
56.171,11.774410000000001,0.15962,-0.0229189,1.05915
56.271,11.78722,0.15999000000000002,-0.02214752,1.05913
56.371,11.79999,0.16062,-0.02333073,1.05911
56.471,11.8127,0.16161,-0.02338788,1.0590899999999999
56.571,11.825339999999999,0.16308,-0.02266553,1.0590700000000002
56.671,11.837810000000001,0.16376,-0.02371295,1.05905
56.771,11.85034,0.16614,-0.02374353,1.05902
56.871,11.86275,0.16607,-0.02289234,1.059
56.971,11.874989999999999,0.16635,-0.02339228,1.05898
57.071,11.88718,0.16630999999999999,-0.02383663,1.0589600000000001
57.171,11.89931,0.17076,-0.02379816,1.05894
57.271,11.911439999999999,0.17157999999999998,-0.02399133,1.05891
57.371,11.92356,0.17337,-0.02518433,1.0588899999999999
57.471,11.93572,0.17481,-0.02544242,1.05887
57.571,11.94782,0.17385,-0.02469593,1.05885
57.671,11.95991,0.17457,-0.02548836,1.05883
57.771,11.97203,0.17685,-0.02542737,1.0588
57.871,11.9841,0.1755,-0.02539714,1.0587799999999998
57.971,11.99622,0.17673,-0.02431391,1.0587600000000001
58.071,12.008189999999999,0.1796,-0.02395303,1.05874
58.171,12.02013,0.17906,-0.02506539,1.05872
58.271,12.032010000000001,0.17936,-0.02473598,1.05869
58.371,12.04388,0.18213,-0.02392547,1.05867
58.471,12.055710000000001,0.18231,-0.02403886,1.05865
58.571,12.06745,0.18286,-0.02401752,1.05863
58.671,12.07925,0.18300999999999998,-0.02435836,1.05861
58.771,12.09102,0.18407,-0.02527882,1.0585799999999999
58.871,12.10272,0.18557,-0.02411942,1.05856
58.971,12.114510000000001,0.18767999999999999,-0.02397235,1.05854
59.071,12.12625,0.1862,-0.02442868,1.0585200000000001
59.171,12.13802,0.18779,-0.02532476,1.05849
59.271,12.14971,0.18656,-0.02462674,1.05847
59.371,12.16134,0.19016,-0.02406592,1.05845
