LABORATORY,FSRI 
TEST IDENT,Oak_Flooring_HF50_3
OPERATOR,Dow
MATERIAL,Oak flooring
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04218441992998123
SPEC HOLDER DIFF,-566
SPECIMEN MASS,136.91000366210938
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,4975
TIME TO IGN,29.25
END OF TEST SCAN,4495
END OF TEST TIME,1123.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.25 x 101.74 x 18.58 mm; with tie wires; joint between boards centered on sample
