Temp/C,Time/min,DSC/mW,Mass loss/mg,Sensit./(uV/mW)
50.2,10.03261324,-0.021839328,-0.011256969,0.997840734
50.3,11.05916346,-0.026053753,-0.013048239,0.997920833
50.4,11.42158179,-0.014367732,-0.011845325,0.998000732
50.5,11.67128637,-0.012710435,-0.01160163,0.998070734
50.6,11.86348867,0.002915001,-0.012348852,0.998150834
50.7,12.02698226,0.015486923,-0.011628045,0.998230731
50.8,12.17080678,0.014649011,-0.011553029,0.99830074
50.9,12.30238703,0.016991304,-0.011572027,0.998380811
51,12.42443685,0.028093927,-0.013227187,0.998460814
51.1,12.53842915,0.035985063,-0.013672336,0.998540732
51.2,12.64617078,0.041037139,-0.013617966,0.998610754
51.3,12.74725393,0.04278817,-0.011450617,0.998690754
51.4,12.84521645,0.04555251,-0.013381065,0.998760728
51.5,12.9383439,0.054940213,-0.013583391,0.998840837
51.6,13.02826057,0.062059537,-0.01182539,0.998920726
51.7,13.11447871,0.056173833,-0.013155383,0.998990757
51.8,13.19861597,0.069255578,-0.014197587,0.999070747
51.9,13.28128216,0.068257572,-0.012682038,0.99914075
52,13.36118285,0.071567274,-0.012832271,0.999220755
52.1,13.43972044,0.068318335,-0.01308253,0.999290728
52.2,13.51545386,0.077295175,-0.015403265,0.999370837
52.3,13.59067337,0.069757887,-0.013029412,0.999450726
52.4,13.66371072,0.077531893,-0.013541296,0.999520757
52.5,13.73543705,0.075455614,-0.013923246,0.999600749
52.6,13.80690731,0.090818161,-0.013183646,0.999670746
52.7,13.87665041,0.094389783,-0.012815849,0.999750772
52.8,13.94505607,0.096286263,-0.014067591,0.999820663
52.9,14.01207841,0.09965709,-0.013154759,0.999890774
53,14.07886483,0.098009529,-0.01416027,0.999970743
53.1,14.14487635,0.103027395,-0.014182348,1.000040753
53.2,14.21021039,0.099245377,-0.015049783,1.00012075
53.3,14.27498554,0.102674419,-0.014954665,1.000190745
53.4,14.33915607,0.105814913,-0.013717042,1.000270772
53.5,14.40225855,0.111811584,-0.012233631,1.000340664
53.6,14.46492298,0.116185971,-0.018596621,1.000410774
53.7,14.52662063,0.100533908,-0.01546706,1.000490744
53.8,14.58739893,0.114863286,-0.01518106,1.000560747
53.9,14.64851045,0.112278614,-0.015763377,1.000640771
54,14.70911073,0.115735541,-0.015694252,1.000710665
54.1,14.76873354,0.113192382,-0.015501716,1.00078077
54.2,14.82790927,0.116693414,-0.015132687,1.00086076
54.3,14.88605959,0.112320417,-0.014391722,1.000930688
54.4,14.94223229,0.119809935,-0.014770292,1.001000687
54.5,14.99902022,0.121212003,-0.015393927,1.001070764
54.6,15.0557318,0.127886245,-0.016480095,1.001150761
54.7,15.11147638,0.133454132,-0.017212867,1.001220688
54.8,15.16710404,0.128714238,-0.01568914,1.001290687
54.9,15.22230223,0.125089916,-0.015606957,1.001360764
55,15.27748875,0.133537769,-0.015192959,1.001440761
55.1,15.33189053,0.136816879,-0.015707371,1.001510688
55.2,15.38566462,0.13318014,-0.015084877,1.001580687
55.3,15.43894263,0.13342297,-0.015832762,1.001650763
55.4,15.49213924,0.13869842,-0.015506869,1.001730763
55.5,15.54482695,0.141259822,-0.016457229,1.001800683
55.6,15.59772042,0.150880687,-0.017232176,1.001870705
55.7,15.65046052,0.144349941,-0.015495901,1.001940698
55.8,15.70197521,0.145249926,-0.016449063,1.002010705
55.9,15.75357225,0.14635272,-0.015540455,1.002080683
56,15.80430574,0.145586551,-0.015018578,1.002150765
56.1,15.85489465,0.148909936,-0.015696717,1.002230762
56.2,15.90516137,0.145637967,-0.015530504,1.002300683
56.3,15.95516819,0.150748465,-0.014177353,1.002370704
56.4,16.00468164,0.15025324,-0.014806234,1.002440699
56.5,16.05384556,0.154532629,-0.015450877,1.0025107
56.6,16.10357301,0.157381895,-0.016689812,1.0025807
56.7,16.15223409,0.159832491,-0.016201535,1.0026507
56.8,16.20078721,0.160075457,-0.015909036,1.0027207
56.9,16.24946401,0.16483303,-0.017042282,1.0027907
57,16.29755996,0.164508226,-0.017248629,1.0028607
57.1,16.3454973,0.167495321,-0.016946685,1.0029307
57.2,16.3930042,0.164578898,-0.017845899,1.0030007
57.3,16.440465,0.173185322,-0.017080208,1.0030707
57.4,16.4879028,0.16351533,-0.017067326,1.0031407
57.5,16.53493809,0.16403086,-0.015798375,1.0032107
