##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
49.42,10.01,-0.02091974,101.61444,1.05322
49.375,10.11,-0.02185633,101.64289000000001,1.0532299999999999
49.375,10.21,-0.02107575,101.64289000000001,1.0532299999999999
49.366,10.31,-0.02263689,101.64289000000001,1.0532299999999999
49.36,10.41,-0.02107571,101.61466,1.0532299999999999
49.37,10.51,-0.02029515,101.64289000000001,1.0532299999999999
49.371,10.61,-0.02013904,101.67134,1.0532299999999999
49.351,10.71,-0.01889006,101.69957,1.0532299999999999
49.378,10.81,-0.01998294,101.67823,1.0532299999999999
49.372,10.91,-0.01795341,101.67134,1.0532299999999999
49.421,11.01,-0.01748516,101.69978,1.05322
49.396,11.11,-0.01670452,101.7069,1.0532299999999999
49.429,11.21,-0.01529952,101.7069,1.05322
49.462,11.31,-0.01327005,101.72802,1.05322
49.493,11.41,-0.01295786,101.75647,1.05321
49.534,11.51,-0.00983553,101.74224,1.05321
49.574,11.61,-0.008118254,101.74224,1.0532
49.629,11.71,-0.008118307,101.75647,1.0532
49.684,11.81,-0.006244891999999999,101.75647,1.05319
49.77,11.91,-0.002966354,101.76358,1.05318
49.84,12.01,-0.0034347540000000004,101.81315,1.0531700000000002
49.913,12.11,-0.001405139,101.81315,1.05316
49.983,12.21,0.0003122557,101.81315,1.05315
50.092,12.31,0.001873562,101.81315,1.05314
50.188,12.41,0.0034349,101.81315,1.05313
50.296,12.51,0.005152415,101.82715999999999,1.05311
50.399,12.61,0.005777020999999999,101.81315,1.0531
50.505,12.71,0.00608937,101.84159,1.0530899999999999
50.622,12.81,0.007650853000000001,101.84159,1.0530700000000002
50.757,12.91,0.009368543,101.81315,1.05306
50.885,13.01,0.0104617,101.84138,1.05304
51.019,13.11,0.01108646,101.84159,1.05302
51.207,13.21,0.01139901,101.84871,1.053
51.307,13.31,0.01249222,101.86983000000001,1.0529899999999999
51.436,13.41,0.01342935,101.86983000000001,1.0529700000000002
51.595,13.51,0.01561583,101.86983000000001,1.05295
